行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间
蚌埠市本级,工业用地,淮上区龙兴路南侧、淮畔路东侧,6.4311,工业用地,挂牌出让,50,非金属矿物制品业,1655,安徽新知科技股份有限公司,1.000.00,2016年5月25日,2016年11月25日,2018年5月25日
蚌埠市本级,后楼新村,后楼路东侧、淮上大道南侧,4.1652,公共租赁住房用地,划拨,,房地产业,0,蚌埠河北新区发展有限责任公司,0.002.60,2016年5月25日,2016年6月28日,2018年2月28日
蚌埠市本级,工业用地,淮上区龙华路南侧、西外环路东侧,7.217538,工业用地,挂牌出让,50,医药制造业,1842,安徽城市药业股份有限公司,1.000.00,2016年5月25日,2016年11月25日,2018年5月25日
蚌埠市本级,工业用地,淮上区龙华路南侧、西外环路东侧,10.490249,工业用地,挂牌出让,50,医药制造业,2670,安徽城市药业股份有限公司,1.000.00,2016年5月25日,2016年11月25日,2018年5月25日
蚌埠市本级,工业用地,淮上区龙兴路南侧、淮畔路东侧,6.870462,工业用地,挂牌出让,50,非金属矿物制品业,1809,安徽新知科技股份有限公司,1.000.00,2016年5月25日,2016年11月25日,2018年5月25日
蚌埠市本级,生活垃圾焚烧发电项目,中环线以东现状垃圾填埋场区内,7.0817,公共设施用地,划拨,,电力、热力的生产和供应业,0,蚌埠市城市管理行政执法局,1.000.00,2016年5月24日,2016年7月25日,2017年8月17日
五河县,大新卫生院建设项目,五河县大新镇五蚌路东侧,0.2423,医卫慈善用地,划拨,,卫生,0,五河县大新镇卫生院,1.000.00,2016年5月23日,2017年1月30日,2018年1月30日
蚌埠市本级,中环线二期,蚌山区、禹会区,114.2947,公路用地,划拨,,城市公共交通业,0,蚌埠市交通投资集团有限公司,0.000.00,2016年5月20日,2016年6月28日,2017年5月27日
固镇县,馆商业房地产项目（原南城区规划局两馆）,南城区休宁路西侧,1.1135,其他商服用地,协议出让,40,房地产业,663,固镇县新型城镇化建设投资有限公司,2,2016年5月17日,,
固镇县,原交通局商业房地产项目,胜利路东侧、气象局北侧。,0.723273,其他商服用地,协议出让,40,房地产业,862,固镇县城市建设投资发展有限责任公司,2,2016年5月17日,,
蚌埠市本级,居住及配套商业用地,经开区体育路北侧,0.765276,其他普通商品住房用地,挂牌出让,70,房地产业,2494,蚌埠经济开发区投资集团有限公司,1.002.50,2016年5月16日,2017年5月16日,2019年5月15日
蚌埠市本级,居住及配套商业用地,经开区延安路东侧、货场六路南侧,3.239195,其他普通商品住房用地,挂牌出让,70,房地产业,6914,蚌埠经济开发区投资集团有限公司,1.002.50,2016年5月16日,2017年5月16日,2019年5月15日
怀远县,雁湖学校建设项目,怀远县龙亢农场龙徐大道西,3.332,科教用地,划拨,,教育业,0,安徽省龙亢农场,1.000.00,2016年5月16日,2016年7月15日,2018年7月14日
蚌埠市本级,购物商贸用地,经开区环湖东路西侧,11.298437,其他商服用地,挂牌出让,40,房地产业,17182,蚌埠经济开发区投资集团有限公司,1.001.20,2016年5月16日,2017年5月16日,2019年11月15日
蚌埠市本级,购物商贸用地,经开区曹山路西侧,2.270218,其他商服用地,挂牌出让,40,房地产业,3033,蚌埠市城市投资控股有限公司,1.001.20,2016年5月16日,2017年5月16日,2019年5月15日
蚌埠市本级,居住用地,经开区涂山路南侧、航华路东侧,7.114053,其他普通商品住房用地,挂牌出让,70,房地产业,40853,安徽水利和顺地产有限公司,1.003.00,2016年5月9日,2017年2月9日,2020年2月8日
五河县,中石化高速公路出口加油站,五河县工业九路以南、徐明高速以西,0.7997,其他商服用地,挂牌出让,40,其他服务业,2170,中国石化销售有限公司安徽蚌埠石油分公司,0.000.80,2016年5月6日,2017年2月6日,2018年2月6日
五河县,上海电气（五河）生物质热电项目,五河县西环线西侧、工业十五路北侧,13.3889,工业用地,挂牌出让,50,其它,1126,上海电气（五河）生物质热电有限公司,0.701.00,2016年5月6日,2017年2月6日,2018年2月6日
五河县,安徽同建房地产开发项目,五河县环城北路北侧、闸桥路东侧,1.2633,其他普通商品住房用地,挂牌出让,70,房地产业,2780,安徽同建房地产开发有限公司,1.002.60,2016年5月6日,2017年2月6日,2018年2月6日
五河县,隆升混凝土搅拌站项目,五河县双忠庙镇104国道东侧,1.8785,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,176,五河县隆升混凝土搅拌有限公司,0.701.00,2016年5月6日,2017年2月6日,2018年2月6日
五河县,五河县城南新区八期路网建设用地地块四用地（女山路北段）,五河县城南新区女山路北段,1.0482,公路用地,划拨,,道路运输业,0,五河县建设投资有限公司,1.000.00,2016年5月3日,2017年6月30日,2018年6月30日
蚌埠市本级,商业用地,蚌山区Z-25路以南、朝阳南路以东,0.571731,其他商服用地,协议出让,40,国家机构,348.75,蚌埠市蚌山区燕山乡人民政府,0.000.00,2016年5月3日,,
五河县,五河县广电中心项目,五河县龙潭湖农场宿舍北侧、西环路西侧,0.6732,新闻出版用地,划拨,,广播、电视、电影和音像业,0,五河县广播电视台,1,2016年5月3日,2017年6月30日,2018年6月30日
蚌埠市本级,中环线二期,淮上区,102.2888,公路用地,划拨,,城市公共交通业,0,蚌埠市交通投资集团有限公司,0.000.00,2016年4月27日,2016年5月3日,2017年4月28日
蚌埠市本级,天平新村二期,昌明街东侧、宁洛高速南侧,2.2836,公共租赁住房用地,划拨,,房地产业,0,蚌埠河北新区发展有限责任公司,1.002.50,2016年4月25日,2016年5月18日,2018年4月8日
蚌埠市本级,双墩新村（清河家园）,大庆北路西侧、规划路东侧,15.5771,公共租赁住房用地,划拨,,房地产业,0,蚌埠河北新区发展有限责任公司,1.002.50,2016年4月25日,2016年5月28日,2018年4月8日
固镇县,年产5700吨有机硅项目（汇金硅材料）,县经济开发区纬四路南侧,2.04537,工业用地,挂牌出让,50,化学原料及化学制品制造业,172,安徽汇金硅材料有限公司,1.000.00,2016年4月22日,2016年12月22日,2017年12月22日
蚌埠市本级,城南学校（二期）,航华路西侧、延安路以东,0.4819,科教用地,划拨,,教育业,0,蚌埠市蚌山教育投资发展有限公司,0.000.80,2016年4月20日,2016年8月30日,2017年5月30日
蚌埠市本级,蚌埠市龙子湖区行知实验学校迁建项目,西至规划行知路，东至用地界限,0.9367,科教用地,划拨,,教育业,0,蚌埠市龙子湖区教育和体育局,1.001.50,2016年4月18日,2016年7月1日,2017年7月1日
蚌埠市本级,商服、居住用地,淮上区沫河口淝河北路北侧、规划道路东侧,1.986029,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,1352,蚌埠市汇智建设投资有限公司,1.002.50,2016年4月11日,2017年1月11日,2019年1月10日
蚌埠市本级,仓储物流用地,朝阳南路东侧、中环线北侧,3.119086,仓储用地,挂牌出让,50,仓储业,911,蚌埠百大易商通智能物流有限责任公司,1.000.00,2016年4月8日,2017年1月8日,2019年1月7日
怀远县,安徽隆福房地产开发有限公司,怀远县万福镇万福村,1.27,其他普通商品住房用地,挂牌出让,70,房地产业,590,安徽隆福房地产开发有限公司,1.001.80,2016年4月7日,2016年9月7日,2018年9月6日
蚌埠市本级,工业用地,龙子湖区东海大道北侧、D-3路西侧,2.724083,工业用地,挂牌出让,50,租赁业,735,合肥工投工业科技发展有限公司蚌埠分公司,1.500.00,2016年4月6日,2016年10月6日,2018年4月6日
蚌埠市本级,工业用地,淮上区沫河口工业园淝河中路北侧,0.629457,工业用地,挂牌出让,50,化学原料及化学制品制造业,64,安徽亿农农业科技开发有限公司,1.000.00,2016年4月6日,2016年10月6日,2018年4月6日
蚌埠市本级,工业用地,龙子湖区西岩路北侧、D-3路西侧,7.014594,工业用地,挂牌出让,50,租赁业,1870,合肥工投工业科技发展有限公司蚌埠分公司,1.500.00,2016年4月6日,2016年10月6日,2018年4月6日
固镇县,年产5万吨重防腐涂塑钢管、纳米防腐管项目,蚌埠铜陵现代产业园规划四号路南、规划六号路西,2.0967,工业用地,挂牌出让,50,金属制品业,177,安徽省宏源管道科技有限公司,0.001.20,2016年4月5日,2016年12月5日,2017年12月5日
蚌埠市本级,住宅用地,蚌埠市涂山路南侧蚌商检局办公楼后,0.003442,其他普通商品住房用地,协议出让,70,通讯设备、计算机及其他电子设备制造业,2.83,蚌埠市双环电子集团股份有限公司,0.000.00,2016年3月28日,,
蚌埠市本级,工业用地,高新区兴华路北侧、安徽拓力科技公司西侧,2.533333,工业用地,挂牌出让,50,通用设备制造业,743,蚌埠市合硕工业园区建设发展有限公司,1.200.00,2016年3月23日,2016年9月23日,2018年9月23日
蚌埠市本级,娱乐、旅馆用地,黄山大道北侧、朝阳南路东侧,0.334214,其他商服用地,挂牌出让,40,房地产业,427,安徽嘉恒温泉水世界有限公司,1.001.45,2016年3月23日,2016年12月23日,2018年12月22日
蚌埠市本级,商业、商务用地,青年街东侧、凤阳西路南侧,1.609152,其他商服用地,挂牌出让,40,房地产业,12317,安徽中恒控股有限公司,1.006.50,2016年3月23日,2016年12月23日,2019年12月22日
蚌埠市本级,商务、居住用地,迎宾大道西侧、金和路北侧,2.666667,其他普通商品住房用地,挂牌出让,70,房地产业,3550,蚌埠美居置业有限公司,1.002.00,2016年3月23日,2016年12月23日,2018年12月22日
蚌埠市本级,槐花园A区,吴中路西侧、双墩路北侧,5.7591,公共租赁住房用地,划拨,,房地产业,0,蚌埠市吴小街新农村建设投资有限责任公司,1.001.30,2016年3月17日,2016年4月8日,2016年8月30日
蚌埠市本级,果园新村,淮上大道南侧,8.2899,公共租赁住房用地,划拨,,房地产业,0,蚌埠市双墩新农村建设投资有限责任公司,1.001.60,2016年3月17日,2016年4月8日,2016年12月8日
固镇县,日处理800吨小麦面粉及10万吨仓储项目备案的通知,蚌埠铜陵现代产业园规划十一号路南侧,3.3334,工业用地,挂牌出让,50,农副食品加工业,280,安徽科喜食品有限公司,1.200.00,2016年3月8日,2016年11月8日,2017年11月8日
蚌埠市本级,蚌埠市特殊教育中心,蚌宿路东侧、龙华路北侧,2.5818,科教用地,划拨,,教育业,0,蚌埠市特殊教育中心,0.001.00,2016年3月4日,2016年3月24日,2016年10月28日
蚌埠市本级,城南学校,航华路西侧、Z-24路以南,6.8083,科教用地,划拨,,教育业,0,蚌埠市蚌山教育投资发展有限公司,0.000.80,2016年3月3日,2016年5月10日,2017年1月18日
蚌埠市本级,住宅用地,蚌埠市张公山408号楼（现407栋）5-4-西户,0.000889,其他普通商品住房用地,协议出让,70,其它,0.53,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,商业用地,蚌埠市中荣街842号北单元4层,0.003724,其他商服用地,协议出让,40,其它,8.29,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山465栋（现717栋）7层西户,0.000797,其他普通商品住房用地,协议出让,70,其它,0.49,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山408号楼（现407栋）3-4-中户,0.000776,其他普通商品住房用地,协议出让,70,其它,0.47,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山5545号（现836栋）111号,0.000811,其他普通商品住房用地,协议出让,70,其它,0.47,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山465栋（现717栋）7层中西户,0.000839,其他普通商品住房用地,协议出让,70,其它,0.51,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市友谊路长乐路口（东海五村）1号楼3-6-东户,0.00112,其他普通商品住房用地,协议出让,70,其它,0.612,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山三村区内（东海四村）3号楼2-5-西户,0.000909,其他普通商品住房用地,协议出让,70,其它,0.62,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山427栋3-5-西户,0.000906,其他普通商品住房用地,协议出让,70,其它,0.55,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山465栋（现717栋）3层中东户,0.000839,其他普通商品住房用地,协议出让,70,其它,0.51,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市友谊路长乐路口（东海五村）8号楼1-2-东户,0.001025,其他普通商品住房用地,协议出让,70,其它,0.576,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山408号楼（现407栋）4-4-中户,0.000758,其他普通商品住房用地,协议出让,70,其它,0.46,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山三村区内（东海四村）1号楼2-3-中西,0.001002,其他普通商品住房用地,协议出让,70,其它,0.608,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市友谊路长乐路口（东海五村）2号楼4-5-东户,0.001254,其他普通商品住房用地,协议出让,70,其它,0.588,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山三村区内（东海四村）中栋1-4-西,0.00079,其他普通商品住房用地,协议出让,70,其它,0.62,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山408号楼（现407栋）2-5-中户,0.000758,其他普通商品住房用地,协议出让,70,其它,0.46,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山817栋1-5-中西户,0.001002,其他普通商品住房用地,协议出让,70,其它,0.68,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市纬四路东海二村2号楼2-3-西户,0.000718,其他普通商品住房用地,协议出让,70,其它,0.74,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,商业用地,蚌埠市朝阳7号区2-1号楼一层5号,0.00059,其他商服用地,协议出让,40,其它,0.86,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市红阳小区2栋3-3-西户,0.00055,其他普通商品住房用地,协议出让,70,其它,0.7803,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山5576号楼4（五单元）-4-西,0.00077,其他普通商品住房用地,协议出让,70,其它,0.42,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山818栋1-5-东户,0.001116,其他普通商品住房用地,协议出让,70,其它,0.77,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
蚌埠市本级,住宅用地,蚌埠市张公山445号楼2-4-东户,0.00129,其他普通商品住房用地,协议出让,70,其它,0.78,安徽中烟工业有限责任公司,0.000.00,2016年3月2日,,
怀远县,怀远县安康医院住院部、门诊大楼建设项目,怀远县涡北新城区泰山社区、朱岗村,1.0814,医卫慈善用地,划拨,,卫生,0,怀远县安康医院,1.000.00,2016年2月24日,2016年5月4日,2018年5月3日
五河县,商住开发,五河县城关镇青年路西侧、淮河路南侧、浍河路北侧,6.6933,其他商服用地,挂牌出让,40,房地产业,23760,安徽润都置业有限公司,1.003.00,2016年2月23日,2017年6月30日,2019年6月30日
固镇县,房地产项目（尚达信2号棚户区C地块）,浍河路南2号棚户区C地块,3.9604,其他普通商品住房用地,挂牌出让,批发零售用地40年; 其他普通商品住房用地70年;,房地产业,8971,安徽尚达信置业有限公司,1.002.43,2016年2月22日,2016年10月22日,2018年10月22日
固镇县,房地产项目（尚达信2号棚户区D地块）,浍河路南2号棚户区D地块,3.9892,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 批发零售用地40年;,房地产业,9036,安徽尚达信置业有限公司,1.002.23,2016年2月22日,2016年10月22日,2018年10月22日
固镇县,房地产项目（尚达信2号棚户区B地块）,黄元南路西西菜市东牛市巷路北,4.7256,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 批发零售用地40年;,房地产业,10704,安徽尚达信置业有限公司,1.002.28,2016年2月22日,2016年10月22日,2018年10月22日
蚌埠市本级,商业用地,蚌山区迎宾大道东侧、黄山大道南侧,13.221907,其他商服用地,挂牌出让,40,房地产业,11110,蚌埠保利置业发展有限公司,1.001.30,2016年2月15日,2016年11月15日,2018年11月14日
固镇县,房地产项目,仲兴乡唐封公路东、仲兴老街北、仲兴街道南,0.51592,中低价位、中小套型普通商品住房用地,拍卖出让,批发零售用地40年; 中低价位、中小套型普通商品住房用地70年;,房地产业,376.92,蚌埠三阳房地产开发有限公司,1.002.70,2016年2月15日,2016年10月15日,2017年10月15日
蚌埠市本级,工业用地,淮上区果园路东侧、淝河路南侧,23.693606,工业用地,挂牌出让,50,非金属矿物制品业,6045,安徽华光光电材料科技集团有限公司,1.000.00,2016年2月5日,2016年8月5日,2018年8月5日
蚌埠市本级,蚌埠医学院第二附属医院新院(二期),龙华路北侧、规划路以东,10.575,医卫慈善用地,划拨,,卫生,0,蚌埠医学院第二附属医院,1.002.00,2016年2月3日,2016年3月30日,2018年3月30日
怀远县,河溜镇商住地块,怀远县河溜镇河溜村,0.4143,其他普通商品住房用地,挂牌出让,70,房地产业,390,怀远县顺鑫房地产开发有限公司,1.201.60,2016年2月3日,2016年7月3日,2018年7月2日
固镇县,固镇县任桥粮油收储库迁建项目,任桥创业园S101北侧,3.3334,仓储用地,划拨,,国家机构,500,固镇县粮食局,0.380.38,2016年2月2日,2016年9月2日,2017年9月2日
固镇县,年产500台奶牛挤奶机、18000套饮水器、1000台自动喂养设备项目（永牧机械）,蚌埠铜陵现代产业园十一号路南京沪高铁东,0.17346,工业用地,挂牌出让,50,其它,15,安徽永牧机械科技有限公司,1.200.00,2016年1月29日,2016年9月29日,2017年9月29日
固镇县,年产500台奶牛挤奶机、18000套饮水器、1000台自动喂养设备项目（永牧机械）,蚌埠铜陵现代产业园十一号路南京沪高铁东,0.04846,工业用地,挂牌出让,50,其它,5,安徽永牧机械科技有限公司,1.200.00,2016年1月29日,2016年9月29日,2017年9月29日
固镇县,年产500台奶牛挤奶机、18000套饮水器、1000台自动喂养设备项目（永牧机械）,蚌埠铜陵现代产业园十一号路南京沪高铁东,0.51124,工业用地,挂牌出让,50,其它,43,安徽永牧机械科技有限公司,1.200.00,2016年1月29日,2016年9月29日,2017年9月29日
固镇县,年产80万套家居饰品项目(卓立纺织),蚌埠铜陵现代产业园五号路南十号路北,1.90581,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,161,蚌埠卓立纺织品有限公司,1.200.00,2016年1月29日,2016年9月29日,2017年9月29日
怀远县,安徽龙亢房地产开发有限公司,龙亢农场科教路北,4.281156,其他普通商品住房用地,挂牌出让,70,房地产业,3290,安徽龙亢房地产开发有限公司,1.402.00,2016年1月27日,2016年6月27日,2018年6月26日
怀远县,安徽龙亢房地产开发有限公司,怀远县龙亢农场科教路北,1.097715,其他普通商品住房用地,挂牌出让,70,房地产业,855,安徽龙亢农场房地产开发有限公司,1.402.00,2016年1月27日,2016年6月27日,2018年6月26日
固镇县,安徽泰格生物技术股份有限公司维生素C及其衍生品迁建项目,县经开区经三路西纬五路北,4.1949,工业用地,挂牌出让,50,医药制造业,353,安徽泰格生物技术股份有限公司,1.000.00,2016年1月26日,2016年9月26日,2017年9月26日
固镇县,安徽泰格生物技术股份有限公司维生素C及其衍生品迁建项目,县经济开发区经四路西纬五路北,7.2481,工业用地,挂牌出让,50,医药制造业,609,安徽泰格生物技术股份有限公司,1.000.00,2016年1月26日,2016年9月26日,2017年9月26日
固镇县,丰原热电联产项目,县经济开发区经四路西纬五路北,4.6876,工业用地,挂牌出让,50,其它,394,安徽丰原集团有限公司,1.000.00,2016年1月26日,2016年9月26日,2017年9月26日
蚌埠市本级,蚌埠市马城自来水厂,马城镇白衣村,4.6611,公共设施用地,划拨,,水的生产和供应业,0,蚌埠中环税务有限公司,0.000.60,2016年1月22日,2016年3月28日,2017年3月28日
固镇县,西圩新村项目,京沪高铁南、黄园南路东,1.84106,公共租赁住房用地,划拨,,房屋和土木工程业,0,安徽省固镇县经济开发区建设投资有限责任公司,2.602.60,2016年1月21日,2016年9月21日,2017年9月21日
蚌埠市本级,商业、商务、居住用地,经开区望芦东街东侧、公园南路南侧,2.459,其他普通商品住房用地,挂牌出让,70,房地产业,8930,安徽晟仁置业有限公司,1.003.70,2016年1月20日,2016年10月20日,2019年4月19日
蚌埠市本级,秦集安置房C2-2地块,兴华路以南、兴中路以北,2.7118,公共租赁住房用地,划拨,,房地产业,0,蚌埠禹会建设投资有限责任公司,1.003.00,2016年1月19日,2016年3月21日,2018年3月31日
怀远县,怀远县中小企业发展有限公司2015-78,怀远县经济开发区,6.2574,其他普通商品住房用地,挂牌出让,70,房地产业,5400,怀远县中小企业发展有限公司,1.002.00,2016年1月19日,2016年6月19日,2018年6月18日
怀远县,怀远县中小企业发展有限公司2015-79,怀远县经济开发区,4.5479,其他普通商品住房用地,挂牌出让,70,房地产业,4130,怀远县中小企业发展有限公司,1.002.00,2016年1月19日,2016年6月19日,2018年6月18日
蚌埠市本级,滨河花园项目,淮上大道北侧、盛中路西侧,5.0934,公共租赁住房用地,划拨,,房地产业,0,蚌埠市滨河建设投资有限公司,1.002.60,2016年1月19日,2016年3月18日,2018年5月31日
蚌埠市本级,马城新区农民安置房,老206国道东侧、新华路南侧,3.6983,公共租赁住房用地,划拨,,房地产业,0,蚌埠禹会建设投资有限责任公司,1.001.60,2016年1月18日,2016年3月18日,2018年12月30日
蚌埠市本级,蚌埠肿瘤医院搬迁项目,淮上大道北侧、高治线路东侧,2.4014,医卫慈善用地,划拨,,卫生,0,蚌埠肿瘤医院,1.002.50,2016年1月14日,2016年1月25日,2016年6月30日
蚌埠市本级,消防战勤保障综合基地,蚌埠市高新区迎河路西,2.3816,公共设施用地,划拨,,国家机构,0,安徽省蚌埠市公安消防支队,0.001.00,2016年1月14日,2016年3月4日,2016年10月20日
怀远县,怀远县中小企业发展有限公司2015-77,怀远县经济开发区,2.6684,其他商服用地,挂牌出让,40,零售业,2490,怀远县中小企业发展有限公司,0.002.00,2016年1月13日,2016年6月13日,2018年6月12日
怀远县,怀远县中小企业发展有限公司2015-76,怀远县经济开发区,1.2283,其他商服用地,挂牌出让,40,零售业,1080,怀远县中小企业发展有限公司,0.002.00,2016年1月13日,2016年6月13日,2018年6月12日
固镇县,固镇县城关基督教徒迁建项目,全民创业园北侧、S101西侧,0.3931,宗教用地,划拨,,群众团体、社会团体和宗教组织,45.2143,固镇县城关基督教堂,1.651.65,2016年1月11日,2016年9月11日,2017年9月11日
蚌埠市本级,红塔片区安置房（三期）,学瀚路以西、规划路以北,3.3473,公共租赁住房用地,划拨,,房地产业,0,蚌埠市东方投资有限公司,1.002.50,2016年1月11日,2016年3月4日,2017年12月28日
固镇县,南城水厂项目,澥浍引河东刘集路南,3,公共设施用地,挂牌出让,50,水的生产和供应业,410,固镇中环水务有限公司,0.000.50,2016年1月11日,2016年9月11日,2017年9月11日
固镇县,燃气站项目,石湖乡五固路北侧,0.41189,公共设施用地,挂牌出让,50,燃气生产和供应业,628,固镇刘园华通天然气有限责任公司,0.001.00,2016年1月11日,2016年9月11日,2017年9月11日
固镇县,原拟水安用地,城关镇西圩居委会,0.4919,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,渔民安置项目2,连城镇马铺村,1.9779,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,张洪窑厂商住地块1,固镇县张洪居委会,0.8896,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,铜陵产业园安置房,新马桥美晨居委会,0.8665,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,渔民安置项目,新马桥镇水利村,0.3088,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,丰原项目,连城镇杨庄村,4.1667,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,原亿亿鼎先项目,新马桥镇李韦村、徐郢村,6.2897,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,南城商住2,连城镇谷阳村,5.0585,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,南城商住3,连城镇谷阳村,3.3489,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,保障房项目1,连城镇谷阳村,2.0846,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,沪东置业北扩,湖沟镇育才居委会,3.7938,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,原宏晟置业,连城镇杨庄村,3.7562,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,保障房项目2,杨庙乡东岭村,1.6575,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,张洪窑厂商住地块2,固镇县张洪居委会,2.2777,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,保障房项目1,杨庙乡东岭村,0.3676,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,张洪窑厂商住地块3,固镇县张洪居委会,1.6829,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,渔民安置项目1,连城镇路东办事处、马铺村,3.3906,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,前台环岛项目,连城镇谷阳村,2.7759,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
固镇县,八丈沟东侧商住,仲兴乡仲兴居委会,4.9855,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
蚌埠市本级,划拨补办出让,东海大道南侧,0.569518,其他商服用地,协议出让,40,社会福利业,3083.94,蚌埠市社会福利院,0.000.00,2015年12月31日,,
固镇县,原固镇县城市供水工程,城关镇西圩村,5.484,空闲地,划拨,,国家机构,,固镇县土地储备和产权交易中心,,2015年12月31日,1900年1月1日,1900年1月1日
蚌埠市本级,工业用地,高新区高新路南侧、长征南路西侧,27.169714,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,6927,凯盛光伏材料有限公司,1.200.00,2015年12月30日,2016年6月30日,2018年6月30日
蚌埠市本级,工业用地,禹会区兴华路东侧、黄山大道北侧,1.918851,工业用地,挂牌出让,50,专用设备制造业,507,安徽鸿泰新能源设备有限公司,1.000.00,2015年12月30日,2016年6月30日,2017年12月30日
固镇县,蚌埠铜陵现代产业园创业大道十二号路十六号路项目,蚌埠铜陵现代产业园区内,7.7349,公路用地,划拨,,道路运输业,0,蚌埠铜陵现代产业园管委会,0.000.00,2015年12月29日,2016年8月29日,2017年8月29日
