行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,
义乌市,黄志豪(廿三里街道商城大道加油站北侧1-2地块),义乌市廿三里街道,0.025532,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,602,黄志豪/?,2.10/2.20,2018年9月27日,2020年5月6日,2022年5月5日,,
东阳市,东阳市南马镇人民政府农房集聚区,东阳市南马镇实验小学以南,3.5352,经济适用住房用地,划拨,,国家机构,,/东阳市南马镇人民政府,3.00/3.00,2018年9月27日,2019年2月27日,2021年2月27日,,
金东区,澧浦镇任宅前村幼儿园用地,澧浦镇任宅前村,0.1265,科教用地,挂牌出让,50,教育业,104.995,金华市金东区澧浦镇未来星幼儿园/?,1.00/1.20,2018年9月26日,2019年6月25日,2019年12月25日,,
兰溪市,江宁居（扬子江东侧地块）建设项目（城中村安置房建设）,上华街道彭村村,4.5688,经济适用住房用地,划拨,,房地产业,0,/兰溪市溪西商圈开发建设有限公司,1.40/1.52,2018年9月26日,2019年1月26日,2020年1月26日,,
义乌市,义乌市再生资源利用中心工程,佛堂镇,5.417,公共设施用地,划拨,,公共设施管理业,,/义乌市城市管理委员会,0.39/0.39,2018年9月26日,2019年9月26日,2021年9月26日,,
武义县,武义县文化中心,武义县北岭新区,1.1315,文体娱乐用地,划拨,,文化艺术业,0.119,/浙江武义城市建设投资集团有限公司,1.64/1.64,2018年9月26日,2019年12月26日,2021年12月26日,,
武义县,武义一中西侧配套道路,武义一中西侧,0.7087,公路用地,划拨,,城市公共交通业,31.2655,/浙江武义城市建设有限公司,0.00/0.00,2018年9月26日,2019年12月26日,2021年12月26日,,
武义县,环城西路延伸至新武义一中道路工程（3）,武义县壶山片和北岭新区,0.3586,公路用地,划拨,,城市公共交通业,21.0375,/浙江武义城市建设有限公司,0.00/0.00,2018年9月26日,2019年12月26日,2021年12月26日,,
义乌市,刘辉（佛堂镇大田商服综合用地12#地块）,义乌市佛堂镇,0.008755,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,460,刘辉/?,5.40/5.50,2018年9月26日,2019年10月26日,2021年10月25日,,
兰溪市,云栖居（黄大仙路5#地块）建设项目（城中村安置房建设）,云山街道蒋里村、后地村,4.5402,经济适用住房用地,划拨,,房地产业,,/兰溪市聚业建设开发有限公司,2.00/2.33,2018年9月26日,2019年1月26日,2020年1月26日,,
金华市本级,金华大荣涂料有限公司,开发区（金西区块）登云街以东中山路以南,1.3346,工业用地,挂牌出让,50,化学原料及化学制品制造业,503.1442,金华大荣涂料有限公司/?,0.80/1.80,2018年9月25日,2019年6月25日,2020年6月25日,,
金华市本级,浙江浩博新材料有限公司,开发区（金西区块）银塔街以西中山路以南,2.6195,工业用地,挂牌出让,50,化学原料及化学制品制造业,987.5515,金华浩博新材料有限公司/?,0.80/1.80,2018年9月25日,2019年6月25日,2020年6月25日,,
金华市本级,金华蟠龙110千伏输变电工程,新能源汽车产业园仙华南街以东、纬一路以南,0.3654,公共设施用地,划拨,,其它,192.9312,/国网浙江省电力公司金华供电站,1.00/1.50,2018年9月25日,2018年12月30日,2020年12月30日,,
金东区,浙江吉成实业有限公司,广顺街西侧、孝川路北侧,12.062836,工业用地,挂牌出让,50,工艺品及其他制造业,4221.9926,浙江吉成实业有限公司/?,2.00/2.40,2018年9月25日,2019年5月24日,2021年5月23日,,
义乌市,朱嘉俊(佛堂镇大田商服综合用地11#地块),义乌市佛堂镇,0.012917,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,540,朱嘉俊/?,5.30/5.40,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,成新友(佛堂镇大田商服综合用地10#地块),义乌市佛堂镇,0.008611,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,410,成新友/?,6.50/6.60,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,冯璐(佛堂镇大田商服综合用地9#地块),义乌市佛堂镇,0.008611,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,360,冯璐/?,6.30/6.40,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,陈宝国(佛堂镇大田商服综合用地8#地块),义乌市佛堂镇,0.008611,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,400,陈宝国/?,6.00/6.10,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,朱鑫荣(佛堂镇大田商服综合用地7#地块),义乌市佛堂镇,0.008611,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,380,朱鑫荣/?,5.40/5.50,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,杨建龙(佛堂镇大田商服综合用地6#地块),义乌市佛堂镇,0.008755,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,400,杨建龙/?,5.40/5.50,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,朱楚瑶(佛堂镇大田商服综合用地5#地块),义乌市佛堂镇,0.009684,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,400,朱楚瑶/?,7.10/7.20,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,杨建兵(佛堂镇大田商服综合用地4#地块),义乌市佛堂镇,0.007729,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,350,杨建兵/?,6.30/6.40,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,王江阳（佛堂镇大田商服综合用地3#地块）,义乌市佛堂镇,0.009684,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,430,王江阳/?,7.10/7.20,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,周洪亮(佛堂镇大田商服综合用地2#地块),义乌市佛堂镇,0.008659,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,360,周洪亮/?,5.40/5.50,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,杨永潮（佛堂镇大田商服综合用地1#地块）,义乌市佛堂镇,0.008755,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,350,杨永潮/?,5.40/5.50,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,杨剑刚(佛堂镇大成路南侧3号地块),义乌市佛堂镇,0.00684,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,530,杨剑刚/?,5.40/5.50,2018年9月25日,2019年10月26日,2021年10月25日,,
义乌市,杨剑刚(佛堂镇大成路南侧2号地块),义乌市佛堂镇,0.010231,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,790,杨剑刚/?,5.60/5.65,2018年9月25日,2019年10月26日,2021年10月25日,,
磐安县,大盘镇学田村地质灾害搬迁新农村建设,大盘镇学田村,0.6742,经济适用住房用地,划拨,,居民服务业,,/大盘镇学田村委会,1.00/3.00,2018年9月23日,2018年11月21日,2019年6月30日,,
磐安县,磐安县城大田畈新规划道路地块二,安文街道市口、荷塘经济合作社,4.3139,街巷用地,划拨,,道路运输业,,/磐安县城乡建设集团有限公司,/,2018年9月22日,2018年11月21日,2019年6月30日,,
磐安县,联进城中村改造,安文街道联进村,2.0926,经济适用住房用地,划拨,,其他服务业,,/磐安县安文街道联进村委会,2.80/2.80,2018年9月21日,2018年11月21日,2020年6月30日,,
磐安县,深泽小学,新渥街道深二村、深四村、罗家村,3.0497,科教用地,划拨,,教育业,,/磐安县教育局,/1.90,2018年9月21日,2018年11月19日,2019年12月31日,,
金华市本级,二七区块婺城区实验幼儿园,婺城区解放西路以南，工人路以北,0.960563,科教用地,划拨,,教育业,432.2534,/金华市教育局,0.70/0.90,2018年9月20日,2018年12月27日,2020年3月27日,,
义乌市,义乌森山置业有限公司（深塘三号地块）,义乌市义亭镇,8.492257,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,40850,义乌市森山置业有限公司/?,1.00/1.05,2018年9月20日,2019年10月20日,2021年10月19日,,
永康市,永康市田园小区地块（3）,永康市田园小区地块（3）,0.0072,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,451.656,都海燕/?,4.02/4.02,2018年9月19日,2019年12月8日,2021年12月8日,,
永康市,永康市田园小区地块（4）,永康市田园小区地块（4）,0.01368,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,1000.008,胡兴/?,6.63/6.63,2018年9月19日,2019年12月8日,2021年12月8日,,
永康市,永康市胜利街拆迁安置(2)地块,永康市江南街道南苑社区,0.0108,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,616.464,施晟/?,1.00/1.00,2018年9月19日,2020年3月28日,2022年3月28日,,
金华市本级,金华市社会福利中心二期项目,婺城区白龙桥镇临江西路,3.0396,医卫慈善用地,划拨,,社会福利业,1367.82,/金华市民政局,0.20/1.40,2018年9月19日,2019年1月21日,2021年10月21日,,
磐安县,尖山镇鞍顶路延伸工程二期,尖山镇大园村,1.0729,公路用地,划拨,,道路运输业,,/浙江磐安工业园区开发投资有限公司,/,2018年9月18日,2018年11月17日,2019年11月16日,,
磐安县,磐安县尖山镇三洲路,尖山镇尖山村,0.7351,公路用地,划拨,,道路运输业,,/浙江磐安工业园区开发投资有限公司,/,2018年9月18日,2018年11月17日,2019年12月16日,,
永康市,永康市胡店以东（1）地块,永康市胡店以东,0.545598,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,7150,浙江步阳置业有限公司/?,2.00/2.50,2018年9月18日,2020年4月17日,2022年4月17日,,
永康市,永康经济开发区F13-06地块,永康经济开发区邵塘,3.965,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,20070,永康市邵塘置业有限公司/?,1.00/2.60,2018年9月18日,2020年4月8日,2022年4月8日,,
磐安县,尖山镇鞍顶路延伸工程,尖山镇尖山村,1.6209,公路用地,划拨,,道路运输业,0,/磐安县尖山镇人民政府,0.00/0.00,2018年9月17日,2018年11月17日,2019年11月16日,,
永康市,溪心区块8西地块3号楼,永康市西虹小区,0.093959,其他商服用地,拍卖出让,40,商务服务业,3476.483,徐发扬/?,4.91/4.91,2018年9月17日,2019年11月26日,2021年11月26日,,
永康市,溪心区块8西地块,永康市西虹小区,0.057,其他商服用地,拍卖出让,40,商务服务业,1710,徐民强/?,3.50/3.50,2018年9月17日,2019年11月26日,2021年11月26日,,
义乌市,北方联小学新建工程,稠城街道,2.5336,科教用地,划拨,,教育业,,/义乌市北方联小学筹建办,1.09/1.09,2018年9月14日,2019年9月14日,2021年9月14日,,
武义县,武义温泉度假区核心区E-01待出让地块（三）,武义县古岭后,0.8223,其他商服用地,挂牌出让,40,商务服务业,438,浙江武义旅游投资集团有限公司/?,0.20/1.00,2018年9月14日,2019年11月29日,2021年11月29日,,
浦江县,浦江县岩头镇安置房建设工程（一期）、浦江县岩头—郑宅地质灾害安置房建设工程,宏业大道以东、飞轮村牛轭歪自然村以南,6.1144,经济适用住房用地,划拨,,其它,648.1724,/浦江县新农居建设投资有限公司,1.00/2.50,2018年9月13日,2019年3月13日,2021年9月13日,,
磐安县,金台铁路连接线1-5号地块,冷水镇小章村、冷水村,3.641,铁路用地,划拨,,铁路运输业,0,/磐安县铁路投资开发有限公司,0.00/0.00,2018年9月13日,2018年11月12日,2019年11月11日,,
磐安县,冷水镇朱坞坑工业区块道路,冷水镇箬坑村,0.4324,公路用地,划拨,,中国共产党机关,,/磐安县冷水镇人民政府,/,2018年9月13日,2018年11月11日,2019年11月10日,,
金华市本级,杭州至长沙铁路客运专线浙江段（婺城、金东）,金华市婺城区、金东区,145.3727,铁路用地,划拨,,铁路运输业,0,/沪昆铁路客运专线浙江有限责任公司,/,2018年9月13日,2018年12月20日,2020年12月20日,,
磐安县,新城区深泽路,新渥街道金钩村,0.5553,公路用地,划拨,,其他服务业,,/磐安新城区建设投资有限公司,/,2018年9月12日,2018年11月10日,2019年11月9日,,
磐安县,磐安县窈川供销合作社双溪乡分社农资经营部拆建工程,双溪乡史姆村,0.0284,公共设施用地,划拨,,基层群众自治组织,,/磐安县窈川供销合作社,/,2018年9月12日,2018年11月8日,2019年9月7日,,
磐安县,磐安县尚湖镇岭干村3号地块,尚湖镇岭干村3号地块,0.0786,住宿餐饮用地,挂牌出让,40,餐饮业,69.4824,磐安县山水涧旅游开发有限公司/?,1.50/2.50,2018年9月12日,2018年11月12日,2021年9月12日,,
磐安县,磐安县尚湖镇岭干村1号地块,尚湖镇岭干村1号地块,0.1548,其他商服用地,挂牌出让,40,其他服务业,70.7436,磐安县山水涧旅游开发有限公司/?,1.00/1.00,2018年9月12日,2018年11月12日,2020年9月12日,,
磐安县,磐安新城区大麦坞区块市政配套二期,新渥街道大麦坞村,0.7677,公路用地,划拨,,其他服务业,,/磐安新城区建设投资有限公司,/,2018年9月12日,2018年11月12日,2019年5月11日,,
义乌市,义乌篁园商博置业有限公司(有机更新向阳-市场CE区块),义乌市稠城街道,9.156957,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,408000,义乌篁园商博置业有限公司/?,2.20/2.50,2018年9月12日,2019年10月12日,2022年10月11日,,
义乌市,义乌国际陆港园区配套道路基础设施工程（富港大道）,集聚区,21.5323,公路用地,划拨,,道路运输业,0,/义乌市国际陆港集团有限公司,0.00/0.00,2018年9月12日,2019年9月12日,2021年9月12日,,
磐安县,磐安新城区古峰路二期,新渥街道中卢村,0.2074,公路用地,划拨,,其他服务业,,/磐安新城区建设投资有限公司,/,2018年9月12日,2018年11月10日,2019年11月9日,,
磐安县,磐安新城区枫园北路延伸工程,新渥街道上亨堂村,0.1673,公路用地,划拨,,其他服务业,,/磐安新城区建设投资有限公司,/,2018年9月12日,2018年11月12日,2019年11月11日,,
武义县,胡处村待出让地块,明招路与熟溪南路交叉口东南侧,1.7582,中低价位、中小套型普通商品住房用地,挂牌出让,普通商品住房用地70年;批发零售用地40,房地产业,10100,浙江省武义县房地产开发有限公司/?,1.00/2.00,2018年9月11日,2019年11月21日,2021年11月21日,,
永康市,车头、塔海自然村城中村改造用地,东城街道车头、塔海自然村,4.8135,经济适用住房用地,划拨,,房地产业,2411.696,/永康市东城街道塔海股份经济合作社,2.00/2.60,2018年9月11日,2019年4月11日,2021年4月11日,,
磐安县,新城中学扩建,新渥街道宅口村,0.1295,科教用地,划拨,,教育业,,/磐安县新城初级中学,0.64/0.64,2018年9月10日,2018年11月9日,2019年12月31日,,
兰溪市,永昌街道永昌新村2017-1道路用地,永昌街道永昌新村,0.651,公路用地,划拨,,公共设施管理业,0,/兰溪市满塘岗基础设施建设有限公司,0.00/0.00,2018年9月10日,2019年1月10日,2020年1月10日,,
兰溪市,永昌街道永昌新村2017-2道路用地,永昌街道永昌新村,2.1491,公路用地,划拨,,公共设施管理业,0,/兰溪市满塘岗基础设施建设有限公司,0.00/0.00,2018年9月10日,2019年1月10日,2020年1月10日,,
磐安县,磐安县安文街道上章文化中心,安文街道上章村,0.0236,文体娱乐用地,划拨,,其他服务业,,/磐安县安文街道上章村股份经济合作社,/8.00,2018年9月10日,2018年11月10日,2019年11月9日,,
永康市,永康市城西新区马架龙返还地F1地块,永康市城西新区马架龙村,0.7832,工业用地,拍卖出让,50,金属制品业,590,永康市城西新区马架龙村股份经济合作社/?,1.30/,2018年9月10日,2020年4月9日,2022年4月9日,,
义乌市,浙江润峰健康科技有限公司(佛堂镇盘塘双峰路北侧C地块),佛堂镇,2.357319,工业用地,挂牌出让,50,化学原料及化学制品制造业,1237.6,浙江润峰健康科技有限公司/?,2.50/3.00,2018年9月9日,2019年9月14日,2021年9月13日,,
浦江县,浦江县白马镇天中路以西地块A-1地块,白马镇天中路以西,0.015119,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,128.6627,贾新元/?,1.00/2.85,2018年9月7日,2019年5月7日,2021年5月7日,,
浦江县,浦江县白马镇天中路以西地块A-5地块,白马镇天中路以西,0.015119,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,128.6627,宣拥仙/?,1.00/2.85,2018年9月7日,2019年5月7日,2021年5月7日,,
义乌市,江滨规划路与东苑三号路市政工程,江东街道,1.8629,公路用地,划拨,,道路运输业,0,/义乌市城市投资建设集团有限公司,0.00/0.00,2018年9月7日,2019年9月7日,2021年9月7日,,
金华市本级,金华金西旅游开发有限公司医疗卫生项目,金西东区,10.6761,医卫慈善用地,挂牌出让,50,卫生,7259.748,金华金西旅游开发有限公司/?,1.20/1.60,2018年9月7日,2019年10月17日,2022年10月17日,,
金华市本级,金华金西旅游开发有限公司住宅项目用地,南至文博路，北至道路，东至琳湖街，西至松涛街,6.3139,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,12627.8,金华金西旅游开发有限公司/?,1.00/1.05,2018年9月7日,2019年10月17日,2022年10月17日,,
金华市本级,金华金西旅游开发有限公司文化设施项目,南至道路，北至文博路，东至待出让地块，西至琳湖街,4.1906,文体娱乐用地,挂牌出让,50,文化艺术业,2304.83,金华金西旅游开发有限公司/?,1.00/1.20,2018年9月7日,2019年10月17日,2022年10月17日,,
金华市本级,金华金西旅游开发有限公司体育场馆用地项目,金西东区,3.1397,文体娱乐用地,挂牌出让,50,体育,2009.408,金华金西旅游开发有限公司/?,1.00/1.20,2018年9月7日,2019年10月17日,2022年10月17日,,
金华市本级,金华金西旅游开发有限公司商业、康体娱乐项目,南至道路，北至文博路，东至经发街，西至待出让地块,2.7569,其他商服用地,挂牌出让,70,零售业,3914.798,金华金西旅游开发有限公司/?,1.40/1.60,2018年9月7日,2019年10月17日,2022年10月17日,,
金华市本级,金华金西旅游开发有限公司住宅,南至文博路，北至道路，东至经发街，西至琳湖街,6.7824,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,12750.912,金华金西旅游开发有限公司/?,1.00/1.20,2018年9月7日,2019年10月17日,2022年10月17日,,
金华市本级,金华金西旅游开发有限公司,南至道路，北至龙丘路，东至琳湖街，西至松涛路,7.1608,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,14321.6,金华金西旅游开发有限公司/?,1.00/1.10,2018年9月7日,2019年10月17日,2022年10月17日,,
金华市本级,金华金西旅游开发有限公司居住项目,南至道路，北至龙丘路，东至经发街，西至琳湖街,7.363,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,14431.48,金华金西旅游开发有限公司/?,1.00/1.30,2018年9月7日,2019年10月17日,2022年10月17日,,
武义县,武义县王宅镇郭浦朱教堂,武义县王宅镇郭浦朱地块,0.1481,宗教用地,划拨,,其他服务业,5.1835,/武义县下杨牧区郭浦朱教会,0.48/0.48,2018年9月7日,2019年12月7日,2021年12月7日,,
永康市,永康市花川B-2地块二十三号底商住宅2地块,永康市花川B-2地块二十三号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,147.288,朱红/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十五号底商住宅4地块,永康市花川B-2地块二十五号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,164.2512,林宝山/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十三号底商住宅4地块,永康市花川B-2地块二十三号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,146.1936,朱红/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十三号底商住宅3地块,永康市花川B-2地块二十三号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,145.464,陈全赢/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十五号底商住宅6地块,永康市花川B-2地块二十五号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,152.4864,邹伟能/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十五号底商住宅3地块,永康市花川B-2地块二十五号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,164.5248,方松威/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十五号底商住宅1地块,永康市花川B-2地块二十五号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,165.984,徐军/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十五号底商住宅5地块,永康市花川B-2地块二十五号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,147.5616,方松强/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十五号底商住宅2地块,永康市花川B-2地块二十五号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,159.8736,方松强/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十三号底商住宅5地块,永康市花川B-2地块二十三号,0.00912,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,148.8384,应根龙/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
永康市,永康市花川B-2地块二十三号底商住宅6地块,永康市花川B-2地块二十三号,0.01368,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,247.8816,孔祥杰/?,5.75/5.75,2018年9月7日,2020年3月17日,2022年3月17日,,
浦江县,浦江县白马镇天中路以西地块B-1地块,白马镇天中路以西,0.015119,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,128.5115,宣鹏飞/?,1.00/2.85,2018年9月7日,2019年5月7日,2021年5月7日,,
浦江县,浦江县白马镇天中路以西地块C-7地块,白马镇天中路以西,0.007671,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,65.2035,张成光/?,1.00/2.85,2018年9月7日,2019年5月7日,2021年5月7日,,
武义县,武义县泉溪镇茆角村宏福公司北侧待出让工业用地,武义县泉溪镇茆角村宏福公司北侧,3.4853,工业用地,挂牌出让,50,专用设备制造业,2310,浙江武义威迪斯工贸有限公司/?,1.00/,2018年9月5日,2019年11月29日,2021年11月29日,,
义乌市,何麻车幼儿园新建工程,北苑街道,0.313,科教用地,划拨,,教育业,,/义乌市何麻车幼儿园筹建办公室,0.98/0.98,2018年9月5日,2019年9月5日,2021年9月5日,,
义乌市,香树沉香产业（义乌）有限公司(义乌经济技术开发区G-05地块一),义乌经济开发区（稠江街道）,1.893636,工业用地,挂牌出让,50,食品制造业,477.2,香树沉香产业（义乌）有限公司/?,1.60/2.80,2018年9月5日,2019年10月5日,2021年10月4日,,
武义县,茭道普兰特轻工有限公司,茭道镇普兰特南侧,0.4897,工业用地,挂牌出让,50,金属制品业,312,浙江普兰特轻工有限公司/?,1.00/0.00,2018年9月4日,2019年11月22日,2021年11月22日,,
义乌市,丹桂幼儿园新建工程,北苑街道,0.7655,科教用地,划拨,,教育业,,/义乌市丹桂幼儿园筹建办公室,0.95/0.95,2018年9月4日,2019年9月4日,2021年9月4日,,
金华市本级,纬一路工程（仙华街-经六街）,西起仙华街冬至经六街,0.4517,公路用地,划拨,,其它,,/金华市金开市政园林建设有限公司,/,2018年9月4日,2018年10月30日,2019年12月30日,,
金东区,圣都家居装饰有限公司,广顺街、明丽街交叉口南侧,8.300038,工业用地,挂牌出让,50,家具制造业,2905.0133,圣都家居装饰有限公司/?,1.20/1.80,2018年9月4日,2020年3月4日,2021年9月3日,,
义乌市,望道红色文化发展项目——宣言纪念馆,城西街道,0.3056,文体娱乐用地,划拨,,公共设施管理业,,/义乌市陆港旅游发展有限公司,1.17/1.17,2018年9月4日,2019年9月4日,2021年9月4日,,
东阳市,浙江九宫映画摄影文化有限公司1,城东街道堂鹤村以南A-02地块,3.1578,工业用地,挂牌出让,50,文教体育用品制造业,1543.31,浙江九宫映画摄影文化有限公司/?,1.10/1.60,2018年9月4日,2019年3月4日,2020年9月4日,,
东阳市,浙江九宫映画摄影文化有限公司,城东街道堂鹤村以南A-01地块,2.1605,工业用地,挂牌出让,50,文教体育用品制造业,1119.36,浙江九宫映画摄影文化有限公司/?,1.10/,2018年9月4日,2019年3月4日,2020年3月4日,,
金华市本级,御江陈府（陈宅公寓式安置房）,和信路以南、东阳街以东,1.574406,经济适用住房用地,划拨,,房地产业,708.4827,/金华智园置业有限公司,2.00/2.20,2018年9月3日,2018年12月30日,2021年12月30日,,
金华市本级,金外金东初中扩建工程,多湖街道金外初中北侧、光南路以南,1.3999,科教用地,划拨,,教育业,839.94,/金华市外国语学校,1.20/2.00,2018年9月3日,2018年12月6日,2020年12月5日,,
武义县,武义县余西17号待出让用地,武义县余西10号地块东侧，凌美公司北侧,0.7204,工业用地,挂牌出让,50,汽车制造,466,武义协力密封件有限公司/?,1.00/0.00,2018年9月3日,2019年11月22日,2021年11月22日,,
金东区,金华市天鸽高新科技产业开发有限公司,金义快速路北侧、王浬源路东侧,9.493714,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,4585.4639,金华市天鸽高新科技产业开发有限公司/?,2.00/2.40,2018年9月3日,2019年5月1日,2021年4月30日,,
东阳市,江北街道猴塘社区井头沿小区旧区改造,江北街道井头沿小区,1.5553,经济适用住房用地,划拨,,基层群众自治组织,,/江北街道猴塘社区井头沿小区,1.10/1.10,2018年9月3日,2019年2月3日,2021年2月3日,,
兰溪市,灵洞乡西山寺村保障性安居工程,上华街道缸窑村,0.6664,经济适用住房用地,划拨,,房地产业,0,/兰溪市灵洞乡西山寺村股份经济合作社,1.00/1.40,2018年9月3日,2019年1月3日,2020年1月3日,,
义乌市,福田路延伸工程（大通路至涌金大道）,福田街道,2.180795,公路用地,划拨,,道路运输业,0,/义乌市城市投资建设集团有限公司,0.00/0.00,2018年9月3日,2019年9月3日,2021年9月3日,,
金东区,金东实验二小（新东孝小学）新建工程,东孝街道康济街东侧、现状路南侧、规划路北侧,4.3305,科教用地,划拨,,教育业,1948.725,/金华市金东区第二实验小学,0.80/1.10,2018年9月3日,2019年1月2日,2021年1月2日,,
武义县,武阳西路以西、武义客运西站以东地块,武阳西路以西、武义客运西站以东地块,7.287,中低价位、中小套型普通商品住房用地,挂牌出让,普通商品住房用地70年;批发零售用地40,房地产业,47180,嘉兴启祥企业管理有限公司/?,1.00/1.10,2018年9月3日,2019年11月15日,2021年11月15日,,
东阳市,上海灏易置业有限公司,江北街道上卢社区、猴塘社区,6.6547,中低价位、中小套型普通商品住房用地,拍卖出让,其他商服用地40年;普通商品住房用地70,房地产业,13400,上海灏易置业有限公司/?,1.00/1.50,2018年8月31日,2019年2月28日,2021年8月31日,,
义乌市,雪峰社区居民服务中心,稠城街道,0.213157,公共设施用地,划拨,,公共设施管理业,0,/义乌市人民政府稠城街道办事处,1.60/1.60,2018年8月31日,2019年8月31日,2021年8月31日,,
义乌市,苏溪镇新新幼儿园新建工程,苏溪镇,0.473679,科教用地,划拨,,教育业,0,/义乌市苏溪镇新新幼儿园（筹）,0.95/0.95,2018年8月31日,2019年8月31日,2021年8月31日,,
浦江县,浦江县郑宅镇芦溪1#-04地块,浦郑公路（郑宅镇芦溪村）以北,0.013736,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,68.8174,严信祖/?,1.00/2.52,2018年8月31日,2019年4月30日,2021年4月30日,,
武义县,吉特公司南侧地块,吉特公司南侧,1.3124,工业用地,挂牌出让,50,金属制品业,845,浙江吉特工贸有限公司/?,1.00/,2018年8月31日,2019年9月22日,2021年9月22日,,
婺城区,婺城区长山乡乌石屏村的“坡地村镇”待出让地块,长山乡乌石屏村,3.5398,其他商服用地,挂牌出让,其他商服用地40年;普通商品住房用地70,其他服务业,5660.1402,金华望山投资管理有限公司/?,1.30/1.80,2018年8月31日,2019年5月30日,2020年11月30日,,
