行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,
金东区,金华赤山110KV输变电工程,金东区多湖街道黄泥山村,0.3866,公用设施用地,划拨,,其它,846.654,/国网浙江省电力有限公司金华供电公司,0.00/0.60,2020年1月23日,2020年10月23日,2021年10月23日,,
义乌市,义乌市文澜贸易有限公司（江东街道青岩刘村西侧C-3地块）,江东街道，塘溪路和青岩街交叉口南侧,0.0078,城镇住宅用地,挂牌出让,70,房地产业,587,义乌市文澜贸易有限公司/?,3.95/4.05,2020年1月21日,2021年2月28日,2023年2月28日,,
义乌市,义乌市文澜贸易有限公司（江东街道青岩刘村西侧C-4地块）,江东街道，塘溪路和青岩街交叉口南侧,0.0078,城镇住宅用地,挂牌出让,70,房地产业,671,义乌市文澜贸易有限公司/?,4.30/4.40,2020年1月21日,2021年2月28日,2023年2月28日,,
义乌市,义乌市文澜贸易有限公司（江东街道青岩刘村西侧C-2地块）,江东街道，塘溪路和青岩街交叉口南侧,0.0078,城镇住宅用地,挂牌出让,70,房地产业,641,义乌市文澜贸易有限公司/?,4.30/4.40,2020年1月21日,2021年2月28日,2023年2月28日,,
义乌市,义乌市文澜贸易有限公司（江东街道青岩刘村西侧C-1地块）,江东街道，塘溪路和青岩街交叉口南侧,0.0078,城镇住宅用地,挂牌出让,70,房地产业,567,义乌市文澜贸易有限公司/?,3.95/4.05,2020年1月21日,2021年2月28日,2023年2月28日,,
义乌市,赵康俊（江东街道青岩刘村西侧C-5地块）,江东街道，塘溪路和青岩街交叉口南侧,0.0078,城镇住宅用地,挂牌出让,70,房地产业,717,赵康俊/?,3.95/4.05,2020年1月20日,2021年2月28日,2023年2月28日,,
兰溪市,农产品交易市场南侧地块,西环路以西、纬一路路以南,7.8438,零售商业用地,拍卖出让,40,零售业,7059.42,兰溪亿坤置业有限公司/?,1.00/1.10,2020年1月20日,2020年10月18日,2022年10月18日,,
义乌市,义乌市交通旅游产业发展集团有限公司（义乌城市有机更新稠城街道西门北侧地块）,稠城街道，县前街南侧，丹溪路西侧,4.560763,零售商业用地,挂牌出让,50,零售业,59030,义乌市交通旅游产业发展集团有限公司/?,1.00/1.10,2020年1月20日,2021年2月28日,2023年2月28日,,
义乌市,中国石化销售股份有限公司浙江义乌石油分公司（义乌市西站大道北侧、油库南侧地块）,城西街道，西站大道北侧,0.333282,零售商业用地,挂牌出让,40,零售业,1903,中国石化销售股份有限公司浙江义乌石油分公司/?,0.20/0.50,2020年1月20日,2021年3月11日,2023年3月10日,,
义乌市,义乌市福田街道集体资产经营有限公司（福田街道联港社区东北侧地块）,福田街道，联港社区东北侧,0.096104,其他商服用地,挂牌出让,40,其他服务业,1197,义乌市福田街道集体资产经营有限公司/?,1.50/1.60,2020年1月20日,2021年2月21日,2023年2月20日,,
浦江县,浦阳街道群生陈篷坑东南地块B2-05地块,陈篷坑村东南角,0.02024,城镇住宅用地,挂牌出让,70,房地产业,222.64,叶向东/?,1.00/2.70,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B2-04地块,陈篷坑村东南角,0.012,城镇住宅用地,挂牌出让,70,房地产业,147.72,徐敏辉/?,1.00/2.75,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B2-03地块,陈篷坑村东南角,0.016,城镇住宅用地,挂牌出让,70,房地产业,194.56,于萍萍/?,1.00/2.75,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B2-02地块,陈篷坑村东南角,0.016,城镇住宅用地,挂牌出让,70,房地产业,194.4,黄月平/?,1.00/2.75,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B2-01地块,陈篷坑村东南角,0.01624,城镇住宅用地,挂牌出让,70,房地产业,186.2728,张树安/?,1.00/2.75,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B1-06地块,陈篷坑村东南角,0.00824,城镇住宅用地,挂牌出让,70,房地产业,107.944,张艳美/?,1.00/2.76,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B1-05地块,陈篷坑村东南角,0.008,城镇住宅用地,挂牌出让,70,房地产业,102.48,吴忠威/?,1.00/2.76,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B1-04地块,陈篷坑村东南角,0.008,城镇住宅用地,挂牌出让,70,房地产业,88,盛健民/?,1.00/2.76,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B1-03地块,陈篷坑村东南角,0.012,城镇住宅用地,挂牌出让,70,房地产业,148.32,洪美芳/?,1.00/2.75,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B1-02地块,陈篷坑村东南角,0.012,城镇住宅用地,挂牌出让,70,房地产业,154.56,黄运锐/?,1.00/2.75,2020年1月19日,2020年8月18日,2022年8月18日,,
浦江县,浦阳街道群生陈篷坑东南地块B1-01地块,陈篷坑村东南角,0.01624,城镇住宅用地,挂牌出让,70,房地产业,242.4632,黄先满/?,1.00/2.75,2020年1月19日,2020年8月18日,2022年8月18日,,
武义县,泉溪镇项店村南侧待出让1＃住宅用地,泉溪镇项店村,0.1365,城镇住宅用地,挂牌出让,70,房地产业,157,浙江武义金灿房地产开发有限公司/?,1.00/1.10,2020年1月19日,2021年4月12日,2023年4月12日,,
武义县,泉溪镇金岩山工业区南侧丁塘背待出让用地,武义县泉溪镇金岩山工业区南侧,1.4166,工业用地,挂牌出让,50,金属制品业,1000,浙江浩大科技有限公司/?,1.00/,2020年1月19日,2021年4月12日,2023年4月12日,,
浦江县,浦江水晶小镇03-25号地块,宏业大道以西、月泉东路以北,1.616612,工业用地,挂牌出让,50,工艺品及其他制造业,969.9672,浙江哈维丝特实业有限公司/?,1.00/2.00,2020年1月19日,2020年8月18日,2022年8月18日,,
兰溪市,柏社乡北舒村水阁溪西北侧地块,柏社乡水阁村、北舒村,0.1953,零售商业用地,挂牌出让,40,零售业,4407.5304,兰溪市浙石油综合能源销售有限公司/?,0.10/0.50,2020年1月17日,2020年9月19日,2021年9月19日,,
兰溪市,柏社乡中心小学西南侧地块,柏社乡百聚社村,0.216,零售商业用地,挂牌出让,40,零售业,4661.496,兰溪市浙石油综合能源销售有限公司/?,0.10/0.50,2020年1月17日,2020年9月19日,2021年9月19日,,
兰溪市,原兰溪市迎燕工艺饰品有限公司地块,开发区清胜塘路北侧,0.6411,工业用地,拍卖出让,50,文教体育用品制造业,240.4125,兰溪市雪媚儿化妆品有限公司/?,1.20/1.80,2020年1月17日,2020年7月17日,2021年7月17日,,
兰溪市,原兰溪大华家纺服饰有限公司收回地块,开发区丹溪大道北侧,0.9798,工业用地,拍卖出让,50,食品制造业,367.425,兰溪市太和天物健康科技有限公司/?,1.20/1.80,2020年1月17日,2020年7月17日,2021年7月17日,,
兰溪市,兰溪光膜小镇经二路东侧纬一路北侧地块,光膜小镇经二路东侧纬一路北侧,2.1106,工业用地,拍卖出让,50,通讯设备、计算机及其他电子设备制造业,633.18,兰溪市鸿图高新园区开发有限公司/?,1.20/1.80,2020年1月17日,2020年7月17日,2021年7月17日,,
兰溪市,兰溪经济开发区浒溪路南侧1#地块,经济开发区浒溪路南侧,0.6137,工业用地,拍卖出让,50,塑料制品业,230.1375,浙江艺高包装科技有限公司/?,1.20/1.80,2020年1月17日,2020年7月17日,2021年7月17日,,
东阳市,东阳驰宸房地产开发有限公司,白云街道歌山路1号,0.97697,城镇住宅用地,拍卖出让,70,房地产业,16200,东阳驰宸房地产开发有限公司/?,2.20/3.80,2020年1月15日,2020年7月15日,2022年1月15日,,
磐安县,磐安县双溪乡里横塘村2号地块,双溪乡里横塘村2号地块,0.0364,餐饮用地,挂牌出让,40,餐饮业,30.1028,刘斌/?,2.00/2.30,2020年1月14日,2020年5月9日,2022年1月9日,,
磐安县,磐安县双溪乡里横塘村1号地块,磐安县双溪乡里横塘村1号地块,0.0325,餐饮用地,挂牌出让,40,餐饮业,27.4625,磐安县老傅生态农业开发有限公司/?,2.00/2.30,2020年1月14日,2020年5月9日,2022年1月9日,,
东阳市,东阳真爱置业发展有限公司,江北街道江滨北街以北、浪坑溪以西地块,1.5945,城镇住宅用地,拍卖出让,70,房地产业,26350,东阳真爱置业发展有限公司/?,2.20/2.70,2020年1月13日,2020年7月13日,2022年1月13日,,
金东区,金东区东孝街道永福园骨灰楼项目,金东区东孝街道毛竹园村,0.189,殡葬用地,划拨,,社会福利业,42.525,/金华市金东区人民政府东孝街道办事处,0.00/1.16,2020年1月13日,2020年9月12日,2021年9月12日,,
东阳市,东阳市马生文化旅游发展有限公司,马宅镇雅坑村大伦坞小雅坑地块,7.1826,零售商业用地,拍卖出让,40,零售业,5300,东阳市马生文化旅游发展有限公司/?,1.30/1.80,2020年1月13日,2020年7月13日,2022年1月13日,,
金华市本级,浙江路通交通安全设施有限公司位于白汤下线以北、银塔街以西地块,金西区块东区白汤下以北、银塔街以西,2.8965,工业用地,挂牌出让,50,专用设备制造业,1303.425,浙江路通交通安全设施有限公司/?,1.00/1.80,2020年1月10日,2020年10月9日,2021年10月9日,,
永康市,古山供电所用地,古山镇大园东村,0.3,公用设施用地,划拨,,其它,132,/国网浙江永康市供电有限公司,0.57/0.57,2020年1月10日,2021年7月10日,2023年7月10日,,
金东区,高新产业园西区44#,广顺街东侧、明丽街南侧,6,工业用地,挂牌出让,50,通用设备制造业,2100,金华市金义都市新社区投资发展有限公司/?,2.00/2.50,2020年1月10日,2020年9月10日,2023年9月9日,,
磐安县,磐安县大盘镇B12-06号地块,磐安县大盘镇B12-06号地块,0.246268,零售商业用地,挂牌出让,40,零售业,4288,磐安县交通建设投资集团有限公司/?,0.10/0.50,2020年1月10日,2020年1月23日,2020年4月8日,,
浦江县,浦江县金属表面科技产业园6号地块,浦江县金属表面科技产业园内,1.344402,工业用地,挂牌出让,50,金属制品业,1209.9618,浙江浦江宏安金属表面处理有限公司/?,1.50/3.50,2020年1月9日,2020年8月8日,2022年8月8日,,
浦江县,浦江县金属表面科技产业园5号地块,浦江县金属表面科技产业园内,0.909598,工业用地,挂牌出让,50,金属制品业,818.6382,浦江县兴启工贸有限公司/?,1.50/3.50,2020年1月9日,2020年8月8日,2022年8月8日,,
浦江县,浦江县金属表面科技产业园4号地块,浦江县金属表面科技产业园内,0.320644,工业用地,挂牌出让,50,金属制品业,288.9002,金华伯安工贸有限公司/?,1.50/3.50,2020年1月9日,2020年8月8日,2022年8月8日,,
浦江县,浦江县金属表面科技产业园3号地块,浦江县金属表面科技产业园内,0.367683,工业用地,挂牌出让,50,金属制品业,330.9147,浦江晶创金属有限公司/?,1.50/3.50,2020年1月9日,2020年8月8日,2022年8月8日,,
浦江县,浦江县金属表面科技产业园2号地块,浦江县金属表面科技产业园内,0.335704,工业用地,挂牌出让,50,金属制品业,302.1336,浦江晶创金属有限公司/?,1.50/3.50,2020年1月9日,2020年8月8日,2022年8月8日,,
浦江县,浦江县金属表面科技产业园1号地块,浦江县金属表面科技产业园内,1.447683,公用设施用地,挂牌出让,50,公共设施管理业,1302.9147,浙江浦江鸿鑫污水处理有限公司/?,0.10/0.50,2020年1月9日,2020年8月8日,2022年8月8日,,
磐安县,磐安县人民医院医共体胡宅分院医技综合楼工程,尖山镇胡宅村,0.067922,医疗卫生用地,划拨,,卫生,,/磐安县人民医院医共体胡宅分院,/2.42,2020年1月9日,2020年3月7日,2021年3月6日,,
磐安县,磐安县公安局尚湖派出所业务用房迁建工程,尚湖镇尚湖村,0.48285,公用设施用地,划拨,,中国共产党机关,,/磐安县公安局,/0.46,2020年1月9日,2020年2月29日,2021年2月28日,,
兰溪市,女埠街道马岭岗村2011-17工业用地,女埠街道马岭岗村,1.0162,工业用地,拍卖出让,43,文教体育用品制造业,350.589,兰溪市恒远珠萃工艺品有限公司/?,1.10/0.00,2020年1月8日,2020年10月8日,2021年10月8日,,
兰溪市,女埠街道楼塘村2017-1-B工业用地,女埠街道楼塘村,0.022,工业用地,拍卖出让,49,化学原料及化学制品制造业,7.59,兰溪春天化工有限公司/?,1.20/0.00,2020年1月8日,2020年10月7日,2021年1月7日,,
兰溪市,女埠街道楼塘村2017-1-A工业用地,女埠街道楼塘村,0.3346,工业用地,拍卖出让,49,化学原料及化学制品制造业,115.437,兰溪春天化工有限公司/?,1.20/0.00,2020年1月8日,2020年10月7日,2021年10月7日,,
兰溪市,女埠街道上新屋村2017-23工业用地,女埠街道上新屋村,0.1567,工业用地,拍卖出让,49,化学原料及化学制品制造业,54.0615,金华市赫昊新型材料有限公司/?,0.60/0.00,2020年1月8日,2020年10月8日,2021年10月8日,,
婺城区,婺城新城区宾虹西路北侧、金江南街西侧、东堰街东侧地块,婺城新城区宾虹西路北侧、金江南街以西、东堰街东侧,7.441835,城镇住宅用地,挂牌出让,70,房地产业,70399.7591,金华天琨企业管理有限公司/?,1.50/1.80,2020年1月8日,2021年4月23日,2023年4月23日,,
永康市,芝英镇亳塘小微企业园一期4#厂房,芝英镇亳塘小微企业园一期4#厂房,0.10316,工业用地,拍卖出让,50,金属制品业,349.7124,应永继/?,5.00/5.00,2020年1月8日,2020年9月17日,2022年9月17日,,
义乌市,义乌市城市投资建设集团有限公司（佛堂镇五洲大道东南侧地块）,佛堂镇五洲大道东南侧,0.331103,零售商业用地,挂牌出让,40,零售业,1961,义乌市城市投资建设集团有限公司/?,0.20/0.50,2020年1月8日,2021年2月16日,2023年2月15日,,
义乌市,义乌市建设投资集团有限公司（义乌市城市有机更新湖大塘邻里中心地块）,稠江街道，香山路东侧，稠州西路北侧,1.080403,零售商业用地,挂牌出让,50,零售业,9725,义乌市建设投资集团有限公司/?,1.70/1.95,2020年1月8日,2021年2月16日,2023年2月15日,,
义乌市,义乌市水处理有限责任公司（义乌高新区武德水厂地块）,苏溪镇，武德路西侧，环城北路北侧,3.398589,公用设施用地,挂牌出让,50,水的生产和供应业,2073,义乌市水处理有限责任公司/?,0.00/0.00,2020年1月8日,2021年2月16日,2023年2月15日,,
永康市,芝英镇亳塘小微企业园一期13#-2厂房,芝英镇亳塘小微企业园一期13#-2厂房,0.031,工业用地,拍卖出让,50,金属制品业,226.3,应绍辉/?,5.00/5.00,2020年1月8日,2020年9月17日,2022年9月17日,,
永康市,芝英镇亳塘小微企业园一期13#-1厂房,芝英镇亳塘小微企业园一期13#-1厂房,0.063746,工业用地,拍卖出让,50,金属制品业,339.1287,永康市富能日用品有限公司/?,5.00/5.00,2020年1月8日,2020年9月17日,2022年9月17日,,
永康市,芝英镇亳塘小微企业园一期6#厂房,芝英镇亳塘小微企业园一期6#厂房,0.23,工业用地,拍卖出让,50,金属制品业,731.4,应振富/?,5.00/5.00,2020年1月8日,2020年9月17日,2022年9月17日,,
永康市,芝英镇亳塘小微企业园一期5#厂房,芝英镇亳塘小微企业园一期5#厂房,0.249056,工业用地,拍卖出让,50,金属制品业,791.9981,应振英/?,5.00/5.00,2020年1月8日,2020年9月17日,2022年9月17日,,
婺城区,金华市西华寺改扩建工程,金华市婺城区城中街道后街以东、雅堂街北侧,0.160561,宗教用地,划拨,,群众团体、社会团体和宗教组织,0,/金华市西华寺,0.80/1.20,2020年1月7日,2020年8月12日,2022年8月22日,,
永康市,永康市花川片区下田桥地块12#厂房,永康市花川片区下田桥地块12#厂房,0.11772,工业用地,拍卖出让,50,金属制品业,824.04,永康市纳凯工贸有限公司/?,5.00/5.00,2020年1月6日,2020年9月15日,2022年9月15日,,
永康市,永康市花川片区下田桥地块15#厂房,永康市花川片区下田桥地块15#厂房,0.0896,工业用地,拍卖出让,50,金属制品业,639.744,舒艾莉/?,5.00/5.00,2020年1月6日,2020年9月15日,2022年9月15日,,
永康市,永康市花川片区下田桥地块17#厂房,永康市花川片区下田桥地块17#厂房,0.1134,工业用地,拍卖出让,50,金属制品业,793.8,永康市正锐工具有限公司/?,5.00/5.00,2020年1月6日,2020年9月15日,2022年9月15日,,
永康市,永康市花川片区下田桥地块16#厂房,永康市花川片区下田桥地块16#厂房,0.1134,工业用地,拍卖出让,50,金属制品业,771.12,黄明星/?,5.00/5.00,2020年1月6日,2020年9月15日,2022年9月15日,,
永康市,永康市花川片区下田桥地块14#厂房,永康市花川片区下田桥地块14#厂房,0.11772,工业用地,拍卖出让,50,金属制品业,806.382,杨帆/?,5.00/5.00,2020年1月6日,2020年9月15日,2022年9月15日,,
永康市,永康市花川片区下田桥地块13#厂房,永康市花川片区下田桥地块13#厂房,0.11772,工业用地,拍卖出让,50,金属制品业,806.382,浙江展腾工贸有限公司/?,5.00/5.00,2020年1月6日,2020年9月15日,2022年9月15日,,
金东区,金华亚运分村项目新建建筑安装工程,多湖街道环城南路以北、横十路以南、复兴街以西、赤山公园以东,16.76535,公园与绿地,划拨,,体育,0,/金华市多湖中央商务区建设投资有限公司,0.00/0.70,2020年1月6日,2020年8月26日,2021年8月26日,,
浦江县,三类园区万湖一路两侧企业超出土地使用证范围的零星用地S5地块,浦江县潘宅污染企业集聚区,0.117519,仓储用地,挂牌出让,50,其它,81.0881,浙江前方复合材料有限公司/?,1.50/3.50,2020年1月3日,2020年8月2日,2022年8月2日,,
浦江县,三类园区万湖一路两侧企业超出土地使用证范围的零星用地S1地块,浦江县潘宅污染企业集聚区,0.124645,仓储用地,挂牌出让,50,其它,86.0051,浦江乐天能源工程有限公司/?,1.50/3.50,2020年1月3日,2020年8月2日,2022年8月2日,,
东阳市,王晓东,江北街道广福路以北、关山路以西地块,0.13204,城镇住宅用地,拍卖出让,70,房地产业,1220,王晓东/?,1.50/2.40,2020年1月3日,2020年7月3日,2022年1月3日,,
东阳市,东阳市瑜锦置业有限公司,吴宁街道江滨南街以南、人民路以东DY-17-03-01地块,0.2596,城镇住宅用地,拍卖出让,70,房地产业,4590,东阳市瑜锦置业有限公司/?,2.20/2.50,2020年1月3日,2020年7月3日,2022年1月3日,,
义乌市,蒋卫星（廿三里街道卫星水厂南侧3-4地块）,廿三里街道,0.065318,城镇住宅用地,挂牌出让,70,房地产业,1132,蒋卫星/?,1.40/1.55,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,骆黎明（廿三里街道卫星水厂南侧3-3地块）,廿三里街道,0.030607,城镇住宅用地,挂牌出让,70,房地产业,741,骆黎明/?,2.10/2.25,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,骆晓明（廿三里街道卫星水厂南侧3-2地块）,廿三里街道,0.030607,城镇住宅用地,挂牌出让,70,房地产业,689,骆晓明/?,1.70/1.85,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,方英（廿三里街道卫星水厂南侧3-1地块）,廿三里街道,0.069926,城镇住宅用地,挂牌出让,70,房地产业,1055,方英/?,1.10/1.25,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,陈国星（廿三里街道卫星水厂南侧2-4地块）,廿三里街道,0.069926,城镇住宅用地,挂牌出让,70,房地产业,1055,陈国星/?,1.10/1.25,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,金文强（廿三里街道卫星水厂南侧2-3地块）,廿三里街道,0.030607,城镇住宅用地,挂牌出让,70,房地产业,589,金文强/?,1.70/1.85,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,吕青锋（廿三里街道卫星水厂南侧2-2地块）,廿三里街道,0.030607,城镇住宅用地,挂牌出让,70,房地产业,751,吕青锋/?,2.10/2.25,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,陈雪清（廿三里街道卫星水厂南侧2-1地块）,廿三里街道,0.046382,城镇住宅用地,挂牌出让,70,房地产业,1208,陈雪清/?,1.90/2.10,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,虞澜平（廿三里街道卫星水厂南侧1-4地块）,廿三里街道,0.048967,城镇住宅用地,挂牌出让,70,房地产业,1202,虞澜平/?,1.60/1.75,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,楼非熊（廿三里街道卫星水厂南侧1-3地块）,廿三里街道,0.030607,城镇住宅用地,挂牌出让,70,房地产业,639,楼非熊/?,1.70/1.85,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,陈小龙（廿三里街道卫星水厂南侧1-2地块）,廿三里街道,0.030607,城镇住宅用地,挂牌出让,70,房地产业,681,陈小龙/?,2.10/2.25,2020年1月2日,2022年2月1日,2024年1月31日,,
义乌市,浙江义乌华统新能源开发有限公司（北苑街道机场路与西城路交叉口北侧地块）,北苑街道,1.220474,商务金融用地,挂牌出让,40,其他金融服务,5517,浙江义乌华统新能源开发有限公司/?,3.00/3.50,2020年1月2日,2021年2月1日,2023年1月31日,,
婺城区,金华市区快速公交系统BRT5号线建设项目仙源湖旅游度假区首末站,安地镇仙源湖大道东侧、广场街南,1,交通服务场站用地,划拨,,城市公共交通业,735,/金华市快速公交有限公司,0.20/0.50,2020年1月2日,2020年7月22日,2022年7月22日,,
兰溪市,兰溪市张山雷中医药文化研究中心地块,云山街道蒋里、枣树村,4.6634,医疗卫生用地,拍卖出让,50,卫生,10058.9538,兰溪市社会事业发展集团有限公司/?,1.00/2.00,2020年1月2日,2020年8月27日,2023年8月27日,,
婺城区,婺城区丰亭东路幼儿园新建工程,婺城区新狮街道丰亭东路以北、道南街以东、东市北街以西,0.878416,公用设施用地,划拨,,国家机构,395.2872,/金华市婺城区教育局,0.60/0.80,2020年1月2日,2020年8月28日,2022年8月31日,,
永康市,经济开发区S19-01地块,永康经济开发区S19－01地块（荆山夏村区块商住楼）,0.133228,城镇住宅用地,拍卖出让,70,房地产业,680,浙江省永康经济开发区荆山夏村股份经济合作社/?,1.20/1.80,2020年1月2日,2021年3月13日,2023年3月13日,,
永康市,金华世雅110千伏输变电工程用地,芝英镇上徐店村双舟线北侧,0.3633,公用设施用地,划拨,,其它,148.953,/国网浙江省电力有限公司金华供电公司,0.25/0.25,2020年1月2日,2021年7月2日,2023年7月2日,,
永康市,古山镇前杭小微企业园1#厂房地块,古山镇前杭小微企业园1#厂房地块,0.12428,工业用地,拍卖出让,50,金属制品业,861.2604,永康市聚鑫金属制品有限公司/?,1.40/0.00,2020年1月2日,2020年9月13日,2022年9月13日,,
永康市,永康市龙山镇山头里小微企业园（一期）6－1#地块,永康市龙山镇山头里小微企业园（一期）6－1#地块,0.193248,工业用地,拍卖出让,50,金属制品业,811.6416,永康市吉方休闲用品厂/?,1.40/0.00,2020年1月2日,2020年9月13日,2022年9月13日,,
金东区,改扩建上海铁路局金华南货场工程,金华南货场,177.7386,铁路用地,划拨,,铁路运输业,,/金丽温铁路有限责任公司,/,2020年1月2日,2020年8月19日,2021年8月19日,,
永康市,永康市龙山镇山头里小微企业园（一期）9－1#地块,永康市龙山镇山头里小微企业园（一期）9－1#地块,0.193248,工业用地,拍卖出让,50,金属制品业,798.1142,永康市佳凡休闲用品有限公司/?,1.40/0.00,2020年1月2日,2020年9月13日,2022年9月13日,,
浦江县,平七路与210省道叉口东南角地块,平二村以北、210省道以南,7.1647,城镇住宅用地,挂牌出让,商品房70年;旅馆用地40,房地产业,21494.1,上海鑫广科技发展集团有限公司/?,1.50/2.25,2020年1月1日,2020年12月23日,2023年12月23日,,
金华市本级,金华金开现代服务业投资集团有限公司位于规划路以东、龙川路以北地块,规划路以东、龙川路以北,1.206943,零售商业用地,挂牌出让,40,商务服务业,9667.6135,金华金开现代服务业投资集团有限公司/?,1.50/1.60,2019年12月31日,2021年3月30日,2023年3月30日,,
金华市本级,浙江福川家居用品有限公司位于金西区块银塔街以西、中山路以南、白汤下线以北地块,金西区块东区银塔街以西、中山路以南、白汤下线以北,2.3366,工业用地,挂牌出让,50,金属制品业,1051.47,浙江福川家居用品有限公司/?,1.00/2.00,2019年12月31日,2020年9月30日,2021年9月30日,,
金华市本级,翁帅帅位于口腔医院以东、四联路以南地块,口腔医院以东、四联路以南,0.164047,医疗卫生用地,挂牌出让,50,卫生,508.5457,翁帅帅/?,1.40/1.60,2019年12月31日,2021年3月30日,2022年3月30日,,
东阳市,江北街道金店小区棚户区改造工程,江滨北街以北、迎宾大道以西,8.7347,城镇住宅用地,划拨,,基层群众自治组织,0,/浙江省东阳市开发区江北高新产业园区管理委员会,1.50/2.50,2019年12月31日,2020年3月31日,2022年3月31日,,
磐安县,磐安县冷水镇陶村三角出让居住地块,磐安县冷水镇陶村三角出让居住地块,0.1382,城镇住宅用地,拍卖出让,70,房地产业,402.162,周志高/?,1.30/2.10,2019年12月31日,2020年2月29日,2021年12月31日,,
东阳市,上卢农房集聚区建设项目（二期）3,东阳市江北街道上卢、迎宾大道以东、广福路以西、湖莲街以南,0.7215,城镇住宅用地,划拨,,基层群众自治组织,0,/东阳市住房和城乡建设局,2.20/2.60,2019年12月30日,2020年3月30日,2022年3月30日,,
永康市,永康经济开发区中央服务区Z－02－03地块,永康经济开发区，东临锦绣佳园一期，南至规划道路，西临金温铁路，北至金山西路,5.1575,城镇住宅用地,挂牌出让,70,房地产业,82030,南昌景中园林工程有限公司/?,2.20/2.40,2019年12月30日,2021年7月31日,2023年7月31日,,
兰溪市,北门菜场迁建工程地块,工人路以北，枣树路以西,1.6953,零售商业用地,拍卖出让,40,零售业,3907.6665,兰溪市市场开发服务有限公司/?,1.00/2.20,2019年12月30日,2020年9月1日,2021年6月30日,,
磐安县,磐安新城区金钩廊桥东侧一号住宅地块,磐安新城区金钩廊桥东侧一号住宅地块,0.029424,城镇住宅用地,挂牌出让,70,房地产业,428.4429,曹宗杰、陈德山/?,6.00/7.00,2019年12月30日,2020年3月30日,2021年12月30日,,
义乌市,镇东幼儿园地块,苏溪镇,0.714,教育用地,划拨,,教育业,0,/义乌市苏溪镇镇东幼儿园（筹）,0.80/1.10,2019年12月30日,2020年12月30日,2022年12月30日,,
武义县,桐琴镇雨污分流道路改造用地2,桐琴镇桐一村,8.082,公路用地,划拨,,国家机构,0,/桐琴镇人民政府,/,2019年12月30日,2021年3月30日,2023年3月30日,,
武义县,桐琴镇雨污分流道路改造用地1,桐琴镇桐一村,7.9438,公路用地,划拨,,国家机构,0,/桐琴镇人民政府,/,2019年12月30日,2021年12月30日,2023年12月30日,,
永康市,永康市王染店出让地块3号楼6单元,永康市王染店出让地块3号楼6单元,0.0095,城镇住宅用地,拍卖出让,70,房地产业,548.625,沈志扬/?,1.00/5.00,2019年12月30日,2021年3月8日,2023年3月8日,,
永康市,永康市王染店出让地块3号楼5单元,永康市王染店出让地块3号楼5单元,0.0095,城镇住宅用地,拍卖出让,70,房地产业,515.85,施爱/?,1.00/5.00,2019年12月30日,2021年3月8日,2023年3月8日,,
永康市,永康市王染店出让地块3号楼3单元,永康市王染店出让地块3号楼3单元,0.0095,城镇住宅用地,拍卖出让,70,房地产业,509.01,应光辉/?,1.00/5.00,2019年12月30日,2021年3月8日,2023年3月8日,,
永康市,永康市王染店出让地块3号楼2单元,永康市王染店出让地块3号楼2单元,0.0095,城镇住宅用地,拍卖出让,70,房地产业,513.19,陈文勇/?,1.00/5.00,2019年12月30日,2021年3月8日,2023年3月8日,,
武义县,白洋街道雨污分流道路改造用地,白洋街道金皮村,9.5743,公路用地,划拨,,国家机构,0,/白洋街道办事处,/,2019年12月30日,2021年3月30日,2023年3月30日,,
永康市,永康市王染店出让地块3号楼1单元,永康市王染店出让地块3号楼1单元,0.0095,城镇住宅用地,拍卖出让,70,房地产业,550.24,徐秀眉/?,1.00/5.00,2019年12月30日,2021年3月8日,2023年3月8日,,
