编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
1861,中低价位、中小套型普通商品住房用地,盐城市,大丰市,盐城市大丰区新丰镇同丰村村民委员会,盐城市大丰区新丰镇镇区南侧、沈方公路西侧,70,协议,37.8588,,2018,2018年7月,2018/7/24,2032,1,2032,盐城市大丰区新丰镇同丰村村民委员会,,,,,,,,,,,,,,2018/12/25,2019/12/25
1886,其他普通商品住房用地,盐城市,响水县,江苏响水港集团有限公司,淮海大街北侧、石港路西侧,70,挂牌,9217,,2018,2018年7月,2018/7/17,61406,2.5,153515,江苏响水港集团有限公司,,,,,,,,,,,,,,2019/1/1,2021/12/31
1887,其他普通商品住房用地,盐城市,盐都区,江苏通恒置业有限公司,盐城市区宝兴路西、龙尾路北侧,70,挂牌,50968.13,,2018,2018年7月,2018/7/17,58175,2,116350,江苏通恒置业有限公司,,,,,,,,,,,,,,2019/10/17,2022/10/17
1918,其他普通商品住房用地,盐城市,阜宁县,周士柱,益林镇益北居委会建新西路二巷,70,协议,7.95,,2018,2018年7月,2018/7/3,202.3,1.06,214.438,周士柱,,,,,,,,,,,,,,2018/8/13,2018/9/13
1948,经济适用住房用地,盐城市,射阳县,特庸红旗安置区,特庸红旗村,,划拨,0,,2018,2018年6月,2018/6/26,7333,1.2,8799.6,射阳县特庸镇人民政府,,,,,,,,,,,,,,2018/12/11,2020/12/11
1949,经济适用住房用地,盐城市,射阳县,新坍安置区8,新坍镇新坍子居委会,,划拨,0,,2018,2018年6月,2018/6/26,955,1.2,1146,射阳县新坍镇人民政府,,,,,,,,,,,,,,2018/12/12,2021/12/10
1950,经济适用住房用地,盐城市,射阳县,新坍安置区9,新坍镇芦公祠居委会,,划拨,0,,2018,2018年6月,2018/6/26,734,1.2,880.8,射阳县新坍镇人民政府,,,,,,,,,,,,,,2018/12/12,2020/12/11
1951,经济适用住房用地,盐城市,射阳县,新坍安置区10,新坍镇横港中心村,,划拨,0,,2018,2018年6月,2018/6/26,549,1.2,658.8,射阳县新坍镇人民政府,,,,,,,,,,,,,,2018/12/11,2020/12/10
1952,经济适用住房用地,盐城市,射阳县,新坍安置区11,新坍镇横港中心村,,划拨,0,,2018,2018年6月,2018/6/26,651,1.2,781.2,射阳县新坍镇人民政府,,,,,,,,,,,,,,2018/12/11,2020/12/11
1953,经济适用住房用地,盐城市,射阳县,新坍安置区14,新坍创业路,,划拨,0,,2018,2018年6月,2018/6/26,1333,1.2,1599.6,射阳县新坍镇人民政府,,,,,,,,,,,,,,2018/12/12,2020/12/11
1954,经济适用住房用地,盐城市,射阳县,新坍安置区12,新坍创业路,,划拨,0,,2018,2018年6月,2018/6/26,661,1.2,793.2,射阳县新坍镇人民政府,,,,,,,,,,,,,,2018/12/12,2020/12/11
1955,经济适用住房用地,盐城市,射阳县,新坍安置区12,新坍创业路,,划拨,0,,2018,2018年6月,2018/6/26,1313,1.2,1575.6,射阳县新坍镇人民政府,,,,,,,,,,,,,,2018/12/12,2020/12/11
1985,其他普通商品住房用地,盐城市,射阳县,高邮盛世置业有限公司,明湖之星南侧地块,70,挂牌,13610,,2018,2018年6月,2018/6/15,45191.4,1.8,81344.52,高邮盛世置业有限公司,,,,,,,,,,,,,,2019/4/15,2022/4/15
1987,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,长春路初中北、苏州路西地块,香港路南、苏州路西,批发零售用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,30958,,2018,2018年6月,2018/6/14,66755.1,2,133510.2,江苏美麟房地产开发有限公司,,,,,,,,,,,,,,2018/8/28,2020/8/28
1990,中低价位、中小套型普通商品住房用地,盐城市,滨海县,高建军,滨海县天场镇文苑路东侧、派出所北侧,70,挂牌,200.401,,2018,2018年6月,2018/6/12,4309.7,1.7,7326.49,高建军,,,,,,,,,,,,,,2018/8/13,2020/8/13
1991,中低价位、中小套型普通商品住房用地,盐城市,滨海县,高建军,滨海县天场镇文苑路东侧、派出所西侧,70,挂牌,113.8227,,2018,2018年6月,2018/6/12,2447.8,1.7,4161.26,高建军,,,,,,,,,,,,,,2018/8/13,2020/8/13
1997,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,长春路初中北、扬州路东地块,香港路南、扬州路东,70,挂牌,28666,,2018,2018年6月,2018/6/11,61895.08,2,123790.16,江苏美麟房地产开发有限公司,,,,,,,,,,,,,,2018/8/22,2020/8/22
2019,其他普通商品住房用地,盐城市,射阳县,上海煜阙实业发展有限公司,五洲国际南侧地块,70,挂牌,28060,,2018,2018年6月,2018/6/4,54451,3,163353,上海煜阙实业发展有限公司,,,,,,,,,,,,,,2019/3/4,2022/3/4
2055,经济适用住房用地,盐城市,建湖县,建湖县建阳镇人民政府新建顾杨回迁房项目,建阳镇顾杨村三组,,划拨,0,,2018,2018年5月,2018/5/25,8219,1.4,11506.6,建湖县建阳镇人民政府,,,,,,,,,,,,,,2018/12/31,2020/12/30
2057,经济适用住房用地,盐城市,建湖县,建湖县高作镇人民政府新建回迁房项目,高作镇西站村一组、二组,,划拨,0,,2018,2018年5月,2018/5/24,12795,1.3,16633.5,建湖县高作镇人民政府,,,,,,,,,,,,,,2018/12/31,2020/12/30
2060,经济适用住房用地,盐城市,建湖县,建湖县建阳镇人民政府新建（西尖村）拆迁安置房项目,建阳镇西尖村一组,,划拨,0,,2018,2018年5月,2018/5/23,6796,1.5,10194,建湖县建阳镇人民政府新建（西尖村）拆迁安置房项目,,,,,,,,,,,,,,2018/12/31,2020/12/30
2078,中低价位、中小套型普通商品住房用地,盐城市,东台市,江苏奕隆房地产开发有限公司,安丰镇兴丰路东侧,40.7,挂牌,1383.0348,,2018,2018年5月,2018/5/16,12642,1.1,13906.2,江苏奕隆房地产开发有限公司,,,,,,,,,,,,,,2019/3/16,2022/3/16
2100,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建建华康居示范村回迁房项目,钟庄街道南华村新港组、华东组,,划拨,0,,2018,2018年5月,2018/5/14,180813,1.4,253138.2,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2019/1/1,2021/1/1
2102,其他普通商品住房用地,盐城市,经济技术开发区,宝龙居住、商业用地,盐城经济技术开发区新城街道阳光社区居委会、新林社区居委会、北舍村,70,挂牌,68379.6225,,2018,2018年5月,2018/5/11,186067,1.8,334920.6,盐城市宝城商业发展有限公司,,,,,,,,,,,,,,2019/4/11,2022/4/11
2104,其他普通商品住房用地,盐城市,阜宁县,阜宁鼎苑置业有限公司,益林镇益南社区,其他普通商品住房用地70年，其他商服用地40年,挂牌,358,,2018,2018年5月,2018/5/10,6086,1.9,11563.4,阜宁鼎苑置业有限公司,,,,,,,,,,,,,,2018/8/10,2019/8/10
2115,其他普通商品住房用地,盐城市,射阳县,射阳县鼎成建设有限公司,特庸镇丝绸大道西侧农贸市场北侧地块,70,挂牌,1017,,2018,2018年5月,2018/5/7,14043,1.8,25277.4,射阳县鼎成建设有限公司,,,,,,,,,,,,,,2019/3/7,2022/3/7
2116,其他普通商品住房用地,盐城市,射阳县,射阳县鼎成建设有限公司,特庸镇丝绸大道西侧规划码南街北侧二号地块,70,挂牌,764,,2018,2018年5月,2018/5/7,10478,2.2,23051.6,射阳县鼎成建设有限公司,,,,,,,,,,,,,,2019/3/7,2022/3/7
2131,其他普通商品住房用地,盐城市,盐都区,北京麦金利房地产开发有限公司,盐城市盐都区东进路南、宝兴路西侧,70,挂牌,36782.6,,2018,2018年5月,2018/5/3,49221,1.8,88597.8,北京麦金利房地产开发有限公司,,,,,,,,,,,,,,2019/6/3,2022/6/3
2141,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县港城建设发展有限公司,灌河五路南侧、金港大街西侧,70,挂牌,6937,,2018,2018年4月,2018/4/27,46256,2.2,101763.2,响水县港城建设发展有限公司,,,,,,,,,,,,,,2018/11/1,2021/10/31
2142,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县港城建设发展有限公司,灌河五路南侧、金港大街西侧,70,挂牌,7398,,2018,2018年4月,2018/4/27,49267,2.2,108387.4,响水县港城建设发展有限公司,,,,,,,,,,,,,,2018/11/1,2021/10/31
2143,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县港城建设发展有限公司,灌河五路南侧、金港大街西侧,70,挂牌,5877,,2018,2018年4月,2018/4/27,39166,2,78332,响水县港城建设发展有限公司,,,,,,,,,,,,,,2018/11/1,2021/10/31
2149,中低价位、中小套型普通商品住房用地,盐城市,滨海县,江苏国纳建设工程有限公司,滨海县滨海港镇合心村七组境内,70,挂牌,943.2451,,2018,2018年4月,2018/4/25,10342.6,1.7,17582.42,江苏国纳建设工程有限公司,,,,,,,,,,,,,,2018/6/25,2020/6/25
2165,经济适用住房用地,盐城市,建湖县,建湖县九龙口镇人民政府新建阳光家园回迁房项目,九龙口镇蒋营居委会八组,,划拨,0,,2018,2018年4月,2018/4/18,151,1.2,181.2,建湖县九龙口镇人民政府,,,,,,,,,,,,,,2018/10/22,2019/10/21
2229,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台市碧桂园房地产开发有限公司,北海大桥东南侧地块,40.7,挂牌,27494.04,,2018,2018年4月,2018/4/10,55320,1.8,99576,东台市碧桂园房地产开发有限公司,,,,,,,,,,,,,,2019/3/10,2022/3/10
2242,经济适用住房用地,盐城市,建湖县,建湖县颜单镇人民政府新建拆迁安置房项目,颜单镇漕桥村五组,,划拨,0,,2018,2018年4月,2018/4/9,13950,1.5,20925,建湖县颜单镇人民政府,,,,,,,,,,,,,,2018/12/10,2020/12/9
2243,经济适用住房用地,盐城市,建湖县,建湖县城市建设投资有限公司新建西葛庄路南侧保障房项目,钟庄街道陈堡村唐南组,,划拨,0,,2018,2018年4月,2018/4/8,47728,1.7,81137.6,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2018/11/5,2020/11/4
2246,经济适用住房用地,盐城市,建湖县,建湖县近湖街道办事处实施严桥村一期安置房工程,近湖街道严桥村东舍组,,划拨,0,,2018,2018年4月,2018/4/6,34556,1,34556,建湖县近湖街道办事处,,,,,,,,,,,,,,2018/4/30,2020/4/29
2247,经济适用住房用地,盐城市,建湖县,建湖县近湖街道办事处实施胜利村一期安置房工程项目,近湖街道胜利村胜利组,,划拨,0,,2018,2018年4月,2018/4/6,57002,1,57002,建湖县近湖街道办事处,,,,,,,,,,,,,,2018/4/30,2020/4/29
2248,经济适用住房用地,盐城市,建湖县,建湖县近湖街道办事处实施镇南村一期安置房工程项目,近湖街道镇南村顾舍组,,划拨,0,,2018,2018年4月,2018/4/5,11420,1,11420,建湖县近湖街道办事处,,,,,,,,,,,,,,2018/4/30,2020/4/29
2253,中低价位、中小套型普通商品住房用地,盐城市,东台市,南通中南新世界中心开发有限公司,江苏东台经济开发区纬二路北侧,40.7,挂牌,2994.02,,2018,2018年4月,2018/4/4,15758,2.8,44122.4,南通中南新世界中心开发有限公司,,,,,,,,,,,,,,2019/2/4,2022/2/4
2254,中低价位、中小套型普通商品住房用地,盐城市,东台市,北京麦金利房地产开发有限公司,九年一贯制学校南侧地块,40.7,挂牌,12067.813,,2018,2018年4月,2018/4/3,66673,1.8,120011.4,北京麦金利房地产开发有限公司,,,,,,,,,,,,,,2019/3/3,2022/3/3
2265,中低价位、中小套型普通商品住房用地,盐城市,东台市,祥生地产集团有限公司,佛教文化园东侧地块一,40.7,挂牌,18935.532,,2018,2018年3月,2018/3/30,63756,1.2,76507.2,祥生地产集团有限公司,,,,,,,,,,,,,,2019/3/1,2022/3/1
2266,中低价位、中小套型普通商品住房用地,盐城市,东台市,祥生地产集团有限公司,佛教文化园东侧地块二,40.7,挂牌,19584.565,,2018,2018年3月,2018/3/30,65065,1.2,78078,祥生地产集团有限公司,,,,,,,,,,,,,,2019/3/1,2022/3/1
2269,其他普通商品住房用地,盐城市,盐都区,新城控股集团房地产开发有限公司,盐城市弘智路东、海洋路北侧,70,挂牌,30711.975,,2018,2018年3月,2018/3/29,58499,1.5,87748.5,新城控股集团房地产开发有限公司,,,,,,,,,,,,,,2019/4/29,2022/4/28
2274,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建农民安置房项目,钟庄街道桥东村姜成组,,划拨,0,,2018,2018年3月,2018/3/28,6105,2.2,13431,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/11,2020/12/10
2275,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建“姜成小区”安置房项目,钟庄街道桥东村姜成组,,划拨,0,,2018,2018年3月,2018/3/28,13312,1.9,25292.8,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/11,2020/12/10
2276,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建高桥村回迁房项目,近湖街道高桥村四组,,划拨,0,,2018,2018年3月,2018/3/28,9076,1.8,16336.8,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2277,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建钟庄社区回迁房项目,钟庄街道钟南村西南组,,划拨,0,,2018,2018年3月,2018/3/28,6469,1.5,9703.5,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2278,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建团结组回迁房项目,近湖街道高桥村三组,,划拨,0,,2018,2018年3月,2018/3/28,15128,2.5,37820,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2279,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司实施新东中心村工程项目,钟庄街道新东村新东组,,划拨,0,,2018,2018年3月,2018/3/28,63910,1.5,95865,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2281,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建朱墩中心村安置房项目,钟庄街道杨庄村朱墩组,,划拨,0,,2018,2018年3月,2018/3/27,29236,1.2,35083.2,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/24,2020/12/23
2282,经济适用住房用地,盐城市,建湖县,建湖县上冈镇人民政府新建冈东社区万顷良田安置房项目,上冈镇榆西村五组、九组,,划拨,0,,2018,2018年3月,2018/3/26,5127,1,5127,建湖县上冈镇人民政府,,,,,,,,,,,,,,2018/6/28,2020/6/27
2283,其他普通商品住房用地,盐城市,城南新区,中海宏洋地产（盐城）有限公司,盐城市城南新区新都街道办事处东进居委会一组,70,挂牌,116019.03,,2018,2018年3月,2018/3/26,102945,2,205890,中海宏洋地产（盐城）有限公司,,,,,,,,,,,,,,2019/2/26,2022/2/25
2284,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建拆迁安置房（复兴新村）项目,上冈镇复兴村三组,,划拨,0,,2018,2018年3月,2018/3/26,19155,1,19155,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/10/24,2020/10/23
2286,其他普通商品住房用地,盐城市,城南新区,盐城市中梁信置业有限公司,盐城市城南新区新都街道办事处东进居委会六组,70,挂牌,49639.61,,2018,2018年3月,2018/3/23,65835,2.5,164587.5,盐城市中梁信置业有限公司,,,,,,,,,,,,,,2019/2/25,2022/2/25
2344,经济适用住房用地,盐城市,射阳县,新宏安置区,江苏省射阳经济开发区新宏村村民委员会,,划拨,0,,2018,2018年3月,2018/3/19,23087,1.2,27704.4,江苏省射阳经济开发区新宏村村民委员会,,,,,,,,,,,,,,2018/9/19,2020/9/18
2358,廉租住房用地,盐城市,射阳县,红星安置区,兴桥镇红星居委会,,划拨,0,,2018,2018年3月,2018/3/19,7787,1.2,9344.4,射阳县兴桥镇人民政府,,,,,,,,,,,,,,2018/9/19,2020/9/18
2359,经济适用住房用地,盐城市,射阳县,233省道安置区,射阳县海河镇,,划拨,0,,2018,2018年3月,2018/3/19,15727,1.2,18872.4,射阳县海河镇人民政府,,,,,,,,,,,,,,2018/9/19,2020/9/18
2361,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县灌江新城建设发展有限公司,双港镇政府东侧、人民路北侧,70,挂牌,1053,,2018,2018年3月,2018/3/16,10036,1.8,18064.8,响水县灌江新城建设发展有限公司,,,,,,,,,,,,,,2018/10/1,2021/9/30
2362,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,城北村敬养老服务中心西地块,阜城街道办事处城北村,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌,1727,,2018,2018年3月,2018/3/16,23029,2,46058,江苏新宇建设集团有限公司,,,,,,,,,,,,,,2018/6/6,2020/6/6
2369,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城凯龙置业有限公司,盐城市亭湖区新洋街道办事处盐湾村一、二组,70,挂牌,46031.6925,,2018,2018年3月,2018/3/15,193005,1.88,362849.4,盐城凯龙置业有限公司,,,,,,,,,,,,,,2019/3/15,2022/3/15
2370,其他普通商品住房用地,盐城市,射阳县,盐城市绿岛置业有限公司,海通镇通港路西侧地块,70,挂牌,955,,2018,2018年3月,2018/3/15,15005,2.2,33011,盐城市绿岛置业有限公司,,,,,,,,,,,,,,2019/1/15,2022/1/15
2388,中低价位、中小套型普通商品住房用地,盐城市,大丰市,江苏权健置业有限公司,盐城市大丰区开发区锦丰路东侧，反修河南侧,40,挂牌,7927,,2018,2018年3月,2018/3/13,52846,1.5,79269,江苏权健置业有限公司,,,,,,,,,,,,,,2018/9/15,2020/9/15
2416,其他普通商品住房用地,盐城市,射阳县,盐城绿洲房地产开发有限公司,千鹤湖公园南侧2号地块,70,挂牌,31700,,2018,2018年3月,2018/3/12,56135.7,2.5,140339.25,盐城绿洲房地产开发有限公司,,,,,,,,,,,,,,2019/1/12,2022/1/12
2417,其他普通商品住房用地,盐城市,射阳县,射阳国投置业有限公司,千鹤湖公园南侧3号地块,70,挂牌,39580,,2018,2018年3月,2018/3/12,66785.8,3,200357.4,射阳国投置业有限公司,,,,,,,,,,,,,,2019/1/12,2022/1/12
2418,其他普通商品住房用地,盐城市,射阳县,射阳国投置业有限公司,海都路东侧4号地块,70,挂牌,33910,,2018,2018年3月,2018/3/12,57186.6,2.8,160122.48,射阳国投置业有限公司,,,,,,,,,,,,,,2019/1/12,2022/1/12
2419,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水城市资产投资控股集团有限公司,珠江路北侧、清源路东侧（A）地块,70,挂牌,14231,,2018,2018年3月,2018/3/10,69214,2,138428,响水城市资产投资控股集团有限公司,,,,,,,,,,,,,,2018/10/1,2021/9/30
2424,经济适用住房用地,盐城市,建湖县,建湖县建阳镇人民政府新建临湖家园保障性安置房二期项目,建阳镇建南村四组,,划拨,0,,2018,2018年3月,2018/3/7,26742,1.5,40113,建湖县建阳镇人民政府,,,,,,,,,,,,,,2018/5/31,2020/5/30
2428,经济适用住房用地,盐城市,建湖县,建湖县建阳镇人民政府新建润阳家园拆迁安置房项目,建阳镇职工村一组,,划拨,0,,2018,2018年3月,2018/3/7,26421,1.5,39631.5,建湖县建阳镇人民政府,,,,,,,,,,,,,,2018/5/31,2020/5/30
2429,经济适用住房用地,盐城市,建湖县,建湖县建阳镇人民政府新建（建南村）拆迁安置房项目,建阳镇建南村四组,,划拨,0,,2018,2018年3月,2018/3/7,13458,1.5,20187,建湖县建阳镇人民政府,,,,,,,,,,,,,,2018/7/6,2020/7/5
2430,经济适用住房用地,盐城市,建湖县,建湖县建阳镇人民政府新建（职工村）拆迁安置房项目,建阳镇职工村一组,,划拨,0,,2018,2018年3月,2018/3/7,14706,1.5,22059,建湖县建阳镇人民政府,,,,,,,,,,,,,,2018/7/6,2020/7/5
2431,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建南沙居委会二组拆迁安置房项目,上冈镇南沙居委会二组,,划拨,0,,2018,2018年3月,2018/3/7,42612,1,42612,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/7/6,2020/7/5
2432,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建拆迁安置房（核心区）项目,上冈镇榆西村五组,,划拨,0,,2018,2018年3月,2018/3/7,66548,1,66548,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/7/6,2020/7/5
2433,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建榆西村（204国道东侧）二期拆迁安置房项目,上冈镇榆西村五组,,划拨,0,,2018,2018年3月,2018/3/7,156,1,156,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/7/6,2020/7/5
2434,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建拆迁安置房（复兴新村）项目,上冈镇复兴村五组,,划拨,0,,2018,2018年3月,2018/3/7,22352,1,22352,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/7/6,2020/7/5
2449,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,济南路幼儿园西、长春路小学南地块,阜城街道办事处中岗居委会,商务金融用地40年，中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌,6475,,2018,2018年3月,2018/3/2,31496.46,3.8,119686.548,朱玉清,,,,,,,,,,,,,,2018/5/18,2020/5/18
2458,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建拆迁安置房（复兴新村）项目,上冈镇复兴村四组,,划拨,0,,2018,2018年2月,2018/2/28,26839,1,26839,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/6/26,2020/6/25
2459,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建南沙居委会四组拆迁安置房项目,上冈镇南沙居委会三组,,划拨,0,,2018,2018年2月,2018/2/28,24371,1,24371,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/6/28,2020/6/27
2460,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建拆迁安置房（大团新村）项目,上冈镇大团村五组,,划拨,0,,2018,2018年2月,2018/2/28,33015,1,33015,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/6/28,2020/6/27
2461,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建榆西村拆迁安置房项目,上冈镇榆西村五组,,划拨,0,,2018,2018年2月,2018/2/28,16955,1,16955,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/6/28,2020/6/27
2470,中低价位、中小套型普通商品住房用地,盐城市,滨海县,上海新碧房地产开发有限公司,滨海县师苑路北侧、G204国道东侧,70,挂牌,10397.906,,2018,2018年2月,2018/2/22,18274,2.2,40202.8,上海新碧房地产开发有限公司,,,,,,,,,,,,,,2018/4/23,2020/4/23
2473,其他普通商品住房用地,盐城市,盐都区,时泽军,盐龙街道办经二路东、纬五路北,70,挂牌,26363.0205,,2018,2018年2月,2018/2/14,49845,1.8,89721,时泽军,,,,,,,,,,,,,,2019/4/14,2022/4/13
2474,其他普通商品住房用地,盐城市,射阳县,射阳国投置业有限公司,清华园北侧地块,70,挂牌,5470,,2018,2018年2月,2018/2/14,12019,2.5,30047.5,射阳国投置业有限公司,,,,,,,,,,,,,,2018/12/14,2021/12/14
2475,其他普通商品住房用地,盐城市,射阳县,射阳国投凤凰汇置业有限公司,新城区人民医院东城地块,70,挂牌,15500,,2018,2018年2月,2018/2/14,31290.4,4.5,140806.8,射阳国投凤凰汇置业有限公司,,,,,,,,,,,,,,2018/12/14,2021/12/14
2484,其他普通商品住房用地,盐城市,射阳县,射阳国投凤凰汇置业有限公司,千鹤湖公园西侧地块,70,挂牌,22000,,2018,2018年2月,2018/2/12,41787.7,3.8,158793.26,射阳国投凤凰汇置业有限公司,,,,,,,,,,,,,,2018/12/12,2021/12/12
2487,经济适用住房用地,盐城市,盐都区,盐城咏恒投资发展有限公司,盐都区盐龙街道办事处方向居委会,56,协议,469.2408,,2018,2018年2月,2018/2/8,1428,1.5,2142,盐城咏恒投资发展有限公司,,,,,,,,,,,,,,2018/5/8,2018/6/8
2503,其他普通商品住房用地,盐城市,响水县,盐城盛科达置业有限公司,珠江路南侧、北海路西侧,70,挂牌,29189,,2018,2018年2月,2018/2/2,69775,1.8,125595,盐城盛科达置业有限公司,,,,,,,,,,,,,,2018/8/1,2021/7/31
2504,其他普通商品住房用地,盐城市,响水县,陈怀英,长江东路北侧、和谐路东侧,70,挂牌,10568,,2018,2018年2月,2018/2/2,28618,1.6,45788.8,陈怀英,,,,,,,,,,,,,,2018/8/1,2021/7/31
2505,其他普通商品住房用地,盐城市,响水县,江苏中奥首府置业有限公司,北海路东侧、浦江路北侧,70,挂牌,23200,,2018,2018年2月,2018/2/2,64013,1.8,115223.4,江苏中奥首府置业有限公司,,,,,,,,,,,,,,2018/8/1,2021/7/31
2512,经济适用住房用地,盐城市,建湖县,建湖县恒济镇人民政府新建新型农村社区项目,恒济镇孟庄居委会七组,,划拨,0,,2018,2018年1月,2018/1/31,15399,1.5,23098.5,建湖县恒济镇人民政府,,,,,,,,,,,,,,2018/8/27,2020/8/26
2513,经济适用住房用地,盐城市,建湖县,建湖县恒济镇人民政府新建新型农村社区项目,恒济镇孟庄居委会七组,,划拨,0,,2018,2018年1月,2018/1/31,21985,1.5,32977.5,建湖县恒济镇人民政府,,,,,,,,,,,,,,2018/8/27,2020/8/26
2522,经济适用住房用地,盐城市,建湖县,建湖县庆丰镇人民政府实施唐庄康居示范村一期、二期、三期工程项目,庆丰镇唐庄居委会一组,,划拨,0,,2018,2018年1月,2018/1/30,13368,1.5,20052,建湖县庆丰镇人民政府,,,,,,,,,,,,,,2018/8/27,2020/8/26
2523,经济适用住房用地,盐城市,建湖县,建湖县庆丰镇人民政府实施唐庄康居示范村一期、二期、三期工程项目,庆丰镇唐庄居委会一组,,划拨,0,,2018,2018年1月,2018/1/30,2417,1.5,3625.5,建湖县庆丰镇人民政府,,,,,,,,,,,,,,2018/8/27,2020/8/26
2536,其他普通商品住房用地,盐城市,盐都区,江苏通银实业集团有限公司,盐龙街道办经二路东、青年路北,70,挂牌,40356.4092,,2018,2018年1月,2018/1/26,95586,1.8,172054.8,江苏通银实业集团有限公司,,,,,,,,,,,,,,2019/4/30,2022/4/29
2538,其他普通商品住房用地,盐城市,盐都区,盐城市盐龙湖生态风景保护区开发建设有限公司,盐都区龙冈镇凤凰居委会惠民路西、干河路南,70,挂牌,5265.456,,2018,2018年1月,2018/1/26,31342,1.8,56415.6,盐城市盐龙湖生态风景保护区开发建设有限公司,,,,,,,,,,,,,,2019/3/26,2022/3/25
2539,其他普通商品住房用地,盐城市,滨海县,盐城国投欧亚实业有限公司,滨海县县城城北小学西侧、洲盛家具广场南侧。,70,挂牌,40559.928,,2018,2018年1月,2018/1/26,56022,2.4,134452.8,盐城国投欧亚实业有限公司,,,,,,,,,,,,,,2018/3/26,2020/3/26
2545,经济适用住房用地,盐城市,大丰市,新建农民拆迁安置公寓项目（聚丰家园一期补征）,盐城市大丰区北兴路北侧、东宁路西侧,,划拨,,,2018,2018年1月,2018/1/25,6236,1.7,10601.2,盐城市大丰区大中镇阜丰村村民委员会,,,,,,,,,,,,,,2018/7/26,2020/7/26
2555,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市城市建设投资集团有限公司,盐城市大洋街道办事处大星村,70,挂牌,4311.0234,,2018,2018年1月,2018/1/18,6186,3,18558,盐城市城市建设投资集团有限公司,,,,,,,,,,,,,,2019/3/18,2021/3/18
