编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
3094,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司实施新东回迁小区工程项目,开发区新东村新东组、跃进组,,划拨,0,,2017,2017年8月,2017/8/30,27839,1.8,50110.2,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/3/28,2020/3/27
3100,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建桥东村王墩组回迁房项目,开发区桥东村王墩组、杨庄村建港组,,划拨,0,,2017,2017年8月,2017/8/28,40670,1.8,73206,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2017/11/14,2019/11/13
3129,中低价位、中小套型普通商品住房用地,盐城市,射阳县,陈军,黄沙港镇人民路南侧变电所东侧1号地块,70,挂牌,709,,2017,2017年8月,2017/8/17,11609,1.7,19735.3,陈军,,,,,,,,,,,,,,2018/6/17,2021/6/17
3130,中低价位、中小套型普通商品住房用地,盐城市,射阳县,陈军,黄沙港镇人民路南侧变电所东侧2号地块,70,挂牌,383,,2017,2017年8月,2017/8/17,6265,1.7,10650.5,陈军,,,,,,,,,,,,,,2018/6/17,2021/6/17
3136,经济适用住房用地,盐城市,建湖县,建湖县九龙口旅游建设投资有限公司新建蔷薇花苑安置房项目,九龙口镇蒋营居委会四组,,划拨,0,,2017,2017年8月,2017/8/16,70675,1,70675,建湖县九龙口旅游建设投资有限公司,,,,,,,,,,,,,,2018/3/14,2020/3/13
3138,中低价位、中小套型普通商品住房用地,盐城市,滨海县,滨海县兴港建设工程有限公司,滨海县八滩镇河岸村部西侧,70,挂牌,1622.2774,,2017,2017年8月,2017/8/15,14458.8,3,43376.4,滨海县兴港建设工程有限公司,,,,,,,,,,,,,,2017/10/17,2019/10/17
3147,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城碧桂园房地产开发有限公司,东圣花园南规划支路南侧、开放大道西侧、滨河路东侧,70,挂牌,83455.2,,2017,2017年8月,2017/8/9,57955,1.8,104319,盐城碧桂园房地产开发有限公司,,,,,,,,,,,,,,2018/6/11,2021/6/11
3149,中低价位、中小套型普通商品住房用地,盐城市,盐都区,盐城市碧桂园房地产开发有限公司,盐城市开创路东、海阔路北侧,70,挂牌,154834.45,,2017,2017年8月,2017/8/9,151058,2,302116,盐城碧桂园房地产开发有限公司,,,,,,,,,,,,,,2018/12/8,2020/12/7
3150,中低价位、中小套型普通商品住房用地,盐城市,盐都区,盐城碧桂园房地产开发有限公司,盐城市开创路东、海阔路南侧,70,挂牌,74373.72,,2017,2017年8月,2017/8/9,80841,2,161682,盐城碧桂园房地产开发有限公司,,,,,,,,,,,,,,2018/12/8,2021/12/7
3161,经济适用住房用地,盐城市,建湖县,恒济镇人民政府新建新型农村社区项目,恒济镇孟庄居委会七组,,划拨,0,,2017,2017年8月,2017/8/7,3310,1.5,4965,建湖县恒济镇人民政府,,,,,,,,,,,,,,2018/3/5,2020/3/4
3164,经济适用住房用地,盐城市,建湖县,建湖县宝塔镇人民政府新建安置房项目,宝塔镇宝塔村一组,,划拨,0,,2017,2017年8月,2017/8/7,14312,2,28624,建湖县宝塔镇人民政府,,,,,,,,,,,,,,2018/3/5,2020/3/4
3168,经济适用住房用地,盐城市,建湖县,建湖县宝塔镇人民政府新建宝塔镇农民安置房建设工程项目,宝塔镇前庄居委会辛南组,,划拨,0,,2017,2017年8月,2017/8/7,2984,1,2984,建湖县宝塔镇人民政府,,,,,,,,,,,,,,2018/3/5,2020/3/4
3169,经济适用住房用地,盐城市,建湖县,建湖县沿河镇人民政府新建农民安置房项目,沿河镇东夏居委会孙垜组,,划拨,0,,2017,2017年8月,2017/8/7,33205,1.5,49807.5,建湖县沿河镇人民政府,,,,,,,,,,,,,,2018/3/5,2020/3/4
3179,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,保利江苏房地产发展有限公司,江苏亭湖经济开发区北林社区居民委员会五组,70,挂牌,43343.04,,2017,2017年8月,2017/8/3,45149,1.8,81268.2,保利江苏房地产发展有限公司,,,,,,,,,,,,,,2018/8/3,2021/8/3
3181,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城中南雅苑房地产开发有限公司,江苏亭湖经济开发区北林社区居民委员会五组,70,挂牌,34535.6,,2017,2017年8月,2017/8/3,36740,1.8,66132,盐城中南雅苑房地产开发有限公司,,,,,,,,,,,,,,2018/8/3,2021/8/3
3184,中低价位、中小套型普通商品住房用地,盐城市,经济技术开发区,碧桂园房地产项目,盐城经济技术开发区新城街道新林社区居委会、阳光社区居委会,70,挂牌,70120.625,,2017,2017年8月,2017/8/3,92875,1.8,167175,盐城碧桂园房地产开发有限公司,,,,,,,,,,,,,,2018/6/3,2021/6/3
3209,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县凤凰房地产开发有限公司,珠江路南侧、开发路东侧,62.99,挂牌,665,,2017,2017年7月,2017/7/20,1130,4.6,5198,响水县凤凰房地产开发有限公司,,,,,,,,,,,,,,2017/12/1,2020/11/30
3212,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城碧桂园房地产开发有限公司,江苏亭湖经济开发区南林社区居民委员会二组、三组,70,挂牌,28766.43,,2017,2017年7月,2017/7/20,37359,2,74718,盐城碧桂园房地产开发有限公司,,,,,,,,,,,,,,2018/7/20,2021/7/20
3230,中低价位、中小套型普通商品住房用地,盐城市,东台市,姜志红,头灶镇原曹丿工商所西侧,40.7,挂牌,50.05,,2017,2017年7月,2017/7/14,1001,1.2,1201.2,姜志红,,,,,,,,,,,,,,2018/4/15,2019/4/15
3233,中低价位、中小套型普通商品住房用地,盐城市,滨海县,新引力实业滨海有限公司,滨海县八巨镇学前路西侧，新城路南侧,70,挂牌,468.1395,,2017,2017年7月,2017/7/13,10496.4,1.8,18893.52,新引力实业滨海有限公司,,,,,,,,,,,,,,2017/9/13,2019/9/13
3262,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县洋马水务有限公司,洋马镇茯苓东路南侧玉竹路东侧地块,70,挂牌,4405,,2017,2017年7月,2017/7/9,41936,1.7,71291.2,射阳县洋马水务有限公司,,,,,,,,,,,,,,2018/5/9,2021/5/9
3264,经济适用住房用地,盐城市,城南新区,伍佑街道农民拆迁安置小区,盐城市城南新区伍佑街道办事处三星居委会二组、新都街道办事处伍冈居委会三组,,划拨,0,,2017,2017年7月,2017/7/7,241623,1.8,434921.4,盐城市城南新区伍佑街道办事处,,,,,,,,,,,,,,2018/7/9,2021/7/9
3279,中低价位、中小套型普通商品住房用地,盐城市,响水县,江苏联化科技有限公司,陈港黄海大街北侧、石港路西侧,70,挂牌,138,,2017,2017年6月,2017/6/30,2218,1.2,2661.6,江苏联化科技有限公司,,,,,,,,,,,,,,2017/12/1,2020/11/30
3280,中低价位、中小套型普通商品住房用地,盐城市,响水县,江苏联化科技有限公司,陈港黄海大街北侧、石港路西侧,70,挂牌,148,,2017,2017年6月,2017/6/30,1188,3,3564,江苏联化科技有限公司,,,,,,,,,,,,,,2017/12/1,2020/11/30
3281,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县灌江新城建设发展有限公司,小尖204国道东侧、镇政府南侧,70,挂牌,797,,2017,2017年6月,2017/6/30,12161,1.9,23105.9,响水县灌江新城建设发展有限公司,,,,,,,,,,,,,,2017/12/1,2020/11/30
3293,经济适用住房用地,盐城市,建湖县,建湖县城市建设投资有限公司新建萃华云居一、三、四期工程项目,建阳镇金桥村二组,,划拨,0,,2017,2017年6月,2017/6/22,51784,2.5,129460,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2017/12/26,2019/12/25
3357,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县城建置业有限公司,射阳县三中北侧地块,40,挂牌,17500,,2017,2017年6月,2017/6/2,46762.9,2.5,116907.25,射阳县城建置业有限公司,,,,,,,,,,,,,,2018/4/2,2021/4/2
3360,其他普通商品住房用地,盐城市,亭湖区,盐城国强凤凰汇置业有限公司、盐城市城市资产经营有限公司,串场河西、青年路北,70,挂牌,132165.132,,2017,2017年5月,2017/5/31,73629.6,2.3,169348.08,盐城国强凤凰汇置业有限公司、盐城市城市资产经营有限公司,,,,,,,,,,,,,,2018/5/31,2021/5/31
3361,其他普通商品住房用地,盐城市,滨海县,中海宏洋地产（盐城）有限公司,戴庄路东、利民河北侧,70,挂牌,138514.175,,2017,2017年5月,2017/5/31,51781,2,103562,中海宏洋地产（盐城）有限公司,,,,,,,,,,,,,,2018/4/30,2021/4/30
3366,中低价位、中小套型普通商品住房用地,盐城市,东台市,盐城茗海置业有限公司,新街镇府前东路北侧,40.7,挂牌,1368.8,,2017,2017年5月,2017/5/30,23200,1.6,37120,盐城茗海置业有限公司,,,,,,,,,,,,,,2018/3/30,2021/3/30
3367,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县秋和实业发展有限公司,千秋镇原鲍墩小学地块,70,挂牌,658,,2017,2017年5月,2017/5/27,14391.8,1.6,23026.88,射阳县秋和实业发展有限公司,,,,,,,,,,,,,,2018/3/27,2021/3/27
3369,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,南京恒仕融企业管理有限公司,纬二路北、跃进河东侧,70,挂牌,121815.98,,2017,2017年5月,2017/5/26,127556,1.8,229600.8,南京恒仕融企业管理有限公司,,,,,,,,,,,,,,2018/3/26,2021/3/26
3371,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,保利江苏房地产发展有限公司,亭湖大道南、跃进河东侧,70,挂牌,76713.763,,2017,2017年5月,2017/5/25,77567,1.8,139620.6,保利江苏房地产发展有限公司,,,,,,,,,,,,,,2018/3/25,2021/3/25
3372,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市金时代房地产开发有限公司,市区建军路北侧、环城西路东侧,70,挂牌,18961.2,,2017,2017年5月,2017/5/25,11040,3.7,40848,盐城市金时代房地产开发有限公司,,,,,,,,,,,,,,2018/3/25,2021/3/25
3377,中低价位、中小套型普通商品住房用地,盐城市,滨海县,徐建刚,滨海县五汛镇幸福大道南侧，光明路东侧,70,挂牌,308.4898,,2017,2017年5月,2017/5/23,4577,1.8,8238.6,徐建刚,,,,,,,,,,,,,,2017/7/23,2019/7/16
3382,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城碧桂园房地产开发有限公司,大星南路东侧、小新河南侧,70,挂牌,32104.0961,,2017,2017年5月,2017/5/18,29429,2.2,64743.8,盐城碧桂园房地产开发有限公司,,,,,,,,,,,,,,2018/3/18,2021/3/18
3400,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台市鑫宇房地产开发有限公司,五烈镇廉贻社区振兴路西侧,70,挂牌,106.477,,2017,2017年5月,2017/5/10,2173,1.1,2390.3,东台市鑫宇房地产开发有限公司,,,,,,,,,,,,,,2018/3/10,2019/3/10
3403,中低价位、中小套型普通商品住房用地,盐城市,东台市,丹阳市天怡房屋建设开发有限责任公司,英伦都市西侧地块一,40.7,挂牌,9185.965,,2017,2017年5月,2017/5/10,38435,2,76870,丹阳市天怡房屋建设开发有限责任公司,,,,,,,,,,,,,,2018/3/10,2021/3/10
3404,中低价位、中小套型普通商品住房用地,盐城市,东台市,丹阳市天怡房屋建设开发有限责任公司,钱家沟路西侧，和平路北侧（英伦都市西侧地块二）,40.7,挂牌,9583.933,,2017,2017年5月,2017/5/10,38183,2,76366,丹阳市天怡房屋建设开发有限责任公司,,,,,,,,,,,,,,2018/3/10,2021/3/10
3407,中低价位、中小套型普通商品住房用地,盐城市,东台市,恒大地产集团南京置业有限公司,钱陈安置区北侧地块一,40.7,挂牌,12307.632,,2017,2017年5月,2017/5/8,61232,1.8,110217.6,恒大地产集团南京置业有限公司,,,,,,,,,,,,,,2018/4/6,2021/4/6
3409,中低价位、中小套型普通商品住房用地,盐城市,响水县,盐城市新宏置业有限公司,响陈路南侧、新区大道西侧,70,挂牌,177,,2017,2017年5月,2017/5/3,2636,2.7,7117.2,盐城市新宏置业有限公司,,,,,,,,,,,,,,2017/10/1,2020/9/30
3430,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县通海镇村建设发展有限公司,海通镇射阳河北1号地块,70,挂牌,1888,,2017,2017年4月,2017/4/25,18636,1.6,29817.6,射阳县海通镇村建设发展有限公司,,,,,,,,,,,,,,2018/2/25,2021/2/25
3431,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县通海镇村建设发展有限公司,海通镇射阳河北2号地块,70,挂牌,1990,,2017,2017年4月,2017/4/25,20240,1.6,32384,射阳县海通镇村建设发展有限公司,,,,,,,,,,,,,,2018/2/25,2021/2/25
3470,中低价位、中小套型普通商品住房用地,盐城市,东台市,盐城华汇房地产开发有限公司,沿海经济区迎宾路东侧,40.7,挂牌,2064.138,,2017,2017年4月,2017/4/13,34402.3,2,68804.6,盐城华汇房地产开发有限公司,,,,,,,,,,,,,,2018/2/13,2021/2/13
3481,经济适用住房用地,盐城市,阜宁县,喻口安置楼一期,金沙湖喻口村境内，上海路西,,划拨,0,,2017,2017年4月,2017/4/5,35541.65,1.2,42649.98,阜宁县金沙湖开发管理委员会,,,,,,,,,,,,,,2017/5/5,2018/5/5
3504,中低价位、中小套型普通商品住房用地,盐城市,滨海县,滨海宏达经济发展有限公司,滨海县S226东侧、滨淮农场医院北侧,70,挂牌,5143.8104,,2017,2017年3月,2017/3/24,63269.5,2.1,132865.95,滨海宏达经济发展有限公司,,,,,,,,,,,,,,2017/5/24,2019/5/24
3515,廉租住房用地,盐城市,滨海县,滨淮镇政府北侧企业生活服务区,滨淮镇境内,,划拨,0,,2017,2017年3月,2017/3/17,8180,1.2,9816,滨海县滨淮镇人民政府,,,,,,,,,,,,,,2018/3/23,2020/4/17
3518,其他普通商品住房用地,盐城市,大丰市,嘉兴市盐嘉物业管理有限公司,高新区健康路南侧、高丰路东侧,70,挂牌,10270,,2017,2017年3月,2017/3/17,49652,1.6,79443.2,嘉兴市盐嘉物业管理有限公司,,,,,,,,,,,,,,2018/3/18,2020/3/18
3519,其他普通商品住房用地,盐城市,大丰市,大丰市银鼎房地产开发有限公司,人民北路东侧,70,挂牌,5020,,2017,2017年3月,2017/3/17,17052,2.2,37514.4,大丰市银鼎房地产开发有限公司,,,,,,,,,,,,,,2018/3/18,2020/3/18
3532,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城高登房屋开发有限公司,盐城市亭湖区南洋镇新洋经济合作社一组、三组,70,挂牌,10114.572,,2017,2017年3月,2017/3/15,25548.3,1.6,40877.28,盐城高登房屋开发有限公司,,,,,,,,,,,,,,2018/1/15,2021/1/15
3539,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水华庭置业有限公司,珠江路南侧、东园街东侧,70,挂牌,16217,,2017,2017年3月,2017/3/14,68038,2.2,149683.6,响水华庭置业有限公司,,,,,,,,,,,,,,2017/10/1,2020/9/30
3541,经济适用住房用地,盐城市,阜宁县,苏州花苑,阜城镇孙桥村,,划拨,0,,2017,2017年3月,2017/3/14,12592.51,1.8,22666.518,阜宁县住房和城乡建设局,,,,,,,,,,,,,,2017/4/14,2018/4/14
3542,经济适用住房用地,盐城市,阜宁县,苏州花苑,阜城镇孙桥村,,划拨,0,,2017,2017年3月,2017/3/14,1665.35,1.8,2997.63,阜宁县城乡住房和建设局,,,,,,,,,,,,,,2017/4/14,2018/4/14
3549,经济适用住房用地,盐城市,滨海县,西坎集中安置区三期工程,江苏滨海经济开发区工业园西坎,,划拨,0,,2017,2017年3月,2017/3/14,68879,1.2,82654.8,江苏滨海经济开发区工业园,,,,,,,,,,,,,,2018/3/9,2020/4/17
3567,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,江苏德惠建设集团有限公司,盐城市亭湖区新洋街道办事处龙桥村民委员会二、三、四、五组,70,挂牌,15789.1875,,2017,2017年3月,2017/3/9,98375,1.7,167237.5,江苏德惠建设集团有限公司,,,,,,,,,,,,,,2018/2/9,2021/2/9
3595,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县国有资产投资有限责任公司,特庸镇富尔康大道北侧行政服务中心东侧地块,70,挂牌,2005,,2017,2017年3月,2017/3/3,32340,1.6,51744,射阳县国有资产投资有限责任公司,,,,,,,,,,,,,,2018/1/3,2021/1/3
3612,中低价位、中小套型普通商品住房用地,盐城市,射阳县,盐城虹亚置业有限公司,双山科技大厦北侧1号地块,70,挂牌,17200,,2017,2017年3月,2017/3/1,64226.9,1.5,96340.35,盐城虹亚置业有限公司,,,,,,,,,,,,,,2018/5/1,2021/5/1
3613,中低价位、中小套型普通商品住房用地,盐城市,射阳县,盐城虹亚置业有限公司,双山科技大厦北侧2号地块,70,挂牌,18600,,2017,2017年3月,2017/3/1,65502.8,1.8,117905.04,盐城虹亚置业有限公司,,,,,,,,,,,,,,2018/5/1,2021/5/1
3614,中低价位、中小套型普通商品住房用地,盐城市,射阳县,盐城绿洲房地产开发有限公司,百盛花园小区南侧2号地块,70,挂牌,14600,,2017,2017年3月,2017/3/1,40644,2.2,89416.8,盐城绿洲房地产开发有限公司,,,,,,,,,,,,,,2017/9/1,2020/9/1
3630,经济适用住房用地,盐城市,滨海县,头罾集中安置区4,江苏滨海经济开发区沿海工业园,,划拨,0,,2017,2017年2月,2017/2/24,62954.2,1.2,75545.04,江苏滨海经济开发区沿海工业园,,,,,,,,,,,,,,2018/3/13,2020/3/17
3631,经济适用住房用地,盐城市,滨海县,头罾集中安置区2,江苏滨海经济开发区沿海工业园,,划拨,0,,2017,2017年2月,2017/2/24,57444,1.3,74677.2,江苏滨海经济开发区沿海工业园,,,,,,,,,,,,,,2017/11/17,2019/12/12
3632,廉租住房用地,盐城市,滨海县,头罾集中安置区1,沿海工业园,,划拨,0,,2017,2017年2月,2017/2/24,75458,1.1,83003.8,江苏滨海经济开发区沿海工业园,,,,,,,,,,,,,,2017/8/25,2017/9/21
3634,中低价位、中小套型普通商品住房用地,盐城市,射阳县,盐城金鼎置业有限公司,天逸家园南侧地块,70,挂牌,3080,,2017,2017年2月,2017/2/24,14230.6,1.9,27038.14,盐城金鼎置业有限公司,,,,,,,,,,,,,,2017/7/16,2020/7/16
3635,中低价位、中小套型普通商品住房用地,盐城市,射阳县,陈太和,金色阳光南侧地块,70,挂牌,18040,,2017,2017年2月,2017/2/24,68709.2,2,137418.4,陈太和,,,,,,,,,,,,,,2017/8/24,2020/8/24
3638,经济适用住房用地,盐城市,滨海县,头罾集中安置区3,江苏滨海经济开发区沿海工业园,,划拨,0,,2017,2017年2月,2017/2/23,57707,1.2,69248.4,江苏滨海经济开发区沿海工业园,,,,,,,,,,,,,,2017/10/19,2019/11/15
3648,廉租住房用地,盐城市,阜宁县,阜宁县城市投资发展有限责任公司,阜城镇城西村,,划拨,0,,2017,2017年2月,2017/2/22,49786.16,1.8,89615.088,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2017/2/22,2018/2/22
3664,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建港口大道北侧拆迁安置房项目,上冈镇南沙居委会四组,,划拨,0,,2017,2017年2月,2017/2/15,4026,4.5,18117,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2017/7/4,2019/7/3
3670,其他普通商品住房用地,盐城市,滨海县,滨海县城镇建设发展有限公司,滨海县阜东北路东侧，环城路北侧,70,挂牌,7534.5166,,2017,2017年2月,2017/2/15,41353,2.2,90976.6,滨海县城镇建设发展有限公司,,,,,,,,,,,,,,2017/4/15,2019/4/15
3673,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城碧桂园房地产开发有限公司,江苏亭湖经济开发区新民经济合作社四组、六组，新丰经济合作社六组、七组,70,挂牌,50237.8281,,2017,2017年2月,2017/2/14,111763.8,1.7,189998.46,盐城碧桂园房地产开发有限公司,,,,,,,,,,,,,,2017/12/14,2020/12/14
3674,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城碧桂园房地产开发有限公司,亭湖经济开发区北林社区居民委员会七组,70,挂牌,46391.8844,,2017,2017年2月,2017/2/14,99553.4,1.6,159285.44,盐城碧桂园房地产开发有限公司,,,,,,,,,,,,,,2017/11/14,2020/11/14
3675,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,江苏德惠建设集团有限公司,亭湖经济开发区北林社区居民委员会六组、七组,70,挂牌,45938.3189,,2017,2017年2月,2017/2/14,90252.1,1.7,153428.57,江苏德惠建设集团有限公司,,,,,,,,,,,,,,2017/12/14,2020/12/14
3688,中低价位、中小套型普通商品住房用地,盐城市,大丰市,江苏郁金香旅游开发有限公司,新丰镇南环大道北侧、庆丰路西侧,70,挂牌,6290,,2017,2017年2月,2017/2/8,63215,2,126430,江苏郁金香旅游开发有限公司,,,,,,,,,,,,,,2017/8/10,2020/8/10
3708,中低价位、中小套型普通商品住房用地,盐城市,建湖县,城南高级中学西侧、南环路南侧地块,城南高中西侧、南环路南侧地块,70,挂牌,13700,,2017,2017年1月,2017/1/30,59639,2.2,131205.8,盐城市万源置业有限公司,,,,,,,,,,,,,,2017/7/24,2020/7/24
3710,中低价位、中小套型普通商品住房用地,盐城市,建湖县,城南实验小学东侧、南环路南侧地块,城南实验小学东侧、南环路南侧地块,70,挂牌,12100,,2017,2017年1月,2017/1/30,49116,2.2,108055.2,盐城金牛置业有限公司,,,,,,,,,,,,,,2017/7/24,2020/7/24
3717,中低价位、中小套型普通商品住房用地,盐城市,经济技术开发区,京师置业商业、商务、居住用地,盐城经济技术开发区新城街道阳光社区居委会,70,挂牌,38255.352,,2017,2017年1月,2017/1/26,117168,2,234336,盐城京师置业有限公司,,,,,,,,,,,,,,2017/6/26,2020/6/26
3723,经济适用住房用地,盐城市,滨海县,西坎集中安置区,滨海县工业园西坎村,,划拨,0,,2017,2017年1月,2017/1/25,28913,1.4,40478.2,江苏滨海经济开发区工业园,,,,,,,,,,,,,,2017/3/17,2019/7/18
3726,廉租住房用地,盐城市,阜宁县,碧湖花苑西苑,阜城镇中岗村五组,,划拨,0,,2017,2017年1月,2017/1/23,43799.41,1.6,70079.056,阜宁县金沙湖开发投资有限公司,,,,,,,,,,,,,,2017/2/23,2018/2/23
3752,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城国泰投资有限公司,黄海路南侧、西环路西侧,70,挂牌,5016.33,,2017,2017年1月,2017/1/12,18579,2,37158,盐城国泰投资有限公司,,,,,,,,,,,,,,2017/5/13,2017/5/14
3753,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城国泰投资有限公司,黄海路南侧、西环路西侧,70,挂牌,1714.23,,2017,2017年1月,2017/1/12,6349,2,12698,盐城国泰投资有限公司,,,,,,,,,,,,,,2017/5/13,2017/5/14
3755,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,上海荣润房地产开发有限公司,江苏亭湖经济开发区北林社区居民委员会八组、九组，新丰经济合作社四组,70,挂牌,36312.0945,,2017,2017年1月,2017/1/11,83958.6,1.8,151125.48,上海荣润房地产开发有限公司,,,,,,,,,,,,,,2017/11/11,2020/11/11
3812,廉租住房用地,盐城市,阜宁县,新民花苑安置点工程,开发区锦仁村,,划拨,0,,2017,2017年1月,2017/1/3,23107.6,1.6,36972.16,江苏省阜宁经济开发区管理委员会,,,,,,,,,,,,,,2017/2/3,2019/2/3
3813,廉租住房用地,盐城市,阜宁县,海鑫东苑安置楼,经济开发区锦仁居委会,,划拨,0,,2017,2017年1月,2017/1/3,76716.02,1.6,122745.632,江苏省阜宁经济开发区管理委员会,,,,,,,,,,,,,,2017/2/3,2019/2/3
3823,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水金庭房地产开发有限公司,北海路西侧、珠江路北侧,70,挂牌,2185,,2016,2016年12,2016/12/30,14563,2,29126,响水金庭房地产开发有限公司,,,,,,,,,,,,,,2017/7/1,2020/6/30
3824,经济适用住房用地,盐城市,滨海县,后堆安置小区,滨海港镇后堆村,,划拨,0,,2016,2016年12,2016/12/30,19542,1.4,27358.8,盐城滨海港经济区管理委员会,,,,,,,,,,,,,,2017/2/9,2019/3/14
3825,经济适用住房用地,盐城市,滨海县,工业园区保障性住房安置区,江苏滨海经济开发区工业园,,划拨,0,,2016,2016年12,2016/12/30,20021,1.3,26027.3,江苏滨海经济开发区工业园,,,,,,,,,,,,,,2017/2/16,2019/3/16
3828,经济适用住房用地,盐城市,滨海县,东坎镇孟阳集中居住区,滨海县东坎镇人民政府孟杨村,,划拨,0,,2016,2016年12,2016/12/30,65332,1.2,78398.4,滨海县东坎镇人民政府,,,,,,,,,,,,,,2017/1/19,2019/2/16
3830,经济适用住房用地,盐城市,滨海县,东坎镇文苑安置小区,坎南居委会境内,,划拨,0,,2016,2016年12,2016/12/29,2640.95,1.2,3169.14,滨海县东坎镇人民政府,,,,,,,,,,,,,,2017/1/10,2019/2/21
3835,经济适用住房用地,盐城市,滨海县,东坎镇南都集中居住区,坎南居委会境内,,划拨,0,,2016,2016年12,2016/12/29,25131,1.2,30157.2,滨海县东坎镇人民政府,,,,,,,,,,,,,,2017/1/1,2019/2/28
3836,经济适用住房用地,盐城市,滨海县,天场镇杨庄集中居住区,杨庄村,,划拨,0,,2016,2016年12,2016/12/29,8013,1.2,9615.6,滨海县天场镇人民政府,,,,,,,,,,,,,,2017/1/1,2019/2/28
3837,经济适用住房用地,盐城市,滨海县,东坎镇新跃安置小区,坎南居委会境内,,划拨,0,,2016,2016年12,2016/12/29,5702,1.2,6842.4,滨海县东坎镇人民政府,,,,,,,,,,,,,,2017/1/1,2019/2/28
3839,经济适用住房用地,盐城市,滨海县,东坎镇北荡安置小区,海滨大道北侧,,划拨,0,,2016,2016年12,2016/12/29,77930,1.2,93516,滨海县东坎镇人民政府,,,,,,,,,,,,,,2017/1/1,2019/2/27
3841,经济适用住房用地,盐城市,滨海县,八滩镇新港集中居住区,S226西侧,,划拨,0,,2016,2016年12,2016/12/28,136999,1.2,164398.8,滨海县八滩镇人民政府,,,,,,,,,,,,,,2017/1/11,2019/1/9
3844,经济适用住房用地,盐城市,滨海县,滨海港经济区后堆安置小区,S327南侧,,划拨,0,,2016,2016年12,2016/12/28,4980.9,1.2,5977.08,盐城滨海港经济区管理委员会,,,,,,,,,,,,,,2017/1/3,2019/2/20
3846,经济适用住房用地,盐城市,滨海县,六合庄集中居住点,芷江大道东侧,,划拨,0,,2016,2016年12,2016/12/28,37761.2,1.2,45313.44,盐城滨海港经济区管理委员会,,,,,,,,,,,,,,2017/1/10,2019/2/20
3851,经济适用住房用地,盐城市,滨海县,农业园洪林村集中居住点,S327北侧,,划拨,0,,2016,2016年12,2016/12/28,66254.1,1.2,79504.92,江苏省滨海现代农,,,,,,,,,,,,,,2017/1/10,2019/2/13
3852,经济适用住房用地,盐城市,滨海县,陈涛镇新滩集中居住区,幸福大道两侧,,划拨,0,,2016,2016年12,2016/12/28,10909,1.2,13090.8,滨海县陈涛镇人民政府,,,,,,,,,,,,,,2017/1/1,2019/2/4
3863,经济适用住房用地,盐城市,滨海县,东坎镇农科安置小区,坎南居委会境内,,划拨,0,,2016,2016年12,2016/12/28,26144,1.2,31372.8,滨海县东坎镇人民政府,,,,,,,,,,,,,,2017/1/2,2019/2/28
3864,经济适用住房用地,盐城市,滨海县,东坎镇孙庄安置小区,坎南居委会境内,,划拨,0,,2016,2016年12,2016/12/28,55071,1.2,66085.2,滨海县东坎镇人民政府,,,,,,,,,,,,,,2017/1/1,2019/2/28
