编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
4338,工业用地,盐城市,东台市,江苏国信东台风力发电有限公司,弶港农场,50,挂牌,87.696,,2016,2016年8月,2016/8/29,5220,1,5220,江苏国信东台风力发电有限公司,,,,,,,,,,,,,,2017/4/30,2017/10/30
4339,中低价位、中小套型普通商品住房用地,盐城市,响水县,盐城中正置业有限公司,响陈线北侧、以刚河西侧,50,挂牌,543,,2016,2016年8月,2016/8/26,11293,2,22586,盐城中正置业有限公司,,,,,,,,,,,,,,2017/1/1,2020/1/1
4340,公路用地,盐城市,东台市,东台市梁垛镇名丰路项目,东台市梁垛镇梁垛村,,划拨,0,,2016,2016年8月,2016/8/26,3164,1,3164,东台市梁垛镇人民政府,,,,,,,,,,,,,,2017/3/26,2017/6/26
4341,工业用地,盐城市,盐都区,盐城市通越组合机床有限公司,盐都区鞍湖街道办事处刘垎村三组,50,挂牌,50.312,,2016,2016年8月,2016/8/26,3310,1.6,5296,盐城市通越组合机床有限公司,,,,,,,,,,,,,,2017/4/26,2019/4/25
4342,工业用地,盐城市,盐都区,上海电力盐城北龙港光伏发电有限公司,盐都区北龙港街道办事处南龙居委会,50,挂牌,59.3408,,2016,2016年8月,2016/8/26,3904,1.1,4294.4,上海电力盐城北龙港光伏发电有限公司,,,,,,,,,,,,,,2017/4/26,2019/4/25
4343,住宿餐饮用地,盐城市,大丰市,国网江苏省电力公司盐城市大丰区供电公司,大桥镇幸福路东侧、大港路北侧,40,挂牌,186,,2016,2016年8月,2016/8/26,3087,2,6174,国网江苏省电力公司盐城市大丰区供电公司,,,,,,,,,,,,,,2017/2/28,2019/2/28
4344,医卫慈善用地,盐城市,射阳县,射阳县养老中心,射阳县福利院东侧,,划拨,0,,2016,2016年8月,2016/8/26,55671.6,1.6,89074.56,射阳县国有资产投资有限责任公司,,,,,,,,,,,,,,2016/11/26,2018/11/25
4345,科教用地,盐城市,射阳县,建设射阳县第三中学,合德镇双龙居委会,,划拨,0,,2016,2016年8月,2016/8/26,73124,1,73124,射阳县城市建设发展集团有限公司,,,,,,,,,,,,,,2016/10/14,2018/10/13
4346,中低价位、中小套型普通商品住房用地,盐城市,城南新区,上海景泰置业有限公司,盐城市城南新区新都街道办事处东进居委会五组(戴庄路西、蓝海路北侧）,70,挂牌,24111.494,,2016,2016年8月,2016/8/26,57683,2.2,126902.6,上海景泰置业有限公司,,,,,,,,,,,,,,2017/5/26,2020/5/26
4347,中低价位、中小套型普通商品住房用地,盐城市,城南新区,盐城市城南房地产开发有限责任公司、宏安（香港）有限公司,盐城市城南新区新都街道办事处东进居委会二、五组（戴庄路西、学海路北侧）,70,挂牌,27965.838,,2016,2016年8月,2016/8/26,73209,2.2,161059.8,盐城市城南房地产开发有限责任公司、宏安（香港）有限公司,,,,,,,,,,,,,,2017/5/26,2020/5/26
4348,中低价位、中小套型普通商品住房用地,盐城市,城南新区,盐城市城南房地产开发有限责任公司、宏安（香港）有限公司,盐城市城南新区新都街道办事处东进居委会五组（胜利路东、兰海路北侧）,70,挂牌,24433.985,,2016,2016年8月,2016/8/26,58315,2.2,128293,盐城市城南房地产开发有限责任公司、宏安（香港）有限公司,,,,,,,,,,,,,,2017/5/26,2020/5/26
4349,工业用地,盐城市,盐都区,江苏东九重工股份有限公司,盐都区盐龙街道办事处合心居委会三组,50,挂牌,1055.3998,,2016,2016年8月,2016/8/26,51233,1.6,81972.8,江苏东九重工股份有限公司,,,,,,,,,,,,,,2017/4/26,2019/4/25
4350,工业用地,盐城市,盐都区,江苏远大生物工程设备股份有限公司,盐都区冈中街道办事处民生村二、六组,50,挂牌,134.6734,,2016,2016年8月,2016/8/26,6667,1.6,10667.2,江苏远大生物工程设备股份有限公司,,,,,,,,,,,,,,2017/4/26,2019/4/25
4351,工业用地,盐城市,盐都区,盐城市奥中机械设备有限公司,盐都区鞍湖街道办事处刘垎村三组,50,挂牌,50.8744,,2016,2016年8月,2016/8/26,3347,1.6,5355.2,盐城市奥中机械设备有限公司,,,,,,,,,,,,,,2017/4/26,2019/4/25
4352,工业用地,盐城市,盐都区,江苏宇驰包装股份有限公司,盐都区鞍湖街道办事处刘垎村三组,50,挂牌,162.0472,,2016,2016年8月,2016/8/26,10661,1.6,17057.6,江苏宇驰包装股份有限公司,,,,,,,,,,,,,,2017/4/26,2019/4/25
4353,工业用地,盐城市,盐都区,江苏振禾农业装备有限公司,盐都区鞍湖街道办事处刘垎村三组,50,挂牌,219.4576,,2016,2016年8月,2016/8/26,14438,1.6,23100.8,江苏振禾农业装备有限公司,,,,,,,,,,,,,,2017/4/26,2019/4/25
4354,科教用地,盐城市,东台市,头灶镇曹丿小学操场,头灶镇曹丿小学内,,划拨,0,,2016,2016年8月,2016/8/24,5645,1,5645,东台市头灶镇人民政府,,,,,,,,,,,,,,2016/12/9,2017/6/9
4355,经济适用住房用地,盐城市,建湖县,湖中北路东侧、刘家墩路北新建经济适用房项目,近湖街道镇北村杨沟组、陈堡村新河组,,划拨,0,,2016,2016年8月,2016/8/23,31758,1.5,47637,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016/10/10,2018/10/9
4356,工业用地,盐城市,经济技术开发区,东熙汽车零配件项目,盐城经济技术开发区新城街道东滩村,50,挂牌,649.7774,,2016,2016年8月,2016/8/22,29138,2,58276,江苏东熙汽车配件有限公司,,,,,,,,,,,,,,2016/12/18,2018/12/19
4357,工业用地,盐城市,经济技术开发区,新奥汽车零部件研发及产业化项目,盐城经济技术开发区新城街道蔡尖村,50,挂牌,101.953,,2016,2016年8月,2016/8/22,4742,2,9484,江苏奥新新能源汽车有限公司,,,,,,,,,,,,,,2016/12/18,2018/12/18
4358,机关团体用地,盐城市,城南新区,新河街道新墩社区居民服务中心,盐城市城南新区新河街道新墩社区居委会,,划拨,0,,2016,2016年8月,2016/8/22,2467,0.73,1800.91,盐城市城南新区新河街道办事处,,,,,,,,,,,,,,2017/4/20,2020/4/20
4359,医卫慈善用地,盐城市,大丰市,同仁医院建设项目,大丰区大中镇春柳路西侧、晨风路南侧,,划拨,0,,2016,2016年8月,2016/8/22,60607,1.5,90910.5,盐城市大丰同仁医院,,,,,,,,,,,,,,2017/1/20,2019/1/20
4360,公共设施用地,盐城市,亭湖区,江苏黄海区域海洋气象预警中心（盐城市气象灾害预警应急中心）项目,江苏盐城亭湖经济开发区南林社区居民委员会一组,,划拨,0,,2016,2016年8月,2016/8/22,9753,0.84,8192.52,盐城市气象局,,,,,,,,,,,,,,2016/11/25,2018/11/25
4361,工业用地,盐城市,经济技术开发区,盐阜交运汽车零部件项目,盐城经济技术开发区新城街道中舍村,50,挂牌,424,,2016,2016年8月,2016/8/18,20000,2,40000,江苏盐阜交运汽车配件有限公司,,,,,,,,,,,,,,2016/12/18,2018/12/18
4362,工业用地,盐城市,经济技术开发区,瑞一汽车零部件项目,盐城经济技术开发区新城街道东滩村五组,50,挂牌,518.0903,,2016,2016年8月,2016/8/18,23443,2,46886,江苏瑞一汽车零部件有限公司,,,,,,,,,,,,,,2016/12/18,2018/12/18
4363,公共设施用地,盐城市,经济技术开发区,新奥储配站扩建项目,盐城经济技术开发区新城街道蔡尖社区居委会,50,挂牌,16.6089,,2016,2016年8月,2016/8/18,719,0.5,359.5,盐城新城新奥燃气有限公司,,,,,,,,,,,,,,2016/12/18,2018/12/18
4364,公共设施用地,盐城市,经济技术开发区,新奥燃气储配站扩建项目,盐城经济技术开发区新城街道蔡尖社区居委会,50,挂牌,142.9197,,2016,2016年8月,2016/8/18,6187,0.5,3093.5,盐城新城新奥燃气有限公司,,,,,,,,,,,,,,2016/12/18,2018/12/18
4365,公路用地,盐城市,城南新区,市区范公路南段工程,盐城市城南新区伍佑街道伍东村、新都街道东进村、新河街道新河村、新墩村，盐城经济技术开发区德喜村,,划拨,0,,2016,2016年8月,2016/8/18,576352,1,576352,盐城市交通运输局,,,,,,,,,,,,,,2017/2/9,2020/2/7
4366,公路用地,盐城市,城南新区,市区青年路扩建工程,盐城市城南新区新河街道办事处新河社区五组,,划拨,0,,2016,2016年8月,2016/8/18,11493,1,11493,盐城市交通运输局,,,,,,,,,,,,,,2017/2/9,2020/2/7
4367,港口码头用地,盐城市,经济技术开发区,盐城内河港市区港区步凤作业区码头工程,盐城经济技术开发区步凤镇友权村,,划拨,0,,2016,2016年8月,2016/8/17,26172,1,26172,盐城东方港务发展有限公司,,,,,,,,,,,,,,2016/12/18,2018/12/18
4368,科教用地,盐城市,盐都区,盐城中咏投资发展有限公司,盐都区盐龙街道办事处古亭居委会四、五组,50,挂牌,18412.52,,2016,2016年8月,2016/8/16,173050,1.2,207660,盐城中咏投资发展有限公司,,,,,,,,,,,,,,2017/12/15,2020/12/14
4369,工业用地,盐城市,亭湖区,江苏远致达轨道交通发展有限公司,盐城市亭湖区环保科技城民联村民委员会一组,50,挂牌,602.9108,,2016,2016年8月,2016/8/15,25876,1.6,41401.6,江苏远致达轨道交通发展有限公司,,,,,,,,,,,,,,2017/4/15,2020/4/15
4370,公共设施用地,盐城市,东台市,东台市唐洋镇文化广电服务中心,东台市唐洋镇安建村二组,,划拨,0,,2016,2016年8月,2016/8/12,4304,1.2,5164.8,唐洋镇人民政府,,,,,,,,,,,,,,2017/3/12,2017/9/12
4371,科教用地,盐城市,东台市,东台市第一小学开发区分校,江苏东台经济开发区经三路东侧,,划拨,0,,2016,2016年8月,2016/8/11,17004,0.48,8161.92,东台市第一小学,,,,,,,,,,,,,,2017/4/11,2018/4/11
4372,公共设施用地,盐城市,东台市,南沈灶派出所业务用房,东台市南沈灶镇镇中路南侧,,划拨,0,,2016,2016年8月,2016/8/10,3819,1,3819,东台市公安局,,,,,,,,,,,,,,2017/4/10,2018/4/10
4373,科教用地,盐城市,滨海县,滨海县教育局,滨海县经济开发区西坎村、海港大道北侧，明达北路南侧,,划拨,0,,2016,2016年8月,2016/8/10,13273.4,0.7,9291.38,滨海县教育局,,,,,,,,,,,,,,2016/10/10,2018/10/10
4374,工业用地,盐城市,滨海县,滨海锦锋路桥设备制造有限公司,滨海县东坎镇民营园,50,挂牌,69.3,,2016,2016年8月,2016/8/9,5095.5,0.7,3566.85,滨海锦锋路桥设备制造有限公司,,,,,,,,,,,,,,2016/10/9,2018/10/9
4375,其他商服用地,盐城市,盐都区,盐城市大纵湖湖区资源开发有限公司,滨湖街道办事处平湖居委会,40,挂牌,646.5625,,2016,2016年8月,2016/8/8,10345,1.2,12414,盐城市大纵湖湖区资源开发有限公司,,,,,,,,,,,,,,2017/12/7,2020/12/6
4376,其他商服用地,盐城市,盐都区,盐城市双新建设投资有限公司,大纵湖镇三官村,40,挂牌,1992.635,,2016,2016年8月,2016/8/8,21542,1.2,25850.4,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017/12/7,2020/11/6
4377,其他商服用地,盐城市,盐都区,盐城市双新建设投资有限公司,大纵湖镇三官村,40,挂牌,3246.3912,,2016,2016年8月,2016/8/8,40378,1.2,48453.6,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017/12/7,2020/12/6
4378,其他商服用地,盐城市,盐都区,盐城市大纵湖湖区资源开发有限公司,滨湖街道办事处平湖居委会,40,挂牌,1653.75,,2016,2016年8月,2016/8/8,26460,1.2,31752,盐城市大纵湖湖区资源开发有限公司,,,,,,,,,,,,,,2017/12/7,2020/12/6
4379,工业用地,盐城市,大丰市,大丰市宏丰米业有限公司,白驹镇狮子口村,34.93,协议,2.43,,2016,2016年8月,2016/8/6,167,1,167,大丰市宏丰米业有限公司,,,,,,,,,,,,,,2016/8/8,2016/8/9
4380,其他商服用地,盐城市,东台市,中国石化销售有限公司江苏盐城石油分公司,开发区北绕城南侧、九里沟东侧,40,挂牌,429.355,,2016,2016年8月,2016/8/5,3994,0.3,1198.2,中国石化销售有限公司江苏盐城石油分公司,,,,,,,,,,,,,,2017/5/5,2017/11/5
4381,工业用地,盐城市,亭湖区,盐城清新环境技术有限公司,盐城市亭湖区环保科技城绍林村民委员会五组,50,挂牌,3640.9,,2016,2016年8月,2016/8/5,158300,1.4,221620,盐城清新环境技术有限公司,,,,,,,,,,,,,,2017/4/6,2020/4/6
4382,工业用地,盐城市,亭湖区,盐城清和新能源有限公司,盐城市亭湖区经济开发区南映经济合作社一组,50,挂牌,2010.65,,2016,2016年8月,2016/8/5,80426,1.6,128681.6,盐城清和新能源有限公司,,,,,,,,,,,,,,2017/4/6,2020/4/6
4383,工业用地,盐城市,亭湖区,盐城嘉亭园区建设有限公司,江苏亭湖经济开发区南映村民委员会二组,50,挂牌,422.175,,2016,2016年8月,2016/8/5,16887,1.6,27019.2,盐城嘉亭园区建设有限公司,,,,,,,,,,,,,,2017/4/6,2019/4/6
4384,工业用地,盐城市,亭湖区,恒有源科技发展集团盐城有限公司,盐城市亭湖区环保科技城民联村民委员会一组,50,挂牌,1584.4,,2016,2016年8月,2016/8/5,68000,1.6,108800,恒有源科技发展集团盐城有限公司,,,,,,,,,,,,,,2017/4/6,2020/4/6
4385,工业用地,盐城市,亭湖区,盐城市荣意来纺机有限公司,盐城市亭湖区盐东镇荣意来路西、宏华路北侧,50,挂牌,302.548,,2016,2016年8月,2016/8/5,14072,1.6,22515.2,盐城市荣意来纺机有限公司,,,,,,,,,,,,,,2017/4/6,2019/4/6
4386,公路用地,盐城市,盐都区,纬八路东段工程,盐都区盐龙街道办事处合心居委会二、三、四组,,划拨,0,,2016,2016年8月,2016/8/4,26625,1,26625,盐城市盐都区盐龙街道办事处,,,,,,,,,,,,,,2016/11/5,2017/11/4
4387,其他商服用地,盐城市,东台市,东台黄海森林投资发展有限公司,黄海森林公园海林路北侧地块二,40,挂牌,145.1208,,2016,2016年8月,2016/8/3,4397.6,1.6,7036.16,东台黄海森林投资发展有限公司,,,,,,,,,,,,,,2017/5/3,2019/5/3
4388,其他商服用地,盐城市,东台市,东台黄海森林投资发展有限公司,黄海森林公园海林路北侧地块一,40,挂牌,135.3858,,2016,2016年8月,2016/8/3,4102.6,1.6,6564.16,东台黄海森林投资发展有限公司,,,,,,,,,,,,,,2017/5/3,2019/5/3
4389,工业用地,盐城市,东台市,东台鹏惠机械制造有限公司,唐洋镇心红机械创业园,50,挂牌,239.36,,2016,2016年8月,2016/8/3,14080,0.7,9856,东台鹏惠机械制造有限公司,,,,,,,,,,,,,,2017/4/3,2018/4/3
4390,经济适用住房用地,盐城市,射阳县,射东公寓保障性住房一期工程2,县城黄海南路东侧建设大道北侧,,划拨,0,,2016,2016年8月,2016/8/3,3757,2.2,8265.4,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016/10/4,2018/9/2
4391,经济适用住房用地,盐城市,射阳县,射东公寓保障性住房一期工程3,县城黄海南路东侧建设大道北侧,,划拨,0,,2016,2016年8月,2016/8/3,1827,2.2,4019.4,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016/10/4,2018/10/3
4392,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,海鑫新能源,开发区锦仁村五组（原高峰村二组）,70,挂牌,8993,,2016,2016年8月,2016/8/2,39948.63,3,119845.89,江苏海鑫新能源发展有限公司,,,,,,,,,,,,,,2016/9/12,2018/9/12
4393,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,海鑫新能源二,开发区锦仁村五组（原高峰村二组）,70,挂牌,7123,,2016,2016年8月,2016/8/2,31567.46,3,94702.38,江苏海鑫新能源发展有限公司,,,,,,,,,,,,,,2016/9/12,2018/9/12
4394,经济适用住房用地,盐城市,射阳县,射阳县洋马镇黄海居委会,射阳县洋马镇港中居委会,,划拨,0,,2016,2016年8月,2016/8/1,3376,2.5,8440,射阳县洋马镇黄海居委会,,,,,,,,,,,,,,2017/2/28,2019/2/27
4395,经济适用住房用地,盐城市,射阳县,射阳县洋马镇港中居委会,射阳县洋马镇港中居委会,,划拨,0,,2016,2016年8月,2016/8/1,766,2.5,1915,射阳县洋马镇港中居委会,,,,,,,,,,,,,,2017/2/28,2019/2/27
4396,公路用地,盐城市,射阳县,道路,射阳县特庸镇人民政府,,划拨,0,,2016,2016年8月,2016/8/1,1866,1,1866,射阳县特庸镇人民政府,,,,,,,,,,,,,,2017/2/27,2018/2/27
4397,公共设施用地,盐城市,射阳县,绿化,射阳县特庸镇码头居委会,,划拨,0,,2016,2016年8月,2016/8/1,135.8,1,135.8,射阳县特庸镇码头居委会,,,,,,,,,,,,,,2017/1/31,2018/1/30
4398,经济适用住房用地,盐城市,射阳县,射阳县兴桥镇人民政府,射阳县兴桥镇红星居委会,,划拨,0,,2016,2016年8月,2016/8/1,4135,2.5,10337.5,射阳县兴桥镇人民政府,,,,,,,,,,,,,,2017/1/31,2019/1/30
4399,经济适用住房用地,盐城市,射阳县,射阳县兴桥镇人民政府,射阳县兴桥镇红星居委会,,划拨,0,,2016,2016年8月,2016/8/1,3265,2.5,8162.5,射阳县兴桥镇人民政府,,,,,,,,,,,,,,2017/2/16,2019/2/15
4400,经济适用住房用地,盐城市,射阳县,射阳县兴桥镇人民政府,射阳县兴桥镇红星居委会,,划拨,0,,2016,2016年8月,2016/8/1,2932,2.5,7330,射阳县兴桥镇人民政府,,,,,,,,,,,,,,2017/2/22,2019/2/21
4401,廉租住房用地,盐城市,射阳县,射阳县兴桥镇人民政府,射阳县兴桥镇红星居委会,,划拨,0,,2016,2016年8月,2016/8/1,3972,2.5,9930,射阳县兴桥镇人民政府,,,,,,,,,,,,,,2017/1/27,2019/1/26
4402,工业用地,盐城市,东台市,东台惠民城镇化建设发展有限公司,市经济开发区经八路东侧、东区二路北侧,50,挂牌,693.738,,2016,2016年7月,2016/7/30,38541,0.7,26978.7,东台惠民城镇化建设发展有限公司,,,,,,,,,,,,,,2017/3/30,2018/3/30
4403,工业用地,盐城市,东台市,江苏本善中药饮片有限公司,江苏东台经济开发区纬七路南侧,50,挂牌,419.616,,2016,2016年7月,2016/7/30,23312,0.9,20980.8,江苏本善中药饮片有限公司,,,,,,,,,,,,,,2017/3/30,2018/3/30
4404,工业用地,盐城市,东台市,江苏恒旭电力科技有限公司,江苏东台经济开发区纬七路南侧,50,挂牌,545.058,,2016,2016年7月,2016/7/30,30281,0.7,21196.7,江苏恒旭电力科技有限公司,,,,,,,,,,,,,,2017/3/30,2018/3/30
4405,工业用地,盐城市,东台市,东台中江泓润建设有限公司,江苏东台经济开发区经八路东侧、东区二路北侧,50,挂牌,225.918,,2016,2016年7月,2016/7/30,12551,0.7,8785.7,东台中江泓润建设有限公司,,,,,,,,,,,,,,2017/3/30,2018/3/30
4406,工业用地,盐城市,东台市,东台中江泓润建设有限公司,江苏东台经济开发区经八路东侧、东区二路北侧,50,挂牌,131.544,,2016,2016年7月,2016/7/30,7308,0.7,5115.6,东台中江泓润建设有限公司,,,,,,,,,,,,,,2017/3/30,2018/3/30
4407,工业用地,盐城市,东台市,东台中江泓润建设有限公司,江苏东台经济开发区经八路东侧、东区二路北侧,50,挂牌,131.544,,2016,2016年7月,2016/7/30,7308,0.7,5115.6,东台中江泓润建设有限公司,,,,,,,,,,,,,,2017/3/30,2018/3/30
4408,工业用地,盐城市,东台市,国华（江苏）风电有限公司,东台市弶港镇,50,挂牌,182.2471,,2016,2016年7月,2016/7/30,10848.04,0.7,7593.628,国华（江苏）风电有限公司,,,,,,,,,,,,,,2017/3/30,2018/3/30
4409,仓储用地,盐城市,东台市,智能制造孵化园,安丰镇安南工业园,50,挂牌,557.7507,,2016,2016年7月,2016/7/30,32617,0.7,22831.9,江苏龙光建设工程有限公司,,,,,,,,,,,,,,2017/3/30,2018/9/30
4410,商务金融用地,盐城市,盐都区,盐城市城镇化建设投资有限公司,盐城市盐都区海洋路北、达信路西,40,挂牌,30257.6625,,2016,2016年7月,2016/7/28,103445,2.5,258612.5,盐城市城镇化建设投资有限公司,,,,,,,,,,,,,,2017/7/15,2020/7/14
4411,公共设施用地,盐城市,盐都区,冈中街道污水处理厂建设工程项目,盐城市盐都区大冈镇瓦屋村六组,,划拨,0,,2016,2016年7月,2016/7/28,13853,0.12,1662.36,盐城市盐都有限公司,,,,,,,,,,,,,,2016/11/28,2018/11/27
4412,工业用地,盐城市,东台市,江苏中博不锈钢制品制造有限公司,溱东镇草舍村,50,挂牌,82.404,,2016,2016年7月,2016/7/28,4905,0.7,3433.5,江苏中博不锈钢制品制造有限公司,,,,,,,,,,,,,,2017/3/28,2018/3/28
4413,公共租赁住房用地,盐城市,盐都区,盐城市城镇化建设投资有限公司,盐城市弘智路东、赶海路南侧,70,挂牌,5473.233,,2016,2016年7月,2016/7/27,40998,1.5,61497,盐城市城镇化建设投资有限公司,,,,,,,,,,,,,,2017/7/27,2020/7/26
4414,医卫慈善用地,盐城市,大丰市,小海中心卫生院,大丰区小海镇兴海路南侧,,划拨,0,,2016,2016年7月,2016/7/27,17595,0.8,14076,盐城市大丰区小海镇人民政府,,,,,,,,,,,,,,2016/11/30,2017/11/30
4415,公共设施用地,盐城市,盐都区,新建仓头村卫生服务站项目,盐都区张庄街道办事处仓头村二组,,划拨,0,,2016,2016年7月,2016/7/26,740,0.25,185,盐城市盐都区张庄街道办事处,,,,,,,,,,,,,,2016/10/26,2017/11/25
4416,公共设施用地,盐城市,盐都区,新建郑通村卫生服务站项目,盐都区张庄街道办事处郑通村七组,,划拨,0,,2016,2016年7月,2016/7/26,622,0.3,186.6,盐城市盐都区张庄街道办事处,,,,,,,,,,,,,,2016/11/26,2017/11/25
4417,工业用地,盐城市,响水县,江苏荣鑫伟业新材料有限公司,陈家港镇合心村,50,挂牌,283,,2016,2016年7月,2016/7/25,22537,0.6,13522.2,江苏荣鑫伟业新材料有限公司,,,,,,,,,,,,,,2016/12/30,2019/12/30
4418,工业用地,盐城市,响水县,响水县恒通工业制冰有限公司,响陈线北、海七路东,50,挂牌,116,,2016,2016年7月,2016/7/25,8821,1,8821,响水县恒通工业制冰有限公司,,,,,,,,,,,,,,2016/12/30,2019/12/30
4419,工业用地,盐城市,滨海县,滨海士福机械有限公司,滨海县五汛镇民营园,50,挂牌,196.56,,2016,2016年7月,2016/7/25,18200,0.7,12740,滨海士福机械有限公司,,,,,,,,,,,,,,2016/9/25,2018/9/25
4420,工业用地,盐城市,响水县,响水县振宏包装有限公司,陈家港镇立礼村境内,50,挂牌,106,,2016,2016年7月,2016/7/25,8071,0.9,7263.9,响水县振宏包装有限公司,,,,,,,,,,,,,,2016/12/30,2019/12/30
4421,公共设施用地,盐城市,城南新区,亭湖区饮用水安全工程（城东水厂原水前期处理工程）,盐城市城南新区伍佑街道办事处构港村一、六组,,划拨,0,,2016,2016年7月,2016/7/25,314578,0.02,6291.56,盐城市市政公用投资有限公司,,,,,,,,,,,,,,2017/3/23,2020/3/23
4422,工业用地,盐城市,滨海县,江苏富轩实业有限公司,滨海经济开发区工业园北区,50,挂牌,880.7,,2016,2016年7月,2016/7/25,62907,0.7,44034.9,江苏富轩实业有限公司,,,,,,,,,,,,,,2016/9/25,2018/9/25
4423,工业用地,盐城市,射阳县,江苏思园织造印染有限公司,射阳县临海镇园区路北侧格莱特有限公司西侧,50,挂牌,636.9951,,2016,2016年7月,2016/7/23,43333,1.2,51999.6,江苏思园织造印染有限公司,,,,,,,,,,,,,,2017/3/31,2019/3/30
4424,工业用地,盐城市,经济技术开发区,大捷汽车零部件项目,盐城经济技术开发区步凤镇清恩居委会,50,挂牌,285.272,,2016,2016年7月,2016/7/22,13520,2,27040,盐城大捷实业有限公司,,,,,,,,,,,,,,2016/12/22,2018/12/22
4425,工业用地,盐城市,经济技术开发区,硕禾导电浆项目,盐城经济技术开发区新城街道蔡尖社区居委会、中舍村,50,挂牌,1148.5515,,2016,2016年7月,2016/7/22,53421,2,106842,盐城硕和电子材料有限公司,,,,,,,,,,,,,,2016/12/22,2018/12/22
4426,工业用地,盐城市,经济技术开发区,纳路碧车用涂料生产项目,盐城经济技术开发区步凤镇清恩居委会二组,50,挂牌,468.678,,2016,2016年7月,2016/7/22,22318,2,44636,江苏纳路碧涂料有限公司,,,,,,,,,,,,,,2016/12/22,2018/12/22
4427,工业用地,盐城市,经济技术开发区,阳城汽车外饰件项目,盐城经济技术开发区新城街道中舍村,50,挂牌,620.5968,,2016,2016年7月,2016/7/22,29136,2,58272,江苏阳城汽车配件有限公司,,,,,,,,,,,,,,2016/12/22,2018/12/22
4428,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县国有资产投资有限责任公司,射阳港粮站地块,70,挂牌,564,,2016,2016年7月,2016/7/22,9826.1,1.7,16704.37,射阳县国有资产投资有限责任公司,,,,,,,,,,,,,,2017/5/22,2020/5/22
4429,公共设施用地,盐城市,经济技术开发区,新建农贸市场项目,盐城经济技术开发区步凤镇伍龙居委会四组,,划拨,0,,2016,2016年7月,2016/7/22,11062,1,11062,盐城经济技术开发区步凤镇人民政府,,,,,,,,,,,,,,2016/11/22,2018/11/22
4430,工业用地,盐城市,滨海县,滨海县农创建设发展有限公司,滨海县农业园区S327省道北侧,50,挂牌,333.23,,2016,2016年7月,2016/7/21,26446.4,0.7,18512.48,滨海县农创建设发展有限公司,,,,,,,,,,,,,,2016/9/21,2018/9/21
4431,公共设施用地,盐城市,射阳县,建设干线公路养护应急处置基地机械设施存放场,兴桥镇公路管理站西侧,,划拨,0,,2016,2016年7月,2016/7/21,3371,1,3371,江苏省射阳县公路管理站,,,,,,,,,,,,,,2016/9/21,2018/9/20
4432,商务金融用地,盐城市,亭湖区,盐城市市委党校南校区,解放南路123号,40,协议,1068.48,,2016,2016年7月,2016/7/20,2195.8,1,2195.8,盐城市国有资产投资集团有限公司,,,,,,,,,,,,,,2017/3/20,2019/3/20
4433,其他商服用地,盐城市,大丰市,江苏高欣置业有限公司,高新区裕丰路东侧、幸福路景观带北侧,40,挂牌,2776,,2016,2016年7月,2016/7/19,28318,1,28318,江苏高欣置业有限公司,,,,,,,,,,,,,,2017/1/21,2020/1/21
4434,其他商服用地,盐城市,大丰市,盐城市大丰区华丰旅游实业发展有限公司,服务业集聚区西郊生态公园内,40,挂牌,945,,2016,2016年7月,2016/7/19,10492,1,10492,盐城市大丰区华丰旅游实业发展有限公司,,,,,,,,,,,,,,2017/1/21,2018/1/21
4435,其他商服用地,盐城市,大丰市,大丰市麋鹿早酥梨专业合作社,大中镇恒北村四组,40,挂牌,373,,2016,2016年7月,2016/7/19,6776,1,6776,大丰市麋鹿早酥梨专业合作社,,,,,,,,,,,,,,2017/1/21,2018/1/21
4436,其他商服用地,盐城市,大丰市,江苏盐丰现代农业发展有限公司,大桥镇大桥村二组,40,挂牌,65,,2016,2016年7月,2016/7/19,1440,2,2880,江苏盐丰现代农业发展有限公司,,,,,,,,,,,,,,2017/1/20,2018/1/20
4437,其他商服用地,盐城市,大丰市,卞正荣,大桥镇大桥村二组,40,挂牌,378,,2016,2016年7月,2016/7/19,8380,1.5,12570,卞正荣,,,,,,,,,,,,,,2017/1/21,2019/1/21
4438,其他商服用地,盐城市,大丰市,盐城市大丰区姜尚旅游发展有限公司,草庙镇东灶村四组,40,挂牌,157,,2016,2016年7月,2016/7/19,3473,1.2,4167.6,盐城市大丰区姜尚旅游发展有限公司,,,,,,,,,,,,,,2017/1/21,2018/1/21
4439,公共设施用地,盐城市,阜宁县,光明派出所业务用房,阜城街道办事处崔湾村阜城国土分局南侧,,划拨,0,,2016,2016年7月,2016/7/19,2496.7,1,2496.7,阜宁县公安局,,,,,,,,,,,,,,2016/8/29,2018/8/29
