编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
1246,其他商服用地,盐城市,建湖县,南环路北侧、234省道以西地块,南环路北侧、234省道以西地块,40,挂牌,5550,,2019,2019年1月,2019/1/31,26467,2.7,71460.9,建湖县国投高科实业有限公司,,,,,,,,,,,,,,2019/9/24,2021/9/24
1248,文化设施用地,盐城市,大丰市,盐城市大丰区兴城投资开发有限公司,名人馆地块,50,挂牌,550,,2019,2019年1月,2019/1/29,4469,1.8,8044.2,盐城市大丰区兴城投资开发有限公司,,,,,,,,,,,,,,2019/7/30,2021/7/30
1249,其他商服用地,盐城市,大丰市,江苏裕丰旅游开发有限公司,新丰镇226省道东侧，十总河南侧地块,40,挂牌,16000,,2019,2019年1月,2019/1/29,133333,1.2,159999.6,江苏裕丰旅游开发有限公司,,,,,,,,,,,,,,2019/7/30,2021/7/30
1250,其他商服用地,盐城市,大丰市,盐城市联兴资产经营管理有限公司,白驹镇爱民路北侧、八一路西侧,40,挂牌,1602,,2019,2019年1月,2019/1/29,21348,3.5,74718,盐城市联兴资产经营管理有限公司,,,,,,,,,,,,,,2019/7/30,2021/7/30
1251,其他商服用地,盐城市,大丰市,盐城市大丰区海城旅游发展有限公司,白驹镇会师碑东侧，双龙河北路北侧,40,挂牌,1006,,2019,2019年1月,2019/1/29,16350,2,32700,盐城市大丰区海城旅游发展有限公司,,,,,,,,,,,,,,2019/7/30,2021/7/30
1252,其他商服用地,盐城市,大丰市,江苏裕丰旅游开发有限公司,斗龙港生态组团庆丰路东、温泉大道南侧,40,挂牌,19993,,2019,2019年1月,2019/1/29,106626,1,106626,江苏裕丰旅游开发有限公司,,,,,,,,,,,,,,2019/7/30,2021/7/30
1253,公用设施用地,盐城市,射阳县,临港（滩涂）110千伏输变电工程,射阳港经济区,,划拨,23.2562,,2019,2019年1月,2019/1/29,3337,1,3337,国网江苏省电力有限公司盐城供电分公司,,,,,,,,,,,,,,2019/7/28,2021/7/27
1254,其他商服用地,盐城市,大丰市,盐城市大丰区新城亿轩房地产开发有限公司,常新路东红星河与新村路之间地块,40,挂牌,59900,,2019,2019年1月,2019/1/29,226792,2.8,635017.6,盐城市大丰区新城亿轩房地产开发有限公司,,,,,,,,,,,,,,2019/11/29,2022/11/29
1256,公用设施用地,盐城市,东台市,东台市自来水有限公司,老台南公路南、南苑水厂西,50,挂牌,122.32,,2019,2019年1月,2019/1/28,5560,0.5,2780,东台市自来水有限公司,,,,,,,,,,,,,,2020/4/28,2021/4/28
1261,公用设施用地,盐城市,亭湖区,亭湖区大型环卫中转站（亭湖经济开发区生活垃圾中转站）项目,盐城市亭湖经济开发区北林社区居委会五组,,划拨,,,2019,2019年1月,2019/1/28,6659,0.48,3196.32,盐城市亭湖区城市管理局,,,,,,,,,,,,,,2019/12/30,2021/12/30
1263,其他商服用地,盐城市,盐都区,盐城赶海加油站有限公司,赶海路北、204国道东侧,40,挂牌,6453,,2019,2019年1月,2019/1/25,4302,0.6,2581.2,盐城赶海加油站有限公司,,,,,,,,,,,,,,2020/2/24,2022/2/23
1272,零售商业用地,盐城市,阜宁县,北京路南、施陈路西地块一,开发区锦仁居委会,40,挂牌,11831,,2019,2019年1月,2019/1/23,53340.3,2,106680.6,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2019/4/8,2021/4/8
1273,零售商业用地,盐城市,阜宁县,北京路南、施陈路西地块二,开发区锦仁居委会,40,挂牌,11771,,2019,2019年1月,2019/1/23,53333.3,2,106666.6,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2019/4/8,2021/4/8
1275,其他商服用地,盐城市,东台市,国网江苏省电力有限公司东台市供电分公司,梁垛镇政府南路北侧,40,挂牌,117.844,,2019,2019年1月,2019/1/22,3466,0.5,1733,国网江苏省电力有限公司东台市供电分公司,,,,,,,,,,,,,,2019/10/22,2020/10/22
1276,公用设施用地,盐城市,响水县,小尖镇敬老院,响水县小尖镇,,划拨,0,,2019,2019年1月,2019/1/22,11877,1,11877,响水县小尖镇人民政府,,,,,,,,,,,,,,2018/1/6,2019/1/6
1280,教育用地,盐城市,城南新区,华东师范大学盐城实验中学,盐城市城南新区伍佑街道办事处伍北居委会二、三组,,划拨,0,,2019,2019年1月,2019/1/21,188894,0.56,105780.64,盐城市城南新区社会事务管理局,,,,,,,,,,,,,,2020/4/1,2023/3/31
1286,军事设施用地,盐城市,滨海县,军事设施,滨淮镇和谐大道南侧、文化活动中心西侧,,划拨,0,,2019,2019年1月,2019/1/15,13207.5,1,13207.5,中国人民解放军南京军区房地产管理局盐城分局,,,,,,,,,,,,,,2019/3/15,2021/3/15
1296,公用设施用地,盐城市,射阳县,江苏新能新洋风力发电有限公司,射阳县新洋农场纬四路南侧,50,挂牌,106.2288,,2019,2019年1月,2019/1/10,7377,1,7377,江苏新能新洋风力发电有限公司,,,,,,,,,,,,,,2019/9/26,2021/9/25
1297,公用设施用地,盐城市,盐都区,盐城创咏加氢站管理服务有限公司,大马沟东、盐枕路南侧,40,挂牌,1261.695,,2019,2019年1月,2019/1/9,6990,0.6,4194,盐城创咏加氢站管理有限公司,,,,,,,,,,,,,,2020/4/7,2022/4/6
1298,零售商业用地,盐城市,阜宁县,新林路北、光明花苑西地块,阜城街道办事处光明社区一组,40,挂牌,25034,,2019,2019年1月,2019/1/9,44921.59,2.2,98827.498,阜宁县伟业城镇建设开发有限公司,,,,,,,,,,,,,,2019/3/26,2021/3/26
1303,公用设施用地,盐城市,建湖县,国网江苏省电力公司盐城供电分公司新建荡中（泽阳）110千伏输变电工程变电站项目,建阳镇西尖村五组,,划拨,0,,2019,2019年1月,2019/1/8,3336,0.5,1668,国网江苏省电力公司盐城供电分公司,,,,,,,,,,,,,,2019/5/7,2021/5/6
1309,零售商业用地,盐城市,建湖县,体育路南、人民路东侧地块,体育路南、人民路东侧地块,70,挂牌,28600,,2019,2019年1月,2019/1/7,66667,2,133334,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2019/8/28,2021/8/28
1312,零售商业用地,盐城市,建湖县,上冈建材城西侧地块,上冈建材城西侧地块,40,挂牌,2500,,2019,2019年1月,2019/1/7,12240,1.2,14688,建湖县国投东部建设投资有限公司,,,,,,,,,,,,,,2019/8/28,2021/8/28
1313,零售商业用地,盐城市,建湖县,服务中心地块二,服务中心地块二,40,挂牌,4660,,2019,2019年1月,2019/1/4,32599,1.8,58678.2,建湖县九龙口旅游建设投资有限公司,,,,,,,,,,,,,,2019/8/26,2021/8/26
1314,零售商业用地,盐城市,建湖县,嘉定园中心路南侧、经五路东侧地块,嘉定园中心路南侧、经五路东侧地块,40,挂牌,8980,,2019,2019年1月,2019/1/4,47524,2,95048,建湖县高新投资发展有限公司,,,,,,,,,,,,,,2019/8/26,2021/8/26
1315,零售商业用地,盐城市,建湖县,合荡拆迁地块二,合荡拆迁地块二,40,挂牌,4100,,2019,2019年1月,2019/1/4,32595,1.8,58671,建湖县九龙口旅游建设投资有限公司,,,,,,,,,,,,,,2019/8/26,2021/8/26
1316,零售商业用地,盐城市,建湖县,合荡拆迁地块四,合荡拆迁地块四,40,挂牌,2910,,2019,2019年1月,2019/1/4,23160,1.8,41688,建湖县九龙口旅游建设投资有限公司,,,,,,,,,,,,,,2019/8/26,2021/8/26
1342,公共设施用地,盐城市,射阳县,射阳县垃圾转运站,合德镇庆南居委会,,划拨,836.4901,,2018,2018年12,2018/12/29,17313,1,17313,射阳县环境卫生管理处,,,,,,,,,,,,,,2019/3/16,2021/3/15
1343,公共设施用地,盐城市,射阳县,新建实施垃圾分类工程及增添设施设备项目,合德镇庆南居委会,,划拨,836.4901,,2018,2018年12,2018/12/29,9100,1,9100,射阳县城市管理局,,,,,,,,,,,,,,2019/3/16,2021/3/15
1353,科教用地,盐城市,射阳县,新建海河小学分校工程,海河镇跃华村,,划拨,176.8228,,2018,2018年12,2018/12/27,44391,1.6,71025.6,射阳县海河小学,,,,,,,,,,,,,,2019/3/27,2021/3/26
1358,公共设施用地,盐城市,东台市,梁垛镇广场用地,梁垛镇梁垛村,,划拨,0,,2018,2018年12,2018/12/26,8272,0.1,827.2,东台市梁垛镇人民政府,,,,,,,,,,,,,,2019/3/27,2020/3/27
1363,其他商服用地,盐城市,滨海县,盐城市海兴投资有限公司,滨海县新滩盐场黄海大道东侧、维十一路北侧,40,挂牌,2010.785,,2018,2018年12,2018/12/26,24491.9,1.5,36737.85,盐城市海兴投资有限公司,,,,,,,,,,,,,,2019/2/26,2021/2/26
1364,其他商服用地,盐城市,滨海县,盐城市海兴投资有限公司,滨海县新滩盐场黄海大道东侧、维十一路南侧,40,挂牌,1838.1052,,2018,2018年12,2018/12/26,24090.5,1,24090.5,盐城市海兴投资有限公司,,,,,,,,,,,,,,2019/2/26,2021/2/26
1365,其他商服用地,盐城市,滨海县,盐城市海兴投资有限公司,滨海县新滩盐场黄海大道东侧、维十一路北侧,40,挂牌,931.4075,,2018,2018年12,2018/12/26,11386.4,1.5,17079.6,盐城市海兴投资有限公司,,,,,,,,,,,,,,2019/2/26,2021/2/26
1400,公共设施用地,盐城市,东台市,许河镇广场用地,东台市许河镇许乐村,,划拨,0,,2018,2018年12,2018/12/25,862,1,862,东台市许河镇人民政府,,,,,,,,,,,,,,2019/7/25,2022/7/25
1409,其他商服用地,盐城市,滨海县,滨海颐和科技产业园有限公司,滨海县阜东大街西侧、幸福路南侧,70,挂牌,23481.45,,2018,2018年12,2018/12/24,104362,2.7,281777.4,滨海颐和科技产业园有限公司,,,,,,,,,,,,,,2019/2/25,2021/2/25
1432,科教用地,盐城市,盐都区,盐城市盐龙湖生态风景保护区开发建设有限公司,盐都区龙冈镇龙华路南、凤凰路东,40,挂牌,985.4325,,2018,2018年12,2018/12/21,14599,0.8,11679.2,盐城市盐龙湖生态风景保护区开发建设建设有限公司,,,,,,,,,,,,,,2020/2/21,2023/2/20
1435,批发零售用地,盐城市,阜宁县,阜宁中学南地块一,阜城街道办事处崔湾村四、五组,40,挂牌,56477,,2018,2018年12,2018/12/20,123690.7,2.5,309226.75,阜宁县建设投资有限公司,,,,,,,,,,,,,,2019/3/6,2021/3/6
1436,批发零售用地,盐城市,阜宁县,苏州路南、施陈路西地块一,开发区高峰居委会,40,挂牌,20757,,2018,2018年12,2018/12/20,75811.07,2.5,189527.675,阜宁县建设投资有限公司,,,,,,,,,,,,,,2019/3/6,2021/3/6
1437,批发零售用地,盐城市,阜宁县,苏州路南、施陈路西地块二,开发区高峰居委会,40,挂牌,26502,,2018,2018年12,2018/12/20,96794.1,2.5,241985.25,阜宁县建设投资有限公司,,,,,,,,,,,,,,2019/3/6,2021/3/6
1438,批发零售用地,盐城市,阜宁县,阜宁中学南地块二,阜城街道办事处崔湾村四、五组,40,挂牌,29808,,2018,2018年12,2018/12/20,65283.3,2.5,163208.25,阜宁县建设投资有限公司,,,,,,,,,,,,,,2019/3/6,2021/3/6
1441,公共设施用地,盐城市,阜宁县,山阳花苑安置小区二期,阜宁县阜城镇城西村,,划拨,0,,2018,2018年12,2018/12/20,133857.93,1.2,160629.516,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2018/12/20,2020/12/20
1442,公共设施用地,盐城市,滨海县,滨海201MW风电项目,滨海县境内,,划拨,0,,2018,2018年12,2018/12/19,41734,1,41734,国家电投集团滨海风力发电有限公司,,,,,,,,,,,,,,2019/1/19,2020/1/19
1443,公共设施用地,盐城市,盐都区,盐都区张庄街道办公用设施项目,盐都区张庄街道办,,划拨,0,,2018,2018年12,2018/12/18,24910,1,24910,盐都区张庄街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1444,公共设施用地,盐城市,盐都区,盐都区盐龙街道办公用设施项目,盐都区盐龙街道办,,划拨,0,,2018,2018年12,2018/12/18,23777,1,23777,盐都区盐龙街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1445,公共设施用地,盐城市,盐都区,盐都区潘黄街道办公共设施项目,盐都区潘黄街道办,,划拨,0,,2018,2018年12,2018/12/18,20000,1,20000,盐都区潘黄街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1446,公共设施用地,盐城市,盐都区,盐都区潘黄街道办公共设施项目,盐都区潘黄街道办,,划拨,0,,2018,2018年12,2018/12/18,2456,1,2456,盐都区潘黄街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1447,公共设施用地,盐城市,盐都区,盐都区潘黄街道办公共设施项目,盐都区潘黄街道办,,划拨,0,,2018,2018年12,2018/12/18,4576,1,4576,盐都区潘黄街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1448,公共设施用地,盐城市,盐都区,盐都区盐龙街道办公用设施项目,盐都区盐龙街道办,,划拨,0,,2018,2018年12,2018/12/18,3311,1,3311,盐都区盐龙街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1449,公共设施用地,盐城市,盐都区,盐都区盐龙街道办公用设施项目,盐都区盐龙街道办,,划拨,0,,2018,2018年12,2018/12/18,7365,1,7365,盐都区盐龙街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1450,公共设施用地,盐城市,盐都区,盐都区盐龙街道办公用设施项目,盐都区盐龙街道办,,划拨,0,,2018,2018年12,2018/12/18,42034,1,42034,盐都区盐龙街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1451,公共设施用地,盐城市,盐都区,盐都区盐龙街道办公用设施项目,盐都区盐龙街道办,,划拨,0,,2018,2018年12,2018/12/18,9243,1,9243,盐都区盐龙街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1452,公共设施用地,盐城市,盐都区,盐都区盐龙街道办公用设施项目,盐都区盐龙街道办,,划拨,0,,2018,2018年12,2018/12/18,1334,1,1334,盐都区盐龙街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1453,公共设施用地,盐城市,盐都区,盐都区盐渎街道办边角料绿化用地,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,7101,1,7101,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1454,公共设施用地,盐城市,盐都区,盐都区盐渎街道办事处公用设施项目,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,48483,1,48483,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1455,公共设施用地,盐城市,盐都区,盐都区盐龙街道办公用设施项目,盐都区盐龙街道办,,划拨,0,,2018,2018年12,2018/12/18,13620,1,13620,盐都区盐龙街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1456,公共设施用地,盐城市,盐都区,盐都区盐渎街道办边角料绿化用地,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,12997,1,12997,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1457,公共设施用地,盐城市,盐都区,盐都区张庄街道办公用设施项目,盐都区张庄街道办,,划拨,0,,2018,2018年12,2018/12/18,4473,1,4473,盐都区张庄街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1458,公共设施用地,盐城市,盐都区,盐都区盐渎街道办边角料绿化用地,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,3971,1,3971,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1459,公共设施用地,盐城市,盐都区,盐都区滨湖街道办公用设施项目,盐都区滨湖街道办,,划拨,0,,2018,2018年12,2018/12/18,148900,1,148900,盐都区滨湖街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1460,公共设施用地,盐城市,盐都区,盐都区滨湖街道办事处公用事业项目,盐都区滨湖街道办,,划拨,0,,2018,2018年12,2018/12/18,971,1,971,盐都区滨湖街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1461,公共设施用地,盐城市,盐都区,盐都区盐渎街道办边角料绿化用地,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,25942,1,25942,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1462,公共设施用地,盐城市,盐都区,盐都区盐渎街道办边角料绿化用地,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,294,1,294,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1463,公共设施用地,盐城市,盐都区,盐都区盐渎街道办边角料绿化用地,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,11494,1,11494,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1464,公共设施用地,盐城市,盐都区,盐都区盐渎街道办公用设施项目,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,12584,1,12584,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1465,公共设施用地,盐城市,盐都区,盐都区大纵湖镇公用事业用地,盐都区大纵湖镇,,划拨,0,,2018,2018年12,2018/12/18,2866,1,2866,盐都区大纵湖镇政府,,,,,,,,,,,,,,2019/1/22,2020/1/21
1466,公共设施用地,盐城市,盐都区,盐都区盐渎街道办边角料绿化用地,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,1450,1,1450,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1467,公共设施用地,盐城市,盐都区,盐都区盐渎街道办绿化用地,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,22249,1,22249,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1468,公共设施用地,盐城市,盐都区,盐都区盐渎街道办事处公用设施项目,盐都区盐渎街道办,,划拨,0,,2018,2018年12,2018/12/18,19997,1,19997,盐都区盐渎街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1471,医卫慈善用地,盐城市,滨海县,滨海新仁慈医院有限公司,滨海县新仁慈医院西侧、永宁路东侧,50,挂牌,254.0655,,2018,2018年12,2018/12/18,2605.8,1.5,3908.7,滨海新仁慈医院有限公司,,,,,,,,,,,,,,2019/2/18,2021/2/18
1478,公共设施用地,盐城市,亭湖区,江苏成品油管道（苏北）配套油库（盐城新兴末站）项目建设用地,盐城市亭湖区新兴镇同心村民委员会一组、二组,,划拨,,,2018,2018年12,2018/12/17,22521,1,22521,中国石油化工股份有限公司江苏盐城石油分公司,,,,,,,,,,,,,,2019/12/17,2022/12/17
1480,公共设施用地,盐城市,盐都区,盐都区龙冈镇公用设施项目,盐都区龙冈镇,,划拨,0,,2018,2018年12,2018/12/17,3667,1,3667,龙冈镇人民政府,,,,,,,,,,,,,,2019/1/24,2020/1/23
1482,公共设施用地,盐城市,盐都区,盐都区龙冈镇公用设施项目,盐都区龙冈镇,,划拨,0,,2018,2018年12,2018/12/17,2211,1,2211,盐都区龙冈镇人民政府,,,,,,,,,,,,,,2019/1/31,2020/1/30
1483,公共设施用地,盐城市,盐都区,盐都区龙冈镇公用设施项目,盐都区龙冈镇,,划拨,0,,2018,2018年12,2018/12/17,9823,1,9823,盐都区龙冈镇人民政府,,,,,,,,,,,,,,2019/1/24,2020/1/23
1484,公共设施用地,盐城市,盐都区,盐都区龙冈镇公用设施项目,盐都区龙冈镇,,划拨,0,,2018,2018年12,2018/12/17,9552,1,9552,盐都区龙冈镇人民政府,,,,,,,,,,,,,,2019/1/30,2020/1/29
1485,公共设施用地,盐城市,盐都区,盐都区龙冈镇公用设施项目,盐都区龙冈镇,,划拨,0,,2018,2018年12,2018/12/17,100,1,100,盐都区龙冈镇人民政府,,,,,,,,,,,,,,2019/1/24,2020/1/23
1486,公共设施用地,盐城市,盐都区,盐都区潘黄街道办公共设施项目,盐都区潘黄街道办,,划拨,0,,2018,2018年12,2018/12/17,3718,1,3718,盐都区潘黄街道办事处,,,,,,,,,,,,,,2019/1/22,2020/1/21
1487,公共设施用地,盐城市,射阳县,陈洋110KV输变电工程,射阳经济开发区陈洋居委会,,划拨,90.2334,,2018,2018年12,2018/12/17,3369,1,3369,国网江苏省电力有限公司盐城供电分公司,,,,,,,,,,,,,,2019/3/13,2021/3/12
1493,公共设施用地,盐城市,盐都区,盐都区康庄大道项目,盐都区张庄街道办事处,,划拨,0,,2018,2018年12,2018/12/14,9000,1,9000,盐都区张庄街道办,,,,,,,,,,,,,,2019/1/16,2020/1/15
1499,公共设施用地,盐城市,经济技术开发区,污水处理厂工程项目,盐城经济技术开发区新城街道蔡尖社区居委会,50,挂牌,457.3488,,2018,2018年12,2018/12/10,15144,0.5,7572,江苏东方水务有限公司,,,,,,,,,,,,,,2019/8/10,2021/8/10
1500,公共设施用地,盐城市,阜宁县,山阳花苑安置小区一期,阜宁县阜城镇城西村,,划拨,0,,2018,2018年12,2018/12/10,42092.72,1.4,58929.808,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2018/12/20,2020/12/20
1501,公共设施用地,盐城市,阜宁县,澳洋工业园生活垃圾填埋场,澳洋工业园区,,划拨,0,,2018,2018年12,2018/12/8,136667,0.2,27333.4,阜宁县城市管理局,,,,,,,,,,,,,,2019/1/29,2020/1/29
1504,公共设施用地,盐城市,阜宁县,204国道阜宁拆迁用地单独选址项目,阜城镇镇城南新区,,划拨,0,,2018,2018年12,2018/12/7,80057,2.6,208148.2,阜宁县城乡和建设局,,,,,,,,,,,,,,2019/1/27,2020/1/27
1506,公共设施用地,盐城市,大丰市,城南公共车辆停车场项目,大丰区经济开发区纬一路南侧,,划拨,0,,2018,2018年12,2018/12/6,10546,1,10546,江苏恒瑞投资开发有限公司,,,,,,,,,,,,,,2019/6/7,2020/6/7
1507,机关团体用地,盐城市,大丰市,广丰村党群服务中心建设项目,盐城市大丰区南阳镇广丰村五组,,划拨,0,,2018,2018年12,2018/12/6,3300,1,3300,盐城市大丰区南阳镇广丰村村民委员会,,,,,,,,,,,,,,2019/3/27,2020/3/27
1508,公共设施用地,盐城市,大丰市,二期工程（社会实践户外拓展基地）建设项目,盐城市大丰区西康路西侧、飞达路北侧,,划拨,0,,2018,2018年12,2018/12/6,24603,0.7,17222.1,盐城市大丰区青少年活动中心,,,,,,,,,,,,,,2019/5/26,2020/5/26
1509,公共设施用地,盐城市,大丰市,江苏水发华夏环境科技有限公司,三龙镇昊佳新材料东侧、工农路北侧地块,50,挂牌,214.5,,2018,2018年12,2018/12/5,11000,0.15,1650,江苏水发华夏环境科技有限公司,,,,,,,,,,,,,,2019/6/6,2021/6/6
1510,公共设施用地,盐城市,大丰市,大丰港华燃气有限公司,三龙镇昊佳新材料东侧、建设路南侧地块,50,挂牌,136.29,,2018,2018年12,2018/12/5,6989,0.7,4892.3,大丰港华燃气有限公司,,,,,,,,,,,,,,2019/6/6,2021/6/6
1511,科教用地,盐城市,大丰市,盐城市大丰区高鑫投资有限责任公司,高新区福成路东侧、幸福路景观带北侧,50,挂牌,15702,,2018,2018年12,2018/12/5,158605,0.8,126884,盐城市大丰区高鑫投资有限责任公司,,,,,,,,,,,,,,2019/6/6,2021/6/6
1514,公共设施用地,盐城市,盐都区,盐城高新区投资集团有限公司,盐城市盐都区盐龙街道办事处合心村三组，先锋村七组,50,挂牌,2458.08,,2018,2018年12,2018/12/4,81936,0.8,65548.8,盐城高新区投资集团有限公司,,,,,,,,,,,,,,2019/12/3,2021/12/2
1518,批发零售用地,盐城市,阜宁县,益林风顺纸品地块一,益林镇益南居委会,40,挂牌,1704,,2018,2018年11,2018/11/30,17479.52,3.5,61178.32,盐城万通房地产有限公司,,,,,,,,,,,,,,2019/2/26,2021/2/26
1533,科教用地,盐城市,射阳县,长荡小学新建实验幼儿园户外活动场地工程项目,长荡镇宏才居委会,,划拨,15.8157,,2018,2018年11,2018/11/28,1119,1,1119,射阳县长荡小学,,,,,,,,,,,,,,2019/2/27,2021/2/26
1535,公共设施用地,盐城市,盐都区,盐都服务业集聚区污水处理厂项目,盐都区盐渎街道办事处,,划拨,0,,2018,2018年11,2018/11/27,25253,1,25253,盐渎街道办事处,,,,,,,,,,,,,,2018/12/31,2020/11/30
1536,公共设施用地,盐城市,盐都区,盐都区盐龙街道办事处污水处理厂项目,盐都区盐龙街道办事处,,划拨,0,,2018,2018年11,2018/11/27,108352,1,108352,盐龙街道办事处,,,,,,,,,,,,,,2019/1/30,2019/12/31
1537,公共设施用地,盐城市,射阳县,洋马镇公共设施用房,洋马镇茯苓东路北侧,,划拨,0,,2018,2018年11,2018/11/27,9984,1,9984,射阳县洋马镇人民政府,,,,,,,,,,,,,,2019/5/27,2021/5/26
1541,公共设施用地,盐城市,盐都区,盐都区新建潘黄粮食仓储中心项目,盐都区潘黄街道办事处,,划拨,0,,2018,2018年11,2018/11/27,56674,1,56674,盐都区潘黄街道办事处,,,,,,,,,,,,,,2019/1/31,2020/1/31
1544,公共设施用地,盐城市,盐都区,盐都区马沟垃圾填埋场项目,盐都区盐龙街道办事处,,划拨,0,,2018,2018年11,2018/11/27,137663,1,137663,盐都区盐龙街道办事处,,,,,,,,,,,,,,2019/1/27,2020/1/27
1545,公共设施用地,盐城市,盐都区,盐都区张庄公交交换站项目,盐都区张庄街道办,,划拨,0,,2018,2018年11,2018/11/26,70699,1,70699,盐都区张庄街道办事处,,,,,,,,,,,,,,2019/1/31,2020/12/30
1547,公共管理与公共服务用地,盐城市,阜宁县,金沙湖射阳河博物馆,金沙湖街道喻口村三组,,划拨,0,,2018,2018年11,2018/11/26,1198.34,1.5,1797.51,阜宁县金沙湖开发投资有限公司,,,,,,,,,,,,,,2018/12/6,2020/12/6
1549,公共设施用地,盐城市,盐都区,盐都区龙冈镇晓庄村便民服务中心项目,盐城市盐都区龙冈镇晓庄村民委员会,,划拨,0,,2018,2018年11,2018/11/23,2001,0.48,960.48,盐城市盐都区龙冈镇晓庄村村民委员会,,,,,,,,,,,,,,2019/3/23,2020/3/23
1551,公共设施用地,盐城市,射阳县,通讯铁塔2,射阳县各镇区,,划拨,0,,2018,2018年11,2018/11/22,1356,1,1356,射阳县人民政府,,,,,,,,,,,,,,2019/5/22,2021/5/21
1552,公共设施用地,盐城市,射阳县,通讯铁塔1,射阳县各镇区,,划拨,0,,2018,2018年11,2018/11/22,132,1,132,射阳县人民政府,,,,,,,,,,,,,,2019/5/22,2021/5/22
1553,公共设施用地,盐城市,射阳县,通讯铁塔3,射阳县各镇区,,划拨,0,,2018,2018年11,2018/11/22,1796,1,1796,射阳县人民政府,,,,,,,,,,,,,,2019/5/22,2021/5/22
1554,其他商服用地,盐城市,大丰市,江苏盐垦旅游发展有限公司,S351省道北侧、盐垦西路东侧地块,40,挂牌,1155,,2018,2018年11,2018/11/22,18598,1.5,27897,江苏盐垦旅游发展有限公司,,,,,,,,,,,,,,2019/5/23,2021/5/23
1555,商务金融用地,盐城市,亭湖区,盐城市静脉产业园建设开发有限公司,盐城市亭湖区新兴镇洪东村民委员会二组,40,挂牌,414.425,,2018,2018年11,2018/11/21,6850,1.7,11645,盐城市静脉产业园建设开发有限公司,,,,,,,,,,,,,,2019/11/21,2022/11/21
1560,科教用地,盐城市,城南新区,新东方教育科技集团有限公司,盐城市城南新区新都街道办事处益丰居委会五组,40,挂牌,4634.484,,2018,2018年11,2018/11/20,60820,1.1,66902,新东方教育科技集团有限公司,,,,,,,,,,,,,,2020/3/20,2023/3/20
1566,公共设施用地,盐城市,亭湖区,华润新能源亭湖48MW风电项目,盐城市亭湖区黄尖镇境内,,划拨,0,,2018,2018年11,2018/11/16,7560,1,7560,华润新能源（盐城）有限公司,,,,,,,,,,,,,,2019/6/16,2022/6/16
