编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,容积,率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
5037,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县新沟村镇房屋开发有限公司,S329省道东、毓龙路北地块,批发零售用地40年，中低价位、中小套型普通商品住房用地70年,挂牌出让,,1449,,2015,2015年12,2015年12月23日,27182.2,1.001.80,1,1.8,,阜宁县新沟村镇房屋开发有限公司,,,,,,,,,,,,,,2016年3月13日,2018年3月13日
5038,商务金融用地,盐城市,阜宁县,肖春龙,昆仑路南、希望路东地块,40,挂牌出让,,3105,,2015,2015年12,2015年12月23日,40000,0.500.80,0.5,0.8,,肖春龙,,,,,,,,,,,,,,2016年3月13日,2018年3月13日
5039,工业用地,盐城市,东台市,江苏万宏机械科技有限公司,唐洋镇心红机械创业园南区,50,挂牌出让,,242.624,,2015,2015年12,2015年12月22日,14272,0.700.00,0.7,0.7,,江苏万宏机械科技有限公司,,,,,,,,,,,,,,2016年8月22日,2017年8月22日
5040,工业用地,盐城市,射阳县,江苏裕华投资开发有限公司,开发区北三环路南侧鑫宇纺织公司东侧1号地块,17,挂牌出让,,20.4257,,2015,2015年12,2015年12月21日,1301,0.001.20,0,1.2,,江苏裕华投资开发有限公司,,,,,,,,,,,,,,2016年8月10日,2018年8月9日
5041,科教用地,盐城市,东台市,唐洋镇中心幼儿园,东台市唐洋镇安建村二组,,划拨,,0,,2015,2015年12,2015年12月21日,10673,0.001.20,0,1.2,,唐洋镇人民政府,,,,,,,,,,,,,,2016年12月21日,2017年11月21日
5042,工业用地,盐城市,射阳县,江苏裕华投资开发有限公司,开发区北三环路南侧鑫宇纺织公司东侧3号地块,17,挂牌出让,,5.6206,,2015,2015年12,2015年12月21日,358,0.001.20,0,1.2,,江苏裕华投资开发有限公司,,,,,,,,,,,,,,2016年8月10日,2018年8月9日
5043,工业用地,盐城市,射阳县,江苏裕华投资开发有限公司,开发区北三环路南侧鑫宇纺织公司东侧2号地块,17,挂牌出让,,19.2482,,2015,2015年12,2015年12月21日,1226,0.001.20,0,1.2,,江苏裕华投资开发有限公司,,,,,,,,,,,,,,2016年8月10日,2018年8月9日
5044,商务金融用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇石庄居委会、双龙居委会,40,挂牌出让,,11157.27,,2015,2015年12,2015年12月21日,43754,0.002.50,0,2.5,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2016年10月21日,2019年10月20日
5045,其他普通商品住房用地,盐城市,盐都区,盐城市赫烨新建设有限公司,盐都区张庄街道办西徐居委会三组、东徐居委会八组,70,挂牌出让,,12472.8436,,2015,2015年12,2015年12月21日,46333,1.001.80,1,1.8,,盐城市赫烨新建设有限公司,,,,,,,,,,,,,,2016年10月21日,2019年10月20日
5046,工业用地,盐城市,盐都区,盐城新冈建设投资有限公司,大冈镇卧龙居委会二组,50,挂牌出让,,322.7751,,2015,2015年12,2015年12月20日,6417,1.002.50,1,2.5,,盐城新冈建设投资有限公司,,,,,,,,,,,,,,2016年8月20日,2018年8月19日
5047,工业用地,盐城市,盐都区,江苏华跃纺织新材料科技有限公司,大冈镇胜利居委会二组,50,挂牌出让,,281.5872,,2015,2015年12,2015年12月20日,14666,1.001.60,1,1.6,,江苏华跃纺织新材料科技有限公司,,,,,,,,,,,,,,2016年8月20日,2018年8月19日
5048,工业用地,盐城市,盐都区,江苏自强环保科技有限公司,盐都区大纵湖镇石庄居委会、双龙居委会、迎阳居委会,50,挂牌出让,,603.3753,,2015,2015年12,2015年12月20日,34089,1.001.60,1,1.6,,江苏自强环保科技有限公司,,,,,,,,,,,,,,2016年8月20日,2018年8月19日
5049,工业用地,盐城市,东台市,东台爱邦公路交通工程有限公司,头灶镇保丰全民企业园,50,挂牌出让,,124.2828,,2015,2015年12,2015年12月18日,7268,0.700.00,0.7,0.7,,东台爱邦公路交通工程有限公司,,,,,,,,,,,,,,2016年8月18日,2017年8月18日
5050,中低价位、中小套型普通商品住房用地,盐城市,射阳县,江苏盘源建设发展有限公司,盘湾镇盘湾小学西侧地块,70,挂牌出让,,1333,,2015,2015年12,2015年12月18日,23333,1.001.70,1,1.7,,江苏盘源建设发展有限公司,,,,,,,,,,,,,,2016年10月18日,2019年10月17日
5051,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,江苏开源投资发展有限公司,江苏阜宁经济开发区劳动村地块二,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌出让,,9048,,2015,2015年12,2015年12月18日,40038.78,2.003.00,2,3,,江苏开源投资发展有限公司,,,,,,,,,,,,,,2016年3月8日,2018年3月8日
5052,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,江苏开源投资发展有限公司,江苏阜宁经济开发区劳动村地块一,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌出让,,7075,,2015,2015年12,2015年12月18日,31487.82,2.003.00,2,3,,江苏开源投资发展有限公司,,,,,,,,,,,,,,2016年3月8日,2018年3月8日
5053,公路用地,盐城市,东台市,610省道梁垛连接线,东台市梁垛镇台南社区鹤埨村,,划拨,,0,,2015,2015年12,2015年12月18日,8387,0.001.00,0,1,,东台市梁垛镇人民政府,,,,,,,,,,,,,,2016年7月18日,2016年12月18日
5054,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,江苏开源投资发展有限公司,黄山路南侧地块,批发零售用地40年，中低价位、中小套型普通商品住房用地70年,挂牌出让,,6197,,2015,2015年12,2015年12月18日,27409.08,2.003.00,2,3,,江苏开源投资发展有限公司,,,,,,,,,,,,,,2016年3月8日,2018年3月8日
5055,工业用地,盐城市,盐都区,盐城大新汽车配件有限公司,盐都区盐龙街道办事处跃马居委会四、五组,50,挂牌出让,,444.6828,,2015,2015年12,2015年12月18日,22014,0.901.60,0.9,1.6,,盐城大新汽车配件有限公司,,,,,,,,,,,,,,2016年8月18日,2018年8月17日
5056,工业用地,盐城市,亭湖区,盐城元角科技有限公司,盐城市亭湖新区南映社区居委会一组,50,挂牌出让,,213.825,,2015,2015年12,2015年12月17日,8553,1.001.40,1,1.4,,盐城元角科技有限公司,,,,,,,,,,,,,,2016年8月17日,2018年8月17日
5057,商务金融用地,盐城市,亭湖区,盐城佰华置业有限公司,盐城市亭湖区新洋街道办事处三英村民委员会七组,40,挂牌出让,,2144.85,,2015,2015年12,2015年12月17日,14299,0.002.20,0,2.2,,盐城佰华置业有限公司,,,,,,,,,,,,,,2016年10月17日,2019年10月17日
5058,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县新沟村镇房屋开发有限公司,阜宁县新沟镇新东村,批发零售用地40年，中低价位、中小套型普通商品住房用地70年,挂牌出让,,739,,2015,2015年12,2015年12月17日,13333.3,1.001.80,1,1.8,,阜宁县新沟村镇房屋开发有限公司,,,,,,,,,,,,,,2016年3月7日,2018年3月7日
5059,水库水面,盐城市,盐都区,盐城市区饮用水源生态净化工程,龙冈镇凤凰居委会一组、万家村三、四、五组，盐龙街道丁晏居委会六、七组,,划拨,,0,,2015,2015年12,2015年12月17日,2190680,0.000.00,0,1,,盐城市水利局,,,,,,,,,,,,,,2016年6月17日,2017年6月16日
5060,工业用地,盐城市,响水县,江苏爱纺纺织有限公司,小尖204国道东侧、盛世豪庭小区南侧,50,挂牌出让,,117,,2015,2015年12,2015年12月17日,8923,0.801.20,0.8,1.2,,江苏爱纺纺织有限公司,,,,,,,,,,,,,,2016年5月1日,2019年5月1日
5061,其他普通商品住房用地,盐城市,滨海县,陶帅,滨海县通榆镇工业路延伸段南侧,70,挂牌出让,,106.1214,,2015,2015年12,2015年12月16日,1511.7,1.002.00,1,2,,陶帅,,,,,,,,,,,,,,2016年2月16日,2018年2月16日
5062,宗教用地,盐城市,大丰市,重建太平禅寺项目,大丰区高新区锦海路东侧、新村路南侧,,划拨,,0,,2015,2015年12,2015年12月16日,30786,0.001.00,0,1,,大丰市太平禅寺,,,,,,,,,,,,,,2016年3月2日,2018年3月2日
5063,工业用地,盐城市,滨海县,滨海超华机械有限公司,滨海县八巨镇民营园,50,挂牌出让,,44.34,,2015,2015年12,2015年12月15日,3822.4,0.700.00,0.7,0.7,,滨海超华机械有限公司,,,,,,,,,,,,,,2016年2月15日,2018年2月15日
5064,工业用地,盐城市,响水县,江苏艾迪传动有限公司,开发区双园路南侧、银海路西侧,50,挂牌出让,,516,,2015,2015年12,2015年12月15日,37608,0.800.00,0.8,0.8,,江苏艾迪传动有限公司,,,,,,,,,,,,,,2016年4月1日,2019年4月1日
5065,公共设施用地,盐城市,盐城市本级,步凤河南闸项目,盐城经济技术开发区步凤镇仁智村,,划拨,,0,,2015,2015年12,2015年12月11日,18888,0.000.09,0,0.09,,盐城市水利局,,,,,,,,,,,,,,2016年2月29日,2017年2月28日
5066,工业用地,盐城市,盐城市本级,克胜搬迁项目,盐城经济技术开发区新城街道南舍村、东滩村,50,挂牌出让,,683.4495,,2015,2015年12,2015年12月11日,33339,0.902.00,0.9,2,,江苏普华克胜药业有限公司,,,,,,,,,,,,,,2016年4月14日,2018年4月14日
5067,工业用地,盐城市,建湖县,盐城豪辉管件有限公司新上年产18万件石化管道配件项目,建阳镇马厂村三组,50,挂牌出让,,138.24,,2015,2015年12,2015年12月11日,7680,0.700.00,0.7,0.7,,盐城豪辉管件有限公司,,,,,,,,,,,,,,2016年6月8日,2018年6月7日
5068,工业用地,盐城市,建湖县,盐城刚达机械有限公司新上年产3700件石油机械配件项目,开发区杨庄村杨庄组,50,挂牌出让,,149.363,,2015,2015年12,2015年12月10日,7286,0.700.00,0.7,0.7,,盐城刚达机械有限公司,,,,,,,,,,,,,,2016年6月7日,2018年6月6日
5069,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台哈马碧置业有限公司,雅居路南、经七路东,40.7,挂牌出让,,2864.918,,2015,2015年12,2015年12月10日,33313,1.001.60,1,1.6,,东台哈马碧置业有限公司,,,,,,,,,,,,,,2016年10月10日,2018年10月10日
5070,其他商服用地,盐城市,东台市,东台益中泰新天地投资有限公司,雅居路北、红旗河东,40,挂牌出让,,2099.79,,2015,2015年12,2015年12月10日,46662,0.001.60,0,1.6,,东台益中泰新天地投资有限公司,,,,,,,,,,,,,,2016年10月10日,2018年10月10日
5071,工业用地,盐城市,建湖县,建湖富源玻璃制品有限公司新上年产100万件玻璃仪器及配件技改项目,开发区南华村新东组,50,挂牌出让,,211.478,,2015,2015年12,2015年12月9日,10316,0.700.00,0.7,0.7,,建湖富源玻璃制品有限公司,,,,,,,,,,,,,,2016年6月9日,2018年6月8日
5072,工业用地,盐城市,建湖县,建湖县海利双赢机械厂新上年产3000吨机械配件技改项目,开发区南华村新东组,50,挂牌出让,,234.11,,2015,2015年12,2015年12月9日,11420,0.700.00,0.7,0.7,,建湖县海利双赢机械厂,,,,,,,,,,,,,,2016年6月8日,2018年6月7日
5073,工业用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建LED灯具研发项目,开发区建新村建新、齐心、郑墩组,50,挂牌出让,,1342.8525,,2015,2015年12,2015年12月9日,65505,0.700.00,0.7,0.7,,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016年6月8日,2018年6月7日
5074,工业用地,盐城市,大丰市,江苏金韦尔机械有限公司,开发区长安村四组,50,挂牌出让,,500.48,,2015,2015年12,2015年12月9日,33365,0.700.00,0.7,0.7,,江苏金韦尔机械有限公司,,,,,,,,,,,,,,2016年6月11日,2018年6月11日
5075,工业用地,盐城市,大丰市,江苏碧青园海洋生物科技有限公司,港区海洋生物科技园,50,挂牌出让,,928.2,,2015,2015年12,2015年12月9日,64458,1.000.00,1,1,,江苏碧青园海洋生物科技有限公司,,,,,,,,,,,,,,2016年6月10日,2018年6月10日
5076,工业用地,盐城市,大丰市,大丰市天边湖实业有限公司,西团镇众心村七组,50,挂牌出让,,298,,2015,2015年12,2015年12月9日,20000,0.701.50,0.7,1.5,,大丰市天边湖实业有限公司,,,,,,,,,,,,,,2016年6月11日,2018年6月11日
5077,工业用地,盐城市,建湖县,江苏立成贸易有限公司年产15万吨金属材料及5万吨聚酯瓶片再生项目,近湖镇陈堡村葛湾组,50,挂牌出让,,175.6645,,2015,2015年12,2015年12月9日,8569,0.700.00,0.7,0.7,,江苏立成贸易有限公司,,,,,,,,,,,,,,2016年6月7日,2018年6月6日
5078,工业用地,盐城市,建湖县,建湖圣康机电科技有限公司新上年产30万支发电机轴技改项目,庆丰镇唐庄居委会一组,50,挂牌出让,,39.9795,,2015,2015年12,2015年12月8日,2423,0.700.00,0.7,0.7,,建湖圣康机电科技有限公司,,,,,,,,,,,,,,2016年6月8日,2018年6月7日
5079,工业用地,盐城市,亭湖区,江苏百帝防护用品有限公司,盐城市亭湖区新洋街道办事处袁河村民委员会十三、十四组,50,挂牌出让,,538.118,,2015,2015年12,2015年12月8日,21964,1.001.40,1,1.4,,江苏百帝防护用品有限公司,,,,,,,,,,,,,,2016年8月8日,2019年8月8日
5080,工业用地,盐城市,亭湖区,盐城通盛数控机床有限公司,盐城市亭湖区新洋街道办事处袁河村民委员会十三、十四组,50,挂牌出让,,540.8865,,2015,2015年12,2015年12月8日,22077,1.001.40,1,1.4,,盐城通盛数控机床有限公司,,,,,,,,,,,,,,2016年8月8日,2019年8月8日
5081,仓储用地,盐城市,盐城市本级,沿海东方综保区仓库项目,盐城经济技术开发区新城街道悦河社区居委会,50,挂牌出让,,1185.496,,2015,2015年12,2015年12月8日,56995,0.702.00,0.7,2,,江苏沿海东方置业股份有限公司,,,,,,,,,,,,,,2016年4月8日,2018年4月8日
5082,工业用地,盐城市,亭湖区,盐城三陆科汽车配件制造有限公司,盐城市亭湖区新洋街道办事处袁河村民委员会十三、十四组,50,挂牌出让,,540.862,,2015,2015年12,2015年12月8日,22076,1.001.40,1,1.4,,盐城三陆科汽车配件制造有限公司,,,,,,,,,,,,,,2016年8月8日,2019年8月8日
5083,仓储用地,盐城市,盐城市本级,沿海东方保税仓库项目,盐城经济技术开发区新城街道悦河社区居委会,50,挂牌出让,,291.4296,,2015,2015年12,2015年12月8日,13944,0.702.00,0.7,2,,江苏沿海东方置业股份有限公司,,,,,,,,,,,,,,2016年4月8日,2018年4月8日
5084,工业用地,盐城市,盐都区,江苏峰汇智联科技有限公司,盐都区盐龙街道办事处合心居委会三、四组,50,挂牌出让,,852.6018,,2015,2015年12,2015年12月8日,42418,1.001.60,1,1.6,,江苏峰汇智联科技有限公司,,,,,,,,,,,,,,2016年8月8日,2018年8月7日
5085,工业用地,盐城市,盐都区,江苏同力建材集团有限公司,盐都区郭猛镇新星村一组,50,挂牌出让,,219.552,,2015,2015年12,2015年12月8日,11435,1.001.20,1,1.2,,江苏同力建材集团有限公司,,,,,,,,,,,,,,2016年8月8日,2018年8月7日
5086,工业用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇双龙居委会一组,50,挂牌出让,,87.615,,2015,2015年12,2015年12月8日,4950,0.701.60,0.7,1.6,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2016年8月8日,2018年8月7日
5087,工业用地,盐城市,亭湖区,江苏青洋投资有限公司,盐城市亭湖区南洋镇三尖居委会二组,50,挂牌出让,,329.681,,2015,2015年12,2015年12月8日,15334,1.001.40,1,1.4,,江苏青洋投资有限公司,,,,,,,,,,,,,,2016年8月8日,2019年8月8日
5088,工业用地,盐城市,亭湖区,江苏国能电力工程有限公司,盐城市亭湖区南洋镇三尖居委会二组,50,挂牌出让,,331.6805,,2015,2015年12,2015年12月8日,15427,1.001.40,1,1.4,,江苏国能电力工程有限公司,,,,,,,,,,,,,,2016年8月8日,2019年8月8日
5089,工业用地,盐城市,盐都区,江苏瑞源加热设备科技有限公司,盐都区大纵湖镇双龙居委会一组,50,挂牌出让,,261.252,,2015,2015年12,2015年12月8日,14760,0.701.60,0.7,1.6,,江苏瑞源加热设备科技有限公司,,,,,,,,,,,,,,2016年8月8日,2018年8月7日
5090,工业用地,盐城市,射阳县,江苏洪宁食品有限公司,射阳县开发区北三环北侧、城北变电所东侧地块,50,挂牌出让,,536.1239,,2015,2015年12,2015年12月7日,31536.7,0.001.20,0,1.2,,江苏洪宁食品有限公司,,,,,,,,,,,,,,2016年6月30日,2018年6月29日
5091,工业用地,盐城市,射阳县,江苏格莱特纺织印染有限公司,临海镇园区路北侧七彩染整有限公司西侧地块,50,挂牌出让,,535.8636,,2015,2015年12,2015年12月7日,36207,0.001.20,0,1.2,,江苏格莱特纺织印染有限公司,,,,,,,,,,,,,,2016年6月30日,2018年6月29日
5092,工业用地,盐城市,建湖县,盐城市正尔达机械有限公司新上年产514台（套）纺织机配件技改项目,开发区杨庄村杨庄组,50,挂牌出让,,160.761,,2015,2015年12,2015年12月4日,7842,0.700.00,0.7,0.7,,盐城市正尔达机械有限公司,,,,,,,,,,,,,,2016年6月8日,2018年6月7日
5093,工业用地,盐城市,建湖县,江苏金地电气有限公司新上年产200万套LED灯具研发项目,开发区新东村三桥组,50,挂牌出让,,267.525,,2015,2015年12,2015年12月4日,13050,0.700.00,0.7,0.7,,江苏金地电气有限公司,,,,,,,,,,,,,,2016年6月6日,2018年6月5日
5094,工业用地,盐城市,建湖县,盐城神海机械有限公司新上年产4万台（套）船舶用法兰、管件阀门及25000台（套）甲板机械生产线项目,开发区新东村三桥组,50,挂牌出让,,546.161,,2015,2015年12,2015年12月4日,26642,0.700.00,0.7,0.7,,盐城神海机械有限公司,,,,,,,,,,,,,,2016年6月16日,2018年6月15日
5095,工业用地,盐城市,建湖县,建湖威尔森压力设备有限公司新上年产7000台（套）石油机械配件项目,开发区建新村中沟组,50,挂牌出让,,144.2175,,2015,2015年12,2015年12月4日,7035,0.700.00,0.7,0.7,,建湖威尔森压力设备有限公司,,,,,,,,,,,,,,2016年6月10日,2018年6月9日
5096,工业用地,盐城市,建湖县,建湖县博伟机械有限公司新上年产4500台（套）高压井口装置配件及5000台（套）井下工具配件项目,开发区建新村中沟组,50,挂牌出让,,136.6735,,2015,2015年12,2015年12月4日,6667,0.700.00,0.7,0.7,,建湖县博伟机械有限公司,,,,,,,,,,,,,,2016年6月8日,2018年6月7日
