编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
566,工业用地,连云港市,灌云县,GYG2018-15号（龙苴西环路西侧A地块）,灌云县龙苴镇工业集中区,50,挂牌,60,,2019,2019年1月,2019年1月11日,0.4,4000,1.2,4800,连云港文超精密机械有限公司,,,,,,,,,,,,,,2019年10月11日,2022年10月10日
567,工业用地,连云港市,灌云县,GYG2018-16号（龙苴西环路西侧B地块）,龙苴镇工业集中区、南门路北侧,50,挂牌,59.2,,2019,2019年1月,2019年1月11日,0.3939,3939,1.2,4726.8,灌云县锐智绝缘贴胶制品有限公司,,,,,,,,,,,,,,2019年10月11日,2022年10月10日
568,工业用地,连云港市,灌云县,GYG2018-19号（临港324省道东侧地块）,县临港产业区、324省道东侧,50,挂牌,3001,,2019,2019年1月,2019年1月9日,20.0327,200327,1.2,240392.4,连云港临海新材料有限公司,,,,,,,,,,,,,,2019年10月7日,2022年10月6日
588,工业用地,连云港市,连云区,盛虹炼化一体化项目（IGCC与炼油装置区）,连云区陬山路北、石化三路西,50,挂牌,48347,,2018,2018年12月,2018年12月28日,221.775,2217750,0.5,1108875,盛虹炼化（连云港）有限公司,,,,,,,,,,,,,,2019年6月30日,2021年6月29日
605,工业用地,连云港市,灌南县,年产25000立方米LVL基材及5000套LVL家居制造项,李集乡同兴村,30,挂牌,88.032,,2018,2018年12月,2018年12月24日,0.917,9170,1.2,11004,灌南银得隆木业有限公司,,,,,,,,,,,,,,2019年9月26日,2021年9月25日
606,工业用地,连云港市,灌南县,年产25000立方米LVL基材及5000套LVL家居制造项目,李集乡同兴村,30,挂牌,398.6592,,2018,2018年12月,2018年12月24日,4.1527,41527,1.2,49832.4,灌南银得隆木业有限公司,,,,,,,,,,,,,,2019年9月26日,2021年9月25日
607,工业用地,连云港市,灌南县,年产25000立方米LVL基材及5000套LVL家居制造项目,李集乡同兴村,30,挂牌,493.92,,2018,2018年12月,2018年12月24日,5.145,51450,1.2,61740,灌南银得隆木业有限公司,,,,,,,,,,,,,,2019年9月26日,2021年9月25日
615,工业用地,连云港市,连云区,江苏七八九新材料有限公司,开发区云池路南、程圩河西,30,挂牌,1441,,2018,2018年12月,2018年12月21日,8.0002,80002,2,160004,江苏七八九新材料有限公司,,,,,,,,,,,,,,2019年6月21日,2021年2月10日
622,工业用地,连云港市,东海县,年产10万吨食品级磷酸盐添加剂项目,东海县开发区驻地,50,挂牌,4090,,2018,2018年12月,2018年12月18日,16.9007,169007,0.8,135205.6,江苏德邦多菱健康科技有限公司,,,,,,,,,,,,,,2018年12月28日,2020年12月27日
631,仓储用地,连云港市,海州区,天马电商智能物流中心及电商产业,海州区智慧物流产业园聚宝路西、许安路南侧,30,挂牌,2332,,2018,2018年12月,2018年12月14日,9.4409,94409,1.2,113290.8,江苏天马电商产业园有限公司,,,,,,,,,,,,,,2019年8月15日,2021年8月15日
634,仓储用地,连云港市,连云区,连云区化工品供应链一体化服务基地项目A地块,连云区石化十路西、石化三道北,50,挂牌,1458,,2018,2018年12月,2018年12月13日,6.7456,67456,0.7,47219.2,江苏方洋物流有限公司,,,,,,,,,,,,,,2019年6月30日,2021年6月29日
636,工业用地,连云港市,连云区,40000吨高端油墨、水性涂料及树脂新材料项目,连云区石化十路西、石化四路北 地块一,50,挂牌,1733,,2018,2018年12月,2018年12月13日,8.058,80580,0.6,48348,江苏云合新材料科技有限公司,,,,,,,,,,,,,,2019年6月30日,2021年6月29日
637,工业用地,连云港市,连云区,15700吨年电子化学品,连云区石化七道北、港前大道西地块,50,挂牌,696,,2018,2018年12月,2018年12月13日,3.2035,32035,0.6,19221,江苏瑞兆科电子材料有限公司,,,,,,,,,,,,,,2019年4月30日,2020年6月30日
640,工业用地,连云港市,连云区,连云港泰贝利尔高新材料有限公司,开发区云祥路东侧,30,挂牌,979,,2018,2018年12月,2018年12月11日,4.0288,40288,2,80576,连云港泰贝利尔高新材料有限公司,,,,,,,,,,,,,,2019年6月7日,2021年2月6日
643,工业用地,连云港市,东海县,年加工2500吨鱼丸、鱼饼及鱼竹轮项目,开发区驻地,50,挂牌,326,,2018,2018年11月,2018年11月22日,1.1414,11414,0.8,9131.2,东海开发区富华投资开发集团有限公司,,,,,,,,,,,,,,2018年11月30日,2020年11月29日
644,工业用地,连云港市,东海县,年产98万件高档礼服项目,开发区驻地,50,挂牌,1344,,2018,2018年11月,2018年11月22日,5.505,55050,1,55050,连云港润海经济发展有限公司,,,,,,,,,,,,,,2018年11月30日,2020年11月29日
645,工业用地,连云港市,东海县,年产95万件成品服饰,开发区驻地,50,挂牌,1131,,2018,2018年11月,2018年11月22日,4.5956,45956,1,45956,连云港润海经济发展有限公司,,,,,,,,,,,,,,2018年11月30日,2020年11月29日
646,工业用地,连云港市,东海县,年产85万件成品服饰项目,开发区驻地,50,挂牌,538,,2018,2018年11月,2018年11月22日,2.3803,23803,0.8,19042.4,东海开发区富华投资开发集团有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
647,工业用地,连云港市,东海县,年产20000吨速冻食品及300吨香肠项目,开发区驻地,50,拍卖,272,,2018,2018年11月,2018年11月21日,0.9556,9556,0.8,7644.8,东海开发区富华投资开发集团有限公司,,,,,,,,,,,,,,2018年12月21日,2020年12月20日
651,仓储用地,连云港市,连云区,三航润驰物流园项目,上合物流园祥和路西北、规划路西南侧,30,挂牌,2214,,2018,2018年11月,2018年11月14日,13.4149,134149,0.7,93904.3,江苏三航润驰机械工程有限公司,,,,,,,,,,,,,,2019年3月15日,2021年3月14日
670,工业用地,连云港市,连云区,维赛（江苏）复合材料科技有限公司,开发区金桥路西、云池路南侧,50,挂牌,1022,,2018,2018年10月,2018年10月19日,4.2556,42556,2,85112,维赛（江苏）复合材料科技有限公司,,,,,,,,,,,,,,2019年7月16日,2021年3月7日
671,工业用地,连云港市,连云区,连云港市绿鑫环保设备有限公司,开发区银珠路北侧,30,挂牌,379,,2018,2018年10月,2018年10月19日,2.1046,21046,2,42092,连云港市绿鑫环保设备有限公司,,,,,,,,,,,,,,2019年7月16日,2021年3月7日
672,工业用地,连云港市,连云区,江苏华海诚科新材料股份有限公司,开发区东方大道北、顾圩路东,50,挂牌,610,,2018,2018年10月,2018年10月19日,2.5387,25387,2,50774,江苏华海诚科新材料股份有限公司,,,,,,,,,,,,,,2019年10月19日,2021年3月7日
679,工业用地,连云港市,连云区,LTC2018-G05#江苏赛科化学有限公司,连云区石化九路东、石化三道北,50,挂牌,2128,,2018,2018年9月,2018年9月28日,9.9886,99886,0.6,59931.6,江苏赛科化学有限公司,,,,,,,,,,,,,,2019年9月13日,2021年9月12日
680,工业用地,连云港市,灌云县,灌云县绿岭面粉厂,南岗乡岗北侧、工业集中区内,50,挂牌,102,,2018,2018年9月,2018年9月21日,0.6688,6688,1.2,8025.6,灌云县绿岭面粉厂,,,,,,,,,,,,,,2019年6月19日,2022年6月18日
684,工业用地,连云港市,灌云县,灌云县润谷粮油贸易有限公司,圩丰镇支沟村、兴业路北侧,50,挂牌,198,,2018,2018年9月,2018年9月19日,1.3089,13089,1.2,15706.8,灌云县润谷粮油贸易有限公司,,,,,,,,,,,,,,2019年6月19日,2022年6月18日
685,工业用地,连云港市,灌云县,灌云县兴丰农业开发有限公司,圩丰镇支沟村、兴业路北侧,50,挂牌,170,,2018,2018年9月,2018年9月19日,1.1221,11221,1.2,13465.2,灌云县兴丰农业开发有限公司,,,,,,,,,,,,,,2019年6月19日,2022年6月18日
687,工业用地,连云港市,灌云县,连云港伊甸园旅游开发有限公司,连云港市灌云县伊山镇204国道西侧朱韩村,50,挂牌,84,,2018,2018年9月,2018年9月17日,0.5512,5512,2.5,13780,连云港伊甸园旅游开发有限公司,,,,,,,,,,,,,,2019年6月17日,2022年6月16日
688,工业用地,连云港市,灌云县,江苏科洛吉无机盐有限公司,县经济开发区开发区境内，水利南路西侧,50,挂牌,1184,,2018,2018年9月,2018年9月17日,6.8554,68554,1.4,95975.6,江苏科洛吉无机盐有限公司,,,,,,,,,,,,,,2019年6月17日,2022年6月16日
689,工业用地,连云港市,灌云县,连云港紫川食品有限公司,县经济开发区产业大道南侧、幸福大道西侧,50,挂牌,1032,,2018,2018年9月,2018年9月17日,5.9211,59211,1.4,82895.4,连云港紫川食品有限公司,,,,,,,,,,,,,,2019年6月17日,2022年6月16日
690,工业用地,连云港市,灌云县,连云港金点电气设备有限公司,小伊乡祝庄村伊董路南侧,50,挂牌,208,,2018,2018年9月,2018年9月17日,1.3769,13769,1.2,16522.8,连云港金点电器设备有限公司,,,,,,,,,,,,,,2019年6月19日,2022年6月18日
691,工业用地,连云港市,灌云县,连云港花茂实业有限公司,连云港市灌云县经济开发区纬三路南侧,50,挂牌,269,,2018,2018年9月,2018年9月17日,0.4562,4562,1,4562,连云港花茂实业有限公司,,,,,,,,,,,,,,2019年6月17日,2022年6月16日
692,工业用地,连云港市,灌南县,年产1500万套钢桶封闭器项目,李集乡同兴村,30,挂牌,151.1424,,2018,2018年9月,2018年9月12日,1.5744,15744,1.2,18892.8,灌南华成包装有限公司,,,,,,,,,,,,,,2019年4月29日,2021年4月28日
693,工业用地,连云港市,灌南县,年产7000吨阳极铜（不含冶炼）,新安镇管庄村,30,挂牌,51.072,,2018,2018年9月,2018年9月12日,0.532,5320,1.2,6384,灌南县同益金属有限公司,,,,,,,,,,,,,,2019年4月29日,2021年4月28日
694,工业用地,连云港市,灌南县,新建标准化厂房,新安镇公兴村,30,挂牌,247.6416,,2018,2018年9月,2018年9月12日,2.5796,25796,1.2,30955.2,灌南腾升投资有限公司,,,,,,,,,,,,,,2019年4月29日,2021年4月28日
695,工业用地,连云港市,灌南县,五金加工,李集乡张庄村,30,挂牌,45.9264,,2018,2018年9月,2018年9月12日,0.4784,4784,1.2,5740.8,灌南县新安镇礼仁五金加工厂,,,,,,,,,,,,,,2019年4月29日,2021年4月28日
697,工业用地,连云港市,灌南县,年产15万平方通风管道,三口镇大北村,30,挂牌,36.6336,,2018,2018年9月,2018年9月12日,0.3816,3816,2,7632,连云港宋灌通风设备有限公司,,,,,,,,,,,,,,2019年4月29日,2021年4月28日
705,工业用地,连云港市,灌南县,钢材精细改制及高精度紧固件生产线,堆沟港镇董沟村,30,挂牌,2002.8288,,2018,2018年8月,2018年8月27日,20.8628,208628,1.2,250353.6,江苏延展金属制品有限公司,,,,,,,,,,,,,,2019年3月25日,2021年3月24日
706,工业用地,连云港市,灌南县,钢材精细改制及高精度紧固件生产线,堆沟港镇董沟村,30,挂牌,1275.2064,,2018,2018年8月,2018年8月27日,13.2834,132834,1.2,159400.8,江苏延展金属制品有限公司,,,,,,,,,,,,,,2019年3月25日,2021年3月24日
708,工业用地,连云港市,灌南县,钢材精细改制及高精度紧固件生产线,堆沟港镇董沟村,30,挂牌,1710.6816,,2018,2018年8月,2018年8月27日,17.8196,178196,1.2,213835.2,江苏延展金属制品有限公司,,,,,,,,,,,,,,2019年3月25日,2021年3月24日
710,工业用地,连云港市,赣榆区,考克兰（江苏）热能设备有限公司,墩尚镇河口村,50,挂牌,852,,2018,2018年8月,2018年8月22日,3.1362,31362,0.7,21953.4,考克兰（江苏）热能设备有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
711,工业用地,连云港市,赣榆区,中集绿建环保新材料（连云港）有限公司,石桥镇白石头村,50,挂牌,1656,,2018,2018年8月,2018年8月22日,8.7026,87026,0.7,60918.2,中集绿建环保新材料（连云港）有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
712,工业用地,连云港市,赣榆区,江苏恒兴环保科技有限公司,柘汪临港产业区,50,挂牌,1158,,2018,2018年8月,2018年8月22日,5.3553,53553,0.7,37487.1,江苏恒兴环保科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
713,工业用地,连云港市,赣榆区,连云港利城园区开发有限公司,城头镇河东村,50,挂牌,524,,2018,2018年8月,2018年8月22日,2.4394,24394,0.7,17075.8,连云港利城园区开发有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
714,工业用地,连云港市,赣榆区,江苏新海石化有限公司,柘汪镇临港产业区,50,挂牌,965,,2018,2018年8月,2018年8月22日,4.2785,42785,0.7,29949.5,江苏新海石化有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
715,工业用地,连云港市,赣榆区,江苏多彩装备技术有限公司,墩尚镇河口村,50,挂牌,492,,2018,2018年8月,2018年8月22日,1.7913,17913,0.7,12539.1,江苏多彩装备技术有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
716,工业用地,连云港市,赣榆区,连云港百仑生物反应器科技有限公司,墩尚镇河口村,50,挂牌,861,,2018,2018年8月,2018年8月22日,3.1368,31368,0.7,21957.6,连云港百仑生物反应器科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
717,工业用地,连云港市,赣榆区,江苏沃田集团股份有限公司,黑林镇富林村,50,挂牌,195,,2018,2018年8月,2018年8月22日,1.0153,10153,0.7,7107.1,江苏沃田集团股份有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
718,工业用地,连云港市,赣榆区,江苏广悦设备制造有限公司,墩尚镇前罗阳村,50,挂牌,296,,2018,2018年8月,2018年8月22日,1.2895,12895,0.7,9026.5,江苏广悦设备制造有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
719,工业用地,连云港市,赣榆区,江苏旭润机电科技有限公司,墩尚镇河口村,50,挂牌,862,,2018,2018年8月,2018年8月22日,3.1854,31854,0.7,22297.8,江苏旭润机电科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
721,工业用地,连云港市,东海县,年加工30万平方米铝材项目,开发区西区园区路北侧、迎奥路东侧,50,挂牌,742,,2018,2018年8月,2018年8月21日,4.1449,41449,0.8,33159.2,江苏景泰玻璃有限公司,,,,,,,,,,,,,,2018年12月30日,2020年8月9日
722,工业用地,连云港市,赣榆区,江苏国绩自控科技有限公司,墩尚镇河口村,50,挂牌,829,,2018,2018年8月,2018年8月21日,3.0206,30206,0.7,21144.2,江苏国绩自控科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
723,工业用地,连云港市,赣榆区,江苏润美新材料有限公司,海头镇生物科技园区,50,挂牌,1396,,2018,2018年8月,2018年8月21日,6.416,64160,0.7,44912,江苏润美新材料有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
726,工业用地,连云港市,东海县,年产150万平方米绿色建材加工项目,石湖乡323道北侧、江苏省地矿复合肥厂东侧,50,挂牌,627,,2018,2018年8月,2018年8月15日,3.2801,32801,0.8,26240.8,东海县德瑞建材科技有限公司,,,,,,,,,,,,,,2018年12月28日,2019年12月28日
728,工业用地,连云港市,东海县,年产5万吨新型增碳剂项目,青湖镇青南村达威路南侧，经二路东侧,50,挂牌,960,,2018,2018年8月,2018年8月13日,4.8703,48703,0.8,38962.4,江苏嘉明碳素新材料有限公司,,,,,,,,,,,,,,2018年8月17日,2019年3月10日
732,工业用地,连云港市,东海县,年处理10000吨钕铁硼废料、1000吨废稀土抛光粉、1000吨废稀土荧光粉项目,东海县高新区石湖乡工业园区,50,挂牌,1908,,2018,2018年8月,2018年8月1日,9.0716,90716,0.8,72572.8,连云港高品再生资源有限公司,,,,,,,,,,,,,,2018年12月30日,2020年12月29日
735,工业用地,连云港市,灌南县,年产3万吨沥青混凝土、水泥混凝土及70片预制箱梁项目,李集乡张庄村,30,挂牌,318.1824,,2018,2018年7月,2018年7月30日,3.3144,33144,1.2,39772.8,江苏嘉隆工程建设有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
736,工业用地,连云港市,灌南县,年加工20万件针织品、30万件服装建设项目,李集乡张庄村,30,挂牌,94.7808,,2018,2018年7月,2018年7月30日,0.9873,9873,1.2,11847.6,连云港辉德实业有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
737,工业用地,连云港市,灌南县,精密线圈、电子变压器、精密铜柱、电路板插件等1.3亿个年,李集乡张庄村,30,挂牌,97.3344,,2018,2018年7月,2018年7月30日,1.0139,10139,1.2,12166.8,连云港雷克斯电子有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
738,工业用地,连云港市,灌南县,三口镇工业集中区建设项目,三口镇大北村,30,挂牌,118.8,,2018,2018年7月,2018年7月30日,1.2375,12375,2,24750,灌南县三口实业有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
739,工业用地,连云港市,灌南县,三口镇工业集中区建设项目,三口镇大北村,30,挂牌,45.1104,,2018,2018年7月,2018年7月30日,0.4699,4699,2,9398,灌南县三口实业有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
740,工业用地,连云港市,灌南县,三口镇工业集中区建设项目,三口镇大北村,30,挂牌,30.4128,,2018,2018年7月,2018年7月30日,0.3168,3168,2,6336,灌南县三口实业有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
741,工业用地,连云港市,灌南县,三口镇工业集中区建设项目,三口镇大北村,30,挂牌,33.1776,,2018,2018年7月,2018年7月30日,0.3456,3456,2,6912,灌南县三口实业有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
742,工业用地,连云港市,灌南县,三口镇工业集中区建设项目,三口镇大北村,30,挂牌,90.72,,2018,2018年7月,2018年7月30日,0.945,9450,2,18900,灌南县三口实业有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
743,工业用地,连云港市,灌南县,年产2000吨酚醛改性脲醛树脂项目,李集乡张庄村,30,挂牌,46.6368,,2018,2018年7月,2018年7月30日,0.4858,4858,1.2,5829.6,灌南县天和胶业有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
745,工业用地,连云港市,灌南县,垒隆工程建设,李集乡朱圩村,30,挂牌,172.0512,,2018,2018年7月,2018年7月30日,1.7922,17922,1.2,21506.4,江苏垒隆建设工程有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月27日
758,工业用地,连云港市,东海县,年产1500万支紫外线杀菌灯项目,东开发区驻地,50,挂牌,769,,2018,2018年7月,2018年7月13日,2.8468,28468,0.8,22774.4,江苏越轩光电科技有限公司,,,,,,,,,,,,,,2018年11月26日,2020年11月25日
760,工业用地,连云港市,连云区,年产9万吨植物油酸化、6万吨工业级高品质油酸、硬脂酸、脂肪酸油、3万吨高纯油酸、亚油酸、棕榈酸项目,板桥云港路东北、规划6号路东南侧地块,30,挂牌,1108,,2018,2018年7月,2018年7月6日,6.6733,66733,1,66733,江苏润睿生物科技有限公司,,,,,,,,,,,,,,2018年11月6日,2020年11月5日
762,工业用地,连云港市,连云区,连云港凯耀机械制造有限公司,开发区云门路北、焦山路西侧地块,30,挂牌,346,,2018,2018年7月,2018年7月5日,1.9965,19965,2,39930,连云港凯耀机械制造有限公司,,,,,,,,,,,,,,2019年1月1日,2020年8月31日
763,工业用地,连云港市,东海县,年产20万只太阳能用石英坩埚项目,东海县高新区,50,挂牌,893,,2018,2018年7月,2018年7月2日,4.292,42920,0.8,34336,东海县太阳光新能源有限公司,,,,,,,,,,,,,,2018年7月28日,2019年12月28日
764,工业用地,连云港市,连云区,连云港石化有限公司320万吨年轻烃综合加工利用项目,连云区石化七道南、石化三路西地块,50,挂牌,40405,,2018,2018年6月,2018年6月27日,193.3252,1933252,0.6,1159951.2,连云港石化有限公司,,,,,,,,,,,,,,2018年12月30日,2021年12月29日
767,工业用地,连云港市,赣榆区,连云港市全胜木业有限公司,墩尚镇大沙村,50,挂牌,819,,2018,2018年6月,2018年6月22日,4,40000,0.7,28000,连云港市全胜木业有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月31日
772,工业用地,连云港市,灌南县,农产品加工项目,新安镇公兴村,30,挂牌,4.5353,,2018,2018年6月,2018年6月12日,0.047242,472.42,1.2,566.904,灌南智恩德实业有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
773,工业用地,连云港市,灌南县,农产品加工项目,新安镇公兴村,30,挂牌,2.8032,,2018,2018年6月,2018年6月12日,0.0292,292,1.2,350.4,灌南邦锐腾实业有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
774,工业用地,连云港市,灌南县,针纺织品生产项目,新安镇公兴村,30,挂牌,2.8032,,2018,2018年6月,2018年6月12日,0.0292,292,1.2,350.4,灌南兴禄商贸有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
775,工业用地,连云港市,灌南县,电子产品研发项目,新安镇公兴村,30,挂牌,2.8032,,2018,2018年6月,2018年6月12日,0.0292,292,1.2,350.4,灌南福龙益电子有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
776,工业用地,连云港市,灌南县,电子元器件生产项目,新安镇公兴村,30,挂牌,2.8032,,2018,2018年6月,2018年6月12日,0.0292,292,1.2,350.4,灌南冠晶瑞源电子科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
777,工业用地,连云港市,灌南县,木材加工生产项目,新安镇公兴村,30,挂牌,2.8033,,2018,2018年6月,2018年6月12日,0.029201,292.01,1.2,350.412,灌南斯马克实业有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
778,工业用地,连云港市,灌南县,家居用品生产项目,新安镇公兴村,30,挂牌,3.523,,2018,2018年6月,2018年6月12日,0.036697,366.97,1.2,440.364,灌南荣光商贸有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
779,工业用地,连云港市,灌南县,家具生产项目,新安镇公兴村,30,挂牌,3.5143,,2018,2018年6月,2018年6月12日,0.036607,366.07,1.2,439.284,灌南和之创实业有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
780,工业用地,连云港市,灌南县,年组装50万只手机芯片项目,新安镇公兴村,30,挂牌,2.8034,,2018,2018年6月,2018年6月12日,0.029202,292.02,1.2,350.424,灌南通胜灵电子科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
781,工业用地,连云港市,灌南县,电子产品加工项目,新安镇公兴村,30,挂牌,2.8037,,2018,2018年6月,2018年6月12日,0.029205,292.05,1.2,350.46,灌南浩腾实业有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
782,工业用地,连云港市,灌南县,电子产品研发项目,新安镇公兴村,30,挂牌,2.8035,,2018,2018年6月,2018年6月12日,0.029203,292.03,1.2,350.436,灌南天福百源电子科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
783,工业用地,连云港市,灌南县,计算机零件生产项目,新安镇公兴村,30,挂牌,2.8037,,2018,2018年6月,2018年6月12日,0.029205,292.05,1.2,350.46,灌南顺久发电子科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
784,工业用地,连云港市,灌南县,电子产品研发项目,新安镇公兴村,30,挂牌,2.8034,,2018,2018年6月,2018年6月12日,0.029202,292.02,1.2,350.424,灌南中和通电子科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
785,工业用地,连云港市,灌南县,电风扇组装项目,新安镇公兴村,30,挂牌,2.8036,,2018,2018年6月,2018年6月12日,0.029204,292.04,1.2,350.448,灌南润生商贸有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
786,工业用地,连云港市,灌南县,电子产品研发项目,新安镇公兴村,30,挂牌,2.8036,,2018,2018年6月,2018年6月12日,0.029204,292.04,1.2,350.448,灌南奇盾电子科技有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
787,工业用地,连云港市,灌南县,电子加工10000套元器件项目,新安镇公兴村,30,挂牌,6.1222,,2018,2018年6月,2018年6月12日,0.063772,637.72,1.2,765.264,灌南翰墨实业有限公司,,,,,,,,,,,,,,2018年12月31日,2020年12月30日
788,仓储用地,连云港市,东海县,新建年仓储2万吨化肥项目,洪庄镇团结路南侧,50,挂牌,106,,2018,2018年6月,2018年6月12日,0.577,5770,1.5,8655,东海县鸿昌物流有限公司,,,,,,,,,,,,,,2018年10月31日,2020年10月30日
789,工业用地,连云港市,灌云县,连云港宁丰木业有限公司,灌云县杨集镇城西村,50,挂牌,890,,2018,2018年6月,2018年6月7日,5.6294,56294,1.2,67552.8,连云港宁丰木业有限公司,,,,,,,,,,,,,,2019年3月7日,2022年3月6日
790,工业用地,连云港市,灌云县,连云港美旗环保科技有限公司,灌云县临港产业区胜海实业西侧,50,挂牌,1500,,2018,2018年6月,2018年6月7日,9.9786,99786,1.2,119743.2,连云港美旗环保科技有限公司,,,,,,,,,,,,,,2019年3月7日,2022年3月6日
795,工业用地,连云港市,灌南县,新型绿色建材项目,李集乡同兴村、东条河村,30,挂牌,1127.3568,,2018,2018年5月,2018年5月31日,11.7433,117433,1.4,164406.2,连云港艾瑞克新材料科技有限公司,,,,,,,,,,,,,,2019年1月30日,2021年1月29日
796,工业用地,连云港市,灌南县,年产1000台高压开关控制柜,李集乡张庄村,30,挂牌,114.8832,,2018,2018年5月,2018年5月31日,1.1967,11967,1.2,14360.4,江苏钰峰电力工程有限公司,,,,,,,,,,,,,,2019年1月30日,2021年1月29日
797,工业用地,连云港市,灌南县,高压泵及自动化控制设备生产,李集乡张庄村,30,挂牌,19.0189,,2018,2018年5月,2018年5月31日,0.198114,1981.14,1.2,2377.368,连云港佰金翰泵业有限公司,,,,,,,,,,,,,,2019年1月30日,2021年1月29日
798,工业用地,连云港市,灌南县,年产24万平方米钢化玻璃项目,李集乡张庄村,30,挂牌,75.984,,2018,2018年5月,2018年5月31日,0.7915,7915,1.2,9498,连云港友鑫特种玻璃有限公司,,,,,,,,,,,,,,2019年1月30日,2021年1月29日
799,工业用地,连云港市,灌南县,年产3300吨分散黄原染料和30000吨商品染料技改项目,堆沟港镇黄姚村,30,挂牌,136.3968,,2018,2018年5月,2018年5月31日,1.4208,14208,1.2,17049.6,江苏华尔化工有限公司,,,,,,,,,,,,,,2019年1月30日,2021年1月29日
804,仓储用地,连云港市,海州区,LTC2018-G08#江苏康缘,道浦路西、港圣路北,30,挂牌,2600,,2018,2018年5月,2018年5月30日,10.7843,107843,0.8,86274.4,江苏康缘医药商业有限公司,,,,,,,,,,,,,,2019年1月10日,2021年1月9日
808,工业用地,连云港市,海州区,连云港天邦科技开发有限公司,振兴路东、长江路南,30,挂牌,861,,2018,2018年5月,2018年5月30日,3.5713,35713,0.8,28570.4,连云港天邦科技开发有限公司,,,,,,,,,,,,,,2019年1月11日,2021年1月11日
809,工业用地,连云港市,东海县,年产12万只多晶硅铸锭用石英方坩埚、16万只大口径石英圆坩埚及石英材料研发中心项目,东开发区庐山路东侧,50,挂牌,2200,,2018,2018年5月,2018年5月30日,7.7763,77763,0.8,62210.4,连云港太平洋光伏石英材料有限公司,,,,,,,,,,,,,,2018年8月1日,2019年8月1日
810,工业用地,连云港市,海州区,LTC2018-G10#连云港骏耀工贸有限公司,海州区板浦镇204国道西侧,30,挂牌,221,,2018,2018年5月,2018年5月30日,1.2996,12996,1.5,19494,连云港市骏耀工贸有限公司,,,,,,,,,,,,,,2019年1月10日,2021年1月8日
813,仓储用地,连云港市,灌南县,农机物流地块三,新安镇镇郊社区,30,挂牌,646.965,,2018,2018年5月,2018年5月29日,2.8754,28754,1.2,34504.8,灌南恒隆物流有限公司,,,,,,,,,,,,,,2019年2月28日,2021年2月26日
815,工业用地,连云港市,东海县,年产60万立方商品混凝土项目,东海县驼峰乡驻地,50,挂牌,392,,2018,2018年5月,2018年5月28日,2.1494,21494,0.8,17195.2,东海县亿金建材有限公司,,,,,,,,,,,,,,2018年8月1日,2019年7月30日
