编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
455,其他商服用地,连云港市,海州区,海州区解放中路125号划拨土地补办出让,海州区解放中路125号,33,协议,442.1302,,2019,2019年4月,2019年4月29日,0.03116,311.6,,0,王坚、仲立军、李琼琼,,,,,,,,,,,,,,2019年4月29日,2019年4月29日
456,城镇住宅用地,连云港市,赣榆区,连云港景顺置业有限公司,海头镇海口路北侧、府西大道西侧、海滨大道南侧,70,挂牌,6350,,2019,2019年4月,2019年4月23日,4.6586,46586,1.8,83854.8,连云港景顺置业有限公司,,,,,,,,,,,,,,2019年12月31日,2022年11月30日
457,城镇住宅用地,连云港市,赣榆区,江苏金班汇置业有限公司,班庄镇商业街北侧、繁荣路东侧,70,挂牌,1200,,2019,2019年4月,2019年4月22日,1.6513,16513,1.8,29723.4,江苏金班汇置业有限公司,,,,,,,,,,,,,,2020年6月10日,2023年5月9日
458,公用设施用地,连云港市,赣榆区,综合服务中心,沙河镇郑巷村,,划拨,0,,2019,2019年4月,2019年4月17日,2.8155,28155,0.7,19708.5,沙河镇郑巷村村民委员会,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
459,教育用地,连云港市,赣榆区,古河套幼儿园,赣马镇古河套村,,划拨,0,,2019,2019年4月,2019年4月17日,0.5586,5586,0.7,3910.2,江苏苏海投资发展有限公司,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
460,教育用地,连云港市,赣榆区,大上埝幼儿园,赣马镇东上堰村,,划拨,0,,2019,2019年4月,2019年4月17日,0.2795,2795,0.7,1956.5,江苏苏海投资发展有限公司,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
461,医疗卫生用地,连云港市,赣榆区,卫生院,石桥镇石桥村,,划拨,0,,2019,2019年4月,2019年4月17日,3.7798,37798,0.7,26458.6,赣榆区石桥镇卫生院,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
462,医疗卫生用地,连云港市,赣榆区,海头医院,海头镇海后村,,划拨,0,,2019,2019年4月,2019年4月16日,2.1997,21997,0.6,13198.2,海头医院,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
463,教育用地,连云港市,赣榆区,城西实验小学,城西镇朱岔汪村,,划拨,0,,2019,2019年4月,2019年4月16日,6.6667,66667,0.6,40000.2,城西实验小学,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
464,机关团体用地,连云港市,赣榆区,沙河人民法院,沙河镇横街村,,划拨,0,,2019,2019年4月,2019年4月16日,0.6578,6578,0.6,3946.8,赣榆区人民法院,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
465,铁路用地,连云港市,赣榆区,连云港至盐城铁路连云港段,赣榆区,,划拨,0,,2019,2019年4月,2019年4月16日,230.3174,2303174,0.4,921269.6,连云港至盐城铁路连云港段,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
466,铁路用地,连云港市,赣榆区,青岛至连云港铁路洋河口至赣榆北段（江苏段）,赣榆区,,划拨,0,,2019,2019年4月,2019年4月16日,30.621,306210,0.4,122484,青岛至连云港铁路洋河口至赣榆北段（江苏段）,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
467,公用设施用地,连云港市,赣榆区,220千伏古槐输变电工程,沙河镇西胜村,,划拨,0,,2019,2019年4月,2019年4月16日,1.2959,12959,0.6,7775.4,国网江苏供电公司连云港供电分公司,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
468,公用设施用地,连云港市,赣榆区,110千伏小沙（白石）输变电工程,石桥镇小沙村,,划拨,0,,2019,2019年4月,2019年4月16日,0.3555,3555,0.6,2133,国网江苏供电公司连云港供电分公司,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
469,公用设施用地,连云港市,赣榆区,城头110千伏变电工程,城头镇官路村,,划拨,0,,2019,2019年4月,2019年4月16日,0.0875,875,0.6,525,国网江苏供电公司连云港供电分公司,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
470,公用设施用地,连云港市,赣榆区,火车站站前广场,赣马镇仲庄村、新合村,,划拨,0,,2019,2019年4月,2019年4月16日,9.6822,96822,0.5,48411,连云港市创联投资发展有限公司,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
471,文化设施用地,连云港市,赣榆区,城南现代农业园3,青口镇大庄村、西河村,,划拨,0,,2019,2019年4月,2019年4月16日,4.0051,40051,0.7,28035.7,青口镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
472,教育用地,连云港市,赣榆区,学校扩建,赣马镇大高颠村,,划拨,0,,2019,2019年4月,2019年4月16日,6.3899,63899,0.7,44729.3,赣榆区高级中学,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
473,社会福利用地,连云港市,赣榆区,徐屯养老护理院,沙河镇徐屯村,,划拨,0,,2019,2019年4月,2019年4月16日,2.6405,26405,0.7,18483.5,沙河镇徐屯村村民委员会,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
474,医疗卫生用地,连云港市,赣榆区,沙河卫生院,沙河镇横街村,,划拨,0,,2019,2019年4月,2019年4月16日,3.175,31750,0.7,22225,沙河镇卫生院,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
475,医疗卫生用地,连云港市,赣榆区,塔山卫生院二期,塔山镇土城村,,划拨,0,,2019,2019年4月,2019年4月16日,0.6353,6353,0.6,3811.8,塔山镇人民政府,,,,,,,,,,,,,,2019年12月31日,2021年12月31日
476,社会福利用地,连云港市,赣榆区,班庄养老护理中心,班庄镇西响石村,,划拨,0,,2019,2019年4月,2019年4月16日,6.7314,67314,0.7,47119.8,班庄镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
477,公用设施用地,连云港市,赣榆区,河口便民服务中心,墩尚镇河口村,,划拨,0,,2019,2019年4月,2019年4月16日,1.3092,13092,0.7,9164.4,墩尚镇河口村村民委员会,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
478,公园与绿地,连云港市,赣榆区,绿化用地,石桥镇石东村,,划拨,0,,2019,2019年4月,2019年4月16日,0.692,6920,0.7,4844,石桥镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
479,公园与绿地,连云港市,赣榆区,绿化用地,石桥镇石桥村,,划拨,0,,2019,2019年4月,2019年4月16日,0.953,9530,0.7,6671,石桥镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
480,港口码头用地,连云港市,赣榆区,港口,赣榆区,,划拨,0,,2019,2019年4月,2019年4月16日,29.2154,292154,0.7,204507.8,连云港金东方投资发展有限公司,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
481,工业用地,连云港市,灌云县,GYG2019-06号（伊山镇朱韩村B地块）,连云港市灌云县朱韩村、原204国道西侧,50,挂牌,670,,2019,2019年4月,2019年4月15日,3.7176,37176,1.2,44611.2,连云港瑞昌混凝土制品有限公司,,,,,,,,,,,,,,2020年1月15日,2023年1月14日
482,仓储用地,连云港市,灌云县,GYG2019-03号（伊山镇新华村地块）,伊山镇新华村境内、东邻东邻、南邻沟渠、西邻空地、北邻空地,50,挂牌,158,,2019,2019年4月,2019年4月15日,0.8718,8718,1.2,10461.6,灌云县裕隆庆供应链管理有限公司,,,,,,,,,,,,,,2020年1月15日,2023年1月14日
483,工业用地,连云港市,连云区,瑞兴金属科技（连云港）有限公司（年产6万吨高性能金属制品项目）,开发区钱江路南、金山路西,30,挂牌,660,,2019,2019年4月,2019年4月15日,3.7239,37239,2,74478,瑞兴金属科技（连云港）有限公司,,,,,,,,,,,,,,2019年7月22日,2021年7月21日
484,文化设施用地,连云港市,赣榆区,广播电视发射塔,塔山镇大莒城村,,划拨,0,,2019,2019年4月,2019年4月15日,1.4027,14027,0.45,6312.15,赣榆区文化广电体育局,,,,,,,,,,,,,,2020年1月31日,2022年1月31日
485,公用设施用地,连云港市,赣榆区,城头镇大瓦沟村,城头镇大瓦沟村,,划拨,0,,2019,2019年4月,2019年4月15日,0.0808,808,0.5,404,城头镇大瓦沟村村委会,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
486,公用设施用地,连云港市,赣榆区,墩尚镇青园村新农村建设,墩尚镇青园村,,划拨,0,,2019,2019年4月,2019年4月15日,0.1427,1427,0.7,998.9,墩尚镇青园村村委会,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
487,公用设施用地,连云港市,赣榆区,污水处理厂,青口镇大朱旭村,,划拨,0,,2019,2019年4月,2019年4月15日,7.0521,70521,0.7,49364.7,青口镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
488,教育用地,连云港市,赣榆区,里沙小学,青口镇里沙村,,划拨,0,,2019,2019年4月,2019年4月15日,4.301,43010,0.7,30107,青口镇里沙小学,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
489,公用设施用地,连云港市,赣榆区,城东变电所扩建,青口镇梁庄社区、王庄社区,,划拨,0,,2019,2019年4月,2019年4月15日,3.2528,32528,0.7,22769.6,国网江苏供电公司连云港分公司,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
490,文化设施用地,连云港市,赣榆区,便民体育服务中心,海头镇北朱皋村,,划拨,0,,2019,2019年4月,2019年4月15日,2.4627,24627,0.7,17238.9,海头镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
491,公路用地,连云港市,赣榆区,交通用地,海头镇北朱皋村,,划拨,0,,2019,2019年4月,2019年4月15日,23.2667,232667,0.7,162866.9,赣榆区交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
492,教育用地,连云港市,赣榆区,金山幼儿园,金山镇前石堰村,,划拨,0,,2019,2019年4月,2019年4月15日,0.4723,4723,0.7,3306.1,金山镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
493,港口码头用地,连云港市,赣榆区,港口,柘汪镇四湖村、秦家沙村,,划拨,0,,2019,2019年4月,2019年4月15日,19.0774,190774,0.7,133541.8,连云港金东方投资发展有限公司,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
494,公用设施用地,连云港市,赣榆区,塔山便民服务中心,塔山镇土城村,,划拨,0,,2019,2019年4月,2019年4月15日,1.9278,19278,0.7,13494.6,塔山镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
495,文化设施用地,连云港市,赣榆区,城南现代农业园1,青口镇大庄村,,划拨,0,,2019,2019年4月,2019年4月15日,5.5955,55955,0.7,39168.5,青口镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
496,文化设施用地,连云港市,赣榆区,城南现代农业园2,青口镇大庄村,,划拨,0,,2019,2019年4月,2019年4月15日,4.987,49870,0.7,34909,青口镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
497,文化设施用地,连云港市,赣榆区,城南现代农业园4,青口镇贺岗村,,划拨,0,,2019,2019年4月,2019年4月15日,1.4455,14455,0.7,10118.5,青口镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
498,文化设施用地,连云港市,赣榆区,城南现代农业园5,青口镇贺岗村,,划拨,0,,2019,2019年4月,2019年4月15日,1.2055,12055,0.7,8438.5,青口镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
499,公园与绿地,连云港市,赣榆区,绿化用地,金山镇徐福村,,划拨,0,,2019,2019年4月,2019年4月15日,0.3762,3762,0.7,2633.4,金山镇人民政府,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
500,工业用地,连云港市,灌云县,GYG2019-07号（伊山镇朱韩村C地块）,伊山镇朱韩村、原204国道西侧,50,挂牌,360,,2019,2019年4月,2019年4月10日,2.002,20020,1.2,24024,江苏大硕建设工程有限公司,,,,,,,,,,,,,,2020年1月15日,2023年1月14日
501,工业用地,连云港市,灌云县,GYG2019-05号（伊山镇朱韩村A地块）,伊山镇朱韩工业园区内,50,挂牌,480,,2019,2019年4月,2019年4月10日,2.6667,26667,1.2,32000.4,连云港翔润和新型建材有限公司,,,,,,,,,,,,,,2020年1月10日,2023年1月9日
502,工业用地,连云港市,灌云县,GYG2019-02号（伊西大道东侧地块）,县经济开发区内，伊西大道东侧地块,50,挂牌,4006,,2019,2019年4月,2019年4月10日,22.2472,222472,0.8,177977.6,连云港振江轨道交通设备有限公司,,,,,,,,,,,,,,2020年1月10日,2023年1月9日
503,工业用地,连云港市,灌云县,GYG2019-04号（下车镇204国道东侧地块）,连云港市灌云县下车镇仲集工业园区内,50,挂牌,1956,,2019,2019年4月,2019年4月10日,11.8523,118523,2,237046,连云港筑之金实业投资有限公司,,,,,,,,,,,,,,2020年1月10日,2022年1月9日
504,其他商服用地,连云港市,海州区,海州区南北大街1号楼底层门面北首第二间划拨转出让,海州区南北大街1号楼底层门面北首第二间,40,协议,1.9104,,2019,2019年4月,2019年4月1日,0.000795,7.95,,0,徐维荣,,,,,,,,,,,,,,2019年4月1日,2019年4月1日
505,城镇住宅用地,连云港市,连云区,连云港高科投资发展有限公司,开发区佛堂路北、跃湖路西,70,挂牌,20490,,2019,2019年4月,2019年4月1日,4.5603,45603,2,91206,连云港高科投资发展有限公司,,,,,,,,,,,,,,2019年12月31日,2022年12月30日
506,公用设施用地,连云港市,海州区,连云港市消防支队凤凰新城消防站,新建东路北、科苑南路西,,划拨,0,,2019,2019年3月,2019年3月29日,1.33,13300,1.2,15960,连云港市公安消防支队,,,,,,,,,,,,,,2019年4月26日,2020年3月30日
507,医疗卫生用地,连云港市,海州区,新海医院二期,海州区振华路北、科苑路东,,划拨,0,,2019,2019年3月,2019年3月29日,5.92794,59279.4,1.5,88919.1,连云港市新海医院投资管理有限公司,,,,,,,,,,,,,,2019年6月1日,2020年5月30日
508,工业用地,连云港市,连云区,连云港海通汽车服务有限公司,开发区黄海大道南、特检院东,30,挂牌,601,,2019,2019年3月,2019年3月29日,3.3337,33337,2,66674,连云港海通汽车服务有限公司,,,,,,,,,,,,,,2019年7月5日,2021年7月4日
509,工业用地,连云港市,连云区,江苏恒双自控设备制造有限公司,开发区大浦路西、银珠路南,50,挂牌,620,,2019,2019年3月,2019年3月29日,2.5831,25831,2,51662,江苏恒双自控设备制造有限公司,,,,,,,,,,,,,,2019年7月5日,2021年7月4日
510,工业用地,连云港市,海州区,科技创业园,海州区青圃路南、为民路东,30,挂牌,645,,2019,2019年3月,2019年3月29日,2.5309,25309,1,25309,连云港东联科技创业园有限公司,,,,,,,,,,,,,,2019年7月1日,2021年6月30日
511,公路用地,连云港市,连云区,东疏港检查站,连云区宿城街道,,划拨,0,,2019,2019年3月,2019年3月26日,2.1603,21603,,0,连云区人民政府,,,,,,,,,,,,,,2020年3月26日,2022年3月26日
512,公用设施用地,连云港市,灌南县,连云港内河港灌南港区海河联运区内河码头配套工程（港区联运区及化工园区消防应急中心）项目,堆沟港镇八队村,,划拨,0,,2019,2019年3月,2019年3月25日,1.0324,10324,0.9,9291.6,连云港化工产业园区投资发展有限公司,,,,,,,,,,,,,,2019年7月25日,2021年6月25日
513,公园与绿地,连云港市,连云区,连云区智汇湾湖滨公园（A区）,连云区南京路东、云河路北,,划拨,0,,2019,2019年3月,2019年3月21日,1.7243,17243,0.1,1724.3,江苏方洋集团有限公司,,,,,,,,,,,,,,2019年4月22日,2020年4月21日
514,其他商服用地,连云港市,海州区,海州区滨河新城同心路北、规划八路东,海州区滨河新城同心路北、规划八路东,40,挂牌,1710,,2019,2019年3月,2019年3月19日,0.7104,7104,1.8,12787.2,连云港瀛洲地产有限公司,,,,,,,,,,,,,,2020年3月6日,2022年3月6日
515,其他商服用地,连云港市,海州区,海州区滨河新城同心路北、规划八路西,海州区滨河新城同心路北、规划八路西,40,挂牌,2540,,2019,2019年3月,2019年3月19日,1.2067,12067,1.2,14480.4,连云港瀛洲地产有限公司,,,,,,,,,,,,,,2020年3月6日,2022年3月6日
516,城镇住宅用地,连云港市,海州区,海州区板浦镇德昭路北、朱城路东,海州区板浦镇德昭路北、朱城路东,40年，70年,挂牌,5650,,2019,2019年3月,2019年3月19日,5.7477,57477,1.4,80467.8,赵明,,,,,,,,,,,,,,2020年3月6日,2023年3月6日
517,工业用地,连云港市,东海县,年产1000万条服装金属拉链项目,平明镇工业区、污水处理厂南侧地块,50,挂牌,370,,2019,2019年3月,2019年3月15日,2.1775,21775,1.5,32662.5,东海县华杰服饰有限公司,,,,,,,,,,,,,,2019年8月18日,2021年8月16日
518,商务金融用地,连云港市,连云区,连云新城中国移动大数据中心,连云区连云新城广州路南、青岛路西,40,挂牌,950,,2019,2019年3月,2019年3月15日,1.3192,13192,2,26384,中国移动通信集团有限公司江苏分公司,,,,,,,,,,,,,,2020年3月6日,2022年3月6日
519,城镇住宅用地,连云港市,赣榆区,连云港拓豪房地产开发有限公司,沙河镇东风路东侧,70,挂牌,2400,,2019,2019年3月,2019年3月12日,2.5749,25749,1.7,43773.3,连云港拓豪房地产开发有限公司,,,,,,,,,,,,,,2019年9月18日,2022年9月16日
520,工业用地,连云港市,东海县,东海县年产600万件服装项目,青湖镇达威路南侧、青湖液化气站东侧,50,挂牌,812,,2019,2019年3月,2019年3月12日,4.1218,41218,0.8,32974.4,连云港荣创投资有限公司,,,,,,,,,,,,,,2019年3月13日,2020年3月13日
521,科研用地,连云港市,连云区,高效低碳燃气轮机试验装置项目,开发区黄海大道南、玉竹路东,,划拨,0,,2019,2019年3月,2019年3月11日,12.6114,126114,1.2,151336.8,中国科学院工程热物理研究所,,,,,,,,,,,,,,2019年6月30日,2023年6月29日
522,工业用地,连云港市,灌南县,一万立方米环保型大规格桐杨结合平行合板项目,李集乡同兴村、朱圩村,30,挂牌,31.8624,,2019,2019年3月,2019年3月8日,0.3319,3319,1.2,3982.8,连云港南方木业有限公司,,,,,,,,,,,,,,2019年9月7日,2021年9月6日
523,工业用地,连云港市,灌南县,年产5300吨精细化学品技改项目,堆沟港镇大咀村,30,挂牌,297.1968,,2019,2019年3月,2019年3月8日,3.0958,30958,1.2,37149.6,连云港天辰化工有限公司,,,,,,,,,,,,,,2019年8月7日,2021年8月6日
524,工业用地,连云港市,灌南县,年产5300吨精细化学品技改项目,堆沟港镇大咀村,30,挂牌,90.3168,,2019,2019年3月,2019年3月8日,0.9408,9408,1.2,11289.6,连云港天辰化工有限公司,,,,,,,,,,,,,,2019年8月7日,2021年8月6日
525,工业用地,连云港市,灌南县,年产12万立方米胶合板技改项目,李集乡同兴村,30,挂牌,430.0224,,2019,2019年3月,2019年3月8日,4.4794,44794,1.2,53752.8,连云港创美木业有限公司,,,,,,,,,,,,,,2019年11月8日,2021年11月7日
526,工业用地,连云港市,灌南县,年产1000套实木复合门项目,李集乡张庄村,30,挂牌,206.5824,,2019,2019年3月,2019年3月8日,2.1519,21519,1.2,25822.8,灌南森迪门业有限公司,,,,,,,,,,,,,,2019年11月7日,2021年11月6日
527,其他商服用地,连云港市,海州区,解放东路253号联运公司综合楼5号门面划拨转出让,解放东路253号联运公司综合楼5号门面,40,协议,5.133,,2019,2019年2月,2019年2月28日,0.002045,20.45,,0,唐建清、汤美乐,,,,,,,,,,,,,,2019年2月28日,2019年3月1日
528,公用设施用地,连云港市,赣榆区,莒城湖水厂,塔山镇大莒城村,50,协议,1760,,2019,2019年2月,2019年2月26日,6.171,61710,0.5,30855,连云港市创联水务有限责任公司,,,,,,,,,,,,,,2019年4月1日,2021年4月1日
529,公用设施用地,连云港市,赣榆区,新城污水处理厂,海头镇匡口村,50,协议,1488,,2019,2019年2月,2019年2月26日,4.96,49600,0.5,24800,连云港市创联投资发展有限公司,,,,,,,,,,,,,,2019年4月1日,2021年4月1日
530,公路用地,连云港市,灌云县,连云港新机场集疏运道路（新机场连接线）,灌云县小伊乡洪河村境内,,划拨,0,,2019,2019年2月,2019年2月26日,9.2266,92266,1,92266,连云港市公路管理处,,,,,,,,,,,,,,2019年8月14日,2022年8月8日
531,城镇住宅用地,连云港市,赣榆区,NO.2018G27,新城区黄海东路北侧、滨海路东侧,70年，40年,挂牌,17210,,2019,2019年2月,2019年2月20日,8.2789,82789,3,248367,连云港市澳瓴置业有限公司,,,,,,,,,,,,,,2020年2月22日,2023年2月21日
532,工业用地,连云港市,东海县,电梯配件生产项目,开发区黄河路北侧、钟山路西侧,50,挂牌,684,,2019,2019年2月,2019年2月20日,2.7795,27795,2,55590,江苏腾驰实业有限公司,,,,,,,,,,,,,,2019年6月30日,2021年5月30日
533,公用设施用地,连云港市,灌南县,兴庄（汤沟）110千伏输变电工程,孟兴庄镇颜马村,,划拨,0,,2019,2019年2月,2019年2月14日,0.5358,5358,1,5358,国网江苏省电力有限公司连云港供电分公司,,,,,,,,,,,,,,2019年8月14日,2021年8月14日
534,其他商服用地,连云港市,连云区,连云区南京路东、云河路南,连云区南京路东、云河路南,40,挂牌,2720,,2019,2019年2月,2019年2月13日,2.4646,24646,1.8,44362.8,江苏方洋现代服务产业集团有限公司,,,,,,,,,,,,,,2020年1月23日,2022年1月23日
535,工业用地,连云港市,灌南县,GN2018-G33#,李集乡张庄村,30,挂牌,197.0016,,2019,2019年2月,2019年2月2日,2.0521,20521,1.2,24625.2,连云港金固新型建材有限公司,,,,,,,,,,,,,,2019年10月2日,2021年10月1日
536,工业用地,连云港市,东海县,年产5000吨锂离子电池三元材料项目,东海县高新区驻地,50,挂牌,612,,2019,2019年2月,2019年2月1日,3.041,30410,1.5,45615,江苏明和新材料有限公司,,,,,,,,,,,,,,2019年5月18日,2021年1月14日
537,公用设施用地,连云港市,连云区,云山供电营业所生产用房,连云区云山经九路东、云山卫生院南侧,40,挂牌,132,,2019,2019年2月,2019年2月1日,0.1732,1732,0.6,1039.2,国网江苏省电力有限公司连云港供电分公司,,,,,,,,,,,,,,2020年1月22日,2022年1月21日
538,工业用地,连云港市,灌南县,GN2018- G38#,堆沟港镇十队村,30,挂牌,166.6176,,2019,2019年1月,2019年1月30日,1.7356,17356,1.2,20827.2,江苏耕耘化学有限公司,,,,,,,,,,,,,,2019年10月30日,2021年10月29日
539,工业用地,连云港市,连云区,新清环境技术（连云港）有限公司,开发区临洪路东、东方大道南侧地块,30,挂牌,1433,,2019,2019年1月,2019年1月29日,8.0006,80006,2,160012,新清环境技术（连云港）有限公司,,,,,,,,,,,,,,2019年7月29日,2021年3月29日
540,工业用地,连云港市,东海县,东海县高新区食品科技产业园标准厂房（一期）项目,东海县高新区驻地,50,挂牌,1271,,2019,2019年1月,2019年1月28日,6.0204,60204,2,120408,东海县城镇化建设开发有限公司,,,,,,,,,,,,,,2019年5月28日,2021年1月15日
541,工业用地,连云港市,东海县,东海县高新区食品科技产业园标准厂房（一期）项目,东海县高新区驻地,50,挂牌,1123,,2019,2019年1月,2019年1月28日,5.3194,53194,2,106388,东海县城镇化建设开发有限公司,,,,,,,,,,,,,,2019年5月28日,2021年1月14日
542,工业用地,连云港市,东海县,东海县高新区食品科技产业园标准厂房（一期）项目,东海县高新区驻地,50,挂牌,1685,,2019,2019年1月,2019年1月28日,7.9824,79824,2,159648,东海县城镇化建设开发有限公司,,,,,,,,,,,,,,2019年5月28日,2021年1月14日
543,工业用地,连云港市,连云区,江苏慧智新材料科技有限公司,开发区黄海大道北、云桥路东侧地块,50,挂牌,6343,,2019,2019年1月,2019年1月25日,26.6483,266483,2,532966,江苏慧智新材料科技有限公司,,,,,,,,,,,,,,2019年10月22日,2021年10月21日
544,工业用地,连云港市,连云区,江苏赫尔兹新材料有限公司,开发区大浦路东、盐池西路北侧地块,50,挂牌,790,,2019,2019年1月,2019年1月25日,3.3024,33024,2,66048,江苏赫尔兹新材料有限公司,,,,,,,,,,,,,,2019年7月24日,2021年3月15日
545,城镇住宅用地,连云港市,赣榆区,江苏翰祥置业有限公司,城头镇青抗路北侧,70,挂牌,2590,,2019,2019年1月,2019年1月24日,4.5653,45653,1.6,73044.8,江苏翰祥置业有限公司,,,,,,,,,,,,,,2020年2月19日,2023年1月19日
546,工业用地,连云港市,连云区,江苏苏云医疗器材有限公司,开发区云桥路西侧,50,挂牌,1200,,2019,2019年1月,2019年1月23日,5.0189,50189,2,100378,江苏苏云医疗器材有限公司,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
547,工业用地,连云港市,东海县,润海工业园一期,东开发区中小企业园北侧，庐山路西侧,50,挂牌,1899,,2019,2019年1月,2019年1月23日,7.8486,78486,0.8,62788.8,东海开发区富华投资开发集团有限公司,,,,,,,,,,,,,,2019年2月13日,2021年2月12日
548,城镇村道路用地,连云港市,灌云县,板东线道路建设工程（杨集段）,灌云县杨集镇境内,,划拨,0,,2019,2019年1月,2019年1月23日,2.7295,27295,1,27295,杨集镇人民政府,,,,,,,,,,,,,,2019年1月23日,2021年1月22日
549,工业用地,连云港市,赣榆区,江苏中京电缆科技有限公司,赣榆区海洋经济开发区,50,挂牌,1735,,2019,2019年1月,2019年1月18日,7.4506,74506,0.7,52154.2,江苏中京电缆科技有限公司,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
550,工业用地,连云港市,赣榆区,江苏诚泰车辆有限公司,柘汪镇甘县村,50,挂牌,1425,,2019,2019年1月,2019年1月18日,6.3243,63243,0.7,44270.1,江苏诚泰车辆有限公司,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
551,工业用地,连云港市,赣榆区,连云港市乐富塑料包装有限公司,塔山镇土城村,50,挂牌,597,,2019,2019年1月,2019年1月18日,2.4373,24373,0.7,17061.1,连云港乐富塑料包装有限公司,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
552,工业用地,连云港市,赣榆区,连云港新厉达投资有限公司,厉庄镇厉庄村,50,挂牌,160,,2019,2019年1月,2019年1月18日,0.6673,6673,0.7,4671.1,连云港新厉达投资有限公司,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
553,工业用地,连云港市,赣榆区,连云港市赣榆区德盛花生食品有限公司,厉庄镇翔凤岭村,50,挂牌,226,,2019,2019年1月,2019年1月18日,0.9979,9979,0.7,6985.3,连云港市赣榆区德盛花生食品有限公司,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
554,工业用地,连云港市,赣榆区,江苏西德电梯有限公司,赣榆海洋经济开发区,50,挂牌,352,,2019,2019年1月,2019年1月18日,1.4981,14981,0.7,10486.7,江苏西德电梯有限公司,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
555,仓储用地,连云港市,赣榆区,江苏海州湾中燃能源有限公司,柘汪临港产业区,50,挂牌,7905,,2019,2019年1月,2019年1月18日,24.6667,246667,0.7,172666.9,江苏海州湾中燃能源有限公司,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
556,零售商业用地,连云港市,灌云县,GYJ2018-15号（临港228国道南侧地块）,县临港产业区228国道南侧地块,40,挂牌,5020,,2019,2019年1月,2019年1月11日,0.6654,6654,3.5,23289,中国石化销售有限公司江苏连云港石油分公司,,,,,,,,,,,,,,2019年10月11日,2022年10月10日
557,工业用地,连云港市,灌云县,GYG2018-20号（东王集盐东工业区A地块）,灌云县东王集镇工业区,50,挂牌,219,,2019,2019年1月,2019年1月11日,1.213,12130,1,12130,灌云珈佳德服饰有限公司,,,,,,,,,,,,,,2019年10月11日,2022年10月10日
558,工业用地,连云港市,灌云县,GYG2018-22号（东王集盐东工业区C地块）,东王集镇盐东村工业园区,50,挂牌,111,,2019,2019年1月,2019年1月11日,0.6149,6149,1,6149,灌云百艳服饰有限公司,,,,,,,,,,,,,,2019年10月11日,2022年10月10日
559,工业用地,连云港市,灌云县,GYG2018-21号（东王集盐东工业区B地块）,东王集镇盐东工业区,50,挂牌,94,,2019,2019年1月,2019年1月11日,0.5074,5074,1,5074,连云港贤博环境科技有限公司,,,,,,,,,,,,,,2019年10月11日,2022年10月10日
