编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
1066,工业用地,连云港市,灌云县,连云港和风风电有限公司,灌云县临港产业区境内,50,挂牌,310,,2018,2018年1月,2018年1月2日,2.0516,20516,1,20516,连云港和风风电有限公司,,,,,,,,,,,,,,2018年10月2日,2021年10月1日
1067,工业用地,连云港市,灌云县,连云港临海新材料有限公司,灌云县临港产业区境内,50,挂牌,206,,2018,2018年1月,2018年1月2日,1.3674,13674,1.2,16408.8,连云港临海新材料有限公司,,,,,,,,,,,,,,2018年10月2日,2021年10月1日
1068,其他普通商品住房用地,连云港市,灌云县,连云港胜海实业有限公司,灌云县临港产业区境内,70,挂牌,8189,,2018,2018年1月,2018年1月2日,4.5447,45447,1.8,81804.6,连云港胜海实业有限公司,,,,,,,,,,,,,,2018年10月2日,2021年10月1日
1069,其他普通商品住房用地,连云港市,灌云县,连云港胜海实业有限公司,灌云县临港产业区,70,挂牌,7475,,2018,2018年1月,2018年1月2日,4.1432,41432,1.8,74577.6,连云港胜海实业有限公司,,,,,,,,,,,,,,2018年10月2日,2021年10月1日
1070,工业用地,连云港市,东海县,年产3000吨草莓酒项目,黄川镇时湖村新310南侧,50,挂牌,143,,2018,2018年1月,2018年1月2日,0.7782,7782,0.8,6225.6,江苏斯佳贝酒庄有限公司,,,,,,,,,,,,,,2018年4月1日,2019年4月1日
1071,其他普通商品住房用地,连云港市,赣榆区,连云港班庄特色小镇发展有限公司,班庄镇夹谷山北麓,70,挂牌,1400,,2017,2017年12月,2017年12月29日,3.7547,37547,1.2,45056.4,连云港班庄特色小镇发展有限公司,,,,,,,,,,,,,,2019年1月26日,2021年12月25日
1072,公路用地,连云港市,海州区,连云港市新海至徐圩港区公路（科教园区）,连云港市新海至徐圩港区公路（科教园区）,,划拨,0,,2017,2017年12月,2017年12月29日,21.7952,217952,,0,连云港市交通局,,,,,,,,,,,,,,2017年12月29日,2018年12月29日
1073,其他普通商品住房用地,连云港市,连云区,书香东院,连云区云宿路南、经七路西,其他普通商品住房用地70年，批发零售用地40年,挂牌,21920,,2017,2017年12月,2017年12月29日,4.1162,41162,1.8,74091.6,连云港福港房地产开发有限公司,,,,,,,,,,,,,,2018年12月21日,2021年12月21日
1074,其他普通商品住房用地,连云港市,连云区,滨水居住项目,连云区连云新城海州湾路南、深圳路西,70,挂牌,51160,,2017,2017年12月,2017年12月29日,9.2179,92179,2.2,202793.8,连云港市苍梧房地产开发有限公司,,,,,,,,,,,,,,2018年12月20日,2021年12月19日
1075,工业用地,连云港市,灌云县,江苏国信灌云风力发电有限公司,图河镇,50,挂牌,87,,2017,2017年12月,2017年12月28日,0.58,5800,1,5800,江苏国信灌云风力发电有限公司,,,,,,,,,,,,,,2018年8月28日,2021年8月27日
1076,其他商服用地,连云港市,灌云县,灌云新农村农业综合开发有限公司,灌云县临港产业区境内,40,挂牌,8470,,2017,2017年12月,2017年12月28日,7.4266,74266,3.5,259931,灌云新农村农业综合开发有限公司,,,,,,,,,,,,,,2018年9月28日,2021年9月27日
1077,其他商服用地,连云港市,灌云县,灌云新农村农业综合开发有限公司,灌云县临港产业区境内,40,挂牌,7010,,2017,2017年12月,2017年12月28日,5.9078,59078,3.5,206773,灌云新农村农业综合开发有限公司,,,,,,,,,,,,,,2018年9月28日,2021年9月27日
1078,其他普通商品住房用地,连云港市,东海县,和安紫薇园小区项目,东海县323省道南侧、明珠路东侧,其他商服用地40年，其他普通商品住房用地70年,挂牌,7394,,2017,2017年12月,2017年12月27日,6.9651,69651,2.5,174127.5,东海县和安置业有限公司,,,,,,,,,,,,,,2018年5月1日,2020年4月1日
1079,其他商服用地,连云港市,灌云县,连云港恒驰实业有限公司,灌云县临港产业区境内,40,挂牌,13470,,2017,2017年12月,2017年12月27日,7.4821,74821,3.5,261873.5,连云港恒驰实业有限公司,,,,,,,,,,,,,,2018年9月27日,2021年9月26日
1080,其他商服用地,连云港市,灌云县,连云港恒驰实业有限公司,灌云县临港产业区境内,40,挂牌,13910,,2017,2017年12月,2017年12月27日,7.7208,77208,3.5,270228,连云港恒驰实业有限公司,,,,,,,,,,,,,,2018年9月27日,2021年9月26日
1081,其他普通商品住房用地,连云港市,灌云县,连云港恒驰实业有限公司,灌云县临港产业区境内,70,挂牌,6332,,2017,2017年12月,2017年12月27日,3.5138,35138,1.8,63248.4,连云港恒驰实业有限公司,,,,,,,,,,,,,,2018年9月27日,2021年9月26日
1082,其他商服用地,连云港市,赣榆区,连云港华金华鸿实业有限公司,242省道东侧、沙汪河北侧,40,挂牌,14360,,2017,2017年12月,2017年12月25日,6.282,62820,1,62820,连云港华金华鸿实业有限公司,,,,,,,,,,,,,,2018年4月20日,2021年3月19日
1083,公路用地,连云港市,海州区,苍梧东路（花果山大道-环山路）,苍梧东路（花果山大道-环山路）,,划拨,0,,2017,2017年12月,2017年12月15日,4.07513,40751.3,,0,江苏润科投资发展集团有限公司,,,,,,,,,,,,,,2017年12月15日,2018年12月15日
1084,公路用地,连云港市,海州区,屏竹路（杏坛路-花果山大道）,海州区屏竹路（杏坛路-花果山大道）,,划拨,0,,2017,2017年12月,2017年12月15日,1.91348,19134.8,,0,江苏润科投资发展集团有限公司,,,,,,,,,,,,,,2017年12月15日,2018年12月15日
1085,公路用地,连云港市,海州区,文苑路（振华路-景湖路）,文苑路（振华路-景湖路）,,划拨,0,,2017,2017年12月,2017年12月15日,3.2412,32412,,0,江苏润科投资发展集团有限公司,,,,,,,,,,,,,,2017年12月15日,2018年12月15日
1086,公路用地,连云港市,海州区,圣湖路（杏坛路-环山路）,圣湖路（杏坛路-环山路）,,划拨,0,,2017,2017年12月,2017年12月15日,9.51862,95186.2,,0,江苏润科投资发展集团有限公司,,,,,,,,,,,,,,2017年12月15日,2018年12月15日
1087,公路用地,连云港市,海州区,霞辉路（科苑路-环山路）,霞辉路（科苑路-环山路）,,划拨,0,,2017,2017年12月,2017年12月15日,5.99461,59946.1,,0,江苏润科投资发展集团有限公司,,,,,,,,,,,,,,2017年12月15日,2018年12月15日
1088,公路用地,连云港市,海州区,春晖路（科苑路-文苑路）,春晖路（科苑路-文苑路）,,划拨,0,,2017,2017年12月,2017年12月15日,4.77309,47730.9,,0,江苏润科投资发展集团有限公司,,,,,,,,,,,,,,2017年12月15日,2018年12月15日
1089,公路用地,连云港市,海州区,振华路（学院路-环山路）,振华路（学院路-环山路）,,划拨,0,,2017,2017年12月,2017年12月15日,9.52375,95237.5,,0,江苏润科投资发展集团有限公司,,,,,,,,,,,,,,2017年12月15日,2018年12月15日
1090,公园与绿地,连云港市,连云区,连云区云湖景观工程,连云区云湖核心区内，上海路西、徐圩大道北地块,,划拨,0,,2017,2017年12月,2017年12月14日,21.551,215510,0.1,21551,国家东中西区域合作示范区(连云港连云区)规划建设局,,,,,,,,,,,,,,2017年12月15日,2019年12月14日
1091,公路用地,连云港市,连云区,连云区西安路（陬山路-江苏大道）新建工程,连云区西安路（陬山路-江苏大道）,,划拨,0,,2017,2017年12月,2017年12月14日,21.1794,211794,,0,国家东中西区域合作示范区(连云港连云区)规划建设局,,,,,,,,,,,,,,2018年8月8日,2020年8月7日
1092,公共设施用地,连云港市,灌云县,110千伏穆圩输变电工程,灌云县龙苴镇古城村境内,,划拨,0,,2017,2017年12月,2017年12月12日,0.424,4240,,0,国网江苏省电力公司连云港供电公司,,,,,,,,,,,,,,2017年12月12日,2018年12月12日
1093,工业用地,连云港市,东海县,年产60万套服装加工项目,安峰镇驻地,50,挂牌,112,,2017,2017年12月,2017年12月12日,0.65692,6569.2,0.8,5255.36,东海县涵康服装加工厂,,,,,,,,,,,,,,2018年3月1日,2019年3月1日
1094,其他普通商品住房用地,连云港市,灌南县,信安阅城二期北侧地块,信安阅城二期北侧地块,70,挂牌,4683.9675,,2017,2017年12月,2017年12月8日,3.6737,36737,2.8,102863.6,连云港凯创置业有限公司,,,,,,,,,,,,,,2018年6月8日,2021年6月8日
1095,批发零售用地,连云港市,灌南县,太仓路东侧地块,太仓路东侧地块,40,挂牌,3153.1185,,2017,2017年12月,2017年12月8日,6.7809,67809,1.5,101713.5,江苏亚欧食用菌投资有限公司,,,,,,,,,,,,,,2018年6月8日,2021年6月8日
1096,批发零售用地,连云港市,灌南县,学院路南侧地块一,学院路南侧地块一,40,挂牌,790.8,,2017,2017年12月,2017年12月8日,1.318,13180,1.2,15816,灌南县盛达房地产开发有限公司,,,,,,,,,,,,,,2018年6月8日,2020年6月8日
1097,工业用地,连云港市,赣榆区,江苏省镔鑫钢铁集团有限公司,柘汪镇临港产业区,50,挂牌,780,,2017,2017年12月,2017年12月8日,3.3366,33366,0.7,23356.2,江苏省镔鑫钢铁集团有限公司,,,,,,,,,,,,,,2018年3月30日,2020年3月30日
1098,工业用地,连云港市,赣榆区,江苏省镔鑫钢铁集团有限公司,柘汪临港产业区,50,挂牌,1856,,2017,2017年12月,2017年12月8日,7.9561,79561,0.7,55692.7,江苏省镔鑫钢铁集团有限公司,,,,,,,,,,,,,,2018年3月30日,2020年3月30日
1099,工业用地,连云港市,赣榆区,连云港立丰木业有限公司,柘汪镇吴公村,50,挂牌,530,,2017,2017年12月,2017年12月8日,2.2687,22687,0.7,15880.9,连云港立丰木业有限公司,,,,,,,,,,,,,,2018年3月30日,2020年3月30日
1100,工业用地,连云港市,赣榆区,连云港瑞驰投资有限公司,赣榆经济开发区,50,挂牌,1686,,2017,2017年12月,2017年12月8日,7.4679,74679,0.7,52275.3,连云港瑞驰投资有限公司,,,,,,,,,,,,,,2018年3月30日,2020年3月30日
1101,工业用地,连云港市,赣榆区,天富（连云港）食品配料有限公司,柘汪镇东林子村,50,挂牌,930,,2017,2017年12月,2017年12月8日,3.9903,39903,0.7,27932.1,天富（连云港）食品配料有限公司,,,,,,,,,,,,,,2018年3月30日,2020年3月30日
1102,工业用地,连云港市,赣榆区,连云港立丰木业有限公司,柘汪镇吴公村,50,挂牌,908,,2017,2017年12月,2017年12月8日,3.8835,38835,0.7,27184.5,连云港立丰木业有限公司,,,,,,,,,,,,,,2018年3月30日,2020年3月30日
1103,工业用地,连云港市,赣榆区,江苏三洋港丝路之镇旅游开发有限公司,赣榆经济开发区,50,挂牌,410,,2017,2017年12月,2017年12月8日,1.8149,18149,0.7,12704.3,江苏三洋港丝路之镇旅游开发有限公司,,,,,,,,,,,,,,2018年3月30日,2020年3月30日
1104,工业用地,连云港市,赣榆区,连云港市恒昌新能源科技有限公司,青口镇柴荡社区,50,挂牌,588,,2017,2017年12月,2017年12月8日,2.7192,27192,0.7,19034.4,连云港市恒昌新能源科技有限公司,,,,,,,,,,,,,,2018年3月30日,2020年3月30日
1105,其他普通商品住房用地,连云港市,灌南县,惠泽路北侧地块,惠泽路北侧地块,70,挂牌,4688.43,,2017,2017年12月,2017年12月8日,3.6772,36772,2.3,84575.6,连云港金大地置业有限公司,,,,,,,,,,,,,,2018年6月8日,2021年6月8日
1106,其他普通商品住房用地,连云港市,灌南县,常州南路东侧地块,常州南路东侧地块,70,挂牌,5837.805,,2017,2017年12月,2017年12月8日,4.3243,43243,2.5,108107.5,连云港冠南置业有限公司,,,,,,,,,,,,,,2018年6月8日,2021年6月8日
1107,工业用地,连云港市,赣榆区,江苏省镔鑫钢铁集团有限公司,柘汪临港产业区,50,挂牌,420,,2017,2017年12月,2017年12月8日,1.7918,17918,0.7,12542.6,江苏省镔鑫钢铁集团有限公司,,,,,,,,,,,,,,2018年3月30日,2020年3月30日
1108,科教用地,连云港市,灌南县,灌南县实验小学新建教学楼工程,新安镇镇东社区,,划拨,0,,2017,2017年12月,2017年12月6日,0.063,630,1,630,灌南县实验小学,,,,,,,,,,,,,,2018年3月6日,2020年3月6日
1109,批发零售用地,连云港市,海州区,海州区南极南路118号南楼1、2、5、6层,海州区南极南路118号1、2、5、6号,40,协议,174.24,,2017,2017年12月,2017年12月5日,0.07141,714.1,,0,叶如云、王统梅,,,,,,,,,,,,,,2017年12月31日,2017年12月31日
1110,其他普通商品住房用地,连云港市,灌云县,连云港长泰房地产开发有限公司,灌云县杨集镇（原沂北乡）204国道北侧,其他商服用地40年，其他普通商品住房用地70年,挂牌,400,,2017,2017年11月,2017年11月30日,1.2883,12883,1.5,19324.5,连云港长泰房地产开发有限公司,,,,,,,,,,,,,,2018年6月30日,2021年6月29日
1111,机关团体用地,连云港市,海州区,海州区人防指挥所项目,海州区振海路西、玉带河北,,划拨,0,,2017,2017年11月,2017年11月24日,0.67495,6749.5,2.2,14848.9,连云港市海州区人民防空办公室,,,,,,,,,,,,,,2018年1月15日,2020年1月14日
1112,工业用地,连云港市,东海县,年产1000吨大口径高纯石英管及500吨电子级石英棒项目,东海县经济开发区驻地,50,挂牌,796,,2017,2017年11月,2017年11月23日,3.66756,36675.6,0.8,29340.48,江苏伟创硅业科技有限公司,,,,,,,,,,,,,,2017年11月18日,2018年12月18日
1113,其他商服用地,连云港市,赣榆区,连云港赣榆工业投资有限公司,海头镇马庄河北侧、228国道西侧,40,挂牌,2600,,2017,2017年11月,2017年11月16日,3.4633,34633,2.5,86582.5,连云港赣榆工业投资有限公司,,,,,,,,,,,,,,2018年4月4日,2021年3月4日
1114,其他普通商品住房用地,连云港市,赣榆区,连云港赣榆工业投资有限公司,海头镇马庄河北侧,70,挂牌,2800,,2017,2017年11月,2017年11月16日,3.6599,36599,1.8,65878.2,连云港赣榆工业投资有限公司,,,,,,,,,,,,,,2018年4月4日,2021年3月4日
1115,工业用地,连云港市,东海县,年产60万套钢制车轮项目,东海县经济开发区驻地,50,挂牌,1009,,2017,2017年11月,2017年11月16日,4.5697,45697,0.8,36557.6,连云港华鼎车轮有限公司,,,,,,,,,,,,,,2017年12月16日,2018年11月15日
1116,工业用地,连云港市,东海县,年产300吨光纤用石英外包装、300吨光纤拉丝及900万支纤维加热管项目,东海县经济开发区驻地,50,挂牌,630,,2017,2017年11月,2017年11月14日,2.9028,29028,0.8,23222.4,连云港市弘扬石英制品有限公司,,,,,,,,,,,,,,2018年1月16日,2019年1月15日
1117,其他商服用地,连云港市,东海县,东海县城北燃气有限公司液化气站迁建项目,东海县石湖林场驻地,40,挂牌,250,,2017,2017年11月,2017年11月13日,0.8123,8123,0.8,6498.4,东海县城北燃气有限公司,,,,,,,,,,,,,,2018年2月1日,2018年12月1日
1118,工业用地,连云港市,东海县,年产10万吨食品级磷酸盐添加剂项目,东海县经济开发区驻地,50,挂牌,411,,2017,2017年11月,2017年11月10日,1.7404,17404,0.8,13923.2,江苏德邦多菱健康科技有限公司,,,,,,,,,,,,,,2017年10月28日,2019年10月27日
1119,其他普通商品住房用地,连云港市,赣榆区,明发集团连云港房地产开发有限公司,青口镇银滩路东侧、和安湖公园南侧,70,挂牌,16300,,2017,2017年11月,2017年11月9日,5.0458,50458,1.5,75687,明发集团连云港房地产开发有限公司,,,,,,,,,,,,,,2018年5月10日,2021年4月9日
1120,工业用地,连云港市,东海县,年产9万吨牙膏级二氧化硅项目,东海县开发区黄河路南侧、黄山路西侧,50,挂牌,812,,2017,2017年11月,2017年11月8日,3.68945,36894.5,0.8,29515.6,连云港金三江硅材料有限公司,,,,,,,,,,,,,,2017年11月30日,2019年9月30日
1121,机关团体用地,连云港市,连云区,连云港市公安局车辆管理便民服务中心项目（一期）,开发区汇晶路东侧,,划拨,0,,2017,2017年11月,2017年11月7日,13.28088,132808.8,1,132808.8,连云港市公安局,,,,,,,,,,,,,,2017年12月31日,2019年12月31日
1122,工业用地,连云港市,连云区,连云港万创电子科技有限公司,开发区汇晶路东侧,30,挂牌,917,,2017,2017年11月,2017年11月6日,5.1794,51794,2,103588,连云港万创电子科技有限公司,,,,,,,,,,,,,,2018年3月31日,2019年3月31日
1123,工业用地,连云港市,东海县,玻璃深加工项目,东海县开发区晶都路北侧、亚连玻璃公司西侧,50,挂牌,562,,2017,2017年11月,2017年11月6日,2.6725,26725,0.8,21380,东海县亚连玻璃有限公司,,,,,,,,,,,,,,2018年2月1日,2019年2月1日
1124,公共设施用地,连云港市,灌云县,县城开发区污水处理厂,灌云县经济开发区境内,,划拨,0,,2017,2017年11月,2017年11月6日,3.2737,32737,,0,连云港壮志实业有限公司,,,,,,,,,,,,,,2017年11月6日,2018年11月6日
1125,工业用地,连云港市,海州区,LTC2017-G12#润连电力,海州开发区为民路东、朐凤路北,30,挂牌,1071,,2017,2017年11月,2017年11月3日,4.4786,44786,1.2,53743.2,连云港润连电力设备技术有限公司,,,,,,,,,,,,,,2018年11月12日,2020年11月11日
1126,其他商服用地,连云港市,赣榆区,连云港市连碧房地产开发有限公司,青口镇怀仁路西侧、金海路北侧、沙汪河南侧,40,挂牌,35400,,2017,2017年11月,2017年11月3日,7.3588,73588,2.2,161893.6,连云港市连碧房地产开发有限公司,,,,,,,,,,,,,,2018年3月16日,2021年2月16日
1127,其他普通商品住房用地,连云港市,赣榆区,连云港鸿福置业有限公司,柘汪镇兴华路东侧、老204国道北侧,70,挂牌,1590,,2017,2017年10月,2017年10月31日,1.8848,18848,1.8,33926.4,连云港鸿福置业有限公司,,,,,,,,,,,,,,2018年10月4日,2021年9月4日
1128,工业用地,连云港市,海州区,LTC2017-G11#泰格科技,海州开发区为民路东、青圃路南,30,挂牌,731,,2017,2017年10月,2017年10月31日,3.0545,30545,1.2,36654,连云港市泰格科技有限公司,,,,,,,,,,,,,,2018年11月12日,2020年11月11日
1129,科教用地,连云港市,东海县,新建滨河小学项目,东海县花园路东侧、少儿版画活动中心南侧,,划拨,0,,2017,2017年10月,2017年10月30日,3.0037,30037,0.8,24029.6,东海县教育局,,,,,,,,,,,,,,2017年11月20日,2018年8月20日
1130,工业用地,连云港市,灌南县,压铸机有限公司南侧地块,新安镇公兴村,30,挂牌,29.868,,2017,2017年10月,2017年10月27日,0.2489,2489,2,4978,连云港库恩服饰有限公司,,,,,,,,,,,,,,2018年12月3日,2020年12月2日
1131,其他普通商品住房用地,连云港市,灌南县,香悦四季南侧地块一,香悦四季南侧地块一,70,挂牌,8370.27,,2017,2017年10月,2017年10月26日,6.2002,62002,2,124004,灌南县金灌置业有限公司,,,,,,,,,,,,,,2018年4月26日,2021年4月26日
1132,其他普通商品住房用地,连云港市,灌南县,惠庄新苑北侧地块一,惠庄新苑北侧地块一,70,挂牌,8980.1775,,2017,2017年10月,2017年10月26日,5.2059,52059,2.2,114529.8,灌南立恒房地产开发有限公司,,,,,,,,,,,,,,2018年4月26日,2021年4月26日
1133,其他普通商品住房用地,连云港市,灌南县,惠庄新苑北侧地块二,惠庄新苑北侧地块二,70,挂牌,9034.74,,2017,2017年10月,2017年10月26日,5.4756,54756,2.2,120463.2,灌南县城市建设投资发展有限公司,,,,,,,,,,,,,,2018年4月26日,2021年4月26日
1134,其他普通商品住房用地,连云港市,灌南县,鹏程菜场东侧地块二,鹏程菜场东侧地块二,70,挂牌,15323.211,,2017,2017年10月,2017年10月26日,6.9969,69969,2.2,153931.8,灌南县金灌置业有限公司,,,,,,,,,,,,,,2018年4月26日,2021年4月26日
1135,其他普通商品住房用地,连云港市,灌南县,清水湾南侧地块,清水湾南侧地块,70,挂牌,3393.285,,2017,2017年10月,2017年10月26日,2.6614,26614,2,53228,江苏力创房地产开发有限公司,,,,,,,,,,,,,,2018年4月26日,2021年4月26日
1136,批发零售用地,连云港市,灌南县,民生桥北侧地块,民生桥北侧地块,其他普通商品住房用地70年，批发零售用地40年,挂牌,10245.9,,2017,2017年10月,2017年10月26日,8.036,80360,1.8,144648,灌南天泽置业有限公司,,,,,,,,,,,,,,2018年4月26日,2021年4月26日
1137,其他普通商品住房用地,连云港市,灌南县,香悦四季南侧地块二,香悦四季南侧地块二,70,挂牌,7778.7,,2017,2017年10月,2017年10月26日,5.762,57620,2,115240,灌南县金灌置业有限公司,,,,,,,,,,,,,,2018年4月26日,2021年4月26日
1138,医卫慈善用地,连云港市,海州区,连云港市康复医院（优抚）医院迁建工程,海州云农社区普东路北、绿园路东,,划拨,0,,2017,2017年10月,2017年10月25日,3.8671,38671,1.5,58006.5,连云港市康复医院,,,,,,,,,,,,,,2017年10月26日,2020年10月25日
1139,公路用地,连云港市,连云区,连云区石化十路（石化三道-石化九路）新建工程,连云区石化十路（石化三道-石化九路）,,划拨,0,,2017,2017年10月,2017年10月24日,7.1819,71819,,0,国家东中西区域合作示范区规划建设局,,,,,,,,,,,,,,2017年10月31日,2018年10月30日
1140,公路用地,连云港市,连云区,连云区石化四道（石化九路-江苏大道）新建工程,连云区石化四道（石化九路-江苏大道）,,划拨,0,,2017,2017年10月,2017年10月24日,6.8178,68178,,0,国家东中西区域合作示范区规划建设局,,,,,,,,,,,,,,2017年10月31日,2018年10月30日
1141,公路用地,连云港市,连云区,连云区石化五道（石化九路-石化七路）新建工程,连云区石化五道（石化九路-石化七路）,,划拨,0,,2017,2017年10月,2017年10月24日,4.0278,40278,,0,国家东中西区域合作示范区规划建设局,,,,,,,,,,,,,,2017年10月31日,2018年10月30日
1142,公路用地,连云港市,连云区,连云区石化七道（港前大道-石化三路）新建工程,连云区石化七道（港前大道-石化三路）,,划拨,0,,2017,2017年10月,2017年10月24日,9.57,95700,,0,国家东中西区域合作示范区规划建设局,,,,,,,,,,,,,,2017年10月31日,2019年4月30日
1143,其他普通商品住房用地,连云港市,赣榆区,连云港祥越房地产开发有限公司,柘汪镇新城滨河大道北侧、兴华路西侧,70,挂牌,2100,,2017,2017年10月,2017年10月24日,2.7252,27252,2,54504,连云港祥越房地产开发有限公司,,,,,,,,,,,,,,2018年9月20日,2021年8月19日
1144,工业用地,连云港市,连云区,盛虹炼化一体化项目（厂前区）,连云区石化三路西、陬山路北地块一,50,挂牌,4543,,2017,2017年10月,2017年10月24日,21.3268,213268,0.5,106634,盛虹炼化（连云港）有限公司,,,,,,,,,,,,,,2018年10月18日,2020年10月17日
1145,住宿餐饮用地,连云港市,灌云县,连云港恒驰实业有限公司,灌云县伊山镇果园,40,挂牌,7900,,2017,2017年10月,2017年10月23日,3.4837,34837,2,69674,连云港恒驰实业有限公司,,,,,,,,,,,,,,2018年7月17日,2021年7月16日
1146,工业用地,连云港市,灌云县,连云港创诚塑料胶科技有限公司,下车镇仲集村,50,挂牌,184,,2017,2017年10月,2017年10月20日,1.111,11110,1.2,13332,连云港创诚塑料胶科技有限公司,,,,,,,,,,,,,,2018年7月20日,2021年7月19日
1147,公共设施用地,连云港市,海州区,110千伏西区输变电站新建工程,新海路东、玉带河北,,划拨,0,,2017,2017年10月,2017年10月16日,0.44626,4462.6,,0,国网江苏省电力公司连云港供电公司,,,,,,,,,,,,,,2017年10月17日,2017年12月31日
1148,其他普通商品住房用地,连云港市,灌云县,连云港润泽置业有限公司,县城伊山南路西侧、云海花园东侧,70,挂牌,900,,2017,2017年10月,2017年10月13日,0.2613,2613,1.7,4442.1,连云港润泽置业有限公司,,,,,,,,,,,,,,2018年7月12日,2021年7月11日
1149,工业用地,连云港市,灌云县,连云港银丰食用菌科技有限公司,灌云县南岗乡石涧村十组,50,挂牌,63,,2017,2017年10月,2017年10月13日,0.3436,3436,1.2,4123.2,连云港银丰食用菌科技有限公司,,,,,,,,,,,,,,2018年7月12日,2021年7月12日
1150,仓储用地,连云港市,灌云县,连云港阿尔山实业有限公司,灌云县下车镇仲集村204国道西侧,50,挂牌,792,,2017,2017年10月,2017年10月13日,4.7956,47956,0.5,23978,连云港阿尔山实业有限公司,,,,,,,,,,,,,,2018年7月13日,2021年7月12日
1151,其他普通商品住房用地,连云港市,灌云县,连云港市云阳置业有限公司,县城经济开发区，伊山南路东侧,其他普通商品住房用地70年，其他商服用地40年,挂牌,14342,,2017,2017年10月,2017年10月12日,3.7947,37947,2.8,106251.6,连云港市云阳置业有限公司,,,,,,,,,,,,,,2018年7月12日,2021年7月11日
1152,工业用地,连云港市,灌云县,江苏新清泰新材料有限公司,临港产业区纬三路北侧,50,挂牌,892,,2017,2017年10月,2017年10月12日,5.9382,59382,1.2,71258.4,江苏新清泰新材料有限公司,,,,,,,,,,,,,,2018年7月12日,2021年7月11日
1153,工业用地,连云港市,灌云县,连云港天地佳业化工有限公司,临港产业区纬二路北侧,50,挂牌,260,,2017,2017年10月,2017年10月12日,1.7051,17051,1.2,20461.2,连云港天地佳业化工有限公司,,,,,,,,,,,,,,2018年7月11日,2021年7月10日
1154,其他普通商品住房用地,连云港市,灌云县,连云港旭福置业有限公司,县城东部城区，东方大道西侧,其他普通商品住房用地70年，其他商服用地40年,挂牌,21160,,2017,2017年10月,2017年10月12日,5.1992,51992,2.5,129980,连云港旭福置业有限公司,,,,,,,,,,,,,,2018年7月12日,2021年7月11日
1155,科教用地,连云港市,灌南县,灌南县三口镇中心小学新建餐厅,灌南县三口镇三口村,,划拨,0,,2017,2017年10月,2017年10月12日,0.1,1000,1,1000,灌南县三口镇中心小学,,,,,,,,,,,,,,2018年1月12日,2020年1月12日
1156,其他商服用地,连云港市,灌云县,江苏恒驰房地产开发有限公司,位于县城东部城区，人民路南侧,其他普通商品住房用地70年，其他商服用地40年,挂牌,7200,,2017,2017年10月,2017年10月11日,1.904,19040,4,76160,江苏恒驰房地产开发有限公司,,,,,,,,,,,,,,2018年3月29日,2020年3月28日
1157,其他普通商品住房用地,连云港市,灌云县,江苏疆厦置业有限公司,灌云县杨集镇镇东村境内，杨陡路北侧,其他普通商品住房用地70年，其他商服用地40年,挂牌,2196,,2017,2017年10月,2017年10月10日,1.9573,19573,2,39146,江苏疆厦置业有限公司,,,,,,,,,,,,,,2018年7月10日,2021年7月9日
1158,其他普通商品住房用地,连云港市,灌云县,连云港伊云房地产开发有限公司,下车镇仲集村境内，204国道东侧,其他普通商品住房用地70年，其他商服用地40年,挂牌,2278,,2017,2017年10月,2017年10月10日,4.3369,43369,1.7,73727.3,连云港伊云房地产开发有限公司,,,,,,,,,,,,,,2018年7月10日,2021年7月9日
1159,其他商服用地,连云港市,灌云县,江苏筑富实业投资有限公司,临港产业区灌西盐场新河工区,40,挂牌,10700,,2017,2017年10月,2017年10月10日,13.0036,130036,1.8,234064.8,江苏筑富实业投资有限公司,,,,,,,,,,,,,,2018年7月10日,2021年7月9日
1160,其他商服用地,连云港市,灌云县,江苏筑富实业投资有限公司,临港产业区灌西盐场新河工区,40,挂牌,6400,,2017,2017年10月,2017年10月10日,7.7352,77352,1.8,139233.6,江苏筑富实业投资有限公司,,,,,,,,,,,,,,2018年7月10日,2021年7月9日
1161,其他商服用地,连云港市,灌云县,连云港市工投集团灌西投资有限公司,临港产业区灌西盐场新河工区,40,挂牌,8200,,2017,2017年10月,2017年10月10日,9.9741,99741,1.8,179533.8,连云港市工投集团灌西投资有限公司,,,,,,,,,,,,,,2018年7月10日,2021年7月9日
1162,其他商服用地,连云港市,灌云县,连云港金淮旅游开发有限公司,临港产业区灌西盐场新河工区,40,挂牌,8100,,2017,2017年10月,2017年10月10日,9.9333,99333,1.8,178799.4,连云港金淮旅游开发有限公司,,,,,,,,,,,,,,2018年7月10日,2021年7月9日
1163,其他商服用地,连云港市,灌云县,连云港金淮旅游开发有限公司,临港产业区灌西盐场新河工区,40,挂牌,6350,,2017,2017年10月,2017年10月10日,7.6632,76632,1.8,137937.6,连云港金淮旅游开发有限公司,,,,,,,,,,,,,,2018年7月10日,2021年7月9日
