编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
514,其他商服用地,连云港市,海州区,海州区滨河新城同心路北、规划八路东,海州区滨河新城同心路北、规划八路东,40,挂牌,1710,,2019,2019年3月,2019年3月19日,0.7104,7104,1.8,12787.2,连云港瀛洲地产有限公司,,,,,,,,,,,,,,2020年3月6日,2022年3月6日
515,其他商服用地,连云港市,海州区,海州区滨河新城同心路北、规划八路西,海州区滨河新城同心路北、规划八路西,40,挂牌,2540,,2019,2019年3月,2019年3月19日,1.2067,12067,1.2,14480.4,连云港瀛洲地产有限公司,,,,,,,,,,,,,,2020年3月6日,2022年3月6日
518,商务金融用地,连云港市,连云区,连云新城中国移动大数据中心,连云区连云新城广州路南、青岛路西,40,挂牌,950,,2019,2019年3月,2019年3月15日,1.3192,13192,2,26384,中国移动通信集团有限公司江苏分公司,,,,,,,,,,,,,,2020年3月6日,2022年3月6日
521,科研用地,连云港市,连云区,高效低碳燃气轮机试验装置项目,开发区黄海大道南、玉竹路东,,划拨,0,,2019,2019年3月,2019年3月11日,12.6114,126114,1.2,151336.8,中国科学院工程热物理研究所,,,,,,,,,,,,,,2019年6月30日,2023年6月29日
527,其他商服用地,连云港市,海州区,解放东路253号联运公司综合楼5号门面划拨转出让,解放东路253号联运公司综合楼5号门面,40,协议,5.133,,2019,2019年2月,2019年2月28日,0.002045,20.45,,0,唐建清、汤美乐,,,,,,,,,,,,,,2019年2月28日,2019年3月1日
528,公用设施用地,连云港市,赣榆区,莒城湖水厂,塔山镇大莒城村,50,协议,1760,,2019,2019年2月,2019年2月26日,6.171,61710,0.5,30855,连云港市创联水务有限责任公司,,,,,,,,,,,,,,2019年4月1日,2021年4月1日
529,公用设施用地,连云港市,赣榆区,新城污水处理厂,海头镇匡口村,50,协议,1488,,2019,2019年2月,2019年2月26日,4.96,49600,0.5,24800,连云港市创联投资发展有限公司,,,,,,,,,,,,,,2019年4月1日,2021年4月1日
533,公用设施用地,连云港市,灌南县,兴庄（汤沟）110千伏输变电工程,孟兴庄镇颜马村,,划拨,0,,2019,2019年2月,2019年2月14日,0.5358,5358,1,5358,国网江苏省电力有限公司连云港供电分公司,,,,,,,,,,,,,,2019年8月14日,2021年8月14日
534,其他商服用地,连云港市,连云区,连云区南京路东、云河路南,连云区南京路东、云河路南,40,挂牌,2720,,2019,2019年2月,2019年2月13日,2.4646,24646,1.8,44362.8,江苏方洋现代服务产业集团有限公司,,,,,,,,,,,,,,2020年1月23日,2022年1月23日
537,公用设施用地,连云港市,连云区,云山供电营业所生产用房,连云区云山经九路东、云山卫生院南侧,40,挂牌,132,,2019,2019年2月,2019年2月1日,0.1732,1732,0.6,1039.2,国网江苏省电力有限公司连云港供电分公司,,,,,,,,,,,,,,2020年1月22日,2022年1月21日
556,零售商业用地,连云港市,灌云县,GYJ2018-15号（临港228国道南侧地块）,县临港产业区228国道南侧地块,40,挂牌,5020,,2019,2019年1月,2019年1月11日,0.6654,6654,3.5,23289,中国石化销售有限公司江苏连云港石油分公司,,,,,,,,,,,,,,2019年10月11日,2022年10月10日
569,公用设施用地,连云港市,连云区,江苏新海连发展集团有限公司,开发区临港产业区云桥路西、云池路北侧,50,协议,718.13,,2019,2019年1月,2019年1月9日,4.987006,49870.06,,0,江苏新海连发展集团有限公司,,,,,,,,,,,,,,2018年11月3日,2018年11月3日
572,机关团体用地,连云港市,海州区,朐阳社区服务中心项目,海州区规划双龙路南侧、梧桐蓝山小区西侧,,划拨,0,,2019,2019年1月,2019年1月4日,0.88903,8890.3,1.2,10668.36,连云港市海州区人民政府朐阳街道办事处,,,,,,,,,,,,,,2019年12月31日,2022年2月28日
573,机关团体用地,连云港市,连云区,东部城区公交派出所新建业务用房及辅助用房,开发区竹泉路南、映泉路东,,划拨,0,,2019,2019年1月,2019年1月2日,0.32086,3208.6,1,3208.6,连云港市公安局,,,,,,,,,,,,,,2019年5月1日,2020年1月1日
577,文体娱乐用地,连云港市,东海县,青北村民文体中心项目,青湖镇青北村驻地,,划拨,0,,2018,2018年12月,2018年12月29日,2.5949,25949,1,25949,青湖镇人民政府,,,,,,,,,,,,,,2019年12月20日,2021年12月23日
579,文体娱乐用地,连云港市,东海县,安峰镇便民服务中心项目,安峰镇山庄村,,划拨,0,,2018,2018年12月,2018年12月29日,1.1195,11195,1,11195,安峰镇人民政府,,,,,,,,,,,,,,2019年12月18日,2021年12月22日
583,公共设施用地,连云港市,东海县,三源会馆项目,东海县温泉镇驻地,,划拨,0,,2018,2018年12月,2018年12月29日,2.0216,20216,3,60648,东海县国土资源局,,,,,,,,,,,,,,2019年12月19日,2021年12月16日
584,公共设施用地,连云港市,东海县,黄川镇农贸市场项目,黄川镇驻地,,划拨,0,,2018,2018年12月,2018年12月29日,2.2485,22485,3,67455,黄川镇人民政府,,,,,,,,,,,,,,2019年12月19日,2021年12月16日
586,科教用地,连云港市,东海县,望东小学项目,东海县望东村驻地,,划拨,0,,2018,2018年12月,2018年12月29日,1.9815,19815,3,59445,东海县教育局,,,,,,,,,,,,,,2019年12月19日,2021年12月24日
592,公共设施用地,连云港市,灌南县,堆沟新城配套设施项目,堆沟港镇八队村,,划拨,0,,2018,2018年12月,2018年12月28日,0.8298,8298,1.2,9957.6,堆沟港镇人民政府,,,,,,,,,,,,,,2019年6月28日,2021年12月28日
596,公共设施用地,连云港市,连云区,徐圩新区河道治理及新建水库工程（徐圩新区应急备用水源）项目,烧香支河西，中通道北,,划拨,0,,2018,2018年12月,2018年12月28日,199.0684,1990684,,0,江苏方洋水务有限公司,,,,,,,,,,,,,,2019年2月5日,2020年2月4日
599,公共设施用地,连云港市,灌南县,三口镇污水处理厂,三口镇三口村,,划拨,0,,2018,2018年12月,2018年12月26日,0.2733,2733,,0,灌南县三口镇人民政府,,,,,,,,,,,,,,2019年5月26日,2021年5月26日
600,公共设施用地,连云港市,灌南县,田楼污水处理厂,田楼镇三兴村,,划拨,0,,2018,2018年12月,2018年12月26日,0.4359,4359,,0,灌南县田楼镇人民政府,,,,,,,,,,,,,,2019年5月26日,2021年5月26日
603,公共设施用地,连云港市,连云区,连云区220千伏孔桥输变电工程,连云区复堆河路北,,划拨,0,,2018,2018年12月,2018年12月25日,1.5,15000,,0,江苏东港能源投资有限公司,,,,,,,,,,,,,,2019年2月28日,2020年2月27日
612,公共设施用地,连云港市,海州区,花果山截洪沟调蓄工程,花果山大道东、景湖路南,,划拨,0,,2018,2018年12月,2018年12月24日,26.79044,267904.4,,0,江苏润科投资发展集团有限公司,,,,,,,,,,,,,,2019年1月24日,2020年1月24日
623,其他商服用地,连云港市,海州区,海州区解放路北、工农路东,海州区解放路北、工农路东,40,挂牌,3250,,2018,2018年12月,2018年12月18日,0.6967,6967,0.93,6479.31,连云港市同城地产集团有限责任公司,,,,,,,,,,,,,,2019年12月5日,2021年12月5日
624,公共设施用地,连云港市,灌南县,硕项湖水质监测中心,新安镇渔场村,,划拨,0,,2018,2018年12月,2018年12月17日,0.3227,3227,,0,连云港硕项湖水务集团有限公司,,,,,,,,,,,,,,2019年3月17日,2021年3月16日
626,公共设施用地,连云港市,连云区,连云区第二水厂及配套管网一期工程,连云区石化九路以东，陬山路以北,,划拨,0,,2018,2018年12月,2018年12月17日,5,50000,,0,江苏方洋水务有限公司,,,,,,,,,,,,,,2019年1月15日,2020年1月14日
628,科教用地,连云港市,连云区,连云区东辛农场东米食品公司南侧,连云区东辛农场东米食品公司南侧,50,挂牌,30,,2018,2018年12月,2018年12月17日,0.0916,916,1.5,1374,江苏省农垦农业发展股份有限公司现代农业研究院,,,,,,,,,,,,,,2019年12月4日,2021年12月4日
635,公共设施用地,连云港市,连云区,连云港虹洋热电联产扩建项目（公用工程岛场址）,连云区陬山路北、石化三路东,50,挂牌,9037,,2018,2018年12月,2018年12月13日,23.4117,234117,1.2,280940.4,连云港中星能源有限公司,,,,,,,,,,,,,,2019年6月30日,2021年6月29日
638,公共设施用地,连云港市,赣榆区,废旧渔网回收再利用,柘汪镇西棘荡村,,划拨,0,,2018,2018年12月,2018年12月12日,3.9614,39614,1,39614,柘汪镇西棘荡村村委会,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
639,公共设施用地,连云港市,赣榆区,废旧渔网回收再利用二期,柘汪镇西棘荡村,,划拨,0,,2018,2018年12月,2018年12月12日,8.5078,85078,1,85078,柘汪镇西棘荡村村委会,,,,,,,,,,,,,,2019年3月31日,2021年3月31日
642,公共设施用地,连云港市,连云区,连云区液化天然气储配站,连云区石化三道北、西安路东,50,挂牌,4394,,2018,2018年12月,2018年12月10日,13.27,132700,1,132700,连云港石化产业园有限公司,,,,,,,,,,,,,,2019年3月30日,2021年3月29日
648,其他商服用地,连云港市,东海县,天燃气青湖综合站,青湖镇新310国道南侧,40,挂牌,450,,2018,2018年11月,2018年11月20日,0.6457,6457,1.5,9685.5,东海县中裕燃气有限公司,,,,,,,,,,,,,,2019年5月10日,2021年5月9日
649,公共设施用地,连云港市,海州区,连云港市南城污水处理厂二期扩建工程,海州区经济开发区经一路东侧,,划拨,0,,2018,2018年11月,2018年11月14日,4.60023,46002.3,,0,连云港市港城水务有限公司,,,,,,,,,,,,,,2019年6月1日,2021年6月1日
650,科教用地,连云港市,海州区,连云港市新坝中心小学异地新建工程（校安工程）,新坝镇富强路北、涟湖路东,,划拨,0,,2018,2018年11月,2018年11月14日,5.1324,51324,0.8,41059.2,连云港市新坝中心小学,,,,,,,,,,,,,,2019年10月1日,2020年10月1日
652,医卫慈善用地,连云港市,海州区,连云港市妇幼保健院新建妇幼保健中心(一期)项目,秦东门大街北、郁洲路西,,划拨,0,,2018,2018年11月,2018年11月14日,1,10000,1.2,12000,连云港市妇幼保健院,,,,,,,,,,,,,,2019年10月1日,2022年10月1日
655,公共设施用地,连云港市,赣榆区,赣榆综合客运枢纽工程,赣马镇新合村、仲庄村,,划拨,0,,2018,2018年11月,2018年11月9日,10.0926,100926,0.7,70648.2,连云港市创联投资发展有限公司,,,,,,,,,,,,,,2019年3月1日,2021年3月31日
656,科教用地,连云港市,灌南县,新建灌南县汤沟中学餐厅操作间建设工程项目,灌南县汤沟中学校内,,划拨,0,,2018,2018年11月,2018年11月7日,0.0566,566,1.2,679.2,灌南县汤沟中学,,,,,,,,,,,,,,2019年2月7日,2021年2月7日
665,科教用地,连云港市,东海县,石梁河镇第二中心小学新建教学综合楼项目,东海县石梁河镇南辰村驻地,,划拨,0,,2018,2018年10月,2018年10月30日,0.8868,8868,1,8868,东海县教育局,,,,,,,,,,,,,,2018年11月17日,2019年8月30日
666,公共设施用地,连云港市,连云区,连云港石化产业基地安全环保管理中心,连云区港苏海路南、复堆河西,50,挂牌,1237,,2018,2018年10月,2018年10月30日,3.7928,37928,1,37928,连云港石化产业园有限公司,,,,,,,,,,,,,,2018年12月10日,2019年12月10日
669,其他商服用地,连云港市,连云区,江苏东盛房地产综合开发有限公司文教路21号、23号底层商业,连云区墟沟街道文教路21号、23号,40,协议,48.04,,2018,2018年10月,2018年10月19日,0.02544,254.4,5.16,1312.704,江苏东盛房地产综合开发有限公司,,,,,,,,,,,,,,2018年10月31日,2018年10月31日
676,其他商服用地,连云港市,灌云县,连云港灌山云水实业有限公司,县城233国道北侧温泉地块、宁连公路东侧,其他商服用地40年，其他普通商品住房用地70年,挂牌,17898,,2018,2018年10月,2018年10月10日,8.402,84020,1.7,142834,连云港灌山云水实业投资有限公司,,,,,,,,,,,,,,2019年7月10日,2022年7月9日
686,公共设施用地,连云港市,连云区,110千伏跃湖（先锋）输变电工程项目,开发区盐池西路南、玉竹路东,,划拨,0,,2018,2018年9月,2018年9月18日,0.44976,4497.6,,0,国网江苏省电力有限公司连云港供电分公司,,,,,,,,,,,,,,2018年11月1日,2020年4月30日
696,公共设施用地,连云港市,灌云县,110千伏王集输变电工程,灌云县东王集镇韩圩村,,划拨,0,,2018,2018年9月,2018年9月12日,0.431,4310,1,4310,国网江苏省电力有限公司连云港供电分公司,,,,,,,,,,,,,,2018年9月12日,2019年9月12日
699,机关团体用地,连云港市,灌云县,灌云县科技馆项目,灌云县东王集镇元邦村境内,,划拨,0,,2018,2018年9月,2018年9月11日,0.4709,4709,2,9418,灌云县科学技术协会,,,,,,,,,,,,,,2018年9月11日,2019年9月11日
700,科教用地,连云港市,灌南县,新建大圈实验学校学生宿舍楼项目,新安镇小元村,,划拨,0,,2018,2018年9月,2018年9月10日,0.08337,833.7,1.5,1250.55,灌南县大圈实验学校,,,,,,,,,,,,,,2018年12月10日,2020年12月10日
703,机关团体用地,连云港市,东海县,双店人民法庭迁建项目,双店镇驻地,,划拨,0,,2018,2018年8月,2018年8月28日,0.9752,9752,1.5,14628,东海县人民法院,,,,,,,,,,,,,,2018年10月31日,2019年10月30日
704,公共设施用地,连云港市,灌云县,连云港市徐圩新区给水处理厂及厂外配套管网二期工程（善后河新建取水泵站）,善后河泵站以西、善后河北侧,,划拨,0,,2018,2018年8月,2018年8月27日,0.9434,9434,,0,江苏方洋水务有限公司,,,,,,,,,,,,,,2019年1月8日,2020年3月9日
707,公共设施用地,连云港市,灌南县,灌南百禄15MWp渔光互补光伏发电扶贫项目,百禄镇大南村,30,挂牌,22.9632,,2018,2018年8月,2018年8月27日,0.2392,2392,1.5,3588,江苏飞展能源科技有限公司,,,,,,,,,,,,,,2019年3月25日,2021年3月24日
709,科教用地,连云港市,海州区,连云港市海州培智学校建设工程（校安工程）,连云港市海州区滨河新城规划三路以北、规划八路以东,,划拨,0,,2018,2018年8月,2018年8月22日,1.3289,13289,1,13289,连云港市新浦培智学校,,,,,,,,,,,,,,2018年10月16日,2019年10月15日
724,科教用地,连云港市,灌南县,新建灌南县新安镇中心小学餐厅建设工程,新安镇镇中西路北侧,,划拨,0,,2018,2018年8月,2018年8月20日,0.9634,9634,1.5,14451,灌南县新安镇中心小学,,,,,,,,,,,,,,2018年11月20日,2020年11月20日
725,其他商服用地,连云港市,东海县,东海县果源文化传媒有限公司新建餐饮酒店项目,房山镇驻地、达宁路西侧,40,拍卖,238,,2018,2018年8月,2018年8月17日,0.45308,4530.8,2,9061.6,东海县国源文化传媒有限公司,,,,,,,,,,,,,,2018年12月1日,2020年1月28日
727,科教用地,连云港市,灌南县,灌南国家气象观测站和气象灾害预警中心迁建项目,新安镇镇西村,,划拨,0,,2018,2018年8月,2018年8月13日,0.4054,4054,0.5,2027,灌南县气象局,,,,,,,,,,,,,,2018年11月13日,2020年11月13日
733,科教用地,连云港市,灌南县,灌南县长茂中学新建宿舍楼工程项目,灌南县田楼镇长茂村,,划拨,0,,2018,2018年7月,2018年7月31日,0.033512,335.12,1.5,502.68,灌南县长茂中学,,,,,,,,,,,,,,2018年11月1日,2020年11月1日
734,公共设施用地,连云港市,灌南县,新建管道天然气综合站项目,新安镇吴圩村,30,挂牌,406.0116,,2018,2018年7月,2018年7月30日,2.3334,23334,1,23334,灌南中裕燃气有限公司,,,,,,,,,,,,,,2019年5月28日,2021年5月27日
744,其他商服用地,连云港市,东海县,东海县石榴街道总部经济综合服务区建设项目,东海县石榴街道花园路西侧,40,挂牌,1200,,2018,2018年7月,2018年7月30日,0.908,9080,2,18160,东海县似嘉子置业有限公司,,,,,,,,,,,,,,2018年10月1日,2020年6月21日
747,文体娱乐用地,连云港市,灌南县,灌南县体育中心建设项目,新港大道北侧、泰州北路西侧,,划拨,0,,2018,2018年7月,2018年7月26日,3.1619,31619,0.4,12647.6,灌南县文化广电体育局,,,,,,,,,,,,,,2019年2月26日,2021年2月26日
755,机关团体用地,连云港市,海州区,海州区人民法院诉讼服务中心及附属楼项目,海州区秦东门大街北、海州区人民法院东,,划拨,0,,2018,2018年7月,2018年7月18日,0.861,8610,1.5,12915,连云港市海州区人民法院,,,,,,,,,,,,,,2018年8月15日,2020年8月14日
756,公共设施用地,连云港市,连云区,重型化工专业消防站工程,连云区石化三路以西、陬山路以南,,划拨,0,,2018,2018年7月,2018年7月17日,2.0466,20466,1,20466,国家东中西区域合作示范区(连云港连云区)规划建设局,,,,,,,,,,,,,,2018年7月17日,2019年7月17日
761,科教用地,连云港市,海州区,淮海工学院苍梧校区北侧扩建工程,科苑路东、玉兰路南、学院路东西两侧,,划拨,0,,2018,2018年7月,2018年7月5日,12.46068,124606.8,1.8,224292.24,淮海工学院,,,,,,,,,,,,,,2018年8月30日,2020年8月30日
765,科教用地,连云港市,东海县,东海县实验小学西双湖校区项目,东海县牛山街道办驻地,,划拨,0,,2018,2018年6月,2018年6月26日,4.2838,42838,2,85676,东海县教育局,,,,,,,,,,,,,,2018年11月30日,2019年11月29日
766,机关团体用地,连云港市,灌南县,灌南县气象灾害预警中心迁建项目,灌南县职业中等专业学校院内,,划拨,0,,2018,2018年6月,2018年6月22日,0.5351,5351,1,5351,灌南县气象局,,,,,,,,,,,,,,2019年1月22日,2021年1月22日
768,其他商服用地,连云港市,海州区,海州区玉带新村沿街网点D6-D7号楼3号门面房,海州区玉带新村沿街网点D6-D7号楼3号门面,40,协议,4.88,,2018,2018年6月,2018年6月20日,0.003695,36.95,3.38,124.891,张爱明、郭玉梅,,,,,,,,,,,,,,2018年6月21日,2018年6月21日
769,公共设施用地,连云港市,灌云县,220千伏邓庄变电站扩建项目,灌云县伊山镇朱韩村,,划拨,0,,2018,2018年6月,2018年6月20日,0.245,2450,2,4900,国网江苏省电力有限公司连云港供电分公司,,,,,,,,,,,,,,2018年6月20日,2019年6月20日
770,机关团体用地,连云港市,灌云县,灌云县四队镇交通枢纽站建设项目,灌云县四队镇街西社区,,划拨,0,,2018,2018年6月,2018年6月20日,1.8472,18472,1.5,27708,灌云县公安局,,,,,,,,,,,,,,2018年6月20日,2021年6月18日
793,批发零售用地,连云港市,灌南县,半岛乐园南侧地块,半岛乐园南侧地块,40,挂牌,2022.2925,,2018,2018年6月,2018年6月1日,0.5737,5737,1.2,6884.4,连云港昌隆置业有限公司,,,,,,,,,,,,,,2018年11月30日,2021年11月30日
805,批发零售用地,连云港市,灌南县,农机物流地块一,农机物流地块一,40,挂牌,581.1,,2018,2018年5月,2018年5月30日,0.9685,9685,1.4,13559,灌南恒缘置业有限公司,,,,,,,,,,,,,,2018年11月30日,2021年11月30日
806,批发零售用地,连云港市,灌南县,农机物流地块二,农机物流地块二,40,挂牌,739.56,,2018,2018年5月,2018年5月30日,1.2326,12326,1.4,17256.4,灌南恒缘置业有限公司,,,,,,,,,,,,,,2018年11月30日,2021年11月30日
811,批发零售用地,连云港市,灌南县,同兴村加油站地块,同兴村加油站地块,40,挂牌,871.8075,,2018,2018年5月,2018年5月30日,0.38747,3874.7,0.5,1937.35,中国石油天然气股份有限公司江苏连云港销售分公司,,,,,,,,,,,,,,2018年11月30日,2021年11月30日
814,机关团体用地,连云港市,海州区,海州区监察委留置办案中心,海州区朝阳路北、人民法院东,,划拨,0,,2018,2018年5月,2018年5月28日,0.69311,6931.1,0.5,3465.55,连云港市海州区监察委,,,,,,,,,,,,,,2018年8月29日,2019年8月28日
816,公共设施用地,连云港市,海州区,凤凰新城污水管网接通工程（16#泵站-城南污水处理厂）,海州开发区,,划拨,0,,2018,2018年5月,2018年5月28日,0.0374,374,,0,连云港市城市建设投资集团有限责任公司,,,,,,,,,,,,,,2018年6月30日,2019年6月29日
820,文体娱乐用地,连云港市,东海县,东海少儿版画活动中心项目,东海县科技创业园内,,划拨,0,,2018,2018年5月,2018年5月25日,1.1585,11585,1.5,17377.5,东海县文化广电体育局,,,,,,,,,,,,,,2018年8月31日,2019年8月30日
821,批发零售用地,连云港市,灌南县,气象局南侧地块（B3）,气象局南侧地块（B3）,批发零售用地40年，其他普通商品住房用地70年,挂牌,18573.2625,,2018,2018年5月,2018年5月24日,7.9885,79885,3.3,263620.5,灌南中瑞恒基置业有限公司,,,,,,,,,,,,,,2018年11月24日,2021年11月24日
855,公共设施用地,连云港市,连云区,东港污水处理厂一期工程,连云区复堆河以西、深港河以南,,划拨,0,,2018,2018年5月,2018年5月18日,0.8435,8435,,0,江苏方洋水务有限公司,,,,,,,,,,,,,,2018年5月23日,2019年5月23日
860,公共设施用地,连云港市,赣榆区,大高村委会,赣马镇大高颠村,,划拨,0,,2018,2018年5月,2018年5月16日,1.1473,11473,,0,大高巅村村民委员会,,,,,,,,,,,,,,2018年7月31日,2020年7月31日
885,批发零售用地,连云港市,海州区,海州区郁州园丁新村5号楼门面房3号门面,海州区郁州园丁新村5号楼门面房3号,40,协议,5.38,,2018,2018年4月,2018年4月18日,0.002137,21.37,,0,曹桂珍,,,,,,,,,,,,,,2018年4月27日,2018年4月27日
886,机关团体用地,连云港市,灌南县,灌南县涉案财务集中管理中心,新安镇新东村,,划拨,0,,2018,2018年4月,2018年4月18日,0.5249,5249,1.5,7873.5,灌南县公安局,,,,,,,,,,,,,,2018年7月18日,2020年7月18日
887,机关团体用地,连云港市,灌南县,灌南县涉案财务集中管理中心,新安镇新东村,,划拨,0,,2018,2018年4月,2018年4月18日,0.4125,4125,1.5,6187.5,灌南县公安局,,,,,,,,,,,,,,2018年7月18日,2020年6月18日
890,科教用地,连云港市,灌南县,灌南县李集中心小学新建教学楼（校安工程）,灌南县李集乡,,划拨,0,,2018,2018年4月,2018年4月4日,0.1953,1953,1.2,2343.6,灌南县李集乡中心小学,,,,,,,,,,,,,,2018年7月11日,2020年7月10日
891,批发零售用地,连云港市,海州区,海州区玉带新村社区服务中心4号门面,海州区玉带新村社区服务中心4号门面,40,协议,3.36,,2018,2018年4月,2018年4月3日,0.003568,35.68,,0,江苏灌云农村商业银行股份有限公司,,,,,,,,,,,,,,2018年4月3日,2018年4月3日
892,批发零售用地,连云港市,海州区,海州区玉带新村社区服务中心6号门面,海州区玉带新村社区服务中心6号门面,40,协议,13.57,,2018,2018年4月,2018年4月3日,0.01439,143.9,,0,江苏灌云农村商业银行股份有限公司,,,,,,,,,,,,,,2018年4月3日,2018年4月3日
893,批发零售用地,连云港市,海州区,海州区玉带新村社区服务中心5号门面,海州区玉带新村社区服务中心5号门面,40,协议,8.92,,2018,2018年4月,2018年4月3日,0.009462,94.62,,0,江苏灌云农村商业银行股份有限公司,,,,,,,,,,,,,,2018年4月3日,2018年4月3日
898,科教用地,连云港市,赣榆区,柘汪幼儿园,柘汪镇秦家沙村,,划拨,0,,2018,2018年3月,2018年3月28日,1.6431,16431,0.7,11501.7,柘汪幼儿园,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
918,公共设施用地,连云港市,东海县,110千伏张湾输变电工程,张湾乡七里桥村,,划拨,0,,2018,2018年3月,2018年3月20日,0.4531,4531,,0,江苏省电力公司连云港供电公司,,,,,,,,,,,,,,2018年9月20日,2020年9月20日
919,机关团体用地,连云港市,东海县,青湖镇法庭,青湖镇青北村,,划拨,0,,2018,2018年3月,2018年3月20日,0.4512,4512,1.2,5414.4,东海县人民法院,,,,,,,,,,,,,,2018年9月1日,2020年9月1日
923,公共设施用地,连云港市,灌云县,沿海观光农业建设工程,灌云县伊山镇,,划拨,0,,2018,2018年3月,2018年3月19日,2.2409,22409,1.5,33613.5,连云港市恒驰实业有限公司,,,,,,,,,,,,,,2018年3月19日,2019年3月19日
924,机关团体用地,连云港市,灌云县,伊龙线道路建设工程（伊山段）,灌云县伊山镇境内,,划拨,0,,2018,2018年3月,2018年3月19日,2.8072,28072,1.5,42108,灌云县伊山镇人民政府,,,,,,,,,,,,,,2018年3月19日,2019年3月19日
927,公共设施用地,连云港市,海州区,学林路西、芭蕉路北,学林路西、芭蕉路北,公共设施用地50年，商务金融用地40年，其他商服用地40年，批发零售用地40年，住宿餐饮用地40年,挂牌,3240,,2018,2018年3月,2018年3月15日,1.2002,12002,1.6,19203.2,连云港市农业发展集团有限公司,,,,,,,,,,,,,,2019年3月1日,2021年3月1日
928,商务金融用地,连云港市,海州区,海州区郁洲南路东、梧桐路南,海州区郁洲南路东、梧桐路南,40,挂牌,2900,,2018,2018年3月,2018年3月15日,2.2989,22989,1.5,34483.5,连云港市瑞开房地产开发有限公司,,,,,,,,,,,,,,2019年3月1日,2021年3月1日
929,商务金融用地,连云港市,海州区,海州区香海湖路北、规划经一南路西,海州区香海湖路北、规划经一南路西,40,挂牌,3020,,2018,2018年3月,2018年3月15日,2.20515,22051.5,1.8,39692.7,江苏润普东实业有限公司,,,,,,,,,,,,,,2019年3月1日,2021年3月1日
930,商务金融用地,连云港市,海州区,海州区郁洲南路西、支三路南、香海湖北,海州区郁洲南路西、支三路南、香海湖北,40,挂牌,3360,,2018,2018年3月,2018年3月15日,2.6568,26568,1.5,39852,江苏鸿昇贸易有限公司,,,,,,,,,,,,,,2019年3月1日,2021年3月1日
940,文体娱乐用地,连云港市,赣榆区,六里桥文化园,青口镇六里桥村,,划拨,0,,2018,2018年3月,2018年3月14日,2.8696,28696,0.7,20087.2,赣榆区文化广电体育局,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
941,机关团体用地,连云港市,赣榆区,九里边防派出所,石桥镇九里村,,划拨,0,,2018,2018年3月,2018年3月13日,0.4764,4764,0.7,3334.8,赣榆区公安局九里边防派出所,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
947,科教用地,连云港市,连云区,连云港华杰教育投资有限公司,开发区盐池西路北、龙桥路西,50,挂牌,8300,,2018,2018年3月,2018年3月7日,12.2548,122548,1,122548,连云港华杰教育投资有限公司,,,,,,,,,,,,,,2018年12月2日,2020年12月2日
951,机关团体用地,连云港市,赣榆区,城头国土所,城头镇翠竹村,,划拨,0,,2018,2018年3月,2018年3月5日,0.3333,3333,0.7,2333.1,连云港市赣榆区国土资源局城头国土所,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
952,公共设施用地,连云港市,赣榆区,赣榆区司法局,青口镇孙沙社区,,划拨,0,,2018,2018年3月,2018年3月5日,0.8033,8033,0.7,5623.1,赣榆区司法局,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
953,公共设施用地,连云港市,赣榆区,金山便民体育中心,金山镇徐福村,,划拨,0,,2018,2018年3月,2018年3月5日,1.4197,14197,0.7,9937.9,金山镇人民政府,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
955,文体娱乐用地,连云港市,海州区,海州区樱花路南、水杉路西,海州区樱花路南、水杉路西,50,挂牌,1790,,2018,2018年3月,2018年3月2日,2.9809,29809,0.6,17885.4,连云港神州投资有限公司,,,,,,,,,,,,,,2019年2月12日,2021年2月12日
956,公共设施用地,连云港市,赣榆区,厉庄村委会,厉庄镇厉庄村,,划拨,0,,2018,2018年2月,2018年2月28日,0.6958,6958,0.7,4870.6,赣榆区厉庄镇厉庄村委会,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
957,公共设施用地,连云港市,赣榆区,横街村村委会,沙河镇横街村,,划拨,0,,2018,2018年2月,2018年2月28日,0.2077,2077,0.7,1453.9,赣榆区沙可镇横街村村委会,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
958,公共设施用地,连云港市,赣榆区,和平村村委会,沙河镇和平村,,划拨,0,,2018,2018年2月,2018年2月28日,0.1754,1754,0.7,1227.8,赣榆区沙河镇和平村村委会,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
959,公共设施用地,连云港市,赣榆区,下驾沟村委会,柘汪镇下驾沟村,,划拨,0,,2018,2018年2月,2018年2月28日,0.2166,2166,0.7,1516.2,赣榆区柘汪镇下驾沟村委会,,,,,,,,,,,,,,2018年6月30日,2020年6月30日
