编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
292,工业用地,徐州市,睢宁县,徐州鑫泉源商贸有限公司建工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,68,,2020,2020年3月,2020年3月4日,4476.49,2,8952.98,徐州鑫泉源商贸有限公司,,,,,,,,,,,,,,2020年4月4日,2021年3月4日
293,公路用地,徐州市,新沂市,新沂窑湾景区（4A）与270省道连接线工程（窑炮路）项目,起于窑湾镇、止于邳州交界,,划拨,,,,2020,2020年3月,2020年3月3日,166730,,0,新沂市交通运输局,,,,,,,,,,,,,,2020年10月8日,2021年10月8日
294,城镇住宅用地,徐州市,云龙区,华润置地（徐州）发展有限公司东店子山南侧城镇住宅,东店子山南侧,70,挂牌,,122740,,2020,2020年3月,2020年3月3日,83866.1,1.3,109025.93,华润置地（徐州）发展有限公司,,,,,,,,,,,,,,2021年3月3日,2023年3月3日
295,娱乐用地,徐州市,泉山区,徐州市新盛投资控股集团有限公司珠山东三环南路北娱乐用地,珠山东、三环南路北,40,挂牌,,19700,,2020,2020年3月,2020年3月3日,48641.9,0.6,29185.14,徐州市新盛投资控股集团有限公司,,,,,,,,,,,,,,2021年3月3日,2023年3月3日
296,教育用地,徐州市,新沂市,港头中心小学教学楼及附属工程,新沂市港头镇中心小学校内,,划拨,,,,2020,2020年3月,2020年3月2日,16560,1,16560,新沂市港头镇中心小学,,,,,,,,,,,,,,2020年10月2日,2021年10月2日
297,城镇住宅用地,徐州市,贾汪区,徐州市徐贾工业建设发展有限公司,桃源路东侧，鹏城大道东延北侧,70,挂牌,,30602,,2020,2020年3月,2020年3月2日,89155,2.4,213972,徐州市徐贾工业建设发展有限公司,,,,,,,,,,,,,,2021年3月1日,2023年2月28日
298,城镇住宅用地,徐州市,丰县,江西佳宜置业有限公司（紫金花园小区南1-01)2019-66,紫金花园小区南，丰黄路东侧,40年，70年,挂牌,,10965,,2020,2020年3月,2020年3月2日,42939.2,2.2,94466.24,江西佳宜置业有限公司,,,,,,,,,,,,,,2020年12月2日,2023年12月1日
299,城镇住宅用地,徐州市,贾汪区,徐州市徐贾工业建设发展有限公司,鹏程大道延长北侧，桃园路东侧,70,挂牌,,31444,,2020,2020年3月,2020年3月2日,91584,1.5,137376,徐州市徐贾工业建设发展有限公司,,,,,,,,,,,,,,2021年3月1日,2023年2月28日
300,城镇住宅用地,徐州市,贾汪区,徐州市徐贾工业建设发展有限公司,鹏程大道南侧，金光路东侧,70,挂牌,,9585,,2020,2020年3月,2020年3月2日,27894,2,55788,徐州市徐贾工业建设发展有限公司,,,,,,,,,,,,,,2021年3月1日,2023年2月28日
301,教育用地,徐州市,铜山区,葛楼幼儿园,铜山办事处葛楼村,,划拨,,,,2020,2020年3月,2020年3月2日,46353,1,46353,徐州市铜山区教育局,,,,,,,,,,,,,,2020年9月1日,2022年9月1日
302,教育用地,徐州市,铜山区,桥上幼儿园,铜山办事处桥上村,,划拨,,,,2020,2020年3月,2020年3月2日,139212,1,139212,徐州市铜山区教育局,,,,,,,,,,,,,,2020年9月1日,2023年9月1日
303,公用设施用地,徐州市,铜山区,徐州协合风电场项目,柳泉镇西马村,,划拨,,,,2020,2020年3月,2020年3月2日,8056,1,8056,徐州市铜山区协合风力发电有限公司,,,,,,,,,,,,,,2020年9月1日,2023年9月1日
304,城镇住宅用地,徐州市,丰县,江西佳宜置业有限公司（紫金花园小区南1-02)2019-67,丰黄路东，南二环北,70年，40年,挂牌,,10819,,2020,2020年3月,2020年3月2日,42366.9,2.2,93207.18,江西佳宜置业有限公司,,,,,,,,,,,,,,2020年12月2日,2023年12月1日
305,社会福利用地,徐州市,铜山区,大许养老院,楼房,,划拨,,,,2020,2020年3月,2020年3月2日,2796,1,2796,徐州市铜山区民政局,,,,,,,,,,,,,,2020年9月1日,2023年9月1日
306,科研用地,徐州市,铜山区,高新技术科技谷,铜山办事处桥上村、葛楼村,,划拨,,,,2020,2020年2月,2020年2月29日,65713,1,65713,徐州高新技术产业开发区国有资产经营有限公司,,,,,,,,,,,,,,2020年9月2日,2023年9月2日
307,科研用地,徐州市,铜山区,美的科研园,铜山办事处葛楼村,,划拨,,,,2020,2020年2月,2020年2月29日,94629,1,94629,徐州高新技术产业开发区国有资产经营有限公司,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
308,教育用地,徐州市,铜山区,星光幼教中心,铜山办事处望城村,,划拨,,,,2020,2020年2月,2020年2月29日,55276,1,55276,徐州市铜山区教育局,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
309,教育用地,徐州市,铜山区,中心小学,棠张镇跃进村,,划拨,,,,2020,2020年2月,2020年2月29日,55041,1,55041,徐州市铜山区教育局,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
310,文化设施用地,徐州市,铜山区,孟庄市民广场,张集镇孟庄村,,划拨,,,,2020,2020年2月,2020年2月29日,133333,1,133333,徐州市铜山区张集镇人民政府,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
311,医疗卫生用地,徐州市,铜山区,大彭卫生院,大彭镇程庄村,,划拨,,,,2020,2020年2月,2020年2月29日,47007,1,47007,徐州市铜山区卫生健康委员会,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
312,科研用地,徐州市,铜山区,棠张电子商务研发中心,棠张镇田河村,,划拨,,,,2020,2020年2月,2020年2月29日,6251,1,6251,徐州高新技术产业开发区国有资产经营有限公司,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
313,教育用地,徐州市,铜山区,峻岭书画院,铜山街道办事处葛楼村,,划拨,,,,2020,2020年2月,2020年2月29日,48686,1,48686,徐州市铜山区教育局,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
314,教育用地,徐州市,铜山区,杨场中学,柳新镇杨场村,,划拨,,,,2020,2020年2月,2020年2月29日,33333,1,33333,徐州市铜山区教育局,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
315,教育用地,徐州市,铜山区,拾屯学校（郑集分校）,拾屯街道办杨西村,,划拨,,,,2020,2020年2月,2020年2月29日,35973,1,35973,徐州市铜山区教育局,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
316,公用设施用地,徐州市,铜山区,天裕发电,马坡镇前八段村,,划拨,,,,2020,2020年2月,2020年2月29日,102290,1,102290,江苏天裕能源化工集团有限公司,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
317,医疗卫生用地,徐州市,铜山区,伊庄卫生院改建,伊庄镇伊庄村,,划拨,,,,2020,2020年2月,2020年2月29日,6667,1,6667,徐州市铜山区卫生健康委员会,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
318,公用设施用地,徐州市,铜山区,利国镇农贸市场,利国镇利国村,,划拨,,,,2020,2020年2月,2020年2月29日,27085,1,27085,徐州市铜山区利国镇人民政府,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
319,公用设施用地,徐州市,铜山区,拾屯街道农贸市场,拾屯街道办事处薛桥村,,划拨,,,,2020,2020年2月,2020年2月29日,13331,1,13331,徐州市铜山区拾屯街道办事处,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
320,公用设施用地,徐州市,铜山区,惠民广场,拾屯街道办事处吴屯村,,划拨,,,,2020,2020年2月,2020年2月29日,50840,1,50840,徐州市铜山区拾屯街道办事处,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
321,科研用地,徐州市,铜山区,沿湖农产品科研园,沿湖农场三分厂,,划拨,,,,2020,2020年2月,2020年2月29日,61459,1,61459,徐州市铜山区沿湖农场,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
322,公用设施用地,徐州市,铜山区,港华燃气,张集镇孙湾村,,划拨,,,,2020,2020年2月,2020年2月29日,14615,1,14615,铜山港华燃气有限公司,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
323,公用设施用地,徐州市,铜山区,发电,大许镇刘鹿村,,划拨,,,,2020,2020年2月,2020年2月29日,33177,1,33177,长青集团发电厂,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
324,教育用地,徐州市,铜山区,柳泉中学,柳泉镇柳泉村,,划拨,,,,2020,2020年2月,2020年2月29日,14667,1,14667,徐州市铜山区教育局,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
325,教育用地,徐州市,铜山区,郑集幼儿园,郑集镇郑集村,,划拨,,,,2020,2020年2月,2020年2月29日,14070,1,14070,徐州市铜山区教育局,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
326,文化设施用地,徐州市,铜山区,东方文华市民中心,大彭镇程庄村,,划拨,,,,2020,2020年2月,2020年2月29日,34664,1,34664,徐州高新技术产业开发区国有资产经营有限公司,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
327,公用设施用地,徐州市,铜山区,农贸市场,张集镇下张村,,划拨,,,,2020,2020年2月,2020年2月29日,25365,1,25365,徐州市铜山区张集镇人民政府,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
328,教育用地,徐州市,铜山区,龙庄小学扩建,茅村镇龙庄村,,划拨,,,,2020,2020年2月,2020年2月29日,16664,1,16664,徐州市铜山区教育局,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
329,铁路用地,徐州市,铜山区,江苏省新建徐州至淮安至盐城铁路(徐州段)建设项目,铜山,,划拨,,,,2020,2020年2月,2020年2月29日,502358,0.3,150707.4,徐州市交通运输局,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
330,科研用地,徐州市,铜山区,东南钢铁循环产业园,利国镇,,划拨,,,,2020,2020年2月,2020年2月29日,93606,1,93606,东南钢铁有限公司,,,,,,,,,,,,,,2020年8月31日,2023年8月31日
331,科研用地,徐州市,鼓楼区,徐州嘉得宝置业有限公司鼓楼区徐运新河东路东侧部队营房西侧科研项目,徐州市鼓楼区徐运新河东路东侧、部队营房西侧,50,挂牌,,1590,,2020,2020年2月,2020年2月28日,21187.4,1.5,31781.1,徐州嘉得宝置业有限公司,,,,,,,,,,,,,,2021年2月28日,2023年2月28日
332,科研用地,徐州市,鼓楼区,徐州嘉得宝置业有限公司徐运新河东B地块科研项目,鼓楼区徐运新河东路东侧、部队营房西侧,50,挂牌,,1270,,2020,2020年2月,2020年2月28日,16855,1.5,25282.5,徐州嘉得宝置业有限公司,,,,,,,,,,,,,,2021年2月28日,2023年2月28日
333,商务金融用地,徐州市,云龙区,徐州市文化旅游集团有限公司解放路西彭城大院南商务金融用地,解放路西，彭城大院南,40,挂牌,,3410,,2020,2020年2月,2020年2月27日,2274.3,1,2274.3,徐州市文化旅游集团有限公司,,,,,,,,,,,,,,2021年2月27日,2023年2月27日
334,教育用地,徐州市,新沂市,双塘镇九墩幼儿园附属工程,新沂市双塘镇九墩村九墩小学北侧,,划拨,,,,2020,2020年2月,2020年2月26日,3400,0.65,2210,新沂市双塘镇人民政府,,,,,,,,,,,,,,2020年9月26日,2021年9月26日
335,工业用地,徐州市,贾汪区,江苏厚泽重工有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,676,,2020,2020年2月,2020年2月26日,33367,1,33367,江苏厚泽重工有限公司,,,,,,,,,,,,,,2021年2月1日,2023年1月31日
336,工业用地,徐州市,贾汪区,徐州市恒达路桥工程有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,340,,2020,2020年2月,2020年2月26日,16770,1,16770,徐州市恒达路桥工程有限公司,,,,,,,,,,,,,,2021年2月1日,2023年1月31日
337,工业用地,徐州市,铜山区,徐州神力机械科技有限公司工业项目,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,593,,2020,2020年2月,2020年2月25日,15808.83,1,15808.83,徐州神力机械科技有限公司,,,,,,,,,,,,,,2020年11月25日,2023年11月25日
338,工业用地,徐州市,铜山区,徐州中圣清洁能源有限公司工业项目,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,2840,,2020,2020年2月,2020年2月25日,94598.5,1,94598.5,徐州中圣清洁能源有限公司,,,,,,,,,,,,,,2020年11月25日,2023年11月25日
339,工业用地,徐州市,铜山区,徐州博远传动机械有限公司奎河西地块,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,1143,,2020,2020年2月,2020年2月25日,38084.6,1,38084.6,徐州博远传动机械有限公司,,,,,,,,,,,,,,2020年11月25日,2023年11月25日
340,教育用地,徐州市,贾汪区,潘安湖九年一贯制学校,潘安湖街道西段庄社区,,划拨,,,,2020,2020年2月,2020年2月25日,54465,0.8,43572,潘安湖街道办事处,,,,,,,,,,,,,,2020年11月25日,2022年11月25日
341,工业用地,徐州市,贾汪区,徐州市贾汪交通投资发展有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,3037,,2020,2020年2月,2020年2月24日,119077,1.2,142892.4,徐州市贾汪交通投资发展有限公司,,,,,,,,,,,,,,2021年2月1日,2023年1月31日
342,城镇住宅用地,徐州市,贾汪区,大华（集团）徐州湖畔置业有限公司,贾汪区科文学院西侧、荒吴路北侧、星光大道东侧,70,挂牌,,12540,,2020,2020年2月,2020年2月20日,25698,1.76,45228.48,大华（集团）徐州湖畔置业有限公司,,,,,,,,,,,,,,2021年2月1日,2023年1月31日
343,其他商服用地,徐州市,云龙区,徐州市新城区国有资产经营有限责任公司汉源大道东新安路南商服项目,汉源大道东，新安路南,40,挂牌,,4625,,2020,2020年2月,2020年2月20日,16968.82,0.42,7126.9044,徐州市新城区国有资产经营有限责任公司,,,,,,,,,,,,,,2021年2月20日,2022年2月20日
344,城镇住宅用地,徐州市,鼓楼区,徐州贵臻房地产开发有限公司（徐州合景置业发展有限公司）和平路以南高新路以西住宅项目,和平路以南，高新路以西,70,挂牌,,85510,,2020,2020年2月,2020年2月17日,57350.82,2.7,154847.214,徐州贵臻房地产开发有限公司,,,,,,,,,,,,,,2021年2月17日,2023年2月17日
345,商务金融用地,徐州市,鼓楼区,徐州汇中建设工程管理有限公司城东大道南侧商务金融用地,徐州经济技术开发区城东大道南侧、规划路西侧,40,挂牌,,10620,,2020,2020年2月,2020年2月14日,32156.13,3,96468.39,徐州汇中建设工程管理有限公司,,,,,,,,,,,,,,2021年2月14日,2023年2月14日
346,体育用地,徐州市,丰县,丰县体育中心（丰县润城体育发展有限公司）2020-03-HB,文昌路南、丰邑路西,,划拨,,,,2020,2020年2月,2020年2月11日,117713.2,0.5,58856.6,丰县润城体育发展有限公司,,,,,,,,,,,,,,2020年12月11日,2022年12月10日
347,城镇住宅用地,徐州市,新沂市,新沂香溢置业有限公司（商住用地）,新沂市北京东路北侧、黄墩河东侧,70年，40年,挂牌,,33671,,2020,2020年2月,2020年2月5日,86335,2.5,215837.5,新沂香溢置业有限公司,,,,,,,,,,,,,,2020年9月5日,2022年9月5日
348,城镇住宅用地,徐州市,新沂市,新沂香溢置业有限公司（商住用地）,新沂市北京东路南侧、黄墩河东侧,70年，40年,挂牌,,18945,,2020,2020年2月,2020年2月5日,48575,2.5,121437.5,新沂香溢置业有限公司,,,,,,,,,,,,,,2020年9月5日,2022年9月5日
349,教育用地,徐州市,丰县,丰县凤城街道办事处中阳路小学二期2020-01-HB,中阳大道南，东城路西,,划拨,,0,,2020,2020年2月,2020年2月3日,51683.9,0.5,25841.95,丰县凤城街道办事处中心学校,,,,,,,,,,,,,,2020年6月3日,2021年6月2日
