编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
2503,工业用地,徐州市,沛县,徐州德诚饲料有限责任公司,沛县朱寨镇马元工业园区、丰沛公路北侧、龙河路东侧,50,挂牌,,599,,,,2018年3月14日,3.9199,1.000.00,,徐州德诚饲料有限公司?,,,,,,,,,,,,,,2018年9月8日,2020年9月8日
2504,中低价位、中小套型普通商品住房用地,徐州市,沛县,沛县嘉业置业有限公司建御澜湾二期,滨河路南侧、汉邦路西侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,15653,,,,2018年3月14日,4.1571,1.003.40,,沛县嘉业置业有限公司?,,,,,,,,,,,,,,2018年8月9日,2021年8月9日
2505,中低价位、中小套型普通商品住房用地,徐州市,邳州市,龙湖领墅徐州中凯置业有限公司,中山路东侧、长江路北侧,70,挂牌,,5368,,,,2018年3月14日,2.92671,1.001.20,,徐州中凯置业有限公司?,,,,,,,,,,,,,,2018年6月6日,2021年6月5日
2506,中低价位、中小套型普通商品住房用地,徐州市,邳州市,龙湖领墅徐州中凯置业有限公司,中山路东侧、辽河路南侧、扬州路西侧,70,挂牌,,12343.2,,,,2018年3月14日,6.72379,1.002.30,,徐州中凯置业有限公司?,,,,,,,,,,,,,,2018年6月6日,2021年6月5日
2507,中低价位、中小套型普通商品住房用地,徐州市,邳州市,龙湖领墅徐州中凯置业有限公司,辽河路南侧、长江路北侧,70,挂牌,,9337.3,,,,2018年3月14日,5.24362,1.001.20,,徐州中凯置业有限公司?,,,,,,,,,,,,,,2018年12月6日,2021年12月5日
2508,公共设施用地,徐州市,铜山县,高新区环保监测站（二）,新区街道办事处滕寨村,,划拨,,0,,,,2018年3月14日,13.45324,1.001.50,,徐州市高新技术开发区国有资产经营有限公司,,,,,,,,,,,,,,2018年9月16日,2020年9月16日
2509,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,江苏文利置业有限公司建商住用地,八一路南、经一路西,60,挂牌,,6180,,,,2018年3月13日,3.88989,1.001.46,,江苏文利置业有限公司?,,,,,,,,,,,,,,2018年12月13日,2020年3月13日
2510,批发零售用地,徐州市,丰县,王伟,县城工农南路东侧，原计划生育指导站南（新丰路1号）,其他普通商品住房用地70年，批发零售用地40年,协议,,2.95,,,,2018年3月12日,0.00497,2.000.00,,王伟?,,,,,,,,,,,,,,2018年3月13日,2018年3月14日
2511,工业用地,徐州市,贾汪区,徐州维尔德科技发展有限公司,工业园徐轮路以西，和昌益以南,70,挂牌,,360,,,,2018年3月12日,1.7741,1.000.00,,徐州维尔德科技发展有限公司?,,,,,,,,,,,,,,2019年3月1日,2021年2月28日
2512,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州市贾汪区腾远置业有限公司,贾汪区转型大道南侧，泉城路西侧,其他商服用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,,963,,,,2018年3月8日,0.8231,1.201.50,,徐州市贾汪区腾远置业有限公司?,,,,,,,,,,,,,,2019年3月1日,2021年2月28日
2513,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州市贾汪区青山泉城市建设投资有限公司,贾汪区青山泉，子姚河北侧、青山街东侧,其他商服用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,,544,,,,2018年3月8日,0.8058,1.201.60,,徐州市贾汪区青山泉城市建设投资有限公司?,,,,,,,,,,,,,,2019年3月1日,2021年2月28日
2514,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州双楼物流园区投资发展有限公司,大吴街道办事处吴中南路，大吴中学东,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,902,,,,2018年3月7日,1.2522,1.502.50,,徐州双楼物流园区投资发展有限公司?,,,,,,,,,,,,,,2019年3月1日,2021年2月28日
2515,经济适用住房用地,徐州市,鼓楼区,后坝安置保障房,经济开发区大庙镇后坝村,,划拨,,0,,,,2018年3月7日,1.4353,1.003.00,,徐州经济技术开发区国有资产经营有限公司,,,,,,,,,,,,,,2018年3月7日,2019年4月16日
2516,公园与绿地,徐州市,鼓楼区,绿地公园,经济开发区大庙镇大湖村、晓山村,,划拨,,0,,,,2018年3月7日,4.1481,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月10日,2018年10月24日
2517,公园与绿地,徐州市,鼓楼区,山体公园,大庙镇,,划拨,,0,,,,2018年3月7日,35.3026,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月10日,2018年11月21日
2518,公园与绿地,徐州市,鼓楼区,道路绿地,东环街道办事处前蟠桃村委会,,划拨,,0,,,,2018年3月7日,3.24263,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年10月18日
2519,公园与绿地,徐州市,鼓楼区,公园,东环办事处前蟠桃村、后蟠桃村,,划拨,,0,,,,2018年3月7日,1.1994,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月8日
2520,公共设施用地,徐州市,鼓楼区,防汛物资储备仓库,东环街道办事处刘湾村委会,,划拨,,0,,,,2018年3月7日,3.1285,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月15日
2521,公园与绿地,徐州市,鼓楼区,公园绿地,鼓楼区东环街道赵庄居委会,,划拨,,0,,,,2018年3月7日,2.868,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月9日,2018年12月4日
2522,公园与绿地,徐州市,鼓楼区,山体公园,徐州经济开发区大黄山镇荆山村,,划拨,,0,,,,2018年3月7日,16.2984,1.002.30,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2019年4月25日
2523,公共设施用地,徐州市,鼓楼区,大庙市民中心,经济开发区大庙镇侯集村,,划拨,,0,,,,2018年3月7日,2.3401,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月13日
2524,公园与绿地,徐州市,鼓楼区,绿地公园,大庙镇上山村,,划拨,,0,,,,2018年3月7日,2.1168,0.300.60,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月9日,2019年4月4日
2525,公共设施用地,徐州市,鼓楼区,侯集农贸市场,经济开发区大庙镇侯集村,,划拨,,0,,,,2018年3月7日,0.7356,0.000.00,,大庙街道办事处,,,,,,,,,,,,,,2018年3月7日,2018年10月21日
2526,公园与绿地,徐州市,鼓楼区,公园绿地,经济开发区大庙镇侯集村、前姚村,,划拨,,0,,,,2018年3月7日,3.3333,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月5日
2527,公园与绿地,徐州市,鼓楼区,公园绿地,鼓楼区东环街道后蟠桃居委会、前蟠桃居委会,,划拨,,0,,,,2018年3月7日,6.6666,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年12月10日
2528,公园与绿地,徐州市,鼓楼区,公园绿地,经济开发区大庙镇后坝村,,划拨,,0,,,,2018年3月7日,9.516,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月29日
2529,公园与绿地,徐州市,鼓楼区,绿地公园,经济开发区大黄山镇坡里村,,划拨,,0,,,,2018年3月7日,1.6421,0.300.80,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月16日,2018年10月22日
2530,公共设施用地,徐州市,鼓楼区,邻里中心农贸市场,徐州经济技术开发区大庙镇东贺村,,划拨,,0,,,,2018年3月7日,1.9942,0.601.50,,大庙街道办事处,,,,,,,,,,,,,,2018年3月7日,2018年10月1日
2531,公路用地,徐州市,鼓楼区,道路,鼓楼区大庙镇大湖村,,划拨,,0,,,,2018年3月7日,4.6735,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月8日,2019年4月10日
2532,经济适用住房用地,徐州市,鼓楼区,沈店安置保障房,大庙镇大湖村,,划拨,,0,,,,2018年3月7日,3.151,1.002.50,,徐州经济技术开发区国有资产经营有限公司,,,,,,,,,,,,,,2018年3月9日,2019年4月12日
2533,公共设施用地,徐州市,鼓楼区,港华调峰调压站,开发区大庙镇西贺村,,划拨,,0,,,,2018年3月7日,0.6793,0.501.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月9日,2018年9月12日
2534,公园与绿地,徐州市,鼓楼区,绿地公园,经济开发区大黄山镇坡里村,,划拨,,0,,,,2018年3月7日,36.7082,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月7日
2535,公园与绿地,徐州市,鼓楼区,绿地公园,鼓楼区大庙镇大湖村,,划拨,,0,,,,2018年3月7日,2.447,0.300.60,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月9日,2018年6月26日
2536,公共设施用地,徐州市,鼓楼区,大黄山村市民广场,徐州经济技术开发区大庙镇上山村,,划拨,,0,,,,2018年3月7日,2.3928,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月16日
2537,公路用地,徐州市,鼓楼区,道路,鼓楼区大庙镇大湖村,,划拨,,0,,,,2018年3月7日,1.4906,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月20日
2538,公园与绿地,徐州市,鼓楼区,绿地公园,开发区大黄山镇可恋庄村,,划拨,,0,,,,2018年3月7日,3.1674,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月10日,2018年10月1日
2539,公路用地,徐州市,鼓楼区,道路,开发区东环街道赵庄居委会,,划拨,,0,,,,2018年3月7日,1.0347,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月10日,2019年10月1日
2540,公路用地,徐州市,鼓楼区,道路,鼓楼区东环街道赵庄居委会,,划拨,,0,,,,2018年3月7日,0.5067,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月10日,2019年12月1日
2541,公园与绿地,徐州市,鼓楼区,绿地公园,经济开发区大庙镇侯集村,,划拨,,0,,,,2018年3月7日,2.0963,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月13日
2542,公路用地,徐州市,鼓楼区,道路,云龙区下河头村,,划拨,,0,,,,2018年3月7日,0.569,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月10日,2019年11月13日
2543,公园与绿地,徐州市,鼓楼区,绿地公园,经济开发区大庙镇侯集村,,划拨,,0,,,,2018年3月7日,1.7054,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月6日
2544,公共设施用地,徐州市,鼓楼区,木检站,开发区大庙街道大庙村,,划拨,,0,,,,2018年3月7日,0.3211,0.000.00,,开发区农发办,,,,,,,,,,,,,,2018年3月7日,2018年11月24日
2545,公园与绿地,徐州市,鼓楼区,公园绿地,鼓楼区东环办事处石桥居委会,,划拨,,0,,,,2018年3月7日,0.5632,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年12月11日
2546,公园与绿地,徐州市,鼓楼区,山体公园,开发区大黄山街道大黄山村,,划拨,,0,,,,2018年3月7日,2.2398,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年12月14日
2547,公共设施用地,徐州市,鼓楼区,市民广场,开发区大庙街道后坝村、前坝村,,划拨,,0,,,,2018年3月7日,6.6945,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年12月10日
2548,公园与绿地,徐州市,鼓楼区,公园绿地,徐州经济技术开发区大庙镇西贺村,,划拨,,0,,,,2018年3月7日,1.3461,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月7日
2549,公园与绿地,徐州市,鼓楼区,绿地公园,徐州水利局,,划拨,,0,,,,2018年3月7日,10.7275,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月9日,2018年9月30日
2550,铁路用地,徐州市,鼓楼区,高铁维修站,鼓楼区大庙镇马庄果园,,划拨,,0,,,,2018年3月7日,4.1325,0.000.00,,高铁公司,,,,,,,,,,,,,,2018年3月7日,2018年12月17日
2551,公路用地,徐州市,鼓楼区,徐贾快速路,鼓楼区大庙镇,,划拨,,0,,,,2018年3月7日,23.4773,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年11月13日
2552,机场用地,徐州市,鼓楼区,344省道,开发区大庙镇,,划拨,,0,,,,2018年3月7日,20.4858,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年12月10日
2553,铁路用地,徐州市,鼓楼区,轨道交通1号线,鼓楼区大庙镇上山村、徐州市农业科学院（国有）、徐州医学院（国有）,,划拨,,0,,,,2018年3月7日,1.9383,0.501.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月9日,2018年9月1日
2554,公园与绿地,徐州市,鼓楼区,绿地公园,公园,,划拨,,0,,,,2018年3月7日,19.2517,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月7日,2018年8月22日
2555,公共设施用地,徐州市,鼓楼区,公路站二期,鼓楼区大庙镇西贺村、东贺村,,划拨,,0,,,,2018年3月7日,1.1953,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月8日,2018年12月19日
2556,公园与绿地,徐州市,鼓楼区,绿地公园,鼓楼区大庙镇东贺村,,划拨,,0,,,,2018年3月7日,1.2023,0.000.00,,徐州经济开发区规划建设局,,,,,,,,,,,,,,2018年3月23日,2018年11月21日
2557,公共设施用地,徐州市,邳州市,公共设施,官湖镇大王庄村,,划拨,,0,,,,2018年3月7日,5.3301,0.000.00,,邳州市官湖镇人民政府,,,,,,,,,,,,,,2018年12月10日,2020年12月10日
2558,公共设施用地,徐州市,邳州市,公共设施,官湖镇新华村,,划拨,,0,,,,2018年3月7日,2.2841,0.000.00,,邳州市官湖镇人民政府,,,,,,,,,,,,,,2018年12月3日,2020年12月3日
2559,公共设施用地,徐州市,邳州市,公共设施,宿羊山镇殷庄村,,划拨,,0,,,,2018年3月7日,1.9639,0.000.00,,邳州市宿羊山镇人民政府,,,,,,,,,,,,,,2018年12月3日,2020年12月3日
2560,公共设施用地,徐州市,邳州市,公共设施,土山镇张宋村,,划拨,,0,,,,2018年3月7日,2.6004,0.000.00,,邳州市土山镇人民政府,,,,,,,,,,,,,,2018年12月3日,2020年12月3日
2561,工业用地,徐州市,沛县,周后军建瑞丰达皮革制品厂,五段镇后五段村，三七路西侧,50,挂牌,,41,,,,2018年3月6日,0.1853,1.000.00,,周后军?,,,,,,,,,,,,,,2018年5月6日,2019年5月6日
2562,工业用地,徐州市,沛县,徐州汉裕铝业有限公司建铝板带箔工程项目,敬安健康路北侧、西环路东侧,50,挂牌,,656,,,,2018年3月6日,2.9733,0.800.00,,徐州汉裕铝业有限公司?,,,,,,,,,,,,,,2018年5月6日,2019年5月6日
2563,工业用地,徐州市,沛县,江苏嗨贝克食品有限公司年产5000吨糕点面包食品改扩建,五段镇运河大道西侧、徐州绿茵生物科技有限公司对过,50,挂牌,,34,,,,2018年3月6日,0.1704,1.001.50,,江苏嗨贝克食品有限公司?,,,,,,,,,,,,,,2018年5月6日,2019年5月6日
2564,军事设施用地,徐州市,铜山县,中国人民武装警察部队徐州市支队靶场训练场项目,青龙山东南,,划拨,,0,,,,2018年3月6日,4.182873,0.000.00,,中国人民武装警察部队徐州市支队,,,,,,,,,,,,,,2019年3月6日,2021年3月5日
2565,工业用地,徐州市,沛县,沛县新农农村建设有限公司建汽车配件标准厂房项目,经济开发区汉兴路西侧、中大科技园北侧,50,挂牌,,4065,,,,2018年3月6日,19.0235,0.801.80,,沛县新农农村建设有限公司?,,,,,,,,,,,,,,2018年5月6日,2020年5月6日
2566,工业用地,徐州市,沛县,徐州国新生物质能源科技有限公司建规模化大型秸秆沼气工程项目,安国镇工业园区内、沛县分布式农林生物质发电项目北侧,50,挂牌,,936,,,,2018年3月6日,4.3312,0.700.00,,徐州国新生物质能源科技有限公司?,,,,,,,,,,,,,,2018年5月6日,2019年5月6日
2567,科教用地,徐州市,丰县,丰县城市投资发展有限公司（职教中心区块）,振丰路西，中阳大道南,,划拨,,0,,,,2018年3月5日,13.831883,1.000.00,,丰县城市投资发展有限公司,,,,,,,,,,,,,,2018年12月5日,2020年12月4日
2568,公路用地,徐州市,丰县,丰县西城公路北延伸段（交投）,南起北苑路，北至白衣河,,划拨,,0,,,,2018年3月5日,3.1481,0.000.00,,丰县交通建设投资发展有限公司,,,,,,,,,,,,,,2018年12月5日,2019年12月4日
2569,经济适用住房用地,徐州市,丰县,丰县经济适用房（城投）,河滨路西、河滨路北,,划拨,,0,,,,2018年3月5日,9.472562,1.503.00,,丰县城市投资发展有限公司,,,,,,,,,,,,,,2018年12月5日,2021年12月4日
2570,公园与绿地,徐州市,丰县,丰县城市投资发展有限公司（老年公园）,中阳大道与X205县道交叉处,,划拨,,0,,,,2018年3月5日,7.46339,1.000.00,,丰县城市投资发展有限公司,,,,,,,,,,,,,,2018年12月5日,2020年12月4日
2571,公园与绿地,徐州市,丰县,金刘寨公园（城投）,赵庄镇丰单路北,,划拨,,0,,,,2018年3月5日,7.975457,0.000.00,,丰县城市投资发展有限公司,,,,,,,,,,,,,,2018年12月5日,2019年12月4日
2572,铁路用地,徐州市,贾汪区,双楼港码头铁路专用线,青山泉镇后寺庄村、前八丁村、青山泉村,,划拨,,0,,,,2018年3月5日,6.7018,0.000.00,,徐州双楼物流园区管委会,,,,,,,,,,,,,,2019年9月1日,2021年8月31日
2573,公路用地,徐州市,沛县,427省道改扩建工程,沛县沛城街道办事处、湖西农场、张寨、敬安、河口镇,,划拨,,0,,,,2018年3月5日,57.2748,0.000.00,,沛县交通运输局,,,,,,,,,,,,,,2019年9月5日,2021年9月5日
2574,工业用地,徐州市,贾汪区,徐州和昌益精密机械有限公司,贾汪区工业园徐轮路以西，鹏程大道以南,50,挂牌,,406,,,,2018年3月1日,2.0005,1.000.00,,徐州和昌益精密机械有限公司?,,,,,,,,,,,,,,2019年3月1日,2021年2月28日
2575,工业用地,徐州市,贾汪区,徐州市贾拉克工艺品有限公司,贾汪区恒大驾校东侧，泰和小区北侧,50,挂牌,,205,,,,2018年3月1日,0.9503,1.000.00,,徐州市贾拉克工艺品有限公司?,,,,,,,,,,,,,,2019年3月1日,2021年2月28日
2576,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州市创美置业有限公司,博文阳光城南侧、创美置业东侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,409,,,,2018年3月1日,0.3407,1.401.80,,徐州市创美置业有限公司?,,,,,,,,,,,,,,2019年3月1日,2021年2月28日
2577,工业用地,徐州市,鼓楼区,徐州经济技术开发区金龙湖城市投资有限公司沈大路北侧工业项目,徐州市经济开发区沈大路北侧,40,挂牌,,4171,,,,2018年2月28日,18.53815,1.100.00,,徐州经济技术开发区金龙湖城市投资有限公司?,,,,,,,,,,,,,,2018年8月28日,2020年2月28日
2578,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁金以德房地产开发有限公司建商住用地,小沿河东、永安东路南,70,挂牌,,17100,,,,2018年2月27日,5,1.002.00,,睢宁金以德房地产开发有限公司?,,,,,,,,,,,,,,2018年8月27日,2021年8月27日
2579,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁金以德房地产开发有限公司建住宅用地,小沿河东、云河北,70,挂牌,,17660,,,,2018年2月27日,4.999998,1.001.60,,睢宁金以德房地产开发有限公司?,,,,,,,,,,,,,,2018年8月27日,2021年8月27日
2580,仓储用地,徐州市,睢宁县,徐州市德辉建材贸易有限公司建工业用地,高作镇规划惠民路南、规划兴达路西,30,挂牌,,483,,,,2018年2月27日,3.218874,0.702.00,,徐州市德辉建材贸易有限公司?,,,,,,,,,,,,,,2018年3月27日,2018年8月27日
2581,公共设施用地,徐州市,邳州市,公共设施,炮车街道红卫村,,划拨,,0,,,,2018年2月24日,7.0416,0.000.00,,邳州市炮车街道办事处,,,,,,,,,,,,,,2018年12月3日,2020年12月31日
2582,工业用地,徐州市,鼓楼区,徐州重型机械有限公司高新路西侧工业项目,徐州市经济开发区高新路西侧,40,挂牌,,1441,,,,2018年2月23日,8.57617,1.000.00,,徐州重型机械有限公司?,,,,,,,,,,,,,,2018年8月23日,2020年2月23日
2583,工业用地,徐州市,鼓楼区,江苏纽兰工程机械有限公司徐贾快速西侧工业项目,徐州市经济开发区徐贾快速西侧,40,挂牌,,224,,,,2018年2月23日,1.33243,1.000.00,,江苏纽兰工程机械有限公司?,,,,,,,,,,,,,,2018年8月23日,2020年2月23日
2584,机关团体用地,徐州市,泉山区,中国共产党徐州市纪律检查委员会泉山区泉新路1号清园办案点改扩建工程,泉山区泉新路1号,,划拨,,0,,,,2018年2月22日,0.49343,0.002.44,,中国共产党徐州市纪律检查委员会,,,,,,,,,,,,,,2018年8月22日,2020年2月22日
2585,医卫慈善用地,徐州市,鼓楼区,徐州矿务集团第一医院徐州经济开发区大黄山局一院,徐州经济开发区大黄山局一院,50,协议,,1107.75,,,,2018年2月22日,4.52144,0.000.00,,徐州矿务集团第一医院?,,,,,,,,,,,,,,2018年2月22日,2018年2月22日
2586,医卫慈善用地,徐州市,泉山区,徐州矿务集团有限公司泉山区庞庄办事处庞庄医院,泉山区庞庄办事处,50,协议,,174.5,,,,2018年2月22日,0.69798,0.000.00,,徐州矿务集团有限公司?,,,,,,,,,,,,,,2018年2月22日,2018年2月22日
2587,医卫慈善用地,徐州市,泉山区,徐州矿务集团有限公司泉山区煤建路32号矿务集团总医院项目,泉山区煤建路32号,50,协议,,4470.9,,,,2018年2月22日,4.31138,,,徐州矿务集团有限公司?,,,,,,,,,,,,,,2018年2月22日,2018年2月22日
2588,公共设施用地,徐州市,鼓楼区,国网江苏省电力有限公司徐州供电分公司鼓楼区环城路北侧、陇海铁路南侧220千伏商圈变电站工程建设项目,鼓楼区环城路北侧、陇海铁路南侧,,划拨,,0,,,,2018年2月22日,0.7442,0.000.93,,国网江苏省电力有限公司徐州供电分公司,,,,,,,,,,,,,,2018年8月22日,2020年2月22日
2589,科教用地,徐州市,泉山区,江苏淮海科技城投资发展有限公司泉山区三环南路北侧淮海科技城一期,徐州市泉山区三环南路北侧,50,协议,,2701.74,,,,2018年2月22日,7.07262,0.002.50,,江苏淮海科技城投资发展有限公司?,,,,,,,,,,,,,,2018年8月22日,2020年8月22日
2590,其他商服用地,徐州市,睢宁县,睢宁新碧房地产开发有限公司建商住用地,睢梁河北、中山路东、规划文学北路西,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,40010,,,,2018年2月22日,8.597725,1.002.40,,睢宁新碧房地产开发有限公司?,,,,,,,,,,,,,,2018年8月2日,2021年8月2日
2591,机关团体用地,徐州市,铜山县,新区街道综合便民服务中心,新区街道办事处驿城村,,划拨,,0,,,,2018年2月22日,0.684932,1.021.02,,徐州高新技术产业开发区管理委员会,,,,,,,,,,,,,,2019年2月22日,2021年2月22日
2592,批发零售用地,徐州市,云龙区,徐州康乐房屋开发经营公司云龙区三八河南岸批发零售用地项目,云龙区三八河南岸、学院路北侧、民富路东侧,40,协议,,965.93,,,,2018年2月16日,0.29648,0.002.06,,徐州康乐房屋开发经营公司?,,,,,,,,,,,,,,2018年2月16日,2018年2月16日
2593,文体娱乐用地,徐州市,新沂市,徐州嘉安健康产业有限公司（必康大健康智慧体验培训中心项目）,马陵山西路以北，古镇大道以西,50,挂牌,,981,,,,2018年2月14日,5.4469,0.200.60,,徐州嘉安健康产业有限公司?,,,,,,,,,,,,,,2019年2月8日,2020年2月8日
2594,文体娱乐用地,徐州市,新沂市,徐州嘉安健康产业有限公司（必康大健康智慧体验培训中心项目）,马陵山西路以北，古镇大道以西,50,挂牌,,1176,,,,2018年2月14日,6.5327,0.200.60,,徐州嘉安健康产业有限公司?,,,,,,,,,,,,,,2019年2月8日,2020年2月8日
2595,科教用地,徐州市,新沂市,徐州嘉安健康产业有限公司（必康大健康智慧体验培训中心项目）,马陵山西路以南，古镇大道以西,50,挂牌,,253,,,,2018年2月14日,1.3971,1.201.80,,徐州嘉安健康产业有限公司?,,,,,,,,,,,,,,2019年2月8日,2020年2月8日
2596,文体娱乐用地,徐州市,新沂市,徐州嘉安健康产业有限公司（必康大健康智慧体验培训中心项目）,马陵山西路以北，古镇大道以西,50,挂牌,,836,,,,2018年2月14日,4.641,0.200.60,,徐州嘉安健康产业有限公司?,,,,,,,,,,,,,,2019年2月8日,2020年2月8日
2597,科教用地,徐州市,新沂市,徐州嘉安健康产业有限公司（必康大健康智慧体验培训中心项目）,马陵山西路以南，古镇大道以西,50,挂牌,,1197,,,,2018年2月14日,6.649,0.601.00,,徐州嘉安健康产业有限公司?,,,,,,,,,,,,,,2019年2月8日,2020年2月8日
2598,科教用地,徐州市,新沂市,徐州嘉安健康产业有限公司（必康大健康智慧体验培训中心项目）,马陵山西路以南，古镇大道以西,50,挂牌,,819,,,,2018年2月14日,4.548,1.201.80,,徐州嘉安健康产业有限公司?,,,,,,,,,,,,,,2019年2月8日,2020年2月8日
2599,科教用地,徐州市,新沂市,徐州嘉安健康产业有限公司（必康大健康智慧体验培训中心项目）,马陵山西路以南，古镇大道以西,50,挂牌,,1228,,,,2018年2月14日,6.8187,0.601.00,,徐州嘉安健康产业有限公司?,,,,,,,,,,,,,,2019年2月8日,2020年2月8日
2600,科教用地,徐州市,新沂市,徐州嘉安健康产业有限公司（必康大健康智慧体验培训中心项目）,马陵山西路以南，古镇大道以西,50,挂牌,,1064,,,,2018年2月14日,5.9107,1.201.80,,徐州嘉安健康产业有限公司?,,,,,,,,,,,,,,2019年2月8日,2020年2月8日
2601,批发零售用地,徐州市,沛县,徐州汉之源实业发展有限公司建领创国际广场项目,沛县经济开发区南环路南侧、汉风路东侧,35,挂牌,,2933,,,,2018年2月14日,4.0735,1.002.00,,徐州汉之源实业发展有限公司?,,,,,,,,,,,,,,2018年8月14日,2021年8月14日
2602,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州天虹联合置业有限公司建商住用地,永安路南、小沿河西,70,挂牌,,17952,,,,2018年2月14日,5.154876,1.001.70,,徐州天虹联合置业有限公司?,,,,,,,,,,,,,,2018年8月14日,2021年8月14日
2603,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州天虹联合置业有限公司建住宅科教用地,永安路南、小沿河西,70,挂牌,,16960,,,,2018年2月14日,5.23971,1.001.70,,徐州天虹联合置业有限公司?,,,,,,,,,,,,,,2018年8月14日,2021年8月14日
2604,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州市东升房地产开发有限公司建商住用地,元府路南、护城河东,70,挂牌,,2940,,,,2018年2月14日,0.556899,1.004.90,,徐州市东升房地产开发有限公司?,,,,,,,,,,,,,,2018年8月14日,2021年2月14日
2605,其他普通商品住房用地,徐州市,贾汪区,徐州辉创房地产开发有限公司,贾汪区泰和路南侧，凤鸣路西侧，山水大道北,其他商服用地40年，其他普通商品住房用地70年,挂牌,,3041,,,,2018年2月13日,4.0541,1.001.20,,徐州辉创房地产开发有限公司?,,,,,,,,,,,,,,2019年2月1日,2021年1月31日
