编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
5061,仓储用地,徐州市,新沂市,徐州北盟物流有限公司（仓储）,开发区马陵山西路以北、甘肃路以西、古镇大道以东、人民西路以南,50,挂牌,,106,,,,2015年6月10日,0.7316,0.800.00,,徐州北盟物流有限公司?,,,,,,,,,,,,,,2015年7月1日,2016年7月1日
5062,其他商服用地,徐州市,邳州市,云鼎秀水湾安置房徐州云鼎置业有限公司,三汊河路南侧、秀水路西侧,70,挂牌,,22558.7,,,,2015年6月10日,7.915388,1.002.20,,徐州云鼎置业有限公司?,,,,,,,,,,,,,,2015年8月30日,2018年8月29日
5063,其他商服用地,徐州市,邳州市,花山二号商业中心邳州市润城资产经营集团有限公司,花山路西侧、别克4S店北,40,挂牌,,8338.8,,,,2015年6月9日,3.466282,0.004.00,,邳州市润城资产经营集团有限公司?,,,,,,,,,,,,,,2015年9月15日,2017年9月20日
5064,科教用地,徐州市,沛县,沛县杨屯中学搬迁工程,杨屯镇昭阳大道北侧、北辰大道南侧、文,,划拨,,0,,,,2015年6月9日,4.5896,0.001.00,,沛县杨屯中学,,,,,,,,,,,,,,2015年8月9日,2016年8月9日
5065,其他商服用地,徐州市,云龙区,徐州市新水国有资产经营有限责任公司云龙区六堡水库商务金融、城镇住宅项目,六堡水库以东,40,挂牌,,66686,,,,2015年6月8日,21.1736,1.001.60,,徐州市新水国有资产经营有限责任公司?,,,,,,,,,,,,,,2016年6月8日,2017年6月8日
5066,其他商服用地,徐州市,邳州市,农商银行综合楼,邳州市新河镇议新路北侧,40,挂牌,,124.45,,,,2015年6月8日,0.36073,0.001.20,,江苏邳州农村商业银行股份有限公司?,,,,,,,,,,,,,,2015年11月1日,2016年11月1日
5067,中低价位、中小套型普通商品住房用地,徐州市,沛县,徐州大地房地产开发有限公司建大地综合体,沛县东环路东侧、汤沐路北侧,中低价位、中小套型普通商品住房用地68年，其他商服用地38年,挂牌,,2656,,,,2015年6月8日,2.5286,1.003.00,,徐州大地房地产开发有限公司?,,,,,,,,,,,,,,2016年3月8日,2019年3月8日
5068,医卫慈善用地,徐州市,沛县,沛县汉皇老年公寓有限公司建老年公寓,沛公路北侧、交警大队西侧,50,挂牌,,1091,,,,2015年6月8日,0.9089,1.002.30,,沛县汉皇老年公寓有限公司?,,,,,,,,,,,,,,2016年6月8日,2019年6月8日
5069,工业用地,徐州市,沛县,沛县新农农村建设有限公司建标准厂房,沛县经济开发区沛公路北侧、汉润路东侧,50,挂牌,,1512,,,,2015年6月8日,6.667,0.701.80,,沛县新农农村建设有限公司?,,,,,,,,,,,,,,2015年12月8日,2017年12月8日
5070,其他商服用地,徐州市,邳州市,农商银行综合楼江苏邳州农村商业银行股份有限公司,赵墩镇滩土路东侧,40,挂牌,,74.98,,,,2015年6月8日,0.217,0.001.20,,江苏邳州农村商业银行股份有限公司?,,,,,,,,,,,,,,2015年11月1日,2016年11月1日
5071,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁县家福伟业房地产开发有限公司建商住用地,李集镇新胜街东、三山街北,70,挂牌,,855,,,,2015年6月5日,1.30512,1.001.60,,睢宁县家福伟业房地产开发有限公司?,,,,,,,,,,,,,,2016年3月5日,2017年6月5日
5072,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州力通置业有限公司建商住用地,中山北路东、汇金路南,70,挂牌,,4925,,,,2015年6月3日,2.744395,1.002.00,,徐州力通置业有限公司?,,,,,,,,,,,,,,2016年1月3日,2017年6月3日
5073,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,江苏晟联房地产开发有限公司建商住用地,梁集镇睢魏路东、梁王线南,70,挂牌,,2205,,,,2015年6月3日,3.044224,1.001.60,,江苏晟联房地产开发有限公司?,,,,,,,,,,,,,,2016年3月3日,2018年6月3日
5074,工业用地,徐州市,丰县,联合优发生物质能源（宋楼镇丰黄公路西区块）,宋楼镇北，丰黄路西,50,挂牌,,500,,,,2015年6月1日,4,0.800.00,,联合优发生物质能源徐州有限公司?,,,,,,,,,,,,,,2015年7月1日,2016年6月30日
5075,中低价位、中小套型普通商品住房用地,徐州市,丰县,徐州风华房地产开发有限公司（新城区杨庄区块）,解放路北，东城路东,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,8136,,,,2015年6月1日,5.552271,1.013.00,,徐州丰华房地产开发有限公司?,,,,,,,,,,,,,,2016年9月1日,2019年8月31日
5076,批发零售用地,徐州市,贾汪区,徐州新奥清洁能源有限公司,贾汪区徐贾快速通道南侧，泉城路西侧，加油站南侧。,40,挂牌,,498.1,,,,2015年5月29日,0.3663,0.100.30,,徐州新奥清洁能源有限公司?,,,,,,,,,,,,,,2016年2月1日,2017年1月31日
5077,其他商服用地,徐州市,贾汪区,徐州市建宏置业有限公司,贾汪区206国道以西、民生大道以北。,40,挂牌,,841,,,,2015年5月29日,0.5484,1.502.50,,徐州市建宏置业有限公司?,,,,,,,,,,,,,,2016年2月20日,2018年2月19日
5078,仓储用地,徐州市,铜山县,徐州铭慧仓储服务有限公司,铜山区三堡镇新庄村,50,协议,,52.2,,,,2015年5月29日,0.75325,0.000.00,,徐州铭慧仓储服务有限公司?,,,,,,,,,,,,,,2015年11月29日,2017年11月29日
5079,工业用地,徐州市,贾汪区,徐州市张场米业有限公司,塔山镇张场村，张场中沟以北、徐州市张场米业有限公司以南、徐州市张场米业有限公司以东,50,挂牌,,84,,,,2015年5月27日,0.4754,1.000.00,,徐州市张场米业有限公司?,,,,,,,,,,,,,,2016年2月1日,2017年1月31日
5080,仓储用地,徐州市,新沂市,徐州北盟物流有限公司（仓储）,开发区马陵山西路以北、甘肃路以西,50,挂牌,,923,,,,2015年5月26日,6.4078,0.800.00,,徐州北盟物流有限公司?,,,,,,,,,,,,,,2015年6月1日,2016年6月1日
5081,仓储用地,徐州市,新沂市,徐州北盟物流有限公司（仓储）,开发区马陵山西路以北、甘肃路以西,50,挂牌,,577,,,,2015年5月26日,4.004,0.800.00,,徐州北盟物流有限公司?,,,,,,,,,,,,,,2015年6月1日,2016年6月1日
5082,工业用地,徐州市,新沂市,恒有源科技发展集团新沂有限公司（地能暖冷一体化新兴产业园项目）,无锡-新沂工业园泰山路北侧、岷江路西侧,50,挂牌,,161,,,,2015年5月26日,1.118,0.702.00,,恒有源科技发展集团新沂有限公司?,,,,,,,,,,,,,,2015年9月1日,2017年3月1日
5083,工业用地,徐州市,新沂市,恒有源科技发展集团新沂有限公司（地能暖冷一体化新兴产业园项目）,无锡-新沂工业园323省道南侧、岷江路西侧,50,挂牌,,22,,,,2015年5月26日,0.1491,0.702.00,,恒有源科技发展集团新沂有限公司?,,,,,,,,,,,,,,2015年9月1日,2017年3月1日
5084,工业用地,徐州市,丰县,梁寨镇孟楼村委会,丰县梁寨镇梁满路东侧,50,协议,,3.6,,,,2015年5月26日,0.0625,3.000.00,,丰县梁寨镇孟楼村民委员会?,,,,,,,,,,,,,,2015年5月27日,2015年5月28日
5085,工业用地,徐州市,新沂市,恒有源科技发展集团新沂有限公司（地能暖冷一体化新兴产业园项目）,无锡-新沂工业园泰山路北侧、岷江路西侧,50,挂牌,,48,,,,2015年5月26日,0.3326,0.702.00,,恒有源科技发展集团新沂有限公司?,,,,,,,,,,,,,,2015年9月1日,2017年3月1日
5086,住宿餐饮用地,徐州市,贾汪区,徐州龙山大酒店有限公司,贾汪区山水大道北侧、老203县道西侧,40,挂牌,,2049,,,,2015年5月26日,4.5521,0.501.20,,徐州龙山大酒店有限公司?,,,,,,,,,,,,,,2015年7月1日,2017年6月30日
5087,仓储用地,徐州市,新沂市,徐州北盟物流有限公司（仓储）,开发区马陵山西路以北、甘肃路以西,50,挂牌,,664,,,,2015年5月26日,4.6059,0.800.00,,徐州北盟物流有限公司?,,,,,,,,,,,,,,2015年6月1日,2016年6月1日
5088,机关团体用地,徐州市,新沂市,骆马湖水利管理局新沂河道管理局综合办公楼迁建项目,新沂市新安街道臧圩东路西，人民路北侧。,,划拨,,0,,,,2015年5月25日,0.3909,0.101.50,,骆马湖水利管理局新沂河道管理局,,,,,,,,,,,,,,2015年7月25日,2016年7月25日
5089,科教用地,徐州市,新沂市,徐州市钟吾卫生学校新建实训楼项目,新沂市北沟街道建邺路南侧、琼江路西侧。,,划拨,,0,,,,2015年5月25日,0.5493,0.501.50,,徐州市钟吾卫生学校,,,,,,,,,,,,,,2015年7月25日,2016年7月25日
5090,工业用地,徐州市,沛县,中粮饲料（沛县）有限公司年产24万吨饲料厂项目,沛县经济开发区西环路东侧、酒厂南路北侧,50,挂牌,,57,,,,2015年5月22日,0.4716,1.001.50,,中粮饲料（沛县）有限公司?,,,,,,,,,,,,,,2015年11月22日,2017年11月22日
5091,工业用地,徐州市,沛县,中粮饲料（沛县）有限公司年产24万吨饲料厂项目,沛县经济开发区西环路东侧、酒厂南路北侧,50,挂牌,,100,,,,2015年5月22日,0.8201,1.001.50,,中粮饲料（沛县）有限公司?,,,,,,,,,,,,,,2015年11月22日,2017年11月22日
5092,商务金融用地,徐州市,鼓楼区,徐州新徐置业有限公司高铁站区玉湖路南商务金融项目,西至鸿畅路，北至玉湖路,40,挂牌,,9150,,,,2015年5月20日,2.78061,1.001.50,,徐州新徐置业有限公司?,,,,,,,,,,,,,,2016年5月20日,2017年11月20日
5093,其他商服用地,徐州市,鼓楼区,徐州高铁投资有限公司徐州经济开发区高铁站区站前路以北商服、幼儿园项目,东至站前路，西至凤凰山路,40,挂牌,,9340,,,,2015年5月20日,2.8296,1.001.20,,徐州高铁投资有限公司?,,,,,,,,,,,,,,2016年5月20日,2017年11月20日
5094,商务金融用地,徐州市,鼓楼区,徐州新徐置业有限公司徐州经济开发区高铁站区站前路西商务金融项目,东至站前路，北至玉湖路,40,挂牌,,16080,,,,2015年5月20日,4.86111,1.001.20,,徐州新徐置业有限公司?,,,,,,,,,,,,,,2016年5月20日,2017年11月20日
5095,公共设施用地,徐州市,沛县,沛县栖山镇胡楼居民委员会建新型社区综合服务中心,栖山镇胡楼村龙河路西侧、胡楼小学东侧,,划拨,,0,,,,2015年5月19日,0.5395,0.001.00,,沛县栖山胡楼居民委员会,,,,,,,,,,,,,,2015年10月19日,2016年11月19日
5096,公共设施用地,徐州市,沛县,沛县正阳国家粮食储备库中央储备粮徐州直属库建储备仓,杨屯镇南环路北侧，徐州苏鲁粮食物流中心东侧,,划拨,,0,,,,2015年5月19日,0.9945,0.701.20,,沛县正阳国家粮食储备库,,,,,,,,,,,,,,2015年11月19日,2016年11月19日
5097,批发零售用地,徐州市,丰县,恒兴石化,梁寨镇府南路南、建业路东,40,挂牌,,53,,,,2015年5月15日,0.154484,0.000.50,,徐州恒兴石化有限公司?,,,,,,,,,,,,,,2015年9月15日,2016年9月15日
5098,工业用地,徐州市,鼓楼区,徐州市银星工程机械再制造有限公司徐州经济开发区三环北路东延以北地块工业用地项目,三环北路东延段绿化带北,40,挂牌,,418,,,,2015年5月15日,1.98661,1.000.00,,徐州市银星工程机械再制造有限公司?,,,,,,,,,,,,,,2016年5月15日,2017年5月15日
5099,中低价位、中小套型普通商品住房用地,徐州市,丰县,华山德盛工程投资,南环路北，东环路东,中低价位、中小套型普通商品住房用地69年，其他商服用地39年,挂牌,,3494,,,,2015年5月15日,2.573418,1.012.00,,徐州华山德盛工程投资有限公司?,,,,,,,,,,,,,,2015年11月15日,2017年11月15日
5100,工业用地,徐州市,鼓楼区,徐州徐工基础工程机械有限公司徐州经济开发区荆山路南侧地块工业用地项目,荆山路绿化带南,40,挂牌,,1113,,,,2015年5月15日,6.62007,1.000.00,,徐州徐工基础工程机械有限公司?,,,,,,,,,,,,,,2016年5月15日,2017年5月15日
5101,批发零售用地,徐州市,丰县,帝昌商贸,赵庄镇丰单路大刘集段路北,40,挂牌,,43,,,,2015年5月15日,0.132142,0.000.50,,徐州帝昌商贸有限公司?,,,,,,,,,,,,,,2015年9月15日,2016年9月14日
5102,工业用地,徐州市,鼓楼区,江苏天宝汽车电子有限公司徐州经济开发区和平路东延段以北地块工业用地项目,三环和平路东延段绿化带北,40,挂牌,,1146,,,,2015年5月15日,6.35799,1.000.00,,江苏天宝汽车电子有限公司?,,,,,,,,,,,,,,2016年5月15日,2017年5月15日
5103,批发零售用地,徐州市,丰县,江煤科技地块,丰县解放路北，丰润园小区西,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌,,2908,,,,2015年5月15日,1.611333,1.012.20,,徐州江煤科技有限公司?,,,,,,,,,,,,,,2015年11月15日,2017年5月14日
5104,工业用地,徐州市,鼓楼区,徐州振奥工程机械有限公司徐州经济技术开发区凤凰大道西侧地块工业项目,凤凰大道绿化带西,40,挂牌,,377,,,,2015年5月15日,1.34283,1.000.00,,徐州振奥工程机械有限公司?,,,,,,,,,,,,,,2016年5月15日,2017年5月15日
5105,中低价位、中小套型普通商品住房用地,徐州市,丰县,盛润置业,华山镇华强路南,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,602,,,,2015年5月15日,0.969856,1.201.50,,徐州盛润置业有限公司?,,,,,,,,,,,,,,2015年11月15日,2018年5月15日
5106,工业用地,徐州市,丰县,平光制药,开发区华张路东,50,挂牌,,318,,,,2015年5月15日,2.423188,0.900.00,,江苏平光制药有限责任公司?,,,,,,,,,,,,,,2015年6月15日,2017年6月14日
5107,工业用地,徐州市,鼓楼区,江苏晶玻光学科技股份有限公司徐州经济开发区和平路东延以南地块工业用地项目,三环和平路东延段绿化带南,40,挂牌,,2274,,,,2015年5月15日,13.52668,1.100.00,,江苏晶玻光学科技股份有限公司?,,,,,,,,,,,,,,2016年5月15日,2017年5月15日
5108,工业用地,徐州市,丰县,江苏极易新材料,开发区纬一路南，东城路西,50,挂牌,,2168,,,,2015年5月14日,16.577813,0.700.00,,江苏极易新材料有限公司?,,,,,,,,,,,,,,2015年6月15日,2017年6月14日
5109,公共设施用地,徐州市,铜山县,徐州市南望净水厂,铜山区汉王镇南望村孤山南麓,,划拨,,0,,,,2015年5月14日,3.06567,0.000.00,,徐州建邦环境水务有限公司,,,,,,,,,,,,,,2015年11月14日,2017年11月14日
5110,工业用地,徐州市,丰县,江苏君乐宝乳业,开发区汉源路北，华张路西,50,挂牌,,1279,,,,2015年5月14日,9.771586,1.000.00,,江苏君乐宝乳业有限公司?,,,,,,,,,,,,,,2015年6月14日,2016年6月13日
5111,工业用地,徐州市,睢宁县,江苏创优佳新能源科技有限公司建工业用地,德法路西侧、创业路南侧地块,49,挂牌,,426,,,,2015年5月14日,3.15141,1.002.00,,江苏创优佳新能源科技有限公司?,,,,,,,,,,,,,,2015年8月14日,2017年5月14日
5112,港口码头用地,徐州市,铜山县,京杭运河水上服务区,铜山区茅村镇洞山村,,划拨,,0,,,,2015年5月13日,2.5648,0.000.04,,徐州市交通运输局,,,,,,,,,,,,,,2015年11月13日,2017年11月13日
5113,公路用地,徐州市,丰县,丰县至砀山公路江苏段改扩建工程,起于华张路与S322省道交叉处，沿西南方向经华山、孙楼、王沟、宋楼四镇，止于苏皖交界处,,划拨,,0,,,,2015年5月13日,51.253,0.000.00,,丰县城市投资发展有限公司,,,,,,,,,,,,,,2016年5月13日,2018年5月12日
5114,工业用地,徐州市,睢宁县,长江桂柳食品睢宁有限公司建工业用地,农业园区内、鸿禧北路西地块二,49,挂牌,,172,,,,2015年5月12日,1.270641,1.002.00,,长江桂柳食品睢宁有限公司?,,,,,,,,,,,,,,2015年6月12日,2015年11月12日
5115,工业用地,徐州市,睢宁县,长江桂柳食品睢宁有限公司建工业用地,农业园区内、鸿禧北路西地块一,49,挂牌,,295,,,,2015年5月12日,2.182665,1.002.00,,长江桂柳食品睢宁有限公司?,,,,,,,,,,,,,,2015年6月12日,2015年11月12日
5116,工业用地,徐州市,邳州市,年产450万KVAH电池生产线技术升级项目,陇海南路东侧、春兴路北侧,50,挂牌,,2258.2,,,,2015年5月12日,15.054925,1.000.00,,徐州春康电池有限公司?,,,,,,,,,,,,,,2015年5月30日,2016年5月30日
5117,工业用地,徐州市,邳州市,年产240万KVAH新能源管式动力铅酸蓄电池,炮车大道东侧、春兴路南侧,50,挂牌,,1944.28,,,,2015年5月12日,9.970849,1.000.00,,小洋电源股份有限公司?,,,,,,,,,,,,,,2015年5月30日,2017年5月30日
5118,工业用地,徐州市,睢宁县,徐州天虹时代纺织有限公司建工业用地,天虹大道东侧、汇金路南,47,挂牌,,220,,,,2015年5月11日,1.628198,1.002.00,,徐州天虹时代纺织有限公司?,,,,,,,,,,,,,,2015年8月11日,2017年5月11日
5119,工业用地,徐州市,睢宁县,徐州佳禾农业科技有限公司建工业用地,农业园区内、环宇大道北侧,50,挂牌,,102,,,,2015年5月11日,0.750395,1.002.00,,徐州佳禾农业科技有限公司?,,,,,,,,,,,,,,2015年6月11日,2015年11月11日
5120,工业用地,徐州市,睢宁县,徐州苏豪服装有限公司建工业用地,双塔路东、临空大道北,50,挂牌,,378,,,,2015年5月11日,2.793966,1.002.00,,徐州苏豪服装有限公司?,,,,,,,,,,,,,,2015年6月11日,2015年11月11日
5121,工业用地,徐州市,睢宁县,徐州闽旺机械制造有限公司建工业用地,八里金属园区内、东环路西侧,50,挂牌,,953,,,,2015年5月11日,7.051906,1.002.00,,徐州闽旺机械制造有限公司?,,,,,,,,,,,,,,2015年8月11日,2017年5月11日
5122,工业用地,徐州市,睢宁县,徐州宇飞电力科技有限公司建工业用地,沙集镇324省道北、崂山路东,50,挂牌,,242,,,,2015年5月11日,1.787842,1.002.00,,徐州宇飞电力科技有限公司?,,,,,,,,,,,,,,2015年6月11日,2015年11月11日
5123,其他商服用地,徐州市,睢宁县,褚思敏建商业用地,经济开发区永兴路东、幸福路北,40,挂牌,,395,,,,2015年5月11日,0.296802,0.003.50,,褚思敏?,,,,,,,,,,,,,,2015年12月11日,2016年5月11日
5124,其他商服用地,徐州市,睢宁县,王小兵建商业用地,经济开发区永兴路东、幸福路北,40,挂牌,,218,,,,2015年5月11日,0.174281,0.002.40,,王小兵?,,,,,,,,,,,,,,2015年12月11日,2016年5月11日
5125,工业用地,徐州市,睢宁县,江苏九旭药业有限公司建工业用地,睢邳路西、龙河路北,49,挂牌,,274,,,,2015年5月11日,2.025565,1.002.00,,江苏九旭药业有限公司?,,,,,,,,,,,,,,2015年8月11日,2017年5月11日
5126,其他商服用地,徐州市,睢宁县,徐州万基工程建设有限公司建商业用地,经济开发区永兴路东、幸福路北,40,挂牌,,205,,,,2015年5月11日,0.158859,0.003.50,,徐州万基工程建设有限公司?,,,,,,,,,,,,,,2015年12月11日,2016年5月11日
5127,工业用地,徐州市,睢宁县,徐州市诚实粮食加工有限公司建工业用地,睢邱路西,50,挂牌,,19,,,,2015年5月11日,0.137621,1.002.00,,徐州市诚实粮食加工有限公司?,,,,,,,,,,,,,,2015年6月11日,2015年11月11日
5128,工业用地,徐州市,睢宁县,徐州鸿宇农业科技有限公司建工业用地,农业园区内、环宇大道北,50,挂牌,,14,,,,2015年5月8日,0.097497,1.002.00,,徐州鸿宇农业科技有限公司?,,,,,,,,,,,,,,2015年6月8日,2015年11月8日
5129,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州市创美置业有限公司,贾汪区永福路东侧、转型大道北侧、朝阳渠西侧、博文阳光城南侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,7404,,,,2015年5月8日,6.1699,1.401.80,,徐州市创美置业有限公司?,,,,,,,,,,,,,,2016年2月1日,2018年1月31日
5130,工业用地,徐州市,睢宁县,徐州黄淮食用菌科技发展有限公司建工业用地,官山镇大吕村官邱路北,50,挂牌,,92,,,,2015年5月7日,0.678266,1.002.00,,徐州黄淮食用菌科技发展有限公司?,,,,,,,,,,,,,,2015年6月7日,2015年11月7日
5131,其他商服用地,徐州市,睢宁县,卢军生建商业用地,经济开发区永兴路东、幸福路北,40,挂牌,,183,,,,2015年5月7日,0.148856,0.002.30,,卢军生?,,,,,,,,,,,,,,2015年12月7日,2016年5月7日
5132,公路用地,徐州市,邳州市,艾山风景区连接线工程（250省道改线）（邳州市交通运输局）,邳州市铁富镇涧沟村、四合村,,划拨,,0,,,,2015年5月7日,3.5736,0.000.00,,邳州市交通运输局,,,,,,,,,,,,,,2015年5月31日,2016年5月31日
5133,公路用地,徐州市,邳州市,S250与251连接线工程（邳州市交通运输局）,邳州市赵墩镇中刘村、张庄村、倪桥村、刘台村、耿埠村、柳园村，宿羊山镇辛家村、苏口村、刘山村,,划拨,,0,,,,2015年5月7日,14.8663,0.000.00,,邳州市交通运输局,,,,,,,,,,,,,,2015年5月31日,2016年5月31日
5134,工业用地,徐州市,铜山县,徐州市东帆铝厂,新区办事处驿城村、二堡社区,50,挂牌,,1138,,,,2015年5月5日,5.056519,1.000.00,,徐州市东帆铝厂?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5135,工业用地,徐州市,铜山县,徐州高新区安全科技产业投资发展有限公司,新区办事处新庄村,50,挂牌,,136,,,,2015年5月5日,0.2521,1.000.00,,徐州高新区安全科技产业投资发展有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5136,工业用地,徐州市,睢宁县,江苏盛斯达纺织科技有限公司建工业用地,前进路南、安康路西侧,50,挂牌,,148,,,,2015年5月5日,1.089083,1.002.00,,江苏盛斯达纺织科技有限公司?,,,,,,,,,,,,,,2015年6月5日,2015年11月5日
5137,工业用地,徐州市,铜山县,徐州高新区安全科技产业投资发展有限公司,新区办事处新庄村,50,挂牌,,8.64,,,,2015年5月5日,0.016,1.000.00,,徐州高新区安全科技产业投资发展有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5138,工业用地,徐州市,铜山县,徐州牧丰农牧科技有限公司,新区办事处梁庄村,40,挂牌,,42,,,,2015年5月5日,0.2373,1.000.00,,徐州牧丰农牧科技有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5139,公共设施用地,徐州市,铜山县,徐州宝荣汽车销售服务有限公司,新区办事处新庄村,50,挂牌,,70,,,,2015年5月5日,0.2553,0.000.10,,徐州宝荣汽车销售服务有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5140,工业用地,徐州市,睢宁县,江苏开启牧业有限公司建工业用地,官山镇104国道西、白马河北,48,挂牌,,90,,,,2015年5月5日,0.661747,1.002.00,,江苏开启牧业有限公司?,,,,,,,,,,,,,,2015年6月5日,2015年11月5日
5141,中低价位、中小套型普通商品住房用地,徐州市,铜山县,徐州东茂置业有限公司,三堡办事处,70,挂牌,,1212,,,,2015年5月5日,1.224158,1.502.00,,徐州东茂置业有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5142,工业用地,徐州市,铜山县,徐州宝峨重工有限公司,新区办事处滕寨村,50,挂牌,,150,,,,2015年5月5日,0.6667,1.000.00,,徐州宝峨重工有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5143,工业用地,徐州市,铜山县,徐州市宝兴医疗设备有限公司,新区办事处驿城村,50,挂牌,,285,,,,2015年5月5日,1.266045,1.000.00,,徐州市宝兴医疗设备有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5144,医卫慈善用地,徐州市,铜山县,江苏久久汇泉集团徐州汇泉房地产开发有限公司,三堡办事处三堡村,50,挂牌,,462,,,,2015年5月5日,1.541017,1.101.50,,江苏久久汇泉集团徐州汇泉房地产开发有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5145,工业用地,徐州市,铜山县,徐州锐欧输送设备制造有限公司,新区办事处二堡社区,50,挂牌,,164,,,,2015年5月5日,0.728771,1.000.00,,徐州锐欧输送设备制造有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5146,工业用地,徐州市,铜山县,江苏康盛农业发展有限公司,新区办事处徐村村,50,挂牌,,312,,,,2015年5月5日,1.732,1.000.00,,江苏康盛农业发展有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5147,科教用地,徐州市,铜山县,徐州高新技术产业开发区国有资产经营有限公司,新区办事处驿城村,50,挂牌,,250,,,,2015年5月5日,0.8322,0.800.00,,徐州高新技术产业开发区国有资产经营有限公司?,,,,,,,,,,,,,,2015年11月5日,2017年11月5日
5148,工业用地,徐州市,睢宁县,睢宁县中森木塑制品加工厂建工业用地,官山镇黄圩104国道东,50,挂牌,,180,,,,2015年5月5日,1.333338,1.002.00,,睢宁县中森木塑制品加工厂?,,,,,,,,,,,,,,2015年6月5日,2015年11月5日
5149,公园与绿地,徐州市,铜山县,公共道路绿化,铜山镇滕寨村、驿城村,,划拨,,0,,,,2015年5月4日,0.7143,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5150,公园与绿地,徐州市,铜山县,公共道路绿化,汉王镇北望村,,划拨,,0,,,,2015年5月4日,0.462,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5151,公园与绿地,徐州市,铜山县,公共道路绿化,铜山镇二堡村,,划拨,,0,,,,2015年5月4日,0.17,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5152,公园与绿地,徐州市,铜山县,公共道路绿化,铜山镇驿城村,,划拨,,0,,,,2015年5月4日,0.144258,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5153,公园与绿地,徐州市,铜山县,公共道路绿化,茅村镇茅村村,,划拨,,0,,,,2015年5月4日,0.054,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5154,公园与绿地,徐州市,铜山县,公共道路绿化,铜山镇滕寨村,,划拨,,0,,,,2015年5月4日,0.069237,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5155,廉租住房用地,徐州市,铜山县,原铜山县焦化厂职工危房改造项目,茅村镇龙庄村,,划拨,,0,,,,2015年5月4日,3.7252,1.001.48,,铜山区发展改革与经济委员会破产企业职工危房改造办公室,,,,,,,,,,,,,,2015年11月4日,2017年11月4日
5156,公园与绿地,徐州市,铜山县,公共道路绿化,铜山镇滕寨村,,划拨,,0,,,,2015年5月4日,0.6699,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5157,公园与绿地,徐州市,铜山县,公共道路绿化,铜山镇驿城村,,划拨,,0,,,,2015年5月4日,0.293547,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5158,公共租赁住房用地,徐州市,泉山区,徐州康乐房屋开发经营公司泉山区欣欣路徐州市第二期公共租赁房（含廉租房）项目,泉山区欣欣路,,划拨,,0,,,,2015年5月4日,4.4778,0.002.49,,徐州康乐房屋开发经营公司,,,,,,,,,,,,,,2015年11月4日,2017年5月4日
5159,公园与绿地,徐州市,铜山县,公共道路绿化,茅村镇茅村村,,划拨,,0,,,,2015年5月4日,0.0928,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5160,公园与绿地,徐州市,铜山县,公共道路绿化,茅村镇茅村村,,划拨,,0,,,,2015年5月4日,0.1852,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5161,公园与绿地,徐州市,铜山县,公共道路绿化,铜山镇二堡村,,划拨,,0,,,,2015年5月4日,0.060847,0.000.00,,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
