编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
597,工业用地,泰州市,泰兴市,泰兴市智光环保科技有限公司,姚王镇王庄村盐泥4、5、8组,50,挂牌出让,,1531.88,,2019,######,######,38297,2,76594,泰兴市智光环保科技有限公司,,,,,,,,,,,,,,######,######
598,工业用地,泰州市,泰兴市,江苏弗莱依格密封科技有限公司,元竹镇镇北村9组，沿泰村25、26组,50,挂牌出让,,305.808,,2019,######,######,6648,2,13296,江苏弗莱依格密封科技有限公司,,,,,,,,,,,,,,######,######
599,工业用地,泰州市,泰兴市,泰兴市鸿儒鸣机械制造有限公司,分界镇滕兴村村集体,50,挂牌出让,,148.124,,2019,######,######,3898,2,7796,泰兴市鸿儒鸣机械制造有限公司,,,,,,,,,,,,,,######,######
600,工业用地,泰州市,泰兴市,江苏豪迈特新材料科技有限公司,虹桥镇四仙村北九二组、小圩、丰水组,50,挂牌出让,,227.7,,2019,######,######,4600,2,9200,江苏豪迈特新材料科技有限公司,,,,,,,,,,,,,,######,######
601,工业用地,泰州市,泰兴市,泰兴市富鑫建筑设备安装有限公司,济川街道办向阳村张垈组,50,挂牌出让,,625.306,,2019,######,######,14542,2,29084,泰兴市富鑫建筑设备安装有限公司,,,,,,,,,,,,,,######,######
602,工业用地,泰州市,泰兴市,江苏科龙钢结构有限公司,济川街道办集体、向阳村张垡组,50,挂牌出让,,755.487,,2019,######,######,18654,2,37308,江苏科龙钢结构有限公司,,,,,,,,,,,,,,######,######
603,工业用地,泰州市,泰兴市,江苏嘉和伟业国际展览有限公司,分界镇分界村12组，王厂村张厂5组,50,挂牌出让,,683.5175,,2019,######,######,13535,2,27070,江苏嘉和伟业国际展览有限公司,,,,,,,,,,,,,,######,######
604,工业用地,泰州市,姜堰市,江苏福盛机械管件有限公司厂房,娄庄镇娄东村,50,挂牌出让,,176.6,,2019,######,######,4414,0.7,3089.8,江苏福盛机械管件有限公司,,,,,,,,,,,,,,######,######
605,工业用地,泰州市,姜堰市,泰州市金博通科技产业园管理有限公司厂房,白米镇孔庄村,50,挂牌出让,,938,,2019,######,######,29778,0.7,20844.6,泰州市金博通科技产业园管理有限公司,,,,,,,,,,,,,,######,######
606,工业用地,泰州市,姜堰市,泰州市亮旺机械制造有限公司厂房,华港镇溪西村,50,挂牌出让,,681.9,,2019,######,######,22730,0.7,15911,泰州市亮旺机械制造有限公司,,,,,,,,,,,,,,######,######
607,工业用地,泰州市,姜堰市,泰州市环球塑料科技有限公司厂房,淤溪镇靳潭村,50,挂牌出让,,688.9,,2019,######,######,17308,1.2,20769.6,泰州市环球塑胶科技有限公司,,,,,,,,,,,,,,######,######
610,工业用地,泰州市,姜堰市,江苏华东硬质合金模具有限公司厂房,华港镇溪西村,50,挂牌出让,,567.7,,2019,######,######,18922,1.2,22706.4,江苏华东硬质合金模具有限公司,,,,,,,,,,,,,,######,######
611,工业用地,泰州市,兴化市,江苏亚盛新材料科技有限公司,兴化市戴南镇中再生大道东侧,50,挂牌出让,,1844,,2019,######,######,66441.3,1,66441.3,江苏亚盛新材料科技有限公司,,,,,,,,,,,,,,######,######
612,工业用地,泰州市,兴化市,江苏兴达钢帘线股份有限公司,兴化市戴南镇盐靖河东侧,50,挂牌出让,,269.5,,2019,######,######,9696.1,1,9696.1,江苏兴达钢帘线股份有限公司,,,,,,,,,,,,,,######,######
617,工业用地,泰州市,兴化市,兴化禾康环保科技有限公司,兴化市钓鱼镇中朝村231省道东侧、海沟河北侧,50,挂牌出让,,825,,2019,######,######,29719.8,0,0,兴化禾康环保科技有限公司,,,,,,,,,,,,,,######,######
618,工业用地,泰州市,兴化市,江苏众拓新材料科技有限公司,兴化市戴南镇中再生大道西侧,50,挂牌出让,,6120,,2019,######,######,220527.9,0.9,198475.1,江苏众拓新材料科技有限公司,,,,,,,,,,,,,,######,######
631,工业用地,泰州市,泰兴市,泰兴昱明建材科技有限公司,姚王镇王庄村盐泥4组，官沟村官东9组,50,挂牌出让,,267.76,,2019,######,######,6694,2,13388,泰兴昱明建材科技有限公司,,,,,,,,,,,,,,######,######
632,工业用地,泰州市,泰兴市,江苏焜恒科技有限公司,姚王镇阡垈村方阡4、5、6、7组，王庄村盐泥9组,50,挂牌出让,,2064.8,,2019,######,######,51620,2,103240,江苏焜恒科技有限公司,,,,,,,,,,,,,,######,######
633,工业用地,泰州市,泰兴市,泰兴市源江食品有限公司,姚王镇毛庄村郭桥1、6组,50,挂牌出让,,500,,2019,######,######,10000,2,20000,泰兴市源江食品有限公司,,,,,,,,,,,,,,######,######
634,工业用地,泰州市,泰兴市,江苏凯德泵阀制造有限公司,虹桥镇九圩村解放组,50,挂牌出让,,172.305,,2019,######,######,3829,2,7658,江苏凯德泵阀制造有限公司,,,,,,,,,,,,,,######,######
636,工业用地,泰州市,泰兴市,江苏华凯医疗科技有限公司,宣堡镇梅埝村梅西1、2组,50,挂牌出让,,402.005,,2019,######,######,9805,2,19610,江苏华凯医疗科技有限公司,,,,,,,,,,,,,,######,######
637,工业用地,泰州市,泰兴市,江苏真香食品有限公司,河失镇河头居委会杜庄1、2组，司马村司马10组,50,挂牌出让,,708.35,,2019,######,######,14167,2,28334,江苏真香食品有限公司,,,,,,,,,,,,,,######,######
638,工业用地,泰州市,泰兴市,泰兴市泰隆铸造有限公司,河失镇司马村司马7组，元仙村桥志6组,50,挂牌出让,,1540.824,,2019,######,######,33136,2,66272,泰兴市泰隆铸造有限公司,,,,,,,,,,,,,,######,######
639,工业用地,泰州市,姜堰市,泰州市华联石油化工机械厂厂房,娄庄镇娄庄村,50,挂牌出让,,58.7,,2019,######,######,1958,1.2,2349.6,泰州市华联石油化工机械厂,,,,,,,,,,,,,,######,######
640,工业用地,泰州市,姜堰市,泰州市恒达换热设备制造有限公司厂房,娄庄镇先进村,50,挂牌出让,,115.1,,2019,######,######,3837,1.2,4604.4,泰州市恒达换热设备制造有限公司,,,,,,,,,,,,,,######,######
643,工业用地,泰州市,泰兴市,江苏天海新特钢有限公司,珊瑚镇八户村20、23组,50,挂牌出让,,369.712,,2019,######,######,6602,2,13204,江苏天海新特钢有限公司,,,,,,,,,,,,,,######,######
645,工业用地,泰州市,泰兴市,江苏宏大特种钢机械厂有限公司,虹桥镇公殿村严小组、念三西组,50,挂牌出让,,885.44,,2019,######,######,22136,2,44272,江苏宏大特种钢机械厂有限公司,,,,,,,,,,,,,,######,######
646,工业用地,泰州市,泰兴市,泰兴庆科健康科技有限公司,古溪镇横垛社区官横公路西侧（原横垛刁网初级中学地块）,50,挂牌出让,,472.654,,2019,######,######,10388,2,20776,泰兴庆科健康科技有限公司,,,,,,,,,,,,,,######,######
653,工业用地,泰州市,姜堰市,泰州恒桥房地产营销有限公司厂房,桥头镇三沙村,50,挂牌出让,,101.3,,2019,######,######,3376,1.2,4051.2,泰州恒桥房地产营销有限公司,,,,,,,,,,,,,,######,######
657,工业用地,泰州市,靖江市,靖江市美丽乡村建设有限公司26677,季市镇季新村,30,挂牌出让,,744.29,,2019,######,######,26677,2,53354,靖江市美丽乡村建设有限公司,,,,,,,,,,,,,,######,######
658,工业用地,泰州市,靖江市,江苏慧创家居有限公司,斜桥镇黄普村,50,挂牌出让,,2478.9,,2019,######,######,66104,2,132208,江苏慧创家居有限公司,,,,,,,,,,,,,,######,######
661,工业用地,泰州市,姜堰市,江苏瑞富宸钛业有限公司厂房,开发区唐宁村、西陆村,50,挂牌出让,,639.4,,2019,######,######,20760,2,41520,江苏瑞富宸钛业有限公司,,,,,,,,,,,,,,######,######
662,工业用地,泰州市,泰兴市,江苏申光电子科技有限公司,根思乡根思村小井4组、西湖6组,50,挂牌出让,,219.128,,2019,######,######,5096,2,10192,江苏申光电子科技有限公司,,,,,,,,,,,,,,######,######
663,工业用地,泰州市,泰兴市,江苏盛远静电除尘设备有限公司,根思乡根思村小井4组,50,挂牌出让,,124.74,,2019,######,######,2835,2,5670,江苏盛远静电除尘设备有限公司,,,,,,,,,,,,,,######,######
664,工业用地,泰州市,泰兴市,泰兴市珊瑚投资发展有限公司,珊瑚镇八户村、姜八公路东侧、惠园路北侧,50,挂牌出让,,228,,2019,######,######,6000,2,12000,泰兴市珊瑚投资发展有限公司,,,,,,,,,,,,,,######,######
665,仓储用地,泰州市,泰兴市,爱森（中国）絮凝剂有限公司,滨江镇阳江西二路北侧,50,挂牌出让,,1286.68,,2019,######,######,32167,2,64334,爱森（中国）絮凝剂有限公司,,,,,,,,,,,,,,######,######
666,工业用地,泰州市,泰兴市,泰兴市智光环保科技有限公司,姚王镇姚垈村先西7、8组,50,挂牌出让,,431.766,,2019,######,######,10404,2,20808,泰兴市智光环保科技有限公司,,,,,,,,,,,,,,######,######
667,工业用地,泰州市,泰兴市,泰兴市智光环保科技有限公司,姚王镇王庄村盐泥1、2、3组，姚垈村姚前7、8、9、10组、先西5组,50,挂牌出让,,8235.708,,2019,######,######,177112,2,354224,泰兴市智光环保科技有限公司,,,,,,,,,,,,,,######,######
668,工业用地,泰州市,泰兴市,江苏众资豪建设工程有限公司,姚王镇王庄村盐泥4组，官沟村官东9组,50,挂牌出让,,273.24,,2019,######,######,6831,2,13662,江苏众资豪建设工程有限公司,,,,,,,,,,,,,,######,######
669,工业用地,泰州市,泰兴市,江苏延长中燃化学有限公司,滨江镇天星村三联组，蒋榨村吴东、吴西、大元、朱元、西垈、陈垈、丁垈组，翻身村徐扬、赵刘、蒋元组,50,挂牌出让,,13322.64,,2019,######,######,333066,2.5,832665,江苏延长中燃化学有限公司,,,,,,,,,,,,,,######,######
670,工业用地,泰州市,泰兴市,泰州研砼建筑科技有限公司,虹桥镇七圩村村集体、江口东组、西街后组，方桥前组、后组，珠塔圩后组,50,挂牌出让,,4919.354,,2019,######,######,92818,2,185636,泰州研砼建筑科技有限公司,,,,,,,,,,,,,,######,######
671,工业用地,泰州市,泰兴市,泰兴市锋瑞机械设备有限公司,姚王镇毛庄村村集体、8组,50,挂牌出让,,186.4,,2019,######,######,4660,2,9320,泰兴市锋瑞机械设备有限公司,,,,,,,,,,,,,,######,######
672,工业用地,泰州市,泰兴市,泰兴市年捷消防设备有限公司,张桥镇镇西村辛垈1组,50,挂牌出让,,472.4585,,2019,######,######,8831,2,17662,泰兴市年捷消防设备有限公司,,,,,,,,,,,,,,######,######
673,工业用地,泰州市,泰兴市,江苏邦禾食品有限公司,根思乡根思村西湖1、2、3、6、7组,50,挂牌出让,,760.608,,2019,######,######,20016,2,40032,江苏邦禾食品有限公司,,,,,,,,,,,,,,######,######
674,工业用地,泰州市,泰兴市,泰兴市鸿森机械配件有限公司,姚王镇夏家垈村东夏8组,50,挂牌出让,,119.992,,2019,######,######,2264,2,4528,泰兴市鸿森机械配件有限公司,,,,,,,,,,,,,,######,######
676,工业用地,泰州市,姜堰市,江苏军安特种装备有限公司厂房,开发区唐宁村,50,挂牌出让,,53.3,,2019,######,######,1730,1.2,2076,江苏军安特种装备有限公司,,,,,,,,,,,,,,######,######
677,工业用地,泰州市,姜堰市,哈工大机器人集团（江苏）华粹智能装备有限公司厂房,开发区陆庄村、西陆村、南石村,50,挂牌出让,,325.7,,2019,######,######,10575,2,21150,哈工大机器人集团(江苏)华粹智能装备有限公司,,,,,,,,,,,,,,######,######
679,工业用地,泰州市,兴化市,江苏戴南紧固件产业管理有限公司,兴化市戴南镇创新路东侧,50,挂牌出让,,1996.5,,2019,######,######,71940.8,0,0,江苏戴南紧固件产业管理有限公司,,,,,,,,,,,,,,######,######
684,工业用地,泰州市,姜堰市,江苏中泰绿色建筑产业园有限公司厂房,开发区双寿村,50,挂牌出让,,1144.9,,2019,######,######,36347,2,72694,江苏中泰绿色建筑产业园有限公司,,,,,,,,,,,,,,######,######
686,工业用地,泰州市,兴化市,江苏银龙木业有限公司,兴化市竹泓镇竹四村大周路东侧1号地块,50,挂牌出让,,161.5,,2019,######,######,5810.1,0,0,江苏银龙木业有限公司,,,,,,,,,,,,,,######,######
687,工业用地,泰州市,兴化市,兴化市竹泓镇竹东家具厂,兴化市竹泓镇竹四村大周路东侧2号地块,50,挂牌出让,,39,,2019,######,######,1400,0,0,兴化市竹泓镇竹东家具厂,,,,,,,,,,,,,,######,######
688,工业用地,泰州市,兴化市,兴化市春秋木船制造有限公司,兴化市竹泓镇竹四村大周路东侧3号地块,50,挂牌出让,,46.5,,2019,######,######,1657.9,0,0,兴化市春秋木船制造有限公司,,,,,,,,,,,,,,######,######
689,工业用地,泰州市,兴化市,兴化市华诚金属门厂,兴化市竹泓镇竹一村兴泓路西侧,50,挂牌出让,,40,,2019,######,######,1433.5,0,0,兴化市华诚金属门厂,,,,,,,,,,,,,,######,######
690,工业用地,泰州市,兴化市,兴化市瑞美机械有限公司,兴化市茅山镇陈张路北侧唐巷河西侧,50,挂牌出让,,99.5,,2019,######,######,3581.5,0,0,泰州市瑞美机械有限公司,,,,,,,,,,,,,,######,######
691,工业用地,泰州市,高港区,能建机电公司新建工业用房,高港区永安洲镇电厂路西侧、江苏能建机电实业集团有限公司南侧,50,挂牌出让,,65,,2019,######,######,1315,2,2630,江苏能建机电实业集团有限公司,,,,,,,,,,,,,,######,######
692,工业用地,泰州市,兴化市,泰州杜伦复合新材料有限公司,兴化市陈堡镇开元大道北侧,50,挂牌出让,,807.5,,2019,######,######,29088,0,0,泰州杜伦复合新材料有限公司,,,,,,,,,,,,,,######,######
693,工业用地,泰州市,兴化市,金桥焊材（江苏）有限公司,兴化市戴南镇中再生大道东侧,50,挂牌出让,,213.5,,2019,######,######,7681.2,0,0,金桥焊材（江苏）有限公司,,,,,,,,,,,,,,######,######
694,工业用地,泰州市,靖江市,靖江港口集团有限公司,靖城镇罗家村,30,挂牌出让,,669.53,,2019,######,######,32820,2,65640,靖江港口集团有限公司,,,,,,,,,,,,,,######,######
695,工业用地,泰州市,兴化市,兴化市奔腾内燃机配件有限公司,兴化市安丰镇大兴金公路北侧（新北郊村）,50,挂牌出让,,52.5,,2019,######,######,1891.5,1,1891.5,兴化市奔腾内燃机配件有限公司,,,,,,,,,,,,,,######,######
696,工业用地,泰州市,兴化市,兴化市峰达钢结构件有限公司,兴化市开发区嘉威路东侧、科升路南侧,50,挂牌出让,,59,,2019,######,######,2117.3,1,2117.3,兴化市峰达钢结构件有限公司,,,,,,,,,,,,,,######,######
697,工业用地,泰州市,兴化市,泰州市顶祥食品有限公司,兴化市开发区嘉威路东侧、泰峰路北侧,50,挂牌出让,,41,,2019,######,######,1461.5,1.2,1753.8,泰州顶祥食品有限公司,,,,,,,,,,,,,,######,######
698,工业用地,泰州市,兴化市,泰州市金鹰精密铸造有限公司,兴化市陈堡镇裕堡路北侧,50,挂牌出让,,117,,2019,######,######,4208.5,1,4208.5,泰州市金鹰精密铸造有限公司,,,,,,,,,,,,,,######,######
699,工业用地,泰州市,兴化市,江苏海宇机械有限公司,兴化市陈堡镇裕堡路南侧,50,挂牌出让,,67,,2019,######,######,2413.9,1,2413.9,江苏海宇机械有限公司,,,,,,,,,,,,,,######,######
700,工业用地,泰州市,兴化市,兴化市双海塑业有限公司,兴化市兴东镇肖垛村兴西公路南侧,50,挂牌出让,,62,,2019,######,######,2223.9,1.1,2446.29,兴化市双海塑业有限公司,,,,,,,,,,,,,,######,######
710,工业用地,泰州市,姜堰市,泰州润辰新材料有限公司厂房,开发区唐宁村,50,挂牌出让,,616.2,,2019,######,######,20007,2,40014,泰州润辰新材料有限公司,,,,,,,,,,,,,,######,######
711,工业用地,泰州市,姜堰市,江苏海湾电气科技有限公司厂房,桥头镇三沙村,50,挂牌出让,,2000.3,,2019,######,######,66678,1.2,80013.6,江苏海湾电气科技有限公司,,,,,,,,,,,,,,######,######
713,工业用地,泰州市,姜堰市,泰州市鹏宇电子电器有限公司厂房,开发区双寿村,50,挂牌出让,,315.2,,2019,######,######,9326,1.2,11191.2,泰州市鹏宇电子电器有限公司,,,,,,,,,,,,,,######,######
714,工业用地,泰州市,泰州市本级,海陵区吴陵路西侧、开发路南侧地块,海陵区吴陵路西侧、开发路南侧,50,挂牌出让,,734,,2019,######,######,15595,1.3,20273.5,泰州东泰新能源科技有限公司,,,,,,,,,,,,,,######,######
720,工业用地,泰州市,泰州市本级,医药高新区长江大道东侧、通扬路南侧地块,医药高新区长江大道东侧、通扬路南侧,50,挂牌出让,,7400,,2019,######,######,200170,2,400340,江苏中江装配式建筑科技股份有限公司,,,,,,,,,,,,,,######,######
729,工业用地,泰州市,泰兴市,济川药业集团有限公司,滨江镇蔡桥村王庄组,50,挂牌出让,,111.892,,2019,######,######,2543,1.8,4577.4,济川药业集团有限公司,,,,,,,,,,,,,,######,######
730,工业用地,泰州市,泰兴市,泰兴市成兴青山环保有限公司,滨江镇新港路东侧,50,挂牌出让,,649.1459,,2019,######,######,11999,2.5,29997.5,泰兴市成兴青山环保有限公司,,,,,,,,,,,,,,######,######
731,工业用地,泰州市,泰兴市,泰兴捷美生物医学科技有限公司,虹桥镇公殿村营四东组,50,挂牌出让,,789.76,,2019,######,######,19744,2,39488,泰兴捷美生物医学科技有限公司,,,,,,,,,,,,,,######,######
732,工业用地,泰州市,泰兴市,恩德利思智能科技（泰州）有限公司,虹桥镇公殿村营四东组,50,挂牌出让,,533.32,,2019,######,######,13333,2,26666,恩德利思智能科技（泰州）有限公司,,,,,,,,,,,,,,######,######
733,工业用地,泰州市,泰兴市,江苏长龄液压泰兴有限公司,黄桥镇韩庄村王韩1、2、3、8组,50,挂牌出让,,1786.8,,2019,######,######,44670,2,89340,江苏长龄液压泰兴有限公司,,,,,,,,,,,,,,######,######
734,工业用地,泰州市,泰兴市,泰兴市康发机械制造厂,姚王镇夏家垈村东夏8组,50,挂牌出让,,29.136,,2019,######,######,607,2,1214,泰兴市康发机械制造厂,,,,,,,,,,,,,,######,######
735,工业用地,泰州市,泰兴市,泰兴市康发机械制造厂,姚王镇夏家垈村东夏8组,50,挂牌出让,,110.5306,,2019,######,######,2006,2,4012,泰兴市康发机械制造厂,,,,,,,,,,,,,,######,######
744,工业用地,泰州市,姜堰市,江苏宏强新型建材有限公司厂房,淤溪镇卞庄村,50,挂牌出让,,301.2,,2019,######,######,9128,1.2,10953.6,江苏宏强新型建材有限公司,,,,,,,,,,,,,,######,######
746,工业用地,泰州市,姜堰市,泰州林阳展示设备有限公司厂房,淤溪镇淤溪村,50,挂牌出让,,450.2,,2019,######,######,13320,1.2,15984,泰州林阳展示设备有限公司,,,,,,,,,,,,,,######,######
749,工业用地,泰州市,姜堰市,泰州瑞凯金属制品有限公司厂房,兴泰镇薛何村,50,挂牌出让,,109.4,,2019,######,######,3645,1.2,4374,泰州瑞凯金属制品有限公司,,,,,,,,,,,,,,######,######
750,工业用地,泰州市,泰兴市,济川药业集团有限公司,滨江镇蔡桥村王庄组，济川街道办延陵村后王、前王、常庄、新桥组,50,挂牌出让,,455.4,,2019,######,######,11385,1.8,20493,济川药业集团有限公司,,,,,,,,,,,,,,######,######
751,工业用地,泰州市,泰州市本级,医药高新区佩兰路北侧、扁鹊路西侧地块,医药高新区佩兰路北侧、扁鹊路西侧,50,挂牌出让,,2250,,2019,######,######,51607,1.8,92892.6,石药集团江苏中诚制药有限公司,,,,,,,,,,,,,,######,######
752,工业用地,泰州市,泰兴市,惠生（泰州）新材料科技有限公司,滨江镇蒋榨村东场、陈垈组,50,挂牌出让,,1354.28,,2019,######,######,33857,2.5,84642.5,惠生（泰州）新材料科技有限公司,,,,,,,,,,,,,,######,######
753,工业用地,泰州市,泰兴市,泰兴市浩润食品有限公司,姚王镇十里甸村村集体、张湾7组,50,挂牌出让,,175.4205,,2019,######,######,4227,2,8454,泰兴市浩润食品有限公司,,,,,,,,,,,,,,######,######
754,工业用地,泰州市,泰兴市,泰州苏尔克机电设备有限公司,分界镇耿厂村1、2组，官庄村5组,50,挂牌出让,,313.349,,2019,######,######,6667,2,13334,泰州苏尔克机电设备有限公司,,,,,,,,,,,,,,######,######
755,工业用地,泰州市,泰兴市,泰兴市星天新型材料有限公司,河失镇河头居委会集体,50,挂牌出让,,36.153,,2019,######,######,927,2,1854,泰兴市星天新型材料有限公司,,,,,,,,,,,,,,######,######
756,工业用地,泰州市,泰兴市,泰兴市云波工贸有限公司,河失镇沈丁村丁沟2组,50,挂牌出让,,117.024,,2019,######,######,2544,2,5088,泰兴市云波工贸有限公司,,,,,,,,,,,,,,######,######
757,工业用地,泰州市,泰兴市,泰兴市旺鑫铸造厂（普通合伙）,姚王镇新镇居委会野庙口1组,50,挂牌出让,,302.9085,,2019,######,######,7299,2,14598,泰兴市旺鑫铸造厂（普通合伙）,,,,,,,,,,,,,,######,######
758,工业用地,泰州市,泰兴市,泰兴市鸿燊铸造材料有限公司,姚王镇新镇居委会野庙口3组,50,挂牌出让,,232.05,,2019,######,######,4420,2,8840,泰兴市鸿燊铸造材料有限公司,,,,,,,,,,,,,,######,######
764,工业用地,泰州市,姜堰市,泰州市龙马建设发展有限公司厂房,罗塘街道唐园村,50,挂牌出让,,1058,,2019,######,######,35268,1.2,42321.6,泰州市龙马建设发展有限公司,,,,,,,,,,,,,,######,######
766,工业用地,泰州市,海陵区,九龙镇雨声路南侧、龙园路西侧地块,九龙镇雨声路南侧、龙园路西侧,50,挂牌出让,,1173,,2019,######,######,32135,1.2,38562,泰州市新园置业有限公司,,,,,,,,,,,,,,######,######
767,工业用地,泰州市,海陵区,罡杨镇夏冯路北侧、府前路西侧地块,罡杨镇夏冯路北侧、府前路西侧,50,挂牌出让,,424,,2019,######,######,12285,1.2,14742,江苏浦瑞森机械制造有限公司,,,,,,,,,,,,,,######,######
768,工业用地,泰州市,海陵区,新能源产业园区北环路南侧、兴泰公路西侧地块,新能源产业园区北环路南侧、兴泰公路西侧,50,挂牌出让,,204,,2019,######,######,5322,1.2,6386.4,泰州市海陵区鸿翔车件厂,,,,,,,,,,,,,,######,######
769,工业用地,泰州市,海陵区,九龙镇姚家路西侧、马楼河南侧地块,九龙镇姚家路西侧、马楼河南侧,50,挂牌出让,,1830,,2019,######,######,50182,1.3,65236.6,泰州锦能新能源有限公司,,,,,,,,,,,,,,######,######
770,工业用地,泰州市,姜堰市,泰州永博新型环保科技有限公司厂房,兴泰镇甸址村,50,挂牌出让,,952.7,,2019,######,######,35286,1.2,42343.2,泰州永博新型环保科技有限公司,,,,,,,,,,,,,,######,######
771,工业用地,泰州市,姜堰市,江苏雄大精密铸造有限公司厂房,兴泰镇甸址村,50,挂牌出让,,245,,2019,######,######,9075,1.2,10890,江苏雄大精密铸造有限公司,,,,,,,,,,,,,,######,######
773,工业用地,泰州市,姜堰市,江苏大洋精机有限公司厂房,开发区新河村,50,挂牌出让,,1402.1,,2019,######,######,44512,2,89024,江苏大洋精机有限公司,,,,,,,,,,,,,,######,######
774,工业用地,泰州市,泰兴市,江苏聚成泰新材料科技有限公司,滨江镇中港村村集体,50,挂牌出让,,4.12,,2019,######,######,103,1.2,123.6,江苏聚成泰新材料科技有限公司,,,,,,,,,,,,,,######,######
775,工业用地,泰州市,泰兴市,济川药业集团有限公司,滨江镇镇集体,50,挂牌出让,,238.36,,2019,######,######,5959,2,11918,济川药业集团有限公司,,,,,,,,,,,,,,######,######
776,工业用地,泰州市,泰兴市,泰兴汤臣压克力有限公司,滨江镇中港村前柿、后柿组,50,挂牌出让,,34.8601,,2019,######,######,473,1.5,709.5,泰兴汤臣压克力有限公司,,,,,,,,,,,,,,######,######
777,工业用地,泰州市,泰兴市,夏禾科技（江苏）有限公司,滨江镇翻身村李巷、小圩、李吴、木西、丁元组,50,挂牌出让,,2766.681,,2019,######,######,66667,2,133334,夏禾科技（江苏）有限公司,,,,,,,,,,,,,,######,######
778,工业用地,泰州市,泰兴市,泰兴梅兰新材料有限公司,滨江镇褚港村戴行组,50,挂牌出让,,17.68,,2019,######,######,208,2.5,520,泰兴梅兰新材料有限公司,,,,,,,,,,,,,,######,######
779,工业用地,泰州市,泰兴市,江苏索菲亚照明器材有限公司,广陵镇顾周村13组,50,挂牌出让,,486.9054,,2019,######,######,11761,2,23522,江苏索菲亚照明器材有限公司,,,,,,,,,,,,,,######,######
780,工业用地,泰州市,泰兴市,泰州君达新材料科技有限公司,宣堡镇梅埝村梅西2、3组,50,挂牌出让,,382.4,,2019,######,######,8000,2,16000,泰州君达新材料科技有限公司,,,,,,,,,,,,,,######,######
781,工业用地,泰州市,泰兴市,泰兴市宏鑫橡胶有限公司,黄桥镇海顾村七组,50,挂牌出让,,303.7854,,2019,######,######,6519,2.2,14341.8,泰兴市宏鑫橡胶有限公司,,,,,,,,,,,,,,######,######
782,工业用地,泰州市,泰兴市,江苏鑫亿晟新材料科技有限公司,姚王镇新镇居委会陆庄3、4组，肖万2组,50,挂牌出让,,1590.84,,2019,######,######,22095,2,44190,江苏鑫亿晟新材料科技有限公司,,,,,,,,,,,,,,######,######
783,工业用地,泰州市,泰兴市,江苏古德福汽车零部件科技有限公司,虹桥镇虹润路北侧,50,挂牌出让,,1686.3,,2019,######,######,30660,2,61320,江苏古德福汽车零部件科技有限公司,,,,,,,,,,,,,,######,######
784,工业用地,泰州市,泰兴市,江苏亚中润弘汽车部件科技有限公司,虹桥镇四仙村圩岸、六东、六西组,50,挂牌出让,,2666.664,,2019,######,######,66666.6,2,133333.2,江苏亚中润弘汽车部件科技有限公司,,,,,,,,,,,,,,######,######
785,工业用地,泰州市,泰兴市,泰兴市美仙服饰有限公司,广陵镇兴宁居委会10组,50,挂牌出让,,70.29,,2019,######,######,1562,2,3124,泰兴市美仙服饰有限公司,,,,,,,,,,,,,,######,######
786,工业用地,泰州市,泰兴市,泰兴新缘塑料制品有限公司,宣堡镇宣堡村4、8组,50,挂牌出让,,728.676,,2019,######,######,18684,2,37368,泰兴新缘塑料制品有限公司,,,,,,,,,,,,,,######,######
787,工业用地,泰州市,泰兴市,泰兴菱苏机能新材料有限公司,滨江镇疏港西路南侧、沿江大道西侧,50,挂牌出让,,5605.943,,2019,######,######,114174,2.5,285435,泰兴菱苏机能新材料有限公司,,,,,,,,,,,,,,######,######
788,工业用地,泰州市,姜堰市,江苏兴顺消防科技有限公司厂房,桥头镇三沙村,50,挂牌出让,,139.5,,2019,######,######,3259,1.2,3910.8,江苏兴顺消防科技有限公司,,,,,,,,,,,,,,######,######
789,工业用地,泰州市,靖江市,江苏佳晟动力系统有限公司,靖城镇罗家村,50,挂牌出让,,762.72,,2019,######,######,25424,2,50848,江苏佳晟动力系统有限公司,,,,,,,,,,,,,,######,######
790,工业用地,泰州市,姜堰市,江苏百事得波纹管有限公司厂房,白米镇新华村,50,挂牌出让,,132.2,,2019,######,######,4405,1.2,5286,江苏百事得波纹管有限公司,,,,,,,,,,,,,,######,######
796,工业用地,泰州市,靖江市,江苏零界智能家居有限公司,斜桥镇黄普村,50,挂牌出让,,1590,,2019,######,######,42400,2,84800,江苏零界智能家居有限公司,,,,,,,,,,,,,,######,######
797,工业用地,泰州市,靖江市,江苏京靖环保设备有限公司,靖城镇罗家村、旺桥村,50,挂牌出让,,549.06,,2019,######,######,18302,2,36604,江苏京靖环保设备有限公司,,,,,,,,,,,,,,######,######
798,工业用地,泰州市,靖江市,江苏丽芙之心玩具有限公司,靖城镇八圩村,50,挂牌出让,,661.73,,2019,######,######,13786,2,27572,江苏丽芙之心玩具有限公司,,,,,,,,,,,,,,######,######
