编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
3306,住宿餐饮用地,泰州市,兴化市,江苏李中水上森林旅游投资有限公司,兴化市李中镇水上森林公园南侧,40,挂牌出让,,250,,2016,######,######,5220.5,1.46,7621.93,江苏李中水上森林旅游投资有限公司,,,,,,,,,,,,,,######,######
3325,批发零售用地,泰州市,泰兴市,泰兴市鑫宇汽车销售服务有限公司,镇海路东侧、银杏路南侧（汽贸城二期2号地块）,40,挂牌出让,,998,,2016,######,######,9972,1.5,14958,泰兴市鑫宇汽车销售服务有限公司,,,,,,,,,,,,,,######,######
3327,批发零售用地,泰州市,海陵区,海陵区祥泰路东侧、规划泰九路北侧,海陵区祥泰路东侧、规划泰九路北侧,40,挂牌出让,,880,,2016,######,######,6237,0.4,2494.8,泰州市北郊加油站,,,,,,,,,,,,,,######,######
3328,科教用地,泰州市,兴化市,周庄镇边城学校幼儿园迁建工程,兴化市周庄镇边城社区团结路北侧,40,划拨,,0,,2016,######,######,4686,0.57,2671.02,兴化市周庄镇人民政府,,,,,,,,,,,,,,######,######
3331,其他商服用地,泰州市,靖江市,商业（中海油）,东兴镇万盛村,40,拍卖出让,,2650,,2016,######,######,3359,0.4,1343.6,中海油销售泰州有限公司,,,,,,,,,,,,,,######,######
3334,科教用地,泰州市,泰兴市,泰兴市根思乡人民政府,根思乡振兴路南侧,40,划拨,,0,,2016,######,######,6337,1.2,7604.4,泰兴市根思乡人民政府,,,,,,,,,,,,,,######,######
3345,住宿餐饮用地,泰州市,海陵区,海陵区扬州路北侧、杰盛西苑东侧,海陵区扬州路北侧、杰盛西苑东侧,40,挂牌出让,,2650,,2016,######,######,7702,2.35,18099.7,泰州市荟特酒店管理有限公司,,,,,,,,,,,,,,######,######
3353,其他商服用地,泰州市,靖江市,商业（新世纪邮政印刷）,马桥徐周大道东侧,40,挂牌出让,,220,,2016,######,######,2673,1.5,4009.5,靖江市新世纪邮政印刷有限公司,,,,,,,,,,,,,,######,######
3355,其他商服用地,泰州市,靖江市,加油、加气站,公新公路南侧,40,挂牌出让,,1185,,2016,######,######,2636,0.4,1054.4,中国石油天然气股份有限公司江苏销售分公司,,,,,,,,,,,,,,######,######
3361,其他商服用地,泰州市,靖江市,商业（舒源空调）,中洲路与兴业路交界处西北侧,40,拍卖出让,,604,,2016,######,######,3500,1.55,5425,江苏舒源空调制造有限公司,,,,,,,,,,,,,,######,######
3377,商务金融用地,泰州市,靖江市,商务（新程汽配）,康兴路东侧，富阳路南侧,40,挂牌出让,,4928,,2016,######,######,23455,1.3,30491.5,江苏新程汽配制造有限公司,,,,,,,,,,,,,,######,######
3393,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,东兴北路东侧,40,拍卖出让,,1450,,2016,######,######,17167,1.5,25750.5,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3394,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,新夹公路西侧,40,拍卖出让,,1131,,2016,######,######,14363,1.5,21544.5,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3395,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,青龙港东侧,40,拍卖出让,,708,,2016,######,######,8660.5,1.5,12990.75,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3396,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,生产港南侧,40,拍卖出让,,496,,2016,######,######,6308,1.5,9462,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3397,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,季市中路东侧,40,拍卖出让,,820,,2016,######,######,8950,1.5,13425,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3398,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,水洞港东侧,40,拍卖出让,,636,,2016,######,######,9778.5,1.5,14667.75,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3399,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,上五圩港西侧,40,拍卖出让,,382,,2016,######,######,6100,2,12200,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3400,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,生东路西侧,40,拍卖出让,,671,,2016,######,######,8054,1.5,12081,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3401,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,姜八公路东侧,40,拍卖出让,,902,,2016,######,######,11003.6,1.5,16505.4,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3402,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,天生港东侧,40,拍卖出让,,805,,2016,######,######,9173.5,1.5,13760.25,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3403,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,红南路东侧,40,拍卖出让,,578,,2016,######,######,7873.5,1.5,11810.25,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3404,其他商服用地,泰州市,靖江市,商服用地（华穗粮食有限公司）,江平路北侧,40,拍卖出让,,1230,,2016,######,######,12986,1.5,19479,江苏华穗粮食有限公司,,,,,,,,,,,,,,######,######
3405,医卫慈善用地,泰州市,靖江市,靖江市滨江新区卫生院,靖城镇越江村,40,划拨,,0,,2016,######,######,1687,1.35,2277.45,靖江市滨江新区卫生院,,,,,,,,,,,,,,######,######
3406,其他商服用地,泰州市,靖江市,商业（保税物流）,沿江高等级公路南侧，斜新公路西侧,40,拍卖出让,,86200,,2016,######,######,164233,1.6,262772.8,靖江市保税物流中心有限公司,,,,,,,,,,,,,,######,######
3422,批发零售用地,泰州市,兴化市,江苏泰汇现代物流股份有限公司,兴化戴南镇史堡村、雁伦村和张郭镇千户村,40,挂牌出让,,5284,,2016,######,######,125431.9,0.72,90310.97,江苏泰汇现代物流股份有限公司,,,,,,,,,,,,,,######,######
3423,住宿餐饮用地,泰州市,兴化市,兴化市安丰镇中鼎大酒店,兴化市安丰镇张阳村宁盐公路西侧,40,挂牌出让,,210,,2016,######,######,2104.8,3.65,7682.52,兴化市安丰镇中鼎大酒店,,,,,,,,,,,,,,######,######
3424,其他商服用地,泰州市,姜堰市,江苏幅源伟沃投资有限公司等三家单位,姜堰区人民北路东侧、姜堰大道北侧,40,挂牌出让,,7454,,2016,######,######,20036,3,60108,江苏幅源伟沃投资有限公司等三家单位,,,,,,,,,,,,,,######,######
3431,科教用地,泰州市,泰州市本级,泰州职业技术学院中国医药城校区项目,刁铺街道通太社区及泰州医药高新区寺巷镇南塘、帅于两村境内,40,划拨,,0,,2016,######,######,533913,0.58,309669.5,泰州华诚医学投资集团有限公司,,,,,,,,,,,,,,######,######
3437,批发零售用地,泰州市,海陵区,泰州市光明副食品商场,泰州市迎春路二期1号04、05室,40,协议出让,,93.4684,,2016,######,######,40.58,5.24,212.6392,泰州市天安房屋拆迁有限公司,,,,,,,,,,,,,,######,######
3451,医卫慈善用地,泰州市,姜堰市,港口卫生院门诊病房综合楼,华港镇港口村,40,划拨,,0,,2016,######,######,8954,0.49,4387.46,泰州市姜堰区港口卫生院,,,,,,,,,,,,,,######,######
3468,科教用地,泰州市,靖江市,（市职业教育中心）靖江新港城投资建设有限公司,斜桥镇斜桥村,40,划拨,,0,,2016,######,######,105154,0.89,93587.06,靖江新港城投资建设有限公司,,,,,,,,,,,,,,######,######
3476,科教用地,泰州市,靖江市,（常州大学怀德学院（靖江））靖江新港城投资建设有限公司,靖江市斜桥镇安宁村、丰宁村,40,划拨,,0,,2016,######,######,497760,0.52,258835.2,靖江新港城投资建设有限公司,,,,,,,,,,,,,,######,######
3477,科教用地,泰州市,兴化市,兴化市永丰镇中心幼儿园,兴化市永丰镇徐杨村,40,划拨,,0,,2016,######,######,6666.7,1.12,7466.704,兴化市永丰镇中心幼儿园,,,,,,,,,,,,,,######,######
3495,其他商服用地,泰州市,姜堰市,泰州市嘉信房地产有限公司,姜堰区溱潼镇华光大桥南侧、姜溱河西侧,40,挂牌出让,,795,,2016,######,######,11301,1.2,13561.2,泰州市嘉信房地产有限公司,,,,,,,,,,,,,,######,######
3496,科教用地,泰州市,兴化市,兴化市周庄高级中学,兴化市周庄镇迎宾路北侧,40,划拨,,0,,2016,######,######,3394,0.76,2579.44,兴化市周庄高级中学,,,,,,,,,,,,,,######,######
3497,医卫慈善用地,泰州市,泰兴市,泰兴市滨江卫生院,开发区祥瑞路西侧、疏港路南侧,40,划拨,,0,,2016,######,######,9966,1.2,11959.2,泰兴市滨江卫生院,,,,,,,,,,,,,,######,######
3500,殡葬用地,泰州市,泰兴市,泰兴市黄桥殡仪馆,黄桥镇姜八公路西侧、姜黄河南侧,40,划拨,,0,,2016,######,######,2906,1.2,3487.2,泰兴市黄桥殡仪馆,,,,,,,,,,,,,,######,######
3504,科教用地,泰州市,泰兴市,宣堡镇人民政府,宣堡镇中央路北侧,50,挂牌出让,,315,,2016,######,######,5405,1.2,6486,宣堡镇人民政府,,,,,,,,,,,,,,######,######
3514,医卫慈善用地,泰州市,泰兴市,顾金祥,市区文江路东侧、兴南路南侧,50,挂牌出让,,1952,,2016,######,######,25888,1.6,41420.8,顾金祥,,,,,,,,,,,,,,######,######
3522,医卫慈善用地,泰州市,姜堰市,大伦卫生院病房楼,大伦镇大伦村,40,划拨,,0,,2016,######,######,3330,0.75,2497.5,泰州市姜堰区大伦卫生院,,,,,,,,,,,,,,######,######
3533,商务金融用地,泰州市,海陵区,泰州市天地房屋拆迁有限公司,海陵区梅兰东路58号,40,协议出让,,84.2726,,2016,######,######,261.83,1.98,518.4234,泰州市天地房屋拆迁有限公司,,,,,,,,,,,,,,######,######
3543,科教用地,泰州市,兴化市,荻垛镇中心幼儿园,兴化市荻垛镇北王村,40,划拨,,0,,2016,######,######,5298.4,0.55,2914.12,兴化市荻垛镇人民政府,,,,,,,,,,,,,,######,######
3550,街巷用地,泰州市,海陵区,苏陈公交首末站,海陵区苏陈镇苏陈村境内,40,划拨,,0,,2016,######,######,12018,0.17,2043.06,泰州市公共交通有限公司,,,,,,,,,,,,,,######,######
3551,街巷用地,泰州市,海陵区,师范附小公交首末站,海陵区城东街道智堡社区境内,40,划拨,,0,,2016,######,######,3470,0.45,1561.5,泰州市公共交通有限公司,,,,,,,,,,,,,,######,######
3555,机关团体用地,泰州市,姜堰市,公安局业务技术用房,罗塘街道城北村,40,划拨,,0,,2016,######,######,6688,0.66,4414.08,泰州市姜堰区公安局,,,,,,,,,,,,,,######,######
3556,其他商服用地,泰州市,姜堰市,江苏德众汽车销售服务有限公司,姜堰区华港镇溪东村,40,挂牌出让,,817,,2016,######,######,13950,2.5,34875,江苏德众汽车销售服务有限公司,,,,,,,,,,,,,,######,######
3559,机关团体用地,泰州市,兴化市,新城派出所新建工程,兴化市兴姜河路西侧、荡南路南侧,40,划拨,,0,,2016,######,######,6439,0.45,2897.55,兴化市公安局,,,,,,,,,,,,,,######,######
3569,批发零售用地,泰州市,兴化市,中国石化销售有限公司江苏泰州石油分公司,兴化市陶庄镇镇区北、新张公路西侧,40,挂牌出让,,806,,2016,######,######,1765.8,1.2,2118.96,中国石化销售有限公司江苏泰州石油分公司,,,,,,,,,,,,,,######,######
3570,其他商服用地,泰州市,靖江市,商业（北辰城乡投资建设有限公司）,城北园区齐心组，七一河南侧,40,拍卖出让,,831,,2016,######,######,6923,0.75,5192.25,靖江市北辰城乡投资建设有限公司,,,,,,,,,,,,,,######,######
3572,科教用地,泰州市,海陵区,海陵区软件创业楼项目,泰州市石人头巷29号,40,划拨,,0,,2016,######,######,1032.94,0.93,960.6342,泰州市海陵区科学技术和知识产权局,,,,,,,,,,,,,,######,######
3577,其他商服用地,泰州市,靖江市,住宅（国益建设）,城东大道与工农路交叉口东北侧,40,拍卖出让,,375,,2016,######,######,1564,2,3128,靖江市国益建设工程有限公司,,,,,,,,,,,,,,######,######
3579,其他商服用地,泰州市,靖江市,商业（江苏长阳金属）,兴业路与沿江高等级公路交叉口东北侧,40,拍卖出让,,3396,,2016,######,######,34834.7,0.5,17417.35,江苏长阳金属材料市场有限公司,,,,,,,,,,,,,,######,######
3581,其他商服用地,泰州市,姜堰市,泰州市姜堰区碧桂园房地产开发有限公司,姜堰区姜堰大道南侧、三水河东侧,40,挂牌出让,,33274,,2016,######,######,50854,2.16,109844.6,泰州市姜堰区碧桂园房地产开发有限公司,,,,,,,,,,,,,,######,######
3582,科教用地,泰州市,泰州市本级,泰州市双河初中,泰州医药高新技术产业开发区凤凰街道双河村境内,40,划拨,,0,,2016,######,######,36550,0.72,26316,泰州市周山河街区管理委员会,,,,,,,,,,,,,,######,######
3583,科教用地,泰州市,泰州市本级,泰州市双河小学,泰州医药高新技术产业开发区凤凰街道殷蒋村境内,40,划拨,,0,,2016,######,######,42487,0.62,26341.94,泰州市周山河街区管理委员会,,,,,,,,,,,,,,######,######
3586,其他商服用地,泰州市,姜堰市,泰州新思路置业投资开发有限公司,姜堰区人民路东侧、西大街南侧,40,挂牌出让,,21530,,2016,######,######,36803,4.2,154572.6,泰州新思路置业投资开发有限公司,,,,,,,,,,,,,,######,######
3589,机关团体用地,泰州市,海陵区,业务办公用房,海陵区闸沿北路,40,划拨,,0,,2016,######,######,8318.2,0.23,1913.186,泰州市引江河河道工程管理处,,,,,,,,,,,,,,######,######
3592,科教用地,泰州市,姜堰市,泰州市智谷软件园有限公司,罗塘街道殷家村,50,挂牌出让,,551,,2016,######,######,23153,2.5,57882.5,泰州市智谷软件园有限公司,,,,,,,,,,,,,,######,######
3593,科教用地,泰州市,兴化市,兴化市董北实验小学教学楼,兴化市戴南镇双沐村,40,划拨,,0,,2016,######,######,11039.2,0.59,6513.128,兴化市董北实验小学,,,,,,,,,,,,,,######,######
3594,医卫慈善用地,泰州市,兴化市,李健卫生院,兴化市李中镇顾赵村,40,划拨,,0,,2016,######,######,1000,1.5,1500,兴化市李中镇李健卫生院,,,,,,,,,,,,,,######,######
3605,住宿餐饮用地,泰州市,兴化市,江苏李中水上森林旅游投资有限公司,兴化市李中镇舜生路北、水上森林公园南,40,挂牌出让,,247,,2016,######,######,4733.7,1.74,8236.638,江苏李中水上森林旅游投资有限公司,,,,,,,,,,,,,,######,######
3612,批发零售用地,泰州市,兴化市,刘冬生、林广荣,兴化市西鲍乡缸西公路南侧,40,挂牌出让,,305,,2016,######,######,893.8,0.51,455.838,刘冬生、林广荣,,,,,,,,,,,,,,######,######
3622,商务金融用地,泰州市,泰州市本级,泰州经济开发区祥和花园东侧、振兴路北侧约45米,泰州经济开发区祥和花园东侧、振兴路北侧约45米,40,挂牌出让,,2250,,2016,######,######,10648,1.3,13842.4,泰州鑫泰集团有限公司,,,,,,,,,,,,,,######,######
3627,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇致富路东侧、何韩中沟北侧,40,挂牌出让,,9000,,2016,######,######,33333,3,99999,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3628,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇姜黄河东侧、原油脂化工厂及北侧,40,挂牌出让,,12288,,2016,######,######,45491,3,136473,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3629,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇老姜八线西侧、何韩中沟北侧,40,挂牌出让,,16658,,2016,######,######,61681,3,185043,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3638,其他商服用地,泰州市,姜堰市,李义波,张甸镇张后路北侧（原兽医站）,40,挂牌出让,,405,,2016,######,######,3137,2.5,7842.5,李义波,,,,,,,,,,,,,,######,######
3639,街巷用地,泰州市,高港区,金港路南延项目,高港区口岸街道城南、龙窝口两社区境内,40,划拨,,0,,2016,######,######,65879,1,65879,泰州市港城建设投资发展有限公司,,,,,,,,,,,,,,######,######
3640,批发零售用地,泰州市,泰兴市,泰兴市南沙供销合作社,泰兴市黄桥镇南沙东路北侧,40,协议出让,,134.74,,2016,######,######,3021,1.2,3625.2,泰兴市南沙供销合作社,,,,,,,,,,,,,,######,######
3642,医卫慈善用地,泰州市,泰兴市,泰兴市慈济康复养老中心,泰兴市济川街道办三泰路南侧、羌溪路西侧,40,划拨,,0,,2016,######,######,6695,1.2,8034,泰兴市慈济良复养老中心,,,,,,,,,,,,,,######,######
3651,其他商服用地,泰州市,海陵区,海陵区桃园路东侧、静安路北侧,海陵区桃园路东侧、静安路北侧,40,挂牌出让,,2300,,2016,######,######,2963,0.76,2251.88,泰州凤城河建设发展有限公司,,,,,,,,,,,,,,######,######
3652,住宿餐饮用地,泰州市,海陵区,海陵区鼓楼南路东侧、老通扬运河北侧25米,海陵区鼓楼南路东侧、老通扬运河北侧25米,40,挂牌出让,,600,,2016,######,######,710,0.99,702.9,泰州凤城河建设发展有限公司,,,,,,,,,,,,,,######,######
3666,科教用地,泰州市,靖江市,（御水湾幼儿园）靖江华耀教育产业经营有限公司,靖江市靖城镇江洲路,40,划拨,,0,,2016,######,######,6530.1,0,0,靖江华耀教育产业经营有限公司,,,,,,,,,,,,,,######,######
3671,批发零售用地,泰州市,泰兴市,泰兴市虹桥园工业开发有限公司,虹桥园区六圩港口上游段,40,挂牌出让,,31456,,2016,######,######,109448,2.5,273620,泰兴市虹桥园工业开发有限公司,,,,,,,,,,,,,,######,######
3687,其他商服用地,泰州市,靖江市,其他服务设施（车辆检测）,联泰路东侧,40,拍卖出让,,3950,,2016,######,######,26220,1.1,28842,靖江市国际汽贸城开发有限公司,,,,,,,,,,,,,,######,######
3688,其他商服用地,泰州市,靖江市,商业（国际汽贸城）,联友路西侧,40,拍卖出让,,3050,,2016,######,######,20273,1.8,36491.4,靖江市国际汽贸城开发有限公司,,,,,,,,,,,,,,######,######
3689,其他商服用地,泰州市,靖江市,商业（国际汽贸城）,联友路西侧,40,拍卖出让,,4400,,2016,######,######,29216,1.8,52588.8,靖江市国际汽贸城开发有限公司,,,,,,,,,,,,,,######,######
3690,其他商服用地,泰州市,靖江市,商业（国际汽贸城）,联友路西侧,40,拍卖出让,,4460,,2016,######,######,29721,1.8,53497.8,靖江市国际汽贸城开发有限公司,,,,,,,,,,,,,,######,######
3692,商务金融用地,泰州市,泰兴市,江苏凡尔赛建设工程有限公司,曲霞镇曲霞大街北侧、镇政府西侧,40,挂牌出让,,275,,2016,######,######,2114,1.5,3171,江苏凡尔赛建设工程有限公司,,,,,,,,,,,,,,######,######
3695,其他商服用地,泰州市,靖江市,商业（中石化）,东兴镇万盛村，229省道西侧，沿江公路南侧,40,挂牌出让,,600,,2016,######,######,2000,0.4,800,中国石化销售有限公司江苏泰州石油分公司,,,,,,,,,,,,,,######,######
3699,批发零售用地,泰州市,泰兴市,泰兴市浙商置业有限公司,泰兴市根思乡老叶文兴东路北侧、老叶中沟东侧,40,挂牌出让,,580,,2016,######,######,6657,1.6,10651.2,泰兴市浙商置业有限公司,,,,,,,,,,,,,,######,######
3701,批发零售用地,泰州市,海陵区,海陵区西仓路10号17室,海陵区西仓路10号17室,40,协议出让,,19.1535,,2016,######,######,6.7,5.02,33.634,陈方根,,,,,,,,,,,,,,######,######
3713,其他商服用地,泰州市,靖江市,商业、商务（新港城）,新港城新时代路与新圣路交叉口西北侧,40,拍卖出让,,1230,,2015,2015年12,######,11645,1.8,20961,靖江新港城投资建设有限公司,,,,,,,,,,,,,,######,######
3770,批发零售用地,泰州市,海陵区,海陵区东风北路西侧、东风变电所南侧约20米,海陵区东风北路西侧、东风变电所南侧约20,40,挂牌出让,,3250,,2015,2015年12,######,7399,0.7,5179.3,中国石化销售有限公司江苏泰州石油分公司,,,,,,,,,,,,,,######,######
3773,街巷用地,泰州市,姜堰市,泰州市姜堰区白米镇人民政府-路道,白米镇新华村、蛙庄村,40,划拨,,0,,2015,2015年12,######,7830,1,7830,泰州市姜堰区白米镇人民政府,,,,,,,,,,,,,,######,######
3774,宗教用地,泰州市,泰兴市,江苏省泰兴市佛教协会,鼓楼北路北侧，银沙路西侧,40,划拨,,0,,2015,2015年12,######,18378,1.2,22053.6,江苏省泰兴市佛教协会,,,,,,,,,,,,,,######,######
3796,商务金融用地,泰州市,泰州市本级,医药高新区凤凰小学东侧、永兴路南侧,医药高新区凤凰小学东侧、永兴路南侧,40,挂牌出让,,1220,,2015,2015年12,######,2840,1.77,5026.8,泰州市新开城建项目投资管理有限公司,,,,,,,,,,,,,,######,######
3797,商务金融用地,泰州市,高港区,高港区大泗镇泗白路东侧、姜泗路北侧,高港区大泗镇泗白路东侧、姜泗路北侧,40,挂牌出让,,1780,,2015,2015年12,######,14656,1.7,24915.2,大泗医疗器材产业投资有限公司,,,,,,,,,,,,,,######,######
3798,商务金融用地,泰州市,海陵区,海陵区环城东路东侧约160米、规二路南侧,海陵区环城东路东侧约160米、规二路南侧,40,挂牌出让,,2833,,2015,2015年12,######,13955,2,27910,泰州鼎鑫智能产业园投资发展有限公司,,,,,,,,,,,,,,######,######
3799,商务金融用地,泰州市,海陵区,海陵区环城东路东侧约70米、规二路南侧,海陵区环城东路东侧约70米、规二路南侧,40,挂牌出让,,2930,,2015,2015年12,######,14422,2,28844,泰州鼎鑫智能产业园投资发展有限公司,,,,,,,,,,,,,,######,######
3806,医卫慈善用地,泰州市,泰州市本级,寺巷卫生院迁建项目,泰州医药高新区寺巷镇新华村境内,40,划拨,,0,,2015,2015年12,######,23254,0.79,18370.66,泰州医药高新技术产业投资发展有限公司,,,,,,,,,,,,,,######,######
3811,街巷用地,泰州市,泰州市本级,洪泽路（海陵南路-鼓楼南路）,泰州医药高新区寺巷街道西谢村、凤凰街道刘庄、双河三村境内,40,划拨,,0,,2015,2015年12,######,20246,1,20246,泰州市深业投资发展有限公司,,,,,,,,,,,,,,######,######
3815,医卫慈善用地,泰州市,泰州市本级,野徐卫生院迁建项目,泰州医药高新区野徐镇城中居委会境内,40,划拨,,0,,2015,2015年11,######,19952,0.93,18555.36,泰州医药高新技术产业投资发展有限公司,,,,,,,,,,,,,,######,######
3827,商务金融用地,泰州市,海陵区,莲花七号区53幢10室,莲花七号区53幢10室,40,协议出让,,54.6285,,2015,2015年11,######,125.6,2.82,354.192,江苏朱德华律师事务所,,,,,,,,,,,,,,######,######
3832,商务金融用地,泰州市,泰兴市,泰兴市泰通投资发展有限公司,阳江路北侧,40,挂牌出让,,10705,,2015,2015年11,######,35114,2.5,87785,泰兴市泰通投资发展有限公司,,,,,,,,,,,,,,######,######
3858,批发零售用地,泰州市,海陵区,海陵区西仓路11-1幢29室,海陵区西仓路11-1幢29室,40,协议出让,,19.1618,,2015,2015年11,######,8,4.2,33.6,陈荣华,,,,,,,,,,,,,,######,######
3867,医卫慈善用地,泰州市,海陵区,海陵区东风南路东侧、卜蜂莲花超市南侧,海陵区东风南路东侧、卜蜂莲花超市南侧,40,挂牌出让,,16600,,2015,2015年10,######,28927,1.73,50043.71,泰州妇产医院有限公司,,,,,,,,,,,,,,######,######
3868,机关团体用地,泰州市,兴化市,西鲍人民法庭,兴化市城东镇兴盐路北侧,40,划拨,,0,,2015,2015年10,######,6074.4,0.43,2611.992,兴化市人民法院,,,,,,,,,,,,,,######,######
3869,其他商服用地,泰州市,靖江市,商业、商务（靖江市供销房地产发展有限公司）,江平路北侧,40,挂牌出让,,4600,,2015,2015年10,######,21145,1.3,27488.5,靖江市供销房地产发展有限公司,,,,,,,,,,,,,,######,######
3870,其他商服用地,泰州市,靖江市,商业（靖江市供销房地产发展有限公司）,江平路南侧,40,挂牌出让,,2300,,2015,2015年10,######,10491,1.4,14687.4,靖江市供销房地产发展有限公司,,,,,,,,,,,,,,######,######
3872,批发零售用地,泰州市,泰兴市,江苏泰兴农村商业银行股份有限公司,根思乡根思大道西侧,40,挂牌出让,,295,,2015,2015年10,######,2508,1.7,4263.6,江苏泰兴农村商业银行股份有限公司,,,,,,,,,,,,,,######,######
3896,批发零售用地,泰州市,姜堰市,泰州市金瑞天然气有限公司-加气站,宁盐公路西侧、淮海东路北侧,40,挂牌出让,,413,,2015,2015年10,######,4047,1.2,4856.4,泰州市金瑞天然气有限公司,,,,,,,,,,,,,,######,######
3897,批发零售用地,泰州市,姜堰市,泰州市塘桥加油站,顾高镇塘桥村二组,40,挂牌出让,,178,,2015,2015年10,######,1919,1,1919,泰州市塘桥加油站,,,,,,,,,,,,,,######,######
3898,街巷用地,泰州市,海陵区,泰州汽车客运西站项目,海陵区城西街道闸西社区境内,40,划拨,,0,,2015,2015年10,######,7730,1.8,13914,泰州市长运汽车运输有限公司,,,,,,,,,,,,,,######,######
3902,科教用地,泰州市,兴化市,戴南中心小学教学楼和食堂餐厅,兴化市戴南镇工农路西侧,40,划拨,,0,,2015,2015年10,######,22349.3,0.67,14974.03,兴化市戴南中心小学,,,,,,,,,,,,,,######,######
3905,医卫慈善用地,泰州市,泰兴市,泰兴市宁界卫生院,广陵镇宁界社区,40,划拨,,0,,2015,2015年10,######,854,1,854,泰兴市宁界卫生院,,,,,,,,,,,,,,######,######
3913,医卫慈善用地,泰州市,海陵区,泰州祥和老年康乐中心二期,海陵区城东街道智堡村境内,40,划拨,,0,,2015,######,######,40865,1.81,73965.65,泰州祥和老年康乐中心,,,,,,,,,,,,,,######,######
3923,科教用地,泰州市,靖江市,靖江市滨江新区办事处越江幼儿园,靖城镇宜和村,40,划拨,,0,,2015,######,######,9284,0.6,5570.4,靖江市滨江新区办事处越江幼儿园,,,,,,,,,,,,,,######,######
3925,机关团体用地,泰州市,海陵区,审判办公楼项目,海陵区城东街道鲍坝社区境内,40,划拨,,0,,2015,######,######,15316,1.12,17153.92,泰州市海陵区人民法院,,,,,,,,,,,,,,######,######
3926,科教用地,泰州市,姜堰市,泰州智谷软件科技有限公司厂房,罗塘街道殷家村、曹家村,50,挂牌出让,,166.6,,2015,######,######,6940,1.2,8328,泰州智谷软件科技有限公司,,,,,,,,,,,,,,######,######
3942,机关团体用地,泰州市,靖江市,（斜桥法庭）靖江市人民法院,斜桥镇新华村,40,划拨,,0,,2015,######,######,5193,2,10386,靖江市人民法院,,,,,,,,,,,,,,######,######
3944,医卫慈善用地,泰州市,靖江市,（医疗中心）靖江市润新建设有限公司,新桥镇礼士村,40,划拨,,0,,2015,######,######,3726,2,7452,靖江市润新建设有限公司,,,,,,,,,,,,,,######,######
3950,科教用地,泰州市,靖江市,（实验学校）靖江市教育局,孤山镇常胜村、新一村,40,划拨,,0,,2015,######,######,99320,2,198640,靖江市教育局2,,,,,,,,,,,,,,######,######
3958,科教用地,泰州市,靖江市,(天水小学)靖江市教育局,靖城镇正西村、正南村,40,划拨,,0,,2015,######,######,13629,2,27258,靖江市教育局,,,,,,,,,,,,,,######,######
3959,科教用地,泰州市,高港区,检测实验楼,高港区口岸街道远东大道南侧,40,划拨,,0,,2015,######,######,20917,1.1,23008.7,泰州市计量测试技术研究所,,,,,,,,,,,,,,######,######
3965,医卫慈善用地,泰州市,靖江市,靖江市季市镇季市中心卫生院,季市镇季新村、署光村,40,划拨,,0,,2015,######,######,16238,2,32476,靖江市季市镇季市中心卫生院,,,,,,,,,,,,,,######,######
3997,其他商服用地,泰州市,泰兴市,泰兴市泓泰城镇建设开发有限公司,江平中路23-2号102室,40,协议出让,,12.47,,2015,######,######,30.22,2,60.44,泰兴市泓泰城镇建设开发有限公司,,,,,,,,,,,,,,######,######
