编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
2598,街巷用地,泰州市,泰州市本级,周山河路（泰高路-南官河）,泰州医药高新技术产业开发区寺巷镇军甫、城南两村境内,40,划拨,,0,,2017,######,######,13496,1,13496,泰州鑫泰集团有限公司,,,,,,,,,,,,,,######,######
2599,街巷用地,泰州市,泰州市本级,吴陵南路（扬子港桥-凤凰西路）,泰州医药高新技术产业开发区寺巷镇殷庄、鲍庄两村境内,40,划拨,,0,,2017,######,######,43422,1,43422,泰州鑫泰集团有限公司,,,,,,,,,,,,,,######,######
2600,科教用地,泰州市,兴化市,中心小学食堂项目,兴化市大邹镇双溪村双园路南,40,划拨,,0,,2017,######,######,1333.3,0.38,506.654,兴化市大邹中心小学,,,,,,,,,,,,,,######,######
2605,商务金融用地,泰州市,兴化市,江苏舍得建设工程有限公司,兴化市兴泰公路西侧、高强路南侧,40,挂牌出让,,547,,2017,######,######,13164.8,0.8,10531.84,江苏舍得建设工程有限公司,,,,,,,,,,,,,,######,######
2607,其他商服用地,泰州市,兴化市,江苏泰汇现代物流股份有限公司,兴化市戴南镇史堡村、雁伦村,40,挂牌出让,,5154,,2017,######,######,131231.6,0.65,85300.54,江苏泰汇现代物流股份有限公司,,,,,,,,,,,,,,######,######
2608,宗教用地,泰州市,泰兴市,泰兴市基督教堂,龙河路北侧、驾培路东侧,40,划拨,,0,,2017,######,######,6667,1.2,8000.4,泰兴市基督教堂,,,,,,,,,,,,,,######,######
2621,科教用地,泰州市,泰州市本级,滨江工作站-特种设备检验研究中心项目,泰州医药高新技术产业开发区沿江街道杨湾、高港两村境内,40,划拨,,0,,2017,######,######,10157,0.91,9242.87,江苏省特种设备安全监督检验研究院,,,,,,,,,,,,,,######,######
2622,商务金融用地,泰州市,海陵区,海陵区青年南路西侧、规划虹桥西街北侧约30米,海陵区青年南路西侧、规划虹桥西街北侧约30米,40,挂牌出让,,2600,,2017,######,######,2943,1.4,4120.2,泰州市鑫通停车场建设管理有限公司,,,,,,,,,,,,,,######,######
2623,科教用地,泰州市,高港区,泰州市刁铺中心幼儿园迁建工程,高港区刁铺街道金港北路西侧,40,划拨,,0,,2017,######,######,10640,0.57,6064.8,泰州市高港区人民政府刁铺街道办事处,,,,,,,,,,,,,,######,######
2626,医卫慈善用地,泰州市,泰兴市,泰兴市妇幼保健院,龙河路北侧、枕淮路西侧,40,划拨,,0,,2017,######,######,18007,1.2,21608.4,泰兴市妇幼保健院,,,,,,,,,,,,,,######,######
2651,批发零售用地,泰州市,泰兴市,江苏双源房地产开发有限公司,黄桥镇金溪路东侧、定慧路西侧,40,挂牌出让,,5398,,2017,######,######,32514.4,1,32514.4,江苏双源房地产开发有限公司,,,,,,,,,,,,,,######,######
2670,街巷用地,泰州市,泰州市本级,春兰路道路用地,凤凰街道振兴村,40,划拨,,0,,2017,######,######,30802,1,30802,泰州市城市基础设施建设发展有限公司,,,,,,,,,,,,,,######,######
2671,街巷用地,泰州市,泰州市本级,吴陵路道路用地,明珠街道鲍庄村、春风村、殷庄村,40,划拨,,0,,2017,######,######,71760,1,71760,泰州鑫泰集团有限公司,,,,,,,,,,,,,,######,######
2672,街巷用地,泰州市,泰州市本级,栖霞山路道路用地,凤凰街道向阳社区、军甫村,40,划拨,,0,,2017,######,######,8712,1,8712,泰州市深业投资发展有限公司,,,,,,,,,,,,,,######,######
2673,街巷用地,泰州市,泰州市本级,黄河路道路用地,寺巷街道军甫村,40,划拨,,0,,2017,######,######,4205,1,4205,泰州市深业投资发展有限公司,,,,,,,,,,,,,,######,######
2674,街巷用地,泰州市,泰州市本级,栖霞山路道路用地,凤凰街道向阳社区、杨庄村、寺巷街道军甫村、石桥村,40,划拨,,0,,2017,######,######,27269,1,27269,泰州市深业投资发展有限公司,,,,,,,,,,,,,,######,######
2675,街巷用地,泰州市,高港区,解放路,刁铺街道,40,划拨,,0,,2017,######,######,16552,1,16552,泰州市港城建设投资发展有限公司,,,,,,,,,,,,,,######,######
2676,街巷用地,泰州市,海陵区,道路,海陵工业园区,40,划拨,,0,,2017,######,######,7455,1,7455,泰州市海陵资产经营有限公司,,,,,,,,,,,,,,######,######
2696,其他商服用地,泰州市,泰兴市,汪小云、季晓平,泰兴市万桥路7号1号楼7-10室,40,协议出让,,9.58,,2017,######,######,22.73,5,113.65,季晓平、汪小云,,,,,,,,,,,,,,######,######
2700,商务金融用地,泰州市,靖江市,商务（滨江公司）,同兴路东侧，府东路南侧,40,挂牌出让,,118,,2017,######,######,525,1.2,630,靖江市滨江新城投资开发有限公司,,,,,,,,,,,,,,######,######
2721,科教用地,泰州市,泰兴市,泰兴市叶利小学,新街镇叶利村刘梧路东侧,40,划拨,,0,,2017,######,######,5370,1.2,6444,泰兴市叶利小学,,,,,,,,,,,,,,######,######
2722,批发零售用地,泰州市,泰兴市,郭广艺,姚王镇泰姚南路,40,协议出让,,2.2,,2017,######,######,19.8,3,59.4,郭广艺,,,,,,,,,,,,,,######,######
2731,商务金融用地,泰州市,海陵区,海陵区人民西路南侧、青年南路西侧约30米,海陵区人民西路南侧、青年南路西侧约30米,40,挂牌出让,,1280,,2017,######,######,1507,2,3014,泰州市鑫通置业有限公司,,,,,,,,,,,,,,######,######
2733,其他商服用地,泰州市,靖江市,商业、商务、居住（盛众置业）,新港城，江平路东侧，东阜路西侧，扒头河南侧，永庆路北侧,70,挂牌出让,,6300,,2017,######,######,86783,1.6,138852.8,江苏盛众置业有限公司,,,,,,,,,,,,,,######,######
2734,商务金融用地,泰州市,泰兴市,江苏泰兴农村商业银行股份有限公司,市区国庆东路北侧、镇海路东侧,40,挂牌出让,,2688,,2017,######,######,20002,1.65,33003.3,江苏泰兴农村商业银行股份有限公司,,,,,,,,,,,,,,######,######
2735,科教用地,泰州市,姜堰市,淤溪小学幼儿园教学楼,淤溪镇淤溪村,40,划拨,,0,,2017,######,######,3921,0.67,2627.07,泰州市姜堰区淤溪中心小学,,,,,,,,,,,,,,######,######
2750,医卫慈善用地,泰州市,靖江市,靖江市季市镇季市中心卫生院,靖江市季市镇季市村、季新村,40,划拨,,0,,2017,######,######,20333,1.11,22569.63,靖江市季市镇季市中心卫生院,,,,,,,,,,,,,,######,######
2754,批发零售用地,泰州市,泰兴市,顾桂青、鲍建林,泰兴市古溪镇私盐路东侧,40,协议出让,,4.58,,2017,######,######,34,4,136,顾桂青、鲍建林,,,,,,,,,,,,,,######,######
2755,机关团体用地,泰州市,泰兴市,江苏省泰兴虹桥工业园区管理委员会,虹桥园区府后路北侧,40,划拨,,0,,2017,######,######,2671,1.2,3205.2,江苏省泰兴虹桥工业园区管理委员会,,,,,,,,,,,,,,######,######
2756,机关团体用地,泰州市,泰兴市,江苏省泰兴虹桥工业园区管理委员会,虹桥园区府后路北侧,40,划拨,,0,,2017,######,######,5880,1.2,7056,江苏省虹桥工业园区管理委员会,,,,,,,,,,,,,,######,######
2758,医卫慈善用地,泰州市,靖江市,靖江市离退休人员疗养康复中心,靖江市横港南路92号,40,协议出让,,499,,2017,######,######,4431,1.5,6646.5,靖江市离退休人员疗养康复中心,,,,,,,,,,,,,,######,######
2759,商务金融用地,泰州市,泰兴市,江苏大隆鑫建筑工程有限公司,黄桥镇金溪路东侧、东华村路北侧,40,挂牌出让,,647,,2017,######,######,6221,2.35,14619.35,江苏大隆鑫建筑工程有限公司,,,,,,,,,,,,,,######,######
2771,街巷用地,泰州市,海陵区,引凤路西侧地下停车场,引凤路西侧、静安路南侧,50,协议出让,,1350,,2017,######,######,24408,0.01,244.08,泰州市鑫通停车场建设管理有限公司,,,,,,,,,,,,,,######,######
2772,街巷用地,泰州市,海陵区,东进东路南侧地下停车场,东进东路南侧、关帝庙西侧,50,协议出让,,70,,2017,######,######,1113,0.01,11.13,泰州市鑫通停车场建设管理有限公司,,,,,,,,,,,,,,######,######
2773,街巷用地,泰州市,海陵区,鼓楼南路污水泵站南侧地下停车场,鼓楼路东侧、污水泵站南侧,50,协议出让,,200,,2017,######,######,3502,0.01,35.02,泰州市鑫通停车场建设管理有限公司,,,,,,,,,,,,,,######,######
2774,医卫慈善用地,泰州市,泰兴市,泰兴市中医院,济川街道办科技路西侧、龙河路北侧,50,划拨,,0,,2017,######,######,53333,1.2,63999.6,泰兴市中医院,,,,,,,,,,,,,,######,######
2777,科教用地,泰州市,靖江市,靖江市教育局,西来镇泥桥村,50,划拨,,0,,2017,######,######,6733,2,13466,靖江市教育局,,,,,,,,,,,,,,######,######
2784,科教用地,泰州市,靖江市,靖江市教育局,斜桥镇斜桥村,50,划拨,,0,,2017,######,######,20126,1.5,30189,靖江市教育局,,,,,,,,,,,,,,######,######
2834,批发零售用地,泰州市,姜堰市,泰州金迪汽车销售服务有限公司,姜堰经济开发区开阳路南侧、华东汽车城区间路东侧,40,挂牌出让,,436,,2017,######,######,3632,1.5,5448,泰州金迪汽车销售服务有限公司,,,,,,,,,,,,,,######,######
2837,科教用地,泰州市,靖江市,幼托用地（江鸿臻）,同安路西侧，望江路北侧,40,挂牌出让,,2906,,2017,######,######,22794,1.2,27352.8,江鸿臻,,,,,,,,,,,,,,######,######
2838,其他商服用地,泰州市,靖江市,商业、商务（供销房地产）,江平路南侧，城西大道东侧,40,挂牌出让,,744,,2017,######,######,4275,2.6,11115,靖江市供销房地产发展有限公司,,,,,,,,,,,,,,######,######
2841,其他商服用地,泰州市,靖江市,商业、商务（滨江公司）,城东大道西侧，新洲路南侧，望江路北侧,40,挂牌出让,,6130,,2017,######,######,27234,1.2,32680.8,靖江市滨江新城投资开发有限公司,,,,,,,,,,,,,,######,######
2842,住宿餐饮用地,泰州市,泰兴市,江苏康梦尔大酒店有限公司,农产品园区粮油路东侧、纬二路南侧,40,挂牌出让,,995,,2017,######,######,10606,2,21212,江苏康梦尔大酒店有限公司,,,,,,,,,,,,,,######,######
2845,批发零售用地,泰州市,泰兴市,中农批畜禽交易市场有限公司,农产品园区古高公路南侧、双丁路西侧,40,挂牌出让,,12113,,2017,######,######,230614,1.1,253675.4,中农批畜禽交易市场有限公司,,,,,,,,,,,,,,######,######
2850,其他商服用地,泰州市,靖江市,商住（碧桂园）,新洲路南侧，通江路东侧，望江路北侧,70,挂牌出让,,56160,,2017,######,######,86554,1.8,155797.2,靖江市碧桂园房地产开发有限公司,,,,,,,,,,,,,,######,######
2864,其他商服用地,泰州市,兴化市,太平道合兴化商业发展有限公司,兴化市高兴东公路北侧、东环路东侧、莲溪路西侧,40,挂牌出让,,16130,,2017,######,######,102190.3,2,204380.6,太平道合兴化商业发展有限公司,,,,,,,,,,,,,,######,######
2872,机关团体用地,泰州市,泰州市本级,市救助管理站市救灾物资储备库建设项目,泰州市农业开发区棉花原种场,40,划拨,,0,,2017,######,######,11499,0.67,7704.33,江苏省现代农业开发区资产投资管理中心,,,,,,,,,,,,,,######,######
2876,住宿餐饮用地,泰州市,兴化市,陈世江,兴化市荻垛镇幸福路北侧,40,挂牌出让,,137,,2017,######,######,712.9,1.66,1183.414,陈世江,,,,,,,,,,,,,,######,######
2878,科教用地,泰州市,兴化市,王华桂,兴化市戴窑镇东首、戴舍路东侧,50,挂牌出让,,887,,2017,######,######,19122.6,0.7,13385.82,王华桂,,,,,,,,,,,,,,######,######
2879,住宿餐饮用地,泰州市,兴化市,李德平,兴化市戴窑镇窑东村、人民路南侧,40,挂牌出让,,426,,2017,######,######,3550.1,2.1,7455.21,李德平,,,,,,,,,,,,,,######,######
2889,其他商服用地,泰州市,靖江市,商业,牧城公园东侧,40,挂牌出让,,3860,,2017,######,######,28628,2.2,62981.6,靖江新时代房地产开发有限公司,,,,,,,,,,,,,,######,######
2890,批发零售用地,泰州市,兴化市,戚新生,兴化市安丰镇新北郊村、北环路北侧,40,挂牌出让,,1290,,2017,######,######,11636.9,2.2,25601.18,戚新生,,,,,,,,,,,,,,######,######
2892,医卫慈善用地,泰州市,兴化市,戴窑镇中心敬老院,兴化市戴窑镇东三村,40,划拨,,0,,2017,######,######,5270.7,0.82,4321.974,兴化市戴窑镇人民政府,,,,,,,,,,,,,,######,######
2893,机关团体用地,泰州市,兴化市,兴化市公安局英武派出所新建工程,兴化市张家路北、西过境公路西,40,划拨,,0,,2017,######,######,6542.5,0.44,2878.7,兴化市公安局,,,,,,,,,,,,,,######,######
2894,科教用地,泰州市,靖江市,(富江幼儿园)靖江市新桥城乡建设有限公司,新桥镇文东村,40,划拨,,0,,2017,######,######,11210,0.46,5156.6,靖江市新桥城乡建设有限公司,,,,,,,,,,,,,,######,######
2902,批发零售用地,泰州市,泰兴市,江苏和福房地产开发有限公司,根思路北侧、拱极路西侧地块,70,挂牌出让,,29600,,2017,######,######,68120,2,136240,江苏和福房地产开发有限公司,,,,,,,,,,,,,,######,######
2903,批发零售用地,泰州市,兴化市,江苏春龙亚麻纺织有限公司,兴泰公路东侧（临城镇古庄村）,40,拍卖出让,,2002,,2017,######,######,652,0.7,456.4,江苏春龙亚麻纺织有限公司,,,,,,,,,,,,,,######,######
2907,商务金融用地,泰州市,泰州市本级,医药高新区会展2号支路北侧、3号支路西侧,医药高新区会展2号支路北侧、3号支路西侧,40,挂牌出让,,2500,,2017,######,######,9248,4.66,43095.68,泰州鑫泰集团有限公司,,,,,,,,,,,,,,######,######
2935,商务金融用地,泰州市,海陵区,海陵区莲花1号区37幢南大门西第5间,海陵区莲花1号区37幢南大门西第5间,40,协议出让,,34.2363,,2017,######,######,97.8,1,97.8,泰州市沁莲物业管理有限公司,,,,,,,,,,,,,,######,######
2936,医卫慈善用地,泰州市,泰兴市,泰兴市兴宁养老院,泰兴市广陵镇兴宁社区14组,40,划拨,,0,,2017,######,######,929.51,3,2788.53,泰兴市兴宁养老院,,,,,,,,,,,,,,######,######
2951,批发零售用地,泰州市,泰兴市,江苏沣源二手车交易市场有限公司,东阳路西侧、银杏路北侧,40,挂牌出让,,4730,,2016,2016年12,######,59377,0.6,35626.2,江苏沣源二手车交易市场有限公司,,,,,,,,,,,,,,######,######
2952,批发零售用地,泰州市,泰兴市,新城控股集团房地产开发有限公司,鼓楼北路东侧、根思路南侧,40,挂牌出让,,46650,,2016,2016年12,######,134511,2.4,322826.4,新城控股集团房地产开发有限公司,,,,,,,,,,,,,,######,######
2983,科教用地,泰州市,泰兴市,泰兴市第二高级中学,龙河路北侧、园林路西侧,40,划拨,,0,,2016,2016年12,######,11286,1,11286,泰兴市第二高级中学,,,,,,,,,,,,,,######,######
2990,商务金融用地,泰州市,泰州市本级,医药高新区泰州大道西侧、学院路南侧,医药高新区泰州大道西侧、学院路南侧,40,挂牌出让,,19000,,2016,2016年12,######,97720,1.12,109446.4,泰州华康工程管理有限公司,,,,,,,,,,,,,,######,######
2992,街巷用地,泰州市,姜堰市,天目路工程,罗塘街道城北村,40,划拨,,0,,2016,2016年12,######,20443,1,20443,泰州市姜堰城市建设投资发展有限公司,,,,,,,,,,,,,,######,######
3049,商务金融用地,泰州市,泰兴市,江苏泰兴农村商业银行股份有限公司,珊瑚镇金珊瑚路南侧红珊瑚路西侧,40,挂牌出让,,192,,2016,2016年12,######,1573,1.6,2516.8,江苏泰兴农村商业银行股份有限公司,,,,,,,,,,,,,,######,######
3050,批发零售用地,泰州市,泰兴市,王全庆,元竹镇姜八公路东侧,40,挂牌出让,,144,,2016,2016年12,######,1635,2,3270,王全庆,,,,,,,,,,,,,,######,######
3088,医卫慈善用地,泰州市,泰兴市,泰兴市中泰养老产业投资有限公司,文昌路南侧、润泰路西侧地块,50,挂牌出让,,4150,,2016,2016年12,######,15955,1.21,19305.55,泰兴市中泰养老产业投资有限公司,,,,,,,,,,,,,,######,######
3089,医卫慈善用地,泰州市,泰兴市,泰兴市中泰养老产业投资有限公司,文昌路南侧、润泰路西侧地块,50,挂牌出让,,15950,,2016,2016年12,######,62792,1.21,75978.32,泰兴市中泰养老产业投资有限公司,,,,,,,,,,,,,,######,######
3095,医卫慈善用地,泰州市,泰兴市,泰兴市新街护理院,农产品加工园区果蔬路东侧纬二路南侧,50,挂牌出让,,263,,2016,2016年12,######,5594,1,5594,泰兴市新街护理院,,,,,,,,,,,,,,######,######
3107,机关团体用地,泰州市,泰兴市,泰兴市黄桥新农村建设有限公司,黄桥镇东进西路南侧、龙溪路东侧,40,划拨,,0,,2016,2016年12,######,9190,1.2,11028,泰兴市黄桥新农村建设有限公司,,,,,,,,,,,,,,######,######
3108,科教用地,泰州市,姜堰市,开发区幼儿园,开发区陆庄村、西陆村,40,划拨,,0,,2016,2016年12,######,8397,1.5,12595.5,江苏省姜堰经济开发区管理委员会,,,,,,,,,,,,,,######,######
3109,医卫慈善用地,泰州市,姜堰市,开发区医院,开发区陈庄村、新河村,40,划拨,,0,,2016,2016年12,######,33351,2.2,73372.2,泰州市第二人民医院,,,,,,,,,,,,,,######,######
3111,商务金融用地,泰州市,海陵区,海陵区迎春东路北侧、231省道东侧约50米,海陵区迎春东路北侧、231省道东侧约50米,40,挂牌出让,,7600,,2016,2016年12,######,26740,2.55,68187,中城建俊和建设发展（泰州）有限公司,,,,,,,,,,,,,,######,######
3112,批发零售用地,泰州市,泰兴市,泰兴市黄桥新农村建设有限公司,泰兴市黄桥镇横过线南侧,40,挂牌出让,,1290,,2016,2016年12,######,13546,0.6,8127.6,泰兴市黄桥新农村建设有限公司,,,,,,,,,,,,,,######,######
3114,科教用地,泰州市,泰兴市,泰兴市溪桥初级中学,黄桥镇金溪路西侧、银杏路南侧,40,划拨,,0,,2016,2016年12,######,59670,1.2,71604,泰兴市溪桥初级中学,,,,,,,,,,,,,,######,######
3118,商务金融用地,泰州市,泰兴市,江苏黄桥建设工程有限公司,黄桥镇清华园路西侧东华村路北侧,40,挂牌出让,,927,,2016,2016年12,######,8057,2.8,22559.6,江苏黄桥建设工程有限公司,,,,,,,,,,,,,,######,######
3119,批发零售用地,泰州市,泰兴市,徐根富,黄桥镇金溪路西侧银杏路南侧,40,挂牌出让,,720,,2016,2016年12,######,3946,1.5,5919,徐根富,,,,,,,,,,,,,,######,######
3120,机关团体用地,泰州市,兴化市,大垛镇社会综合服务中心,兴化市大垛镇中兴路北侧,40,划拨,,0,,2016,2016年12,######,784.7,1.96,1538.012,兴化市大垛镇人民政府,,,,,,,,,,,,,,######,######
3121,科教用地,泰州市,兴化市,市直机关幼儿园城东分园改扩建工程,兴化市板桥路东侧、玉带路南侧,40,划拨,,0,,2016,2016年12,######,3238,0.78,2525.64,兴化市市直机关幼儿园,,,,,,,,,,,,,,######,######
3122,科教用地,泰州市,兴化市,陈堡镇中心幼儿园新建工程,兴化市陈堡镇交通北路东侧,40,划拨,,0,,2016,2016年12,######,5032,1.09,5484.88,兴化市陈堡镇中心幼儿园,,,,,,,,,,,,,,######,######
3130,批发零售用地,泰州市,泰兴市,泰兴市金禾天然气有限公司,泰兴市虹桥工业园区临港产业大道东侧六圩港南侧,40,挂牌出让,,350,,2016,2016年12,######,2860,0.2,572,泰兴市金禾天然气有限公司,,,,,,,,,,,,,,######,######
3131,批发零售用地,泰州市,泰州市本级,医药高新区口泰路东侧、鸭子河南侧,医药高新区口泰路东侧、鸭子河南侧,40,挂牌出让,,8300,,2016,2016年12,######,54652,0.52,28419.04,江苏华联东方置业有限公司,,,,,,,,,,,,,,######,######
3133,其他商服用地,泰州市,靖江市,商业（现代服务业公司）,阳光大道南侧，晨阳路西侧，富阳路北侧，同安路东侧,40,挂牌出让,,36293,,2016,2016年11,######,120971,2.2,266136.2,靖江市现代服务业发展有限公司,,,,,,,,,,,,,,######,######
3134,其他商服用地,泰州市,靖江市,商业（滨江新城有限公司）,阳光大道南侧，新洲路北侧，同兴路东侧,40,挂牌出让,,23525,,2016,2016年11,######,104555,1.3,135921.5,靖江市滨江新城投资开发有限公司,,,,,,,,,,,,,,######,######
3135,其他商服用地,泰州市,靖江市,商业（汽贸城）,联泰路东侧，车管路北侧，通达河南侧,40,挂牌出让,,3165,,2016,2016年11,######,31206,1.2,37447.2,靖江市国际汽贸城开发有限公司,,,,,,,,,,,,,,######,######
3145,医卫慈善用地,泰州市,泰兴市,泰兴市黄桥南沙社区老年关爱之家,泰兴市黄桥镇南沙村,50,协议出让,,45.507,,2016,2016年11,######,1379,1.2,1654.8,泰兴市黄桥南沙社区老年关爱之家,,,,,,,,,,,,,,######,######
3156,批发零售用地,泰州市,泰兴市,泰兴市中泰城市建设投资有限公司,济川路东侧、同德路南侧地块,40,挂牌出让,,58450,,2016,2016年11,######,74340,3.5,260190,泰兴市中泰城市建设投资有限公司,,,,,,,,,,,,,,######,######
3161,批发零售用地,泰州市,泰兴市,江苏金宇防腐科技有限公司,泰兴市曲霞镇曲霞大街南侧,40,挂牌出让,,146,,2016,2016年11,######,2275,1.3,2957.5,江苏金宇防腐科技有限公司,,,,,,,,,,,,,,######,######
3163,科教用地,泰州市,泰兴市,泰兴市济川小学,泰兴市润泰路西侧、曾涛路南侧,40,划拨,,0,,2016,2016年11,######,530,1.2,636,泰兴市济川小学,,,,,,,,,,,,,,######,######
3170,批发零售用地,泰州市,泰兴市,河南远大可持续建筑科技有限公司,镇海路东侧、鼓楼东路南侧,40,挂牌出让,,8581,,2016,2016年11,######,53300,2.75,146575,河南远大可持续建筑科技有限公司,,,,,,,,,,,,,,######,######
3190,医卫慈善用地,泰州市,泰兴市,江苏省泰兴虹桥工业园区管理委员会,虹桥镇彩虹路东侧、健康路北侧,40,划拨,,0,,2016,2016年11,######,7108,1.2,8529.6,江苏省泰兴虹桥工业园区管理委员会,,,,,,,,,,,,,,######,######
3191,科教用地,泰州市,泰州市本级,泰州市第一外国语学校项目工程,泰州医药高新技术产业开发区野徐镇仲联村境内,40,划拨,,0,,2016,2016年11,######,99178,0.79,78350.62,泰州华信药业投资有限公司,,,,,,,,,,,,,,######,######
3227,批发零售用地,泰州市,海陵区,莲花小区B1（8-9）,海陵区莲花1号区B1（8-9）,40,协议出让,,52.1948,,2016,2016年10,######,87,2.27,197.49,余喜峰,,,,,,,,,,,,,,######,######
3234,其他商服用地,泰州市,泰兴市,泰兴市广陵食品购销站,广陵镇东街南侧,40,协议出让,,21.336,,2016,2016年10,######,240,1.2,288,泰兴市广陵食品购销站,,,,,,,,,,,,,,######,######
3244,宗教用地,泰州市,泰州市本级,基督教堂新堂项目,泰州医药高新技术产业开发区凤凰街道振兴村境内,40,划拨,,0,,2016,2016年10,######,6667,0.69,4600.23,泰州市城市基础设施建设发展有限公司,,,,,,,,,,,,,,######,######
3245,宗教用地,泰州市,高港区,古寿胜寺,高港区口岸街道张马社区及徐庄村境内,40,划拨,,0,,2016,2016年10,######,73244,0.33,24170.52,泰州市高港区佛教协会,,,,,,,,,,,,,,######,######
3255,批发零售用地,泰州市,高港区,港城花苑,高港区港城公园东侧,40,协议出让,,1573.744,,2016,######,######,2009,2.67,5364.03,泰州市高港房地产开发公司,,,,,,,,,,,,,,######,######
3261,其他商服用地,泰州市,泰兴市,顾兵、严春红,古溪镇横垛居委会振兴路,40,协议出让,,11.62,,2016,######,######,144.48,3,433.44,顾兵、严春红,,,,,,,,,,,,,,######,######
3262,商务金融用地,泰州市,泰兴市,朱启林、钱纪霞,古溪镇横垛居委会振兴路,40,协议出让,,8.46,,2016,######,######,72.36,3,217.08,朱启林、钱纪霞,,,,,,,,,,,,,,######,######
3268,批发零售用地,泰州市,高港区,高港区永安洲镇沿江高等级公路西侧、联江物流园南侧,高港区永安洲镇沿江高等级公路西侧、联江物流园南侧,40,挂牌出让,,640,,2016,######,######,3450,0.7,2415,中国石化销售有限公司江苏泰州石油分公司,,,,,,,,,,,,,,######,######
3269,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇城黄东路北侧1号地块,70,挂牌出让,,735,,2016,######,######,2310,3,6930,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3270,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇城黄东路北侧2号地块,70,挂牌出让,,5025,,2016,######,######,16860,3,50580,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3271,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇城黄路南侧1号地块,70,挂牌出让,,4090,,2016,######,######,13687,3,41061,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3272,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇城黄路南側2号,70,挂牌出让,,8180,,2016,######,######,27548,3,82644,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3273,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇通站路南侧,70,挂牌出让,,7810,,2016,######,######,26659,3,79977,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3281,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇北环路南、致富北路西侧,70,挂牌出让,,15745,,2016,######,######,54296,3,162888,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3282,商务金融用地,泰州市,泰兴市,泰兴市兴黄综合投资开发有限公司,黄桥镇通站路北侧地块,70,挂牌出让,,5870,,2016,######,######,20000,3,60000,泰兴市兴黄综合投资开发有限公司,,,,,,,,,,,,,,######,######
3283,机关团体用地,泰州市,泰兴市,泰兴市公安局,宣堡镇宣银路北侧,40,划拨,,0,,2016,######,######,2043,1.2,2451.6,泰兴市公安局,,,,,,,,,,,,,,######,######
3284,科教用地,泰州市,泰兴市,泰兴市曲霞小学,曲霞镇育才路,40,划拨,,0,,2016,######,######,18672,1.2,22406.4,泰兴市曲霞小学,,,,,,,,,,,,,,######,######
3286,批发零售用地,泰州市,海陵区,西仓路11号1幢13室,西仓路11号1幢13室,40,协议出让,,19.2183,,2016,######,######,8.03,4.19,33.6457,王翔、王锦芳,,,,,,,,,,,,,,######,######
3292,医卫慈善用地,泰州市,兴化市,兴化市第三人民医院迁址改造工程,兴化市昭阳路北侧、丰收路西侧,40,划拨,,0,,2016,######,######,30504,0.47,14336.88,兴化市第三人民医院,,,,,,,,,,,,,,######,######
3299,科教用地,泰州市,高港区,市委党校迁建工程,高港区白马镇金马居委会及前进村境内,40,划拨,,0,,2016,######,######,65545,0.48,31461.6,中共泰州市委党校,,,,,,,,,,,,,,######,######
3300,科教用地,泰州市,高港区,海军小学,高港区白马镇陆家村及白马居委会境内,40,划拨,,0,,2016,######,######,26876,0.7,18813.2,泰州市白马镇人民政府,,,,,,,,,,,,,,######,######
3301,住宿餐饮用地,泰州市,兴化市,兴化市里下河五丰农业观光园有限公司,兴化市李中镇黄邳村、景区连接线北侧,40,挂牌出让,,312,,2016,######,######,6957.7,1.4,9740.78,兴化市里下河五丰农业观光园有限公司,,,,,,,,,,,,,,######,######
3302,住宿餐饮用地,泰州市,兴化市,江苏李中水上森林旅游投资有限公司,兴化市李中镇水上森林公园南侧,40,挂牌出让,,275,,2016,######,######,6380.4,1.2,7656.48,江苏李中水上森林旅游投资有限公司,,,,,,,,,,,,,,######,######
3305,科教用地,泰州市,泰兴市,泰兴市古溪镇人民政府,古溪镇横垛社区育才路东侧,40,划拨,,0,,2016,######,######,8855,1.2,10626,泰兴市古溪镇人民政府,,,,,,,,,,,,,,######,######
