行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间
石台县,大演乡新火村党群服务中心项目,大演乡新火村,0.219029,机关团体用地,划拨,,中国共产党机关,,大演乡政府,1,2020年7月1日,2021年10月1日,2022年10月1日
东至县,尧渡镇汪街村地块一,尧渡镇汪街村,0.5908,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,66,东至安东丰达新型建材有限公司,0.801.50,2020年6月29日,,
东至县,尧渡镇汪街村地块二,尧渡镇汪街村,3.6183,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,402,东至安东丰达新型建材有限公司,0.801.50,2020年6月29日,,
石台县,金钱山公寓项目,仁里镇缘溪村,0.332091,公用设施用地,划拨,,房地产业,,安徽牯牛降资产经营有限公司,1,2020年6月24日,2020年8月23日,2021年8月23日
池州市本级,市委党校新校区边角地,石台路,0.2559,公园与绿地,划拨,,其他服务业,,池州建设投资集团有限公司,,2020年6月23日,,
池州市本级,昭明大道南段绿化地,昭明大道,0.9364,公园与绿地,划拨,,国家机构,,池州市住房和城乡建设委员会,,2020年6月23日,,
东至县,绿地与广场用地,尧渡镇建东村、查桥村、长岭村、董冲村境内,6.4071,公园与绿地,划拨,,环境管理业,0,尧渡镇人民政府,1,2020年6月23日,,
东至县,大渡口镇衡山路西侧部分收储地块一,大渡口镇衡山路,1.695745,工业用地,挂牌出让,50,汽车制造,214,安徽省巨成汽车配件有限公司,1.001.50,2020年6月22日,2021年6月22日,2022年6月22日
东至县,东至县城南汽车站,沿河路与G206交口西南角,3.87325,交通服务场站用地,划拨,,道路运输业,0,东至县交通运输局,1,2020年6月19日,2021年6月19日,2022年6月19日
东至县,文化设施用地,龙泉镇龙泉村,0.17199,文化设施用地,划拨,,娱乐业,0,龙泉镇人民政府,1,2020年6月19日,,
东至县,建设南路安置房,尧渡镇建设南路,1.13797,城镇住宅用地,划拨,,房地产业,0,东至县城市经营投资有限公司,1.002.28,2020年6月19日,,
东至县,胜利镇经六路四地块,胜利镇方村村,0.799819,公路用地,划拨,,道路运输业,,东至县胜利镇人民政府,,2020年6月16日,,
东至县,东至县2018年第6批次昭潭镇昭潭村地块,昭潭镇昭潭村,0.34743,城镇住宅用地,挂牌出让,70,烟草制品业,219,安徽省烟草公司池州市公司,1.001.30,2020年6月16日,2021年6月16日,2022年6月16日
东至县,东至县花园乡中心学校中心幼儿园,花园乡花园村,0.29164,教育用地,划拨,,教育业,30.66,东至县花园乡中心学校,1.001.38,2020年6月15日,2021年5月26日,2022年6月26日
贵池区,殷汇配电检修中心,殷汇镇小石山,0.1964,公用设施用地,划拨,,其它,,国网安徽省电力有限公司池州市贵池区供电公司,,2020年6月15日,2021年6月15日,2022年6月15日
贵池区,晏塘供电所配检用房,乌沙镇红庄村,0.2853,公用设施用地,划拨,,其它,,国网安徽省电力有限公司池州市贵池区供电公司,,2020年6月15日,2021年6月15日,2022年6月15日
贵池区,乌沙供电所配检用房,乌沙镇乌沙社区,0.2128,公用设施用地,划拨,,其它,,国网安徽省电力有限公司池州市贵池区供电公司,,2020年6月15日,2021年6月15日,2022年6月15日
东至县,龙泉镇初级中学,龙泉镇龙泉村,4.960889,教育用地,划拨,,教育业,521,东至县龙泉镇初级中学,1,2020年6月15日,,
贵池区,殷汇供电所配检用房,殷汇镇殷汇村,0.197,公用设施用地,划拨,,其它,,国网安徽省电力有限公司池州市贵池区供电公司,,2020年6月15日,2021年6月15日,2022年6月15日
石台县,七都中心学校教师周转宿舍建设项目,七都镇七都村,0.1095,教育用地,划拨,,教育业,,七都中心学校,1.02,2020年6月9日,2021年9月9日,2022年9月9日
石台县,石台县长江经济带水质自动站建设,横渡镇鸿凌村、七都镇黄河村、小河镇东庄村,0.026675,公用设施用地,划拨,,环境管理业,,池州市石台县生态环境分局,,2020年6月9日,2021年6月9日,2022年6月9日
石台县,横渡镇农特产品加工集聚园项目,横渡镇横渡村,0.209208,公用设施用地,划拨,,农业,,横渡镇政府,1,2020年6月8日,2021年9月11日,2022年9月12日
贵池区,工业用地,梅街镇姚街村,4.1154,工业用地,挂牌出让,50,其他采矿业,634,安徽九华金峰矿业股份有限公司,1,2020年6月5日,2021年6月5日,2023年6月5日
贵池区,贵池区里山超载超限检测点,贵池区里山街道,0.312,交通服务场站用地,划拨,,国家机构,,池州市贵池区交通运输局,3.62,2020年6月5日,2021年6月5日,2022年6月5日
池州市本级,D35地块,江南产业集中区,1.0597,工业用地,挂牌出让,50,金属制品业,183,安徽省桥建金属股份公司,1.2,2020年6月5日,2020年11月25日,2021年11月25日
贵池区,牌楼镇保障房5#-7#楼,牌楼镇江南茶市小区对面,0.2969,城镇住宅用地,划拨,,其他服务业,,池州市贵池区牌楼镇人民政府,1.001.00,2020年6月5日,2021年6月5日,2022年6月5日
贵池区,公用设施用地（供电用地）,乌沙镇联村村,0.3266,公用设施用地,挂牌出让,50,其他服务业,56,池州市欣阳新能源发电有限公司,1,2020年6月5日,2021年6月5日,2022年6月5日
池州市本级,G16地块,江南产业集中区,3.7648,工业用地,挂牌出让,50,金属制品业,490,安徽佳晟金属科技有限公司,1.2,2020年6月5日,2020年11月25日,2021年11月25日
贵池区,工业用地,牌楼镇佳山村四建组,0.2467,工业用地,挂牌出让,50,农业,38,安徽省宏丽生物科技有限公司,1,2020年6月5日,2021年6月5日,2022年6月5日
东至县,大渡口镇原华兴厂房及周边地块,大渡口镇东区，206国道南侧,3.666794,城镇住宅用地,挂牌出让,70,房地产业,6618,池州市兴福房地产开发有限公司,1.001.80,2020年6月5日,2021年6月5日,2022年6月5日
青阳县,朱备镇小镇会客厅项目,朱备镇朱笔村,0.6276,文化设施用地,划拨,,国家机构,,朱备镇人民政府,1,2020年6月4日,2021年3月4日,2022年3月3日
石台县,小河镇龙山村地块,小河镇龙山村,0.060014,城镇住宅用地,挂牌出让,70,房地产业,23,安徽石台丽源置业有限公司,1.001.45,2020年6月1日,2021年5月1日,2022年5月1日
池州市本级,升金湖路与祥云大道交叉口西北侧地块,升金湖路,10.4456,城镇住宅用地,拍卖出让,城镇住宅用地70年; 零售商业用地40年;,房地产业,37700,池州市奥同房地产开发有限公司,1.001.60,2020年6月1日,2020年12月1日,2023年11月30日
贵池区,工业用地,梅村镇新村社区高田组,1.9005,工业用地,挂牌出让,50,其他服务业,303,池州硒泉水业有限公司,1.000.00,2020年5月27日,2021年5月27日,2023年5月27日
东至县,东至嘉瑞年华小区安置房,尧北路以南，县电力机修厂以东,3.749594,城镇住宅用地,划拨,,房地产业,0,东至县城市经营投资有限公司,1.002.29,2020年5月27日,2021年5月28日,2022年5月28日
东至县,黄山村地块一,香隅镇黄山村,0.079008,公路用地,划拨,,道路运输业,,安徽东至经济技术开发区管理委员会,,2020年5月26日,,
东至县,东流镇工业大道西侧1-4地块,东流工业集中区,1.127955,工业用地,挂牌出让,50,租赁业,170,池州东流工业集中区投资建设有限公司,1.001.50,2020年5月26日,2021年5月26日,2022年5月26日
贵池区,工业用地,涓桥镇紫岩村,0.3986,工业用地,挂牌出让,50,其他服务业,65,池州市联众农业有限公司,1.000.00,2020年5月25日,2021年5月25日,2022年5月25日
贵池区,工业用地,高新区白浦路以西、棠溪大道以东、九子路以西、栖云路以南,7.9982,工业用地,挂牌出让,50,金属制品业,890,安徽金池新材料有限公司,1.000.00,2020年5月20日,2021年5月20日,2023年5月20日
贵池区,工业用地,池州高新区白浦路以北、棠溪大道以东、九子路以西、栖云路以南,6.7359,工业用地,挂牌出让,50,金属制品业,750,安徽金池新材料有限公司,1.000.00,2020年5月20日,2021年5月20日,2023年5月20日
东至县,经开区通河南侧地块一,香隅镇金鸡村,0.653005,工业用地,挂牌出让,50,医药制造业,79,安徽泰福制药有限公司,0.601.50,2020年5月13日,2021年5月13日,2022年5月13日
东至县,经开区通河南侧地块二,香隅镇金鸡村,0.708714,工业用地,挂牌出让,50,医药制造业,85,安徽泰福制药有限公司,0.601.50,2020年5月13日,2021年5月13日,2022年5月13日
石台县,百果园幼儿园项目,仁里镇百果园巷,0.157007,教育用地,划拨,,教育,,县教育体育局,1,2020年5月12日,2021年6月11日,2022年6月11日
东至县,东流工业集中区地块,东流工业集中区,0.210061,工业用地,挂牌出让,50,食品制造业,28,安徽省禾健米业集团有限公司,0.801.50,2020年5月11日,2021年5月7日,2022年5月7日
池州市本级,九华河防洪治理四期排涝工程项目,江南产业集中区,0.5227,水工建筑用地,划拨,,其他服务业,,安徽江南水务公司,,2020年5月9日,,
贵池区,牛头山初级中学整体搬迁项目,牛头山镇,1.6148,教育用地,划拨,,教育业,,池州市贵池区牛头山初级中学,0,2020年5月7日,2021年5月7日,2023年5月7日
贵池区,涓桥镇洗马铺安置点,涓桥镇,4.3273,城镇住宅用地,划拨,,其他服务业,,池州市贵池区汇财置业有限责任公司,1.051.05,2020年5月7日,2021年5月7日,2023年5月7日
东至县,东至县东流镇原206国道北侧地块A区、B区,东流镇原206国道北侧,9.315374,工业用地,挂牌出让,50,非金属矿物制品业,1400,东至县华盛钙业科技有限公司,1.001.50,2020年5月6日,2021年5月6日,2022年5月6日
池州市本级,金安园区139号,池州开发区,0.1949,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,20,安徽锦姿针织品制造有限公司,1.2,2020年5月6日,2020年12月1日,2021年11月30日
青阳县,木镇镇浙富矿业有限责任公司,木镇镇河北村,0.6081,工业用地,挂牌出让,50,采矿业,77,青阳县浙富矿业有限责任公司,1,2020年4月29日,2021年1月29日,2022年1月28日
青阳县,蓉城镇莲花路南侧、天华路东侧地块,蓉城镇莲花路南侧、天华路东侧,6.9547,城镇住宅用地,拍卖出让,城镇住宅用地70年; 零售商业用地40年;,房地产业,32320,安徽梁腾企业管理咨询有限公司,1.002.00,2020年4月27日,2021年1月29日,2022年1月28日
青阳县,蓉城镇天华路东侧地块,蓉城镇天华路东侧,0.5732,城镇住宅用地,拍卖出让,70,房地产业,1900,安徽梁腾企业管理咨询有限公司,1.002.00,2020年4月27日,2021年1月29日,2022年1月28日
东至县,县城DZCB-2地块,东至县城,3.2576,城镇住宅用地,拍卖出让,70,房地产业,25000,安徽信发房地产开发有限公司,1.001.80,2020年4月22日,2021年4月22日,2022年4月22日
石台县,小河镇郑村村地块,小河镇郑村村,0.5142,工业用地,挂牌出让,50,其他采矿业,61.76,池州江合无机材料有限公司,1,2020年4月21日,2021年3月21日,2022年3月21日
池州市本级,郭港安置房一期工程（北侧地块）,江南产业集中区,0.9306,城镇住宅用地,划拨,,其他服务业,,安徽省江南产业集中区建设投资发展（集团）有限公司,1.001.80,2020年4月20日,,
青阳县,杜村乡镇华村西一组西侧地块,杜村乡镇华村,0.0907,工业用地,挂牌出让,50,制造业,41.9,青阳县恒隆鞋业有限公司,1,2020年4月14日,2021年1月14日,2022年1月13日
青阳县,蓉城镇天柱路东侧、杜村路南侧地块,蓉城镇天柱路东侧、杜村路南侧,0.0998,城镇住宅用地,挂牌出让,70,房地产业,203,明发集团青阳城市开发有限公司,1.002.00,2020年4月14日,2021年1月14日,2022年1月13日
青阳县,蓉城镇天柱路东侧、杜村路北侧地块,蓉城镇天柱路东侧、杜村路北侧,0.0523,城镇住宅用地,挂牌出让,70,房地产业,108,明发集团青阳城市开发有限公司,1.001.85,2020年4月14日,2021年1月14日,2022年1月13日
青阳县,庙前镇十字村陈家垅地块,庙前镇十字村,0.6107,旅馆用地,挂牌出让,40,制造业,676.8,吴永青,1.2,2020年4月14日,2021年1月14日,2022年1月13日
青阳县,杜村乡镇华村一组北侧地块,杜村乡镇华村,0.6291,工业用地,挂牌出让,50,制造业,95.85,青阳县兴祥机械厂,1,2020年4月14日,2021年1月14日,2022年1月13日
青阳县,县经济开发区中石化加油站西北侧地块,县经济开发区中石化加油站西北侧,1.1471,其他商服用地,挂牌出让,40,其他服务业,950,青阳县顺通汽车检测有限公司,1,2020年4月14日,2021年1月14日,2022年1月13日
东至县,东流镇工业集中区金寺山路南侧,东流工业集中区,4.027236,工业用地,挂牌出让,50,水泥、石灰和石膏的制造,538,安徽长瑞建材有限公司,1.001.50,2020年4月12日,2021年4月12日,2022年4月12日
石台县,七都镇毛坦村地块,七都镇毛坦村,0.307881,工业用地,挂牌出让,50,农业,36.96,石台县二宝农业科技有限公司,1,2020年4月8日,2021年3月10日,2022年3月10日
石台县,七都镇六都村地块,七都镇七都村,0.119443,工业用地,挂牌出让,50,农业,14.32,石台县三九农业机械制造有限公司,1,2020年4月8日,2021年3月10日,2020年3月10日
石台县,七都镇银堤村地块,七都镇银堤村,0.0794,工业用地,挂牌出让,50,农、林、牧、渔服务业,9.528,石台县七都镇双全粮油加工厂,1,2020年4月8日,2021年3月10日,2022年3月10日
石台县,七都镇三甲村地块,七都镇三甲村,0.203204,工业用地,挂牌出让,50,农、林、牧、渔服务业,28,石台县七都镇青云茶叶加工家庭农场,1,2020年4月8日,2021年3月10日,2022年3月10日
池州市本级,G318池州收费站服务区西南侧地块,G318墩上段,0.6895,零售商业用地,拍卖出让,40,零售业,2500,中国石油天然气股份有限公司安徽销售分公司,0.2,2020年4月7日,2021年3月1日,2021年12月31日
东至县,东至县新型建材有限责任公司职工安置房,东流镇城东村,0.254164,城镇住宅用地,划拨,,房地产业,0,东至县住房和城乡建设局,1.002.75,2020年4月3日,,
贵池区,马衙灵芝小学幼儿园,马衙街道灵芝村,0.3797,教育用地,划拨,,教育业,,池州市贵池区马衙中心学校,0,2020年3月27日,2021年3月30日,2022年3月30日
贵池区,G318池州至殷汇段建设工程,马衙街道、里山街道、清溪街道、涓桥镇、殷汇镇,161.7658,公路用地,划拨,,其他服务业,,池州市公路管理局,,2020年3月27日,2021年3月30日,2023年3月30日
东至县,东至国家基本气象观测站,尧渡镇毛田村,0.41015,公用设施用地,划拨,,专业技术服务业,0,东至县气象局,1,2020年3月26日,,
池州市本级,波斯曼广场西侧地块,长江南路,0.5322,旅馆用地,挂牌出让,40,住宿业,650,池州灏美洲际酒店有限公司,0.8,2020年3月23日,2020年10月1日,2021年11月30日
东至县,东至经济开发区香荷大道东侧地块二,香隅镇金鸡村,0.133527,工业用地,挂牌出让,50,化学原料及化学制品制造业,17,安徽省汉邦化工有限公司,0.601.50,2020年3月20日,2021年3月20日,2022年3月20日
东至县,东至经济开发区香荷大道东侧地块五,香隅镇金鸡村,0.334351,工业用地,挂牌出让,50,化学原料及化学制品制造业,42,安徽省汉邦化工有限公司,0.601.50,2020年3月20日,2021年3月20日,2022年3月20日
东至县,东至经济开发区香荷大道东侧地块一,香隅镇金鸡村,1.968504,工业用地,挂牌出让,50,化学原料及化学制品制造业,246,安徽省汉邦化工有限公司,0.601.50,2020年3月20日,2021年3月20日,2022年3月20日
东至县,东至经济开发区香荷大道东侧地块四,香隅镇金鸡村,4.154977,工业用地,挂牌出让,50,化学原料及化学制品制造业,522,安徽省汉邦化工有限公司,0.001.50,2020年3月20日,2021年3月20日,2022年3月20日
东至县,东至经济开发区香荷大道东侧地块三,香隅镇金鸡村,0.3481,工业用地,挂牌出让,50,化学原料及化学制品制造业,44,安徽省汉邦化工有限公司,0.601.50,2020年3月20日,2021年3月20日,2022年3月20日
石台县,小河中心学校教师周转宿舍建设项目,小河镇龙山村,0.309682,教育用地,划拨,,教育业,,石台县小河中心学校,1,2020年3月12日,2021年3月12日,2022年3月12日
石台县,小河中学运动场建设项目,小河镇樟村村,0.807874,教育用地,划拨,,教育业,,石台县小河初级中学,0,2020年3月12日,2021年3月12日,2022年3月12日
石台县,横渡中心学校教师周转宿舍建设项目,横渡镇河西村,0.345693,教育用地,划拨,,教育业,,石台县横渡中心学校,1,2020年3月12日,2021年3月12日,2022年3月12日
贵池区,兴民花园安置点,秋江街道办事处梅里社区,2.4147,城镇住宅用地,划拨,,其他服务业,,秋江街道办事处,1.001.00,2020年3月11日,2021年3月30日,2023年3月30日
池州市本级,金安园区113号,池州开发区,2.3111,工业用地,挂牌出让,50,专用设备制造业,237,池州市德特机电设备有限公司,1.2,2020年3月10日,2020年11月1日,2022年4月30日
贵池区,工业用地,池州高新区西区A09地块,1.642,工业用地,挂牌出让,50,其它,260,安徽省贵航特钢有限公司,1.000.00,2020年3月9日,2021年3月9日,2023年3月8日
贵池区,商服用地,殷汇镇318国道与高速引线交叉口地块,0.77255,批发市场用地,挂牌出让,40年,零售业,340,池州市殷家汇农产品销售有限公司,1.001.50,2020年3月4日,2021年3月4日,2022年3月4日
青阳县,杜村乡红光村地块,杜村乡红光村,1.0214,旅馆用地,挂牌出让,40,房地产业,340,青阳县朝山置业有限公司,0.85,2020年2月21日,2020年11月21日,2021年11月20日
青阳县,酉华镇经三路东侧地块,酉华镇石安村,1.9523,工业用地,挂牌出让,50,金属制品业,241,青阳县盛石非金属材料有限公司,1,2020年2月21日,2020年11月21日,2020年11月20日
青阳县,杨田镇工业园区安徽科博公司南侧地块,杨田镇仙梅村,0.6111,工业用地,挂牌出让,50,制造业,610,青阳县宏港建材有限公司,1,2020年2月21日,2020年11月21日,2021年11月20日
青阳县,县开发区双溪路与乔木路交叉口西侧地块,县开发区双溪路与乔木路交叉口西侧,2.6667,工业用地,挂牌出让,50,制造业,480,欧德克阀业股份有限公司,1,2020年2月21日,2020年11月21日,2021年11月20日
青阳县,陵阳镇陵阳村下街组地块,陵阳镇陵阳村,0.4,商务金融用地,挂牌出让,40,电力、热力的生产和供应业,168,国网安徽省电力有限公司青阳县供电公司,0.5,2020年2月21日,2020年11月21日,2021年11月20日
青阳县,杨田镇工业园区地块,杨田镇仙梅村,0.988,工业用地,挂牌出让,50,制造业,820,青阳县宏港建材有限公司,1,2020年2月21日,2020年11月21日,2021年11月20日
青阳县,朱备镇江村村四亩冲水库东侧地块,朱备镇江村村,3.9669,旅馆用地,挂牌出让,40,批发和零售业,1667,安徽九华温泉开发有限公司,1,2020年2月21日,2020年11月21日,2021年11月20日
青阳县,县开发区双溪路与乔木路交叉口北侧地块,县开发区双溪路与乔木路交叉口北侧,2.2234,工业用地,挂牌出让,50,制造业,402,池州赛唯特电子科技有限公司,1,2020年2月21日,2020年11月21日,2021年11月20日
青阳县,丁桥镇洛家潭村迎春炉料公司南侧地块,丁桥镇洛家潭村,0.5489,工业用地,挂牌出让,50,制造业,70,青阳县迎春炉料有限公司,1,2020年2月21日,2020年11月21日,2021年11月20日
青阳县,陵阳镇崇觉村八组地块,陵阳镇崇觉村,3.7409,工业用地,挂牌出让,50,非金属矿物制品业,450,安徽省康洛赛德新材料科技有限公司,1,2020年2月21日,2020年11月21日,2021年11月20日
贵池区,工业用地,贵池区殷汇镇读山村兰冲组一地块,0.6478,工业用地,挂牌出让,50年,农副食品加工业,105,池州市贵池区汇恒生态食品有限公司,1.000.00,2020年2月20日,2021年8月20日,2023年8月20日
青阳县,青阳县第四小学,蓉城镇临城路西侧、化城路北侧,4.3101,教育用地,划拨,,教育业,,青阳县教育体育局,0.7,2020年2月17日,2020年10月20日,2021年10月20日
青阳县,青阳县第三幼儿园,蓉城镇化城路北侧,1.0208,教育用地,划拨,,教育业,,青阳县教育体育局,0.6,2020年2月17日,2020年10月20日,2021年10月20日
池州市本级,市委党校补缺地,石台路,0.0166,机关团体用地,划拨,,其他服务业,,池州建设投资集团有限公司,1.2,2020年2月3日,,
池州市本级,池州市委大楼东北侧绿地,清溪河西岸,1.1302,公园与绿地,划拨,,其他服务业,,池州建设投资集团有限公司,,2020年2月3日,,
贵池区,工业用地,牌楼路与六峰路交叉口,5.1697,工业用地,挂牌出让,50,其它,580,安徽东德电气智造有限公司,1.000.00,2020年1月21日,2021年1月1日,2023年1月1日
青阳县,酉华镇工业集中区污水处理站及配套管网建设项目,酉华镇石安村,0.2897,公用设施用地,划拨,,房屋和土木工程业,,青阳县酉华镇园区发展有限责任公司,0.5,2020年1月20日,2020年10月7日,2021年10月6日
贵池区,工业用地,牌楼路与六峰路交叉口东北处,1.2994,工业用地,挂牌出让,50,化学原料及化学制品制造业,145,安徽申嘉聚合物科技有限公司,1.000.00,2020年1月20日,2021年1月1日,2023年1月1日
青阳县,酉华镇工业集中区供水站及配套管网建设项目,酉华镇石安村,0.0517,公用设施用地,划拨,,房屋和土木工程业,,青阳县酉华镇园区发展有限责任公司,0.5,2020年1月20日,2020年10月7日,2021年10月6日
池州市本级,H9地块,江南产业集中区,6.6929,工业用地,挂牌出让,50,金属制品业,1160,安徽鹏翔铝业科技有限公司,1.200.00,2020年1月19日,2020年6月8日,2022年6月7日
池州市本级,H10地块,江南产业集中区,1.2044,工业用地,挂牌出让,50,金属制品业,210,安徽思远金属制品有限公司,1.200.00,2020年1月19日,2020年6月8日,2021年6月7日
贵池区,工业用地,涌金大道与鑫江路交叉口西侧，新奥能源东侧,1.1121,工业用地,挂牌出让,50,燃气生产和供应业,180,池州新奥燃气输配有限公司,1.000.00,2020年1月19日,2021年1月1日,2023年1月1日
东至县,东至县舜城新区舜德大道,尧渡镇查桥村、毛田村,12.343488,公路用地,划拨,,道路运输业,0,东至县住房和城乡建设局,1,2020年1月19日,,
贵池区,工业用地,梅街镇梅街村一地块,0.694,工业用地,挂牌出让,50,其他采矿业,110,池州市金隆钙业有限公司,1.000.00,2020年1月17日,2021年1月1日,2023年1月1日
东至县,东流镇工业大道7号工业地块一,东流工业集中区,4.522186,工业用地,挂牌出让,50,制造业,590,安徽路建新材料有限公司,1.001.50,2020年1月17日,2021年1月16日,2022年1月16日
贵池区,工业用地（限用于为促进农村劳动力就业）,秋江街道莲台村一地块,1.3334,工业用地,挂牌出让,50,其它,210,池州市贵池区建业投资有限公司,1.000.00,2020年1月14日,2021年1月1日,2023年1月1日
池州市本级,D34地块,江南产业集中区,2.2899,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,305,安徽科润新材料科技股份有限公司,1.200.00,2020年1月13日,2020年6月4日,2021年6月3日
贵池区,工业用地,龙腾大道以南，牌楼路以东，栖云路以西,4.5,工业用地,拍卖出让,50,化学纤维制造业,710,安徽鸿叶集团生态竹纤维科技有限公司,1.000.00,2020年1月9日,2021年1月1日,2023年1月1日
东至县,东至县城南安置房24号楼,尧渡镇城南新区,0.093195,零售商业用地,挂牌出让,40,零售业,440,东至县城市经营投资有限公司,1.001.22,2020年1月8日,,
东至县,东至县城南安置房25号楼,尧渡镇城南新区,0.079945,零售商业用地,挂牌出让,40,零售业,384,东至县城市经营投资有限公司,1.001.26,2020年1月8日,,
青阳县,县开发区乔木路与双溪路交叉口南侧地块,县开发区乔木路与双溪路交叉口南侧,0.2039,公用设施用地,挂牌出让,50,信息传输、计算机服务和软件业,108,国网安徽省电力有限公司青阳县供电公司,0.5,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,陵阳镇兰溪村地块,陵阳镇兰溪村,0.2241,旅馆用地,挂牌出让,40,文化艺术业,130.2,安徽徽苑艺术文化有限公司,0.85,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,县开发区乔木路南侧地块,县开发区乔木路南侧,0.2037,公用设施用地,挂牌出让,50,其他服务业,108,中国移动通信集团有限公司安徽分公司,0.5,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,新河镇童埠新区地块,新河镇童埠新区,0.6,工业用地,挂牌出让,50,金属制品业,75,青阳县宏港建材有限公司,1,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,陵阳镇沙埂村礼貌山村民组地块,陵阳镇沙埂村,2.0948,旅馆用地,挂牌出让,40,房地产业,1006,安徽喜悦旅游管理有限公司,0.000.85,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,庙前镇高源村地块,庙前镇高源村,0.333,旅馆用地,挂牌出让,40,批发和零售业,130,青阳县银杏生态园有限公司,0.85,2019年12月26日,2020年9月28日,2021年9月27日
青阳县,丁桥镇洛家潭村迎春炉料公司南侧地块,丁桥镇洛家潭村,1.8696,工业用地,挂牌出让,50,制造业,236,青阳县迎春炉料有限公司,1,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,丁桥镇洛家潭村威尔富工贸公司西侧地块,丁桥镇洛家潭村,3.921,工业用地,挂牌出让,50,制造业,489,青阳县亿鑫新型建筑材料有限公司,1,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,庙前镇政府公租房,庙前镇双桥村运景组,0.1113,城镇住宅用地,划拨,,国家机构,,青阳县庙前镇人民政府,1.001.50,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,丁桥镇丁桥村峰艺公司北侧地块,V丁桥镇丁桥村,0.8488,工业用地,挂牌出让,50,制造业,106,安徽冬峥塑料制品有限公司,1,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,木镇镇工业园区永胜炉料公司北侧地块,木镇镇长胜村,0.7703,工业用地,挂牌出让,50,制造业,98,安徽南图标识有限公司,1,2019年12月26日,2020年9月26日,2021年9月25日
青阳县,新河镇十里岗村盛城新材料公司西侧,新河镇十里岗村,0.5839,工业用地,挂牌出让,50,制造业,78,青阳县盛城新材料有限公司,1,2019年12月26日,2020年9月26日,2021年9月25日
贵池区,工业用地,池州高新区前江产业园A10部分地块,0.584,工业用地,挂牌出让,50,其它,92,安徽远扬环保科技有限公司,1.000.00,2019年12月25日,2020年12月1日,2022年12月1日
青阳县,朱备镇朱笔村河西地块,朱备镇朱笔村,0.1867,商务金融用地,拍卖出让,40,制造业,142,池州九华赛夫特矿业智能设备有限公司,0.8,2019年12月24日,2020年9月26日,2021年9月25日
东至县,绿化项目,洋湖镇永济村,0.0345,公园与绿地,划拨,,环境管理业,0,洋湖镇人民政府,1,2019年12月20日,,
东至县,绿化项目,东流镇境内,0.181072,公园与绿地,划拨,,环境管理业,0,东流镇人民政府,1,2019年12月20日,,
东至县,绿化项目,胜利镇境内,0.241214,公园与绿地,划拨,,环境管理业,0,胜利镇人民政府,1,2019年12月20日,,
青阳县,蓉城镇七步泉路与碧桃路交叉口西南侧地块,蓉城镇蓉东村,5.6735,城镇住宅用地,挂牌出让,城镇住宅用地70年; 零售商业用地40年;,房地产业,11490,明发集团南京房地产开发有限公司,1.001.85,2019年12月19日,2020年9月19日,2021年9月18日
青阳县,蓉城镇G318道与梅溪路交叉口西南侧地块,蓉城镇建兴村,5.3875,城镇住宅用地,挂牌出让,0,房地产业,10910,明发集团南京房地产开发有限公司,1.002.60,2019年12月19日,2020年9月19日,2021年9月18日
青阳县,蓉城镇天柱路路与杜村路交叉口东南侧地块,蓉城镇蓉东村,3.6555,城镇住宅用地,挂牌出让,城镇住宅用地70年; 零售商业用地40年;,房地产业,7405,明发集团南京房地产开发有限公司,1.002.00,2019年12月19日,2020年9月19日,2021年9月18日
池州市本级,金安园区137号地块,池州开发区,0.9385,工业用地,挂牌出让,50,专用设备制造业,97,池州市皖江供水设备制造有限公司,1.2,2019年12月18日,2020年6月30日,2021年12月30日
东至县,东至县滨湖经济园区工业地块,县城滨湖园区,7.648163,工业用地,挂牌出让,50,建筑装饰业,1382,安徽中莱置业有限公司,1.001.80,2019年12月10日,2020年11月25日,2021年11月25日
贵池区,工业用地,池州高新区前江产业园C21部分地块,0.3847,工业用地,挂牌出让,50,其它,60,安徽兰山新型建材有限公司,1.000.00,2019年12月9日,2020年12月1日,2022年12月1日
东至县,公共设施用地,青山乡境内,0.609736,公用设施用地,划拨,,公共设施管理业,0,青山乡人民政府,1,2019年12月3日,,
东至县,东至经济开发区安置房及配套设施建设工程,香隅镇花山村,4.462551,城镇住宅用地,划拨,,社会保障业,0,安徽安东投资控股集团有限公司,1.002.80,2019年12月3日,,
东至县,大渡口镇公共绿地及安置房项目,大渡口镇镇荣村等,2.433333,公园与绿地,划拨,,公共设施管理业,0,大渡口镇人民政府,1,2019年12月2日,,
