行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间
东至县,官港镇黄柏小学教辅用房,官港镇黄柏村,0.0077,科教用地,划拨,,教育业,0.8085,东至县官港镇中心学校,1.900.00,2017年12月25日,2018年12月15日,2019年12月15日
东至县,花园林业站业务用房,花园乡花园村,0.099573,公共设施用地,划拨,,公共设施管理业,10.45,东至县林业局,0.530.00,2017年12月25日,2018年12月15日,2019年12月15日
贵池区,池州杏花村唐风实景演绎大厅项目,杏花村文化旅游区,0.267,文体娱乐用地,划拨,,文化艺术业,0,池州杏花园文化旅游发展有限公司,0.500.50,2017年12月25日,,
贵池区,城区西部供水加压泵站项目,杏花村文化旅游区长岗安置点西侧,0.12478,公共设施用地,划拨,,居民服务业,,池州市供水有限公司,,2017年12月25日,,
贵池区,池州杏花村唐韵民俗文化展示中心项目,杏花村文化旅游区,0.14526,文体娱乐用地,划拨,,文化艺术业,0,池州杏花园文化旅游发展有限公司,0.500.50,2017年12月25日,,
东至县,地税局办公楼,尧北路65号,0.070689,公共设施用地,划拨,,公共设施管理业,,安徽省东至县地方税务局,1.6,2017年12月25日,,
东至县,县梅城林场内炸药库地块一,尧渡镇梅城林场,0.673297,仓储用地,拍卖出让,50,专业技术服务业,148,东至县天力爆破工程有限公司,0.001.00,2017年12月18日,2018年12月15日,2019年12月15日
东至县,尧渡镇大庄粮站地块,尧渡镇大庄村,0.24038,工业用地,拍卖出让,50,农副食品加工业,37,陈丽君,1.001.50,2017年12月14日,,
石台县,七都镇七都村农民文化乐园项目,七都镇七都村,0.280669,文体娱乐用地,划拨,,中国共产党机关,0,七都镇人民政府,0.180.00,2017年12月12日,2019年10月15日,2020年10月14日
池州市本级,江南集中区D22地块,贵池区梅龙街道,2.0032,工业用地,挂牌出让,50,专用设备制造业,295,安徽锦朝环保科技有限公司,1.300.00,2017年12月11日,2018年10月1日,2019年9月30日
池州市本级,江南集中区D23号,贵池区梅龙街道,1.6567,工业用地,挂牌出让,50,金属制品业,220,安徽科顺线缆科技有限公司,1.300.00,2017年12月11日,2018年10月1日,2019年9月30日
池州市本级,江南集中区D16地块,贵池区梅龙街道,3.326,工业用地,挂牌出让,50,建筑装饰业,440,安徽顺婷新型建材有限公司,1.300.00,2017年12月11日,2018年10月1日,2019年9月30日
池州市本级,金安园区102号地块,池州经济技术开发区,15.0542,工业用地,挂牌出让,50,其他服务业,2310,安徽省池州市平天湖建设工程有限公司,1.200.00,2017年12月8日,,
池州市本级,临港园区21号,池州经济技术开发区,1,工业用地,挂牌出让,50,工程准备,150,池州市天工预拌商品砂浆有限公司,1.200.00,2017年12月8日,,
石台县,大演乡新农村地块,大演乡新农村,0.061261,其他商服用地,挂牌出让,40,住宿业,19,安徽省石台县牯牛降旅游发展有限公司,0.001.50,2017年12月7日,2018年11月12日,2019年11月11日
贵池区,高坦中心小学（综合楼）项目,梅村镇长山村,0.0689,科教用地,划拨,,教育业,0,池州市贵池区高坦中心学校,0.470.47,2017年11月30日,,
贵池区,珍溪小学项目,梅村镇珍溪村,0.3602,科教用地,划拨,,教育业,0,池州市贵池区高坦中心学校,0.310.31,2017年11月30日,,
贵池区,高坦中心小学项目,梅村镇长山村,0.8296,科教用地,划拨,,教育业,0,池州市贵池区高坦中心学校,0.470.47,2017年11月30日,,
贵池区,斗溪小学项目,梅村镇杨棚村,0.4702,科教用地,划拨,,教育业,0,池州市贵池区高坦中心学校,0.230.23,2017年11月30日,,
青阳县,庙前镇庙前村小街组地块,庙前镇庙前村,1.3072,其他普通商品住房用地,挂牌出让,70,房地产业,706,安徽景熠置业有限公司,1.001.30,2017年11月30日,2018年6月30日,2019年6月30日
东至县,东流镇2016年工业大道西侧1-1地块,东流工业集中区,1.0019,其他商服用地,拍卖出让,40,商务服务业,606,池州胜龙机动车驾驶培训有限公司,0.001.00,2017年11月29日,2018年11月21日,2019年11月21日
贵池区,高脊岭自来水厂,秋江街道同心村十组地块,0.5333,公共设施用地,挂牌出让,50,居民服务业,92,池州市贵池区高脊岭自来水厂,0.001.00,2017年11月28日,2019年3月1日,2020年3月1日
贵池区,池州阿李新能源产业园建设项目,池州高新技术产业开发区GX-05-11地块,10.5864,工业用地,挂牌出让,50,专用设备制造业,960,池州市骏智机电科技有限公司,1.000.00,2017年11月28日,2019年3月1日,2021年3月1日
青阳县,县经济开发区青山路与杨田路交叉口东南侧7号地块,安徽青阳经济开发区,0.2598,工业用地,挂牌出让,50,零售业,47,青阳县智杰工艺品有限公司,1.000.00,2017年11月21日,2018年8月21日,2019年8月20日
青阳县,木镇镇长胜工业园地块,青阳县木镇镇长胜村,1.8667,工业用地,挂牌出让,50,通用设备制造业,236,安徽永荣机械制造有限公司,1.000.00,2017年11月21日,2018年8月21日,2019年8月20日
青阳县,县经济开发区青山路与杨田路交叉口东南侧地块,安徽青阳经济开发区,0.4063,工业用地,挂牌出让,50,电气机械及器材制造业,74,安徽九工电子设备有限公司,1.000.00,2017年11月21日,2018年8月21日,2019年8月20日
青阳县,县经济开发区青山路与杨田路交叉口东南侧4号地块,安徽青阳经济开发区,0.6894,工业用地,挂牌出让,50,批发和零售业,125,安徽海创鞋业有限公司,1.000.00,2017年11月21日,2018年8月21日,2019年8月20日
青阳县,县经济开发区光明大道与东河路交叉口北侧地块,安徽青阳经济开发区,7.9973,工业用地,挂牌出让,50,有色金属冶炼及压延加工业,1440,安徽金合科技有限公司,1.000.00,2017年11月21日,2018年8月21日,2019年8月20日
青阳县,县经济开发区双溪路与新河路交叉口西侧地块,安徽青阳经济开发区,0.3566,工业用地,挂牌出让,50,建筑装饰业,65,安徽开顺海船特种门窗有限公司,1.000.00,2017年11月21日,2018年8月21日,2019年8月20日
东至县,葛公镇幼儿园及附属工程,葛公镇葛公村,1.38152,科教用地,划拨,,教育业,145.04,东至县葛公镇中心学校,0.260.00,2017年11月16日,2018年11月16日,2019年11月16日
东至县,东风安置小区,大渡口镇杨墩村,0.133828,经济适用住房用地,划拨,,商务服务业,,池州大渡口经济技术开发区投资建设有限公司,1.6,2017年11月14日,,
东至县,东至县昭潭镇中心学校本部小学迁址重建项目,昭潭镇昭潭村,2.2678,科教用地,划拨,,教育业,238.119,东至县昭潭镇中心学校,0.490.00,2017年11月13日,2018年11月10日,2019年11月10日
贵池区,商服项目,前江工业园区D09地块一,0.4158,其他商服用地,挂牌出让,40,餐饮业,270,安徽千丝情实业有限公司,0.002.00,2017年11月10日,2019年3月1日,2020年3月1日
贵池区,商服项目,前江工业园区D09地块二,0.4195,其他商服用地,挂牌出让,40,餐饮业,270,安徽千丝情实业有限公司,0.002.00,2017年11月10日,2019年3月1日,2020年3月1日
贵池区,锰系新能源材料建设项目,前江工业园区A19局部地块一,0.1563,工业用地,挂牌出让,50,其它,25,安徽新锰都科技有限公司,1.000.00,2017年11月10日,2019年3月1日,2020年3月1日
贵池区,锰系新能源材料建设项目,前江工业园区A19局部地块二,0.3364,工业用地,挂牌出让,50,其它,53,安徽新锰都科技有限公司,1.000.00,2017年11月10日,2019年3月1日,2020年3月1日
贵池区,年产120万吨球团装置配套烟气脱硫技术改造工程,前江工业园区A08局部地块,2.4873,工业用地,挂牌出让,50,化学原料及化学制品制造业,380,池州恒鑫材料科技有限公司,1.000.00,2017年11月10日,2019年3月1日,2021年3月1日
石台县,石台县2013年第二批次村庄建设用地,横渡镇、七都镇、大演乡,1.8968,经济适用住房用地,划拨,,中国共产党机关,0,横渡镇人民政府、七都镇人民政,1.000.00,2017年11月6日,2019年9月6日,2020年9月5日
青阳县,县经济开发区昌利锻造公司北侧地块,安徽青阳县经济开发区,1.3581,工业用地,挂牌出让,50,制造业,196,昌利锻造有限公司,1.000.00,2017年11月3日,2018年8月3日,2019年8月2日
贵池区,牌楼中心学校综合楼项目,牌楼镇牌楼村,0.3187,科教用地,划拨,,教育业,0,池州市贵池区牌楼中心学校,0.000.50,2017年11月1日,2019年2月1日,2020年2月1日
池州市本级,天堂湖公园,清溪街道永明社区,3.2048,公园与绿地,划拨,,国家机构,0,池州市住房和城乡建设委员会,0.000.00,2017年10月31日,2018年6月18日,2019年9月18日
池州市本级,滨河东路二期,清溪街道,0.6033,街巷用地,划拨,,国家机构,0,池州市住房和城乡建设委员会,0.000.00,2017年10月31日,2018年6月18日,2019年6月17日
池州市本级,永明西路,清溪街道清溪村,12.2538,街巷用地,划拨,,国家机构,0,池州市住房和城乡建设委员会,0.000.00,2017年10月31日,2018年5月18日,2019年5月17日
池州市本级,青莲西路,清溪街道,11.8314,街巷用地,划拨,,其他服务业,0,池州市天堂湖建设发展有限公司,0.000.00,2017年10月31日,2018年5月18日,2019年5月18日
池州市本级,迎宾大道附属工程,贵池区梅龙街道,4.3141,街巷用地,划拨,,其他服务业,,安徽省江南产业集中区建设投资发展（集团）有限公司,,2017年10月30日,,
池州市本级,凤鸣大道三期附属工程,贵池区梅龙街道,2.5022,街巷用地,划拨,,其他服务业,,安徽省江南产业集中区建设投资发展（集团）有限公司,,2017年10月30日,,
池州市本级,淮河路附属工程,贵池区梅龙街道,0.8984,街巷用地,划拨,,其他服务业,,安徽省江南产业集中区建设投资发展（集团）有限公司,,2017年10月30日,,
池州市本级,黄山路附属工程,贵池区梅龙街道,6.9896,街巷用地,划拨,,其他服务业,,安徽省江南产业集中区建设投资发展（集团）公司,,2017年10月30日,,
池州市本级,凤鸣大道二期附属工程,贵池区梅龙街道,12.5261,街巷用地,划拨,,其他服务业,,安徽省江南产业集中区建设投资发展（集团）有限公司,,2017年10月30日,,
池州市本级,松花江路及附属工程,贵池区梅龙街道,13.8647,街巷用地,划拨,,其他服务业,,安徽省江南产业集中区建设投资发展（集团）有限公司,,2017年10月30日,,
池州市本级,建设西路原战备仓库及周边地块,池州市建设西路北侧,5.4477,其他普通商品住房用地,拍卖出让,70,房地产业,40600,池州梁宏置业有限公司,1.001.80,2017年10月30日,2018年9月1日,2021年2月28日
石台县,小河镇郑村村地块,小河镇郑村村,1.404668,工业用地,挂牌出让,50,其它,96,安徽江华钙业有限公司,1.000.00,2017年10月30日,2019年9月30日,2020年9月29日
东至县,东至县站前区农产品配送物流园,东至县站前区,8.114989,批发零售用地,挂牌出让,40,仓储业,773,国晟农产品物流股份有限公司,0.001.30,2017年10月30日,2018年10月14日,2019年10月14日
青阳县,朱备镇集镇地块,青阳县朱备镇集镇,0.0177,其他商服用地,拍卖出让,40,商务服务业,45,曾亮,0.003.00,2017年10月26日,2018年8月3日,2019年8月2日
青阳县,和平新村15#楼安置房,蓉城镇平岗路北侧、碧桃路东侧（和平新村）,0.1961,住宅用地,划拨,,国家机构,0,青阳县房产管理局,1.001.80,2017年10月25日,2018年4月25日,2019年4月25日
东至县,大渡口镇解放街东侧,大渡口镇解放街东侧,0.261043,批发零售用地,挂牌出让,40,房地产业,218,池州市东方房地产综合开发有限责任公司,1.002.20,2017年10月17日,2018年10月9日,2019年10月9日
青阳县,丁桥镇官埠村立达超威公司北侧地块,丁桥镇官埠村,0.5668,工业用地,挂牌出让,50,其它,72,立达超微科技（安徽青阳）有限公司,1.000.00,2017年10月17日,2018年7月17日,2019年7月16日
青阳县,丁桥镇官埠村北虎垅1号地块,丁桥镇官埠村,2.5254,工业用地,挂牌出让,50,塑料制品业,315,池州快乐达儿童用品有限公司,1.000.00,2017年10月17日,2018年7月17日,2019年7月16日
青阳县,丁桥镇官埠村北虎垅2号地块,丁桥镇官埠村,1.0837,工业用地,挂牌出让,50,塑料制品业,135,池州智乐高童车有限公司,1.000.00,2017年10月17日,2018年7月17日,2019年7月16日
青阳县,木镇永胜工业园区地块,木镇镇长胜村,1.2589,工业用地,挂牌出让,50,非金属矿物制品业,159,青阳县永胜炉料有限公司,1.000.00,2017年10月17日,2018年7月17日,2019年7月16日
东至县,安庆水上应急救助基地和溢油设备库建设工程,大渡口镇升金湖路南侧,2,公共设施用地,划拨,,国家机构,240,中华人民共和国安庆海事局,0.23,2017年10月16日,2018年10月26日,2019年10月26日
石台县,石台县2017年第1批次村庄建设用地项目,丁香镇库山村、石泉村、仙寓镇南源村、占坡村、莲花村,0.2385,经济适用住房用地,划拨,,中国共产党机关,0,丁香镇人民政府、仙寓镇人民政府,1.400.00,2017年10月11日,2018年5月11日,2019年5月10日
东至县,香隅镇黄山村工业地块,东至经济开发区,0.0396,工业用地,挂牌出让,50,化学原料及化学制品制造业,4.9,安徽金鹏香精香料有限公司,0.801.50,2017年10月11日,2018年9月27日,2019年9月27日
贵池区,池州市贵池区乌沙镇新庄村20MW光伏综合经济农业生态大棚集中并网发电项目,乌沙镇新庄村地块,0.3869,工业用地,挂牌出让,50,其他服务业,63,池州市宁升电力开发有限公司,0.400.00,2017年9月26日,2019年1月1日,2020年1月1日
贵池区,关于年产30万吨非金属矿产品深加工项目,梅街镇桃坡村地块,3.15042,工业用地,挂牌出让,50,其它,495,池州市华都钙业有限公司,1.000.00,2017年9月26日,2019年1月1日,2021年1月1日
贵池区,年产100万件（套）精品羊毛衫项目,秋江街道莲台村八里组杜坞公路以北地块,0.75352,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,120,池州绚蓉针织服饰有限公司,1.000.00,2017年9月26日,2019年1月1日,2020年1月1日
东至县,胜利镇老206国道东侧地块,胜利镇集镇,0.167919,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,140,东至县榕桂房地产开发有限责任公司,1.001.30,2017年9月21日,2018年9月21日,2019年9月21日
青阳县,220千伏蓉城输变电工程项目,蓉城镇建兴村,1.8639,公共设施用地,划拨,,公共设施管理业,258.13,国网安徽省电力公司池州供电公司,0.000.60,2017年9月18日,2018年1月18日,2019年1月18日
东至县,东至县花园乡花园村地块一,花园乡花园村,0.206022,公共设施用地,挂牌出让,50,电力、热力的生产和供应业,26,国网安徽省电力公司东至县供电公司,0.001.50,2017年9月15日,2018年9月15日,2019年9月15日
东至县,东至经济开发区香荷大道东侧工业地块二,东至经济开发区,0.329416,工业用地,挂牌出让,50,化学原料及化学制品制造业,40,安徽菱化精细化工有限公司,0.600.00,2017年9月14日,2018年9月13日,2019年9月13日
东至县,东至经济开发区香荷大道东侧工业地块一,东至经济开发区,0.285455,工业用地,挂牌出让,50,化学原料及化学制品制造业,35,安徽菱化精细化工有限公司,0.600.00,2017年9月14日,2018年9月13日,2019年9月13日
东至县,东至县2016年第6批次尧渡镇建东村工业地块一,尧渡镇建东村,0.087144,工业用地,挂牌出让,50,电气机械及器材制造业,15.5,安徽华鹏电力器材投资有限公司,1.001.50,2017年9月14日,,
东至县,东至县2016年第6批次尧渡镇建东村工业地块二,尧渡镇建东村,0.155256,工业用地,挂牌出让,50,电气机械及器材制造业,27,安徽华鹏电力器材投资有限公司,1.001.50,2017年9月14日,,
青阳县,县开发区振华防务北侧地块,安徽省青阳经济开发区,0.6239,工业用地,挂牌出让,50,金属制品业,113,安徽中邦特种电缆科技有限公司,1.000.00,2017年9月7日,2018年6月7日,2019年6月6日
青阳县,县经济开发区中石油加油站南侧地块,安徽省青阳经济开发区,0.609,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,88,安徽永屹建材制造有限公司,1.000.00,2017年9月7日,2018年6月7日,2019年6月6日
青阳县,乔木乡金山村318国道北侧地块,乔木乡金山村,1.3333,仓储用地,挂牌出让,50,仓储业,167,安徽同泰源仓储物流有限公司,1.000.00,2017年9月7日,2018年6月7日,2019年6月6日
青阳县,酉华镇石安园区安徽康盛非金属材料公司东侧地块,酉华镇石安园区,1.3333,工业用地,挂牌出让,50,非金属矿物制品业,164,安徽金大环保新材料有限公司,1.000.00,2017年9月7日,2018年6月7日,2019年6月6日
青阳县,蓉城镇清泉岭村地块,蓉城镇清泉岭村,0.6667,公共设施用地,挂牌出让,50,燃气生产和供应业,240,青阳港华燃气有限公司,0.000.30,2017年9月7日,2018年6月7日,2019年6月6日
青阳县,青山新城东区18-1#楼司法业务用房,青阳县天柱南路东侧、九子大道南侧,0.0467,机关团体用地,划拨,,国家机构,0,青阳县司法局,0.003.50,2017年9月7日,2017年10月7日,2018年10月6日
石台县,石台县金钱山片区地块,石台县仁里镇金钱山社区,0.60014,其他商服用地,挂牌出让,40,房地产业,480,安徽金隅旅游旅游开发有限公司,1.002.50,2017年9月6日,2018年8月6日,2020年8月6日
东至县,大渡口镇318国道南侧地块二,大渡口镇镇荣村,0.176313,其他商服用地,挂牌出让,40,零售业,148.5,池州市小康人家科技有限公司,0.004.52,2017年9月4日,,
东至县,东至县2016年第7批次地块十,东至县茶树良种繁殖示范场,0.7,住宿餐饮用地,挂牌出让,40,农业,86,安徽省景瑞生态农业科技有限公司,0.001.00,2017年9月4日,2018年9月4日,2019年9月4日
池州市本级,新港新湖B区安置点,石台路,4.171,经济适用住房用地,划拨,,其他服务业,,池州市贵池区汇财置业有限公司,1.002.80,2017年8月28日,,
青阳县,青阳县人民医院整体搬迁工程,青阳县蓉城镇青山村、五星村,6.4832,医卫慈善用地,划拨,,卫生,0,青阳县人民医院,0.001.00,2017年8月28日,2017年12月28日,2018年12月27日
池州市本级,清溪公寓,青云路,0.5343,公共设施用地,划拨,,其他服务业,0,池州城市经营投资有限公司,0.001.00,2017年8月28日,2018年2月18日,2018年11月17日
池州市本级,市人民医院扩建工程,蓉城路,2.7178,医卫慈善用地,划拨,,卫生,,池州市人民医院,2,2017年8月28日,,
池州市本级,高岭中学二期工程,贵池区秋江街道梅里社区,0.9366,科教用地,划拨,,教育业,,池州市贵池区高岭初中学,0.3,2017年8月28日,,
青阳县,青阳县光华家园安置房,青阳县九子大道南侧、天柱南路西侧,8.8845,经济适用住房用地,划拨,,公共管理和社会组织,0,青阳县城市建设投资发展有限责任公司,1.001.65,2017年8月25日,2017年9月25日,2018年9月24日
东至县,敬老院,大渡口镇镇荣村,0.90329,医卫慈善用地,划拨,,社会福利业,,大渡口镇人民政府,0.33,2017年8月21日,,
青阳县,青阳县木镇污水处理厂工程,木镇镇河北村,0.0395,公共设施用地,划拨,,公共设施管理业,0,青阳县木镇城市经营发展有限公司,0.000.85,2017年8月17日,2017年12月17日,2018年12月16日
青阳县,木镇镇河北工业园区地块,青阳县木镇镇河北村,0.8688,工业用地,挂牌出让,50,非金属矿物制品业,109,青阳县卓胜环保材料有限公司,1.000.00,2017年8月11日,2018年5月11日,2019年5月11日
青阳县,木镇镇河北工业园区地块,青阳县木镇镇河北村,0.3264,工业用地,挂牌出让,50,非金属矿物制品业,41,青阳县卓胜环保材料有限公司,1.000.00,2017年8月11日,2018年5月11日,2019年5月11日
青阳县,木镇镇长胜工业园地块,青阳县木镇镇长胜村,0.5672,工业用地,挂牌出让,50,专用设备制造业,72,池州市鸿运机械设备有限公司,1.000.00,2017年8月11日,2018年5月11日,2019年5月11日
青阳县,木镇镇永胜工业园地块,木镇镇长胜村,6.6667,工业用地,挂牌出让,50,其它,840,安徽振宇汽车部件有限公司,1.000.00,2017年8月11日,2018年5月11日,2019年5月11日
青阳县,木镇镇双合村地块,木镇镇双合村,0.1929,批发零售用地,挂牌出让,40,管道运输业,78,中国石化销售有限公司安徽池州石油分公司,0.000.25,2017年8月11日,2018年5月11日,2019年5月11日
青阳县,木镇镇河北工业园区地块,青阳县木镇镇河北村,1.7057,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,213,安徽圣立新材料有限公司,1.000.00,2017年8月11日,2018年5月11日,2019年5月11日
东至县,东至县城DZCB-1地块,东至县城北新区,3.658959,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,6622,明发集团安徽东至城市开发有限公司,1.001.70,2017年8月10日,2018年8月9日,2019年8月9日
石台县,仁里镇易地扶贫搬迁毕家冲集中安置点项目,仁里镇贡溪村,2.2449,住宅用地,划拨,,中国共产党机关,0,仁里镇人民政府,1.000.00,2017年8月8日,2017年12月8日,2018年12月8日
青阳县,丁桥中心小学运动场项目,丁桥镇丁桥村,1.4111,科教用地,划拨,,教育业,0,青阳县丁桥镇中心小学,0.000.50,2017年8月7日,2018年2月7日,2019年2月7日
东至县,袁玲,尧渡镇樟树村,0.015781,经济适用住房用地,划拨,,房地产业,,袁玲,1,2017年8月3日,,
东至县,李文,尧渡镇樟树村,0.015984,经济适用住房用地,划拨,,房地产业,,李文,1,2017年8月3日,,
东至县,东至经济开发区南环路工业地块,东至经济开发区,1.241908,工业用地,挂牌出让,50,房屋和土木工程业,226,东至祥隆混凝土有限公司,1.001.50,2017年8月2日,2018年7月31日,2019年7月31日
贵池区,年综合利用20万立方干化普通固废项目,前江工业园区A19局部地块,3.1931,工业用地,挂牌出让,50,废弃资源和废旧材料回收加工业,500,池州市坤和晟世新型建材有限公司,1.000.00,2017年7月28日,2018年11月1日,2020年11月1日
贵池区,年产4万吨生物质颗粒燃料项目,涓桥镇三友村地块,0.2986,工业用地,挂牌出让,50,其它,47,池州市盛徽生物质燃料有限公司,1.000.00,2017年7月28日,2018年11月1日,2020年11月1日
贵池区,年产25万吨氧化钙深加工建设项目,梅街镇梅街村地块,1.2217,工业用地,挂牌出让,50,化学原料及化学制品制造业,190,池州市鑫美钙业有限公司,1.000.00,2017年7月28日,2018年11月1日,2020年11月1日
东至县,官港镇陈镇村工业地块,官港镇陈镇村,0.3579,工业用地,挂牌出让,50,农副食品加工业,40,东至县皖信粮贸有限公司,1.001.50,2017年7月17日,2018年7月17日,2019年7月17日
池州市本级,升金湖路与薛家墩路交叉口西南侧地块,池州市升金湖路,9.9943,其他普通商品住房用地,拍卖出让,70,房地产业,50000,明发集团南京房地产开发有限公司,1.001.60,2017年7月17日,2018年7月1日,2021年6月30日
池州市本级,特勤消防站,清溪街道清溪村,1.0306,公共设施用地,划拨,,国家机构,0,池州市公安消防支队,0.000.00,2017年7月10日,2018年1月1日,2018年12月31日
东至县,泥溪镇泥溪村叶家岗工业地块,泥溪镇泥溪村,0.068557,工业用地,挂牌出让,50,食品制造业,7.7,池州市溪谷园食品有限公司,1.001.50,2017年7月4日,,
贵池区,新建茅坦中心幼儿园业务用房项目,墩上街道茅坦村原茅坦卫生院,0.2547,科教用地,划拨,,教育业,0,池州市贵池区墩上中心学校,0.610.61,2017年7月3日,2018年9月29日,2020年9月29日
青阳县,陵阳镇S103道西侧地块,陵阳镇S103道西侧地块,0.6406,住宿餐饮用地,挂牌出让,40,住宿业,466,青阳县新愿宾馆有限责任公司,0.001.50,2017年6月22日,2018年3月22日,2019年3月22日
东至县,大渡口镇206国道南侧地块二,大渡口镇206国道南侧,0.129577,批发零售用地,挂牌出让,40,木材加工及木、竹、藤、棕、草制品业,109,东至县海川木业有限责任公司,1.004.80,2017年6月21日,,
东至县,东至县梅城林场地块二,尧渡镇梅城林场,0.193383,仓储用地,拍卖出让,50,其他采矿业,50,安徽汇鑫电力工程有限公司,0.001.00,2017年6月20日,2018年6月20日,2019年6月20日
青阳县,乔木乡塔山村青山组地块,乔木乡塔山村青山组,0.5049,工业用地,挂牌出让,50,其它,60,安徽省金汇环保材料有限公司,1.000.00,2017年6月16日,2018年3月16日,2019年3月16日
青阳县,新河镇团结村佛岭庵水库地块,新河镇团结村佛岭庵水库,1.3294,工业用地,挂牌出让,50,其它,166,青阳县中达新型墙体材料有限公司,1.000.00,2017年6月16日,2018年3月16日,2019年3月16日
青阳县,杜村乡农民工创业园地块,杜村乡镇华村,0.6055,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,74,青阳县恒隆鞋业有限公司,1.000.00,2017年6月16日,2018年3月16日,2019年3月16日
青阳县,酉华镇石安村大高基山6号地块,酉华镇石安村大高基山,0.1356,工业用地,挂牌出让,50,其它,17,青阳县徽宝矿业有限公司,1.000.00,2017年6月16日,2018年3月16日,2019年3月16日
青阳县,蓉城镇清泉岭村西畈组地块,蓉城镇清泉岭村西畈组,0.6073,公共设施用地,挂牌出让,50,燃气生产和供应业,220,安徽省天然气开发股份有限公司,0.000.20,2017年6月16日,2018年3月16日,2019年3月16日
青阳县,新河镇老山村佳源环保南侧地块,新河镇老山村佳源环保南侧,2.3717,工业用地,挂牌出让,50,废弃资源和废旧材料回收加工业,296,安徽翔宇洁净煤有限公司,1.000.00,2017年6月16日,2018年3月16日,2019年3月16日
青阳县,丁桥镇丁桥村集镇工业园区地块,丁桥镇丁桥村集镇工业园区,0.538,工业用地,挂牌出让,50,其它,67,安徽盛晟钙业有限公司,1.000.00,2017年6月16日,2018年3月16日,2019年3月16日
东至县,洋湖镇永济村地块四,洋湖村永济村,0.044136,仓储用地,挂牌出让,50,批发业,5,安徽省烟草公司池州市公司,1.001.20,2017年6月12日,2018年5月19日,2019年5月19日
青阳县,蓉城镇莲花路南侧、富阳路东侧地块,蓉城镇莲花路南侧、富阳路东侧,4.5259,其他普通商品住房用地,拍卖出让,70,房地产业,16500,芜湖晋智房地产开发有限公司,1.001.80,2017年6月9日,2018年3月9日,2019年3月9日
青阳县,蓉城镇莲花路南侧、望华路西侧地块,蓉城镇莲花路南侧、望华路西侧,4.8507,其他普通商品住房用地,拍卖出让,70,房地产业,16200,芜湖晋智房地产开发有限公司,1.001.80,2017年6月9日,2018年3月9日,2019年3月9日
东至县,东至经济开发区2013年公租房项目,香隅镇花山村,0.716548,公共租赁住房用地,划拨,,社会保障业,75.23,东至经济开发区管委会,1.400.00,2017年6月5日,2017年7月5日,2018年7月5日
石台县,石台县仙寓镇占坡村地块,仙寓镇占坡村,0.418926,工业用地,挂牌出让,50,农、林、牧、渔服务业,51,安徽天方茶业（集团）有限公司,1.000.00,2017年5月31日,2018年5月31日,2019年5月30日
青阳县,青阳县改善农村人居环境建设,蓉城镇五星村,1.4847,街巷用地,划拨,,城市公共交通业,0,青阳县城市建设投资发展有限责任公司,0.000.00,2017年5月31日,2017年11月30日,2018年11月30日
青阳县,青阳县改善农村人居环境建设,蓉城镇双溪村,1.6399,街巷用地,划拨,,城市公共交通业,0,青阳县城市建设投资发展有限责任公司,0.000.00,2017年5月31日,2017年11月30日,2018年11月30日
青阳县,公租房项目,杜村乡镇华村,0.072,公共租赁住房用地,划拨,,房屋和土木工程业,0,青阳县杜村集镇园区发展有限责任公司,1.001.80,2017年5月31日,2017年9月30日,2018年9月30日
石台县,石台县大演乡新火村地块,石台县大演乡新火村,0.8012,其他商服用地,挂牌出让,40,其他服务业,200,安徽省石台县牯牛降旅游发展有限公司,0.000.50,2017年5月31日,2018年4月30日,2019年4月30日
石台县,石台县丁香镇丁香村地块,石台县丁香镇丁香村,0.116684,其他普通商品住房用地,挂牌出让,70,房地产业,43,石台县房地产开发有限公司,1.002.80,2017年5月31日,2018年5月31日,2019年5月30日
贵池区,年产1000万件仿真植物人造花项目,梅村镇长山工业集中区地块,0.4041,工业用地,挂牌出让,50,工艺品及其他制造业,63,池州市绿洲仿真植物制造有限公司,1.000.00,2017年5月25日,2018年10月1日,2020年10月1日
东至县,综合服务楼,香隅集镇安置小区内,0.09695,公共设施用地,划拨,,公共设施管理业,,香隅村村民委员会,1,2017年5月24日,,
东至县,东至县玩具厂地块二,尧渡镇梅城村,1.11799,工业用地,挂牌出让,50,房地产业,354.124,安徽世平投资有限公司,1.001.80,2017年5月24日,,
东至县,香隅村委会大楼,香隅集镇安置小区内,0.17801,公共设施用地,划拨,,公共设施管理业,,香隅村村民委员会,1,2017年5月24日,,
东至县,胜利镇瓦垄村委会北侧地块,胜利镇瓦垅村,0.460068,工业用地,挂牌出让,50,农副食品加工业,47,东至县和瑞园粮油贸易有限公司,1.001.50,2017年5月24日,2018年5月24日,2019年5月24日
东至县,青山中学运动场地块三,青山乡集镇,0.005284,科教用地,划拨,,教育业,0.555,青山乡初级中学,1.000.00,2017年5月19日,2018年5月19日,2019年5月19日
