行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,
泗县,黑塔小梁水厂,黑塔镇小梁村,0.4056,公用设施用地,划拨,,公共设施管理业,0,泗县水利局,0.010.01,2019年8月7日,2019年9月10日,2020年3月20日,,
宿州市本级,宿州市银河产业投资发展有限公司,宿州市三里办拂晓社区淮河中路以南、农科路以东,0.700373,城镇住宅用地,挂牌出让,70,其他金融服务,2741.9616,宿州市银河产业投资发展有限公司,1.502.20,2019年8月7日,2020年8月6日,2021年8月5日,,
泗县,讴歌电子,泗县经济开发区赵魏社区,3.4209,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,359.1945,安徽讴歌电子科技有限公司,1.000.00,2019年8月6日,2019年9月10日,2020年6月30日,,
泗县,讴歌电子,泗县经济开发区赵魏社区,0.2485,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,26.0925,安徽讴歌电子科技有限公司,1.000.00,2019年8月6日,2019年9月10日,2020年6月30日,,
泗县,泗县草庙路南段,泗县经济开发区衡尤社区,0.4838,公路用地,划拨,,铁路运输业,,泗县经济开发区管委会,,2019年8月6日,,,,
泗县,发展路向南延伸段,开发区于圩社区,8.3511,公路用地,划拨,,道路运输业,,泗县经济开发区管委会,,2019年8月6日,,,,
泗县,泗县朝阳路南段,泗县经济开发区赵位社区,1.4187,公路用地,划拨,,道路运输业,,泗县经济开发区管委会,,2019年8月6日,,,,
泗县,南三环,开发区赵位社区,6.0684,公路用地,划拨,,公共设施管理业,,泗县经济开发区管委会,,2019年7月30日,,,,
灵璧县,万汇城三期,虞姬大道东侧、潼河路南侧、平山路西侧,9.3357,零售商业用地,挂牌出让,40,零售业,9942.5205,安徽华茂置业有限公司,1.002.30,2019年7月26日,2020年7月26日,2021年7月25日,,
灵璧县,热电生产,北部开发区、云台山路东侧、黑河路南侧,7.5731,工业用地,挂牌出让,50,电力、热力的生产和供应业,636.15,灵璧国祯生物质热电有限公司,1.001.00,2019年7月26日,2020年9月26日,2021年9月25日,,
灵璧县,拘留所、看守所,禅堂乡大吴村,2.6999,监教场所用地,划拨,,国家机构,0,灵璧县公安局,1,2019年7月26日,2019年9月30日,2020年9月30日,,
灵璧县,建筑材料制造,娄庄镇永定村303省道南侧,2,工业用地,挂牌出让,50,房屋和土木工程业,168,灵璧县呈瑞公路工程有限公司,1.001.00,2019年7月26日,2020年7月26日,2021年7月25日,,
灵璧县,灵璧县城乡道路客运一体划项目（一期工程）,灵城徐杨村鲍庄,3.0063,交通服务场站用地,划拨,,城市公共交通业,0,灵璧县现代公共交通有限责任公司,1,2019年7月25日,2019年12月31日,2020年12月31日,,
泗县,中央公园,花园路北、虹乡路东,16.6651,公园与绿地,划拨,,公共设施管理业,,泗县中冶建设有限公司,,2019年7月25日,,,,
灵璧县,灵璧县中医医院整体搬迁项目,开发区刘尧村,1.416,医疗卫生用地,划拨,,卫生,0,灵璧县中医医院,1,2019年7月25日,2019年12月31日,2020年7月31日,,
泗县,宿州泗城110千伏输变电站,宿州市泗县泗城镇虹乡社区,0.425,公用设施用地,划拨,,公共设施管理业,0,国网安徽电力公司宿州供电公司,0.500.50,2019年7月24日,2019年10月10日,2020年10月10日,,
砀山县,房地产开发,砀城镇北郊村,6.61247,城镇住宅用地,拍卖出让,70,房地产业,14382.1295,砀山泓洋置业有限公司,1.002.20,2019年7月19日,2021年1月5日,2024年1月4日,,
砀山县,房地产开发,高铁新区新城社区润达路南侧,3.18714,城镇住宅用地,拍卖出让,70,房地产业,7649.136,张浩,1.002.20,2019年7月19日,2021年1月5日,2024年1月4日,,
砀山县,农商行办公,砀城镇侯楼社区,1.57216,其他商服用地,拍卖出让,40,商务服务业,1886.592,安徽砀山农村商业银行股份有限公司,1.001.80,2019年7月19日,2020年10月5日,2022年10月4日,,
宿州市本级,宿州恒利置业有限公司,埇桥区城东街道凤凰大道西侧,0.0014,城镇住宅用地,协议出让,69,房地产业,2.478,宿州恒利置业有限公司,1.502.20,2019年7月18日,2019年8月1日,2022年7月31日,,
宿州市本级,宿州恒利置业有限公司,埇桥区城东街道凤凰大道西侧,0.0375,城镇住宅用地,协议出让,69,房地产业,66.375,宿州恒利置业有限公司,1.502.20,2019年7月18日,2019年8月1日,2021年7月31日,,
砀山县,房地产开发,砀城镇北城社区,1.00768,城镇住宅用地,拍卖出让,70,房地产业,2418.432,安徽山楼城市建设开发有限公司,1.002.20,2019年7月18日,2021年1月5日,2024年1月4日,,
砀山县,房地产开发,砀城镇中原社区,2.47294,城镇住宅用地,拍卖出让,70,房地产业,7047.917,安徽锦秀基业房地产开发有限公司,1.002.20,2019年7月18日,2021年1月5日,2024年1月4日,,
宿州市本级,宿州城房京开置业有限公司,宿州经济技术开发区金河路南侧,18.971581,城镇住宅用地,拍卖出让,70,房地产业,82241.7993,宿州城房京开置业有限公司,1.802.20,2019年7月18日,2020年7月17日,2023年7月16日,,
砀山县,房地产开发,砀城镇中原社区,3.90241,城镇住宅用地,拍卖出让,70,房地产业,11121.859,安徽锦秀基业房地产开发有限公司,1.002.20,2019年7月18日,2021年1月5日,2024年1月4日,,
砀山县,房地产开发,砀城镇北城社区,1.84645,其他商服用地,拍卖出让,40,房地产业,4431.488,安徽山楼城市建设开发有限公司,1.001.60,2019年7月18日,2021年1月5日,2024年1月4日,,
泗县,粮食产业园,泗县屏山镇陈刘村,7.4153,仓储用地,挂牌出让,50,仓储业,778.6065,安徽泗县粮食储备库,1.000.00,2019年7月17日,2019年8月10日,2020年8月10日,,
砀山县,宿州蒋楼（砀城）110千伏输变电工程项目,砀山县经济开发区陇海路与梨花路交叉口西南角,0.4289,公用设施用地,划拨,,电力、热力的生产和供应业,,国网安徽省电力有限公司宿州供电公司,,2019年7月17日,2019年10月20日,2021年10月20日,,
泗县,三鼎搅拌站,泗县屏山镇大彭村,6.0464,工业用地,挂牌出让,50,非金属矿物制品业,634.872,泗县三鼎新型建材有限公司,1.000.00,2019年7月17日,2019年8月20日,2020年8月20日,,
宿州市本级,宿州市汴北污水处理厂项目,安徽省宿州市埇桥区汴河街道办事处汴北社区委员会,7.8051,公用设施用地,划拨,,国家机构,,宿州市城市管理局,0.050.07,2019年7月15日,2019年12月14日,2020年12月13日,,
泗县,供电运检营销中心,泗城镇虹乡社区,2.0845,机关团体用地,挂牌出让,50,电力、热力的生产和供应业,750,国网安徽省电力有限公司泗县供电公司,0.001.50,2019年7月12日,2019年9月1日,2020年12月30日,,
宿州市本级,安徽正凯源环保科技有限公司,宿州市埇桥区大泽乡镇幸福村,9.2159,工业用地,拍卖出让,50,环境管理业,1451.5043,安徽正凯源环保科技有限公司,1,2019年7月11日,2020年1月10日,2021年1月9日,,
宿州市本级,宿州华韵电气有限公司,宿州市循环园区龙腾路东侧,1.8516,工业用地,拍卖出让,50,环境管理业,291.627,宿州华韵电气有限公司,1,2019年7月11日,2020年1月10日,2021年1月9日,,
宿州市本级,埇桥区残疾人康复中心项目,道东办事处崔园社区韩池子路以西,1.9866,医疗卫生用地,划拨,,卫生,,埇桥区残疾人联合会,0.501.00,2019年7月11日,2020年1月10日,2021年1月9日,,
宿州市本级,宿州永创新型环保建材有限公司,宿州市循环园区龙腾路南段西侧,1.308,工业用地,拍卖出让,50,环境管理业,206.01,宿州永创新型环保建材有限公司,1,2019年7月11日,2020年1月10日,2021年1月9日,,
泗县,资宝再生,泗县屏山镇涂山村,1.3095,工业用地,挂牌出让,50,废弃资源和废旧材料回收加工业,196.425,泗县资宝再生资源有限公司,1.000.00,2019年7月6日,2019年7月20日,2020年7月19日,,
萧县,萧县华达置业有限公司,龙城镇新锦丰集团东，瑞峰小区北，农场路西,6.8486,城镇住宅用地,拍卖出让,城镇住宅用地70年; 零售商业用地40年;,房地产业,8629.236,萧县华达置业有限公司,1.501.80,2019年7月3日,2020年8月3日,2022年8月3日,,
萧县,萧县华达置业有限公司,龙城镇S301北、农场路（小东环）东侧,4.2937,城镇住宅用地,拍卖出让,城镇住宅用地70年; 零售商业用地40年;,房地产业,6440.55,萧县华达置业有限公司,1.501.80,2019年7月3日,2020年8月3日,2022年8月3日,,
泗县,鑫皖财富城,泗县大庄镇大庄村,0.695822,其他商服用地,挂牌出让,40,商务服务业,418,泗县鑫皖置业有限公司,0.001.50,2019年7月1日,2019年7月20日,2019年12月20日,,
宿州市本级,项王路东侧公交首末站,宿马园区项王路东侧,3.500158,交通服务场站用地,划拨,,房地产业,0,宿州马鞍山投资集团（控股）有限公司,0.000.00,2019年7月1日,2019年11月30日,2020年11月29日,,
宿州市本级,宿州应用技术学校（北地块）,埇桥区朱仙庄镇,16.2171,教育用地,划拨,,教育业,,宿州埇桥教育投资发展有限公司,0.401.00,2019年7月1日,2019年11月30日,2021年11月29日,,
宿州市本级,一中宿马分校绿地项目,宿马园区钟馗道路西侧,1.763856,教育用地,划拨,,房地产业,,宿州马鞍山投资集团（控股）有限公司,0,2019年7月1日,,,,
宿州市本级,鞋城基础配套设施建设项目（鞋城三路西延项目）,宿州市鞋城磬云南路西侧,1.145438,城镇村道路用地,划拨,,房屋和土木工程业,0,宿州市银河产业投资发展有限公司,0.000.00,2019年7月1日,2019年11月30日,2020年11月29日,,
灵璧县,莱迪1086一品公馆项目剩余地块,汴河路北侧、薄山路东侧,0.4943,零售商业用地,挂牌出让,40,房地产业,1564.4595,安徽大诚明置业有限公司,1.002.60,2019年6月28日,2020年6月28日,2021年6月27日,,
灵璧县,污水处理厂,向阳乡向阳村,0.65,公用设施用地,划拨,,公共设施管理业,0,灵璧水安环保工程有限公司,0.000.00,2019年6月28日,2019年9月30日,2020年9月30日,,
灵璧县,污水处理厂,娄庄镇居委会,0.3797,公用设施用地,划拨,,公共设施管理业,0,灵璧水安环保工程有限公司,1.000.00,2019年6月28日,2019年9月30日,2020年9月30日,,
灵璧县,石城相府,渔沟镇灵双路西侧,1.1007,城镇住宅用地,挂牌出让,70,房地产业,1502.4555,江苏展源置业发展有限公司,1.002.00,2019年6月28日,2020年6月28日,2021年6月27日,,
灵璧县,宏泰建材城,汴河路南侧、三山路西侧、界洪河路北侧、平山路东侧,5.9648,零售商业用地,挂牌出让,40,房地产业,5726.208,南京市溧水宏泰房地产开发有限公司,1.001.50,2019年6月28日,2020年6月28日,2021年6月27日,,
灵璧县,电气设备制造,北部开发区易达物流项目北侧、锦园西侧,2.5572,工业用地,挂牌出让,50,电气机械及器材制造业,214.81,安徽省艾本士电气设备有限公司,1.001.00,2019年6月28日,2020年6月28日,2021年6月27日,,
灵璧县,皖北加油站,迎宾大道南延段与X057交叉口,0.9237,零售商业用地,挂牌出让,40,零售业,872.8965,灵璧县皖北加油站,1.001.30,2019年6月28日,2020年6月28日,2021年6月27日,,
灵璧县,金穗年华老年公寓,灵城镇七里村、G343国道西侧,1.1335,社会福利用地,挂牌出让,50,社会福利业,408.06,灵璧县金穗年华老年公寓有限公司,0.601.00,2019年6月28日,2020年6月28日,2021年6月27日,,
灵璧县,机械制造,灵璧县经济开发区、迎宾大道东侧、武当山路西侧,1.5179,工业用地,挂牌出让,50,专用设备制造业,127.51,灵璧迪五机械制造有限公司,1,2019年6月28日,2020年6月28日,2021年6月27日,,
灵璧县,板材加工,长江路以北、濉河路以南、建设路以东、云台山路以西,8.6731,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,728.55,安徽雨鑫木业有限公司,1.001.00,2019年6月28日,2020年6月28日,2021年6月27日,,
宿州市本级,宿州埇桥教育投资发展有限公司,埇桥区灰古镇付湖村,3.1311,社会福利用地,挂牌出让,50,教育业,1080.2295,宿州埇桥教育投资发展有限公司,1,2019年6月25日,2019年11月24日,2020年11月23日,,
宿州市本级,宿州市循环经济园建设投资有限公司,埇桥区城东街道十里社区,4.5773,公用设施用地,挂牌出让,50,房地产业,1235.871,宿州市循环经济园建设投资有限公司,1,2019年6月25日,2019年11月24日,2020年11月23日,,
宿州市本级,安徽皖北医院管理有限责任公司,宿州市埇桥区三八街道办事处淮河西路与人民路交叉口东南,4.77408,医疗卫生用地,挂牌出让,50,卫生,5370.84,安徽皖北医院管理有限责任公司,2.5,2019年6月25日,2019年11月24日,2021年11月23日,,
宿州市本级,宿州市循环经济园建设投资有限公司,宿州市循环经济示范园经七路东侧,4.0087,工业用地,挂牌出让,50,房地产业,631.3703,宿州市循环经济园建设投资有限公司,1.002.00,2019年6月25日,2019年12月24日,2020年12月23日,,
宿州市本级,绿地集团安徽产业发展有限公司,宿马现代产业园区项王路西侧、当涂路南侧,7.878629,工业用地,挂牌出让,50,软件业,1240.8837,绿地集团安徽产业发展有限公司,1.200.00,2019年6月25日,2019年12月24日,2020年12月23日,,
宿州市本级,安徽华纳创意产业投资有限公司,宿州市高新区邵杨村红星路东侧,0.219797,餐饮用地,挂牌出让,40,房地产业,257.166,安徽华纳创意产业投资有限公司,1.502.00,2019年6月25日,2019年11月24日,2020年11月23日,,
宿州市本级,绿地集团安徽产业发展有限公司,宿马现代产业园区项王路西侧、规划雨山路北侧,0.608319,旅馆用地,挂牌出让,40,软件业,565.7376,绿地集团安徽产业发展有限公司,1.502.50,2019年6月25日,2019年11月24日,2020年11月23日,,
砀山县,宿州砀山县曹庄35千伏输变电工程,砀山县曹庄镇科技新村,0.2743,公用设施用地,划拨,,电力、热力的生产和供应业,,国网安徽省电力有限公司砀山县供电公司,,2019年6月19日,2019年10月8日,2021年10月8日,,
埇桥区,宿州市华阳新能源有限公司,祁县镇徐桥村：徐桥村用地以北、以南、以东、以西,0.5959,公用设施用地,挂牌出让,50,电力、热力的生产和供应业,312.8475,宿州市华阳新能源有限公司,0.000.50,2019年6月19日,2019年11月27日,2020年11月26日,,
埇桥区,宿州市闫庄油品销售有限公司,杨庄乡刘楼村：刘楼村用地以北、以西、以东，030县道以南。,0.1,零售商业用地,挂牌出让,40,零售业,165,宿州市闫庄油品销售有限公司,0.001.00,2019年6月19日,2019年11月27日,2020年11月26日,,
埇桥区,宿州盛步光伏发电有限公司,祁县镇白陈村：白陈村用地以北、以南、以西，祁双路以东。,0.681,公用设施用地,挂牌出让,50,电力、热力的生产和供应业,357.525,宿州盛步光伏发电有限公司,0.000.50,2019年6月19日,2019年11月27日,2020年11月26日,,
泗县,泗县疾病预防控制中心综合大楼及附属工程,泗县新中医院北、老303省道南,1.5236,医疗卫生用地,划拨,,公共设施管理业,0,泗县疾病预防控制中心,0.390.39,2019年6月14日,2019年8月20日,2020年8月20日,,
泗县,荣辉时代御府,泗县泗城镇虹乡社区,5.5804,城镇住宅用地,拍卖出让,70,房地产业,20000,安徽照辉置业有限公司,1.002.20,2019年6月14日,2019年12月6日,2021年12月5日,,
泗县,泗城一小分校（衡尤校区）扩建,沱湖路北、广电路西、玉兰路南,0.6213,教育用地,划拨,,教育,0,安徽省泗县泗城第一小学,0.600.60,2019年6月12日,2019年8月20日,2020年8月20日,,
宿州市本级,绿地集团安徽产业发展有限公司,宿马现代产业园区项王路东侧、规划当涂路北侧,1.274148,工业用地,挂牌出让,50,软件业,200.6781,绿地集团安徽产业发展有限公司,1.200.00,2019年6月12日,2019年12月11日,2020年12月10日,,
宿州市本级,绿地集团安徽产业发展有限公司,宿马现代产业园区项王路东侧、天门大道南侧,5.391041,工业用地,挂牌出让,50,软件业,849.0888,绿地集团安徽产业发展有限公司,1.200.00,2019年6月12日,2019年12月11日,2020年12月10日,,
宿州市本级,绿地集团安徽产业发展有限公司,宿马现代产业园区虞姬路西侧、当涂路南侧,9.371307,工业用地,挂牌出让,50,软件业,1475.9808,绿地集团安徽产业发展有限公司,1.200.00,2019年6月12日,2019年12月11日,2021年12月10日,,
宿州市本级,绿地集团安徽产业发展有限公司,宿马现代产业园区项王路东侧、规划当涂路南侧,3.919683,工业用地,挂牌出让,50,软件业,617.3496,绿地集团安徽产业发展有限公司,1.200.00,2019年6月12日,2019年12月11日,2020年12月10日,,
宿州市本级,宿州市城南小学项目,宿州市西关办事处祥安社区浍水路北侧,4.865588,教育用地,划拨,,教育业,,宿州埇桥教育投资发展有限公司,0.380.38,2019年6月10日,2019年11月9日,2020年11月8日,,
泗县,中燃燃气,泗县经济开发区赵魏社区,1.3334,公用设施用地,挂牌出让,50,燃气生产和供应业,640,泗县中燃城市燃气发展有限公司,0.000.60,2019年6月10日,2019年7月1日,2020年6月30日,,
宿州市本级,宿州市汴河路小学,宿州市西关办事处振兴社区长征路南侧,3.141049,教育用地,划拨,,教育业,,宿州埇桥教育投资发展有限公司,0.46,2019年6月10日,2019年11月9日,2020年11月8日,,
宿州市本级,绿地,宿马园区,19.083749,公园与绿地,划拨,,国家机构,,宿州市土地储备发展中心宿马分中心,,2019年6月10日,,,,
萧县,宿州融翔置业有限公司,龙城镇S301北、农场路（小东环）东侧,4,城镇住宅用地,拍卖出让,城镇住宅用地70年; 零售商业用地40年;,房地产业,7080,宿州融翔置业有限公司,1.501.80,2019年6月7日,2020年7月7日,2022年7月7日,,
宿州市本级,宿州国峰建业置业有限公司,汇源大道东侧,3.69315,城镇住宅用地,拍卖出让,70,房地产业,14624.8872,宿州国峰建业置业有限公司,1.602.20,2019年6月5日,2020年6月4日,2021年6月3日,,
泗县,大运河通济桥泗县段展示项目管理服务中心,开发区曹苗社区古汴河北岸、新濉河南岸,1.5157,公用设施用地,划拨,,公共设施管理业,0,泗县城市建设投资有限公司,0.220.22,2019年6月5日,2019年7月20日,2020年8月20日,,
泗县,泗县雪枫家园安置小区,北二环南侧、雪枫小学西侧,3.0403,城镇住宅用地,划拨,,房地产业,0,泗县城市建设投资有限公司,2.402.40,2019年6月5日,2019年7月10日,2021年7月10日,,
宿州市本级,宿州市银河四路九年一贯制学校,宿州市银河四路以北、磬云路以西、三八沟以南,8.89032,教育用地,划拨,,教育业,,宿州埇桥教育投资发展有限公司,0.47,2019年6月3日,2019年11月2日,2020年11月1日,,
砀山县,房地产开发,李庄镇汪阁村,2.6666,城镇住宅用地,拍卖出让,70,房地产业,2199.945,砀山县赢泰置业有限公司,1.002.00,2019年5月31日,2020年11月23日,2022年11月22日,,
砀山县,房地产开发,砀城镇中原社区,4.19148,城镇住宅用地,拍卖出让,70,房地产业,11945.718,安徽锦秀基业房地产开发有限公司,1.002.20,2019年5月31日,2020年11月23日,2023年11月22日,,
萧县,安徽省萧县林平纸业有限公司,萧县圣泉乡金黄庄村，G310北侧,5.2559,工业用地,拍卖出让,50,造纸及纸质品业,1024.9005,安徽省萧县林平纸业有限公司,1.000.00,2019年5月30日,2019年11月30日,2021年11月30日,,
萧县,华大化学（安徽）有限公司,萧县永堌镇吴庄村，县轻化工业园纬二路西段南侧,0.7848,工业用地,拍卖出让,50,化学原料及化学制品制造业,153.036,华大化学（安徽）有限公司,1.000.00,2019年5月30日,2019年11月30日,2021年11月30日,,
萧县,安徽威旺宠物用品有限公司,萧县杨楼镇杨楼居委会和张口村，G310北侧,1.614,工业用地,拍卖出让,50,农副食品加工业,314.73,安徽威旺宠物用品有限公司,1.000.00,2019年5月30日,2019年11月30日,2021年11月30日,,
萧县,安徽融淮文旅发展有限公司,萧县龙城镇西内环南延段东侧、世纪大道南侧,3.1719,城镇住宅用地,拍卖出让,城镇住宅用地70年; 零售商业用地40年;,房地产业,6280.362,安徽融淮文旅发展有限公司,1.002.00,2019年5月30日,2020年6月30日,2022年6月30日,,
泗县,泗县档案馆,丹凤路以东，县政府院内西北角,1,公用设施用地,划拨,,公共设施管理业,0,泗县城市建设投资有限公司,0.800.80,2019年5月27日,2019年7月20日,2020年7月20日,,
灵璧县,烟草配送中心,虞姬大道东侧、潼河路北侧,1.0257,其他商服用地,挂牌出让,40,批发业,846.2025,灵璧鼎阳房地产开发有限公司,0.601.00,2019年5月24日,2020年7月23日,2021年7月22日,,
灵璧县,灵璧县乡镇污水处理设施集配套管网工程,禅堂乡、大庙乡、朱集乡、虞姬乡、高楼镇、浍沟镇、尹集镇、渔沟镇、朝阳镇、韦集镇,6.4838,公用设施用地,划拨,,公共设施管理业,0,灵璧水安环保工程有限责任公司,1.000.00,2019年5月21日,2019年8月31日,2020年6月30日,,
灵璧县,灵璧县城市路网PPP项目一期工程（洪河路部分）,灵城镇及开发区,4.1628,城镇村道路用地,划拨,,城市公共交通业,0,灵璧安建建设投资有限公司,1.000.00,2019年5月20日,2019年8月31日,2020年8月31日,,
灵璧县,惠众苑廉租住房（保障性住房）,开发区及虞姬乡,9.6125,城镇住宅用地,划拨,,房地产业,0,灵璧县住房和城乡建设局,1.000.00,2019年5月20日,2019年8月31日,2020年8月31日,,
灵璧县,平山路部分(灵璧县城市路网PPP项目一期工程),灵城镇及开发区,8.5298,城镇村道路用地,划拨,,城市公共交通业,0,灵璧安建建设投资有限公司,1.000.00,2019年5月20日,2019年8月31日,2020年8月31日,,
灵璧县,灵璧县城市路网PPP项目一期工程（浍河路部分）,灵城镇及开发区,3.9146,城镇村道路用地,划拨,,城市公共交通业,0,灵璧安建建设投资有限公司,1.000.00,2019年5月20日,2019年8月31日,2020年8月31日,,
灵璧县,灵璧县建设北路工程项目,灵城建设北路,11.5963,城镇村道路用地,划拨,,城市公共交通业,0,灵璧县住房和城乡建设局,1.000.00,2019年5月20日,2019年9月30日,2020年9月30日,,
灵璧县,灵璧县看守所、拘留所,禅堂乡大吴村,5.8432,监教场所用地,划拨,,中国共产党机关,0,灵璧县公安局,1.000.00,2019年5月20日,2019年9月30日,2020年9月30日,,
灵璧县,东城丽景花园D地块,薄山路东侧、闫河路北侧、唐河路南侧、虞姬大道西侧,3.1406,城镇住宅用地,挂牌出让,70,房地产业,5558.862,灵璧三元实业有限公司,1.002.20,2019年5月16日,2020年5月15日,2021年5月14日,,
灵璧县,K7-B,安河中路北侧、磬山路西侧,6.8023,城镇住宅用地,挂牌出让,70,房地产业,28569.66,灵璧碧信房地产开发有限公司,1.002.00,2019年5月16日,2020年5月15日,2022年5月14日,,
灵璧县,K7-A,杨河路南侧、铜山路东侧,4.6054,城镇住宅用地,挂牌出让,70,房地产业,19342.68,灵璧碧信房地产开发有限公司,1.002.00,2019年5月16日,2020年5月15日,2022年5月14日,,
泗县,一洋地产北区,泗县泗城镇虹乡社区,2.7959,城镇住宅用地,拍卖出让,70,房地产业,8300,泗县一洋置业有限公司,1.002.40,2019年5月13日,2019年10月19日,2022年10月19日,,
泗县,一洋地产南区,泗县泗城镇虹乡社区,5.6693,城镇住宅用地,拍卖出让,70,房地产业,16900,泗县一洋置业有限公司,1.002.40,2019年5月13日,2019年10月19日,2022年10月19日,,
泗县,客运西站及换乘中心,S303南、古汴湾安置房西侧,3.1519,交通服务场站用地,划拨,,城市公共交通业,,泗县鼎盛交通投资有限责任公司,,2019年5月9日,,,,
砀山县,房地产开发,经济开发区古城社区,4.26418,城镇住宅用地,拍卖出让,70,房地产业,7675.524,宿州市泰福房地产开发有限公司,1.002.20,2019年5月9日,2020年10月26日,2023年10月25日,,
砀山县,房地产开发,砀城镇中原社区,1.5907,城镇住宅用地,拍卖出让,70,房地产业,3817.68,安徽锦秀基业房地产开发有限公司,1.002.20,2019年5月9日,2020年10月26日,2023年10月25日,,
砀山县,房地产开发,县经济开发区古城社区,4.49397,城镇住宅用地,拍卖出让,70,房地产业,8089.152,宿州市泰福房地产开发有限公司,1.002.20,2019年5月9日,2020年10月26日,2023年10月25日,,
泗县,客运东站及换乘中心,新中医院西、汴河大道被北侧,1.9432,交通服务场站用地,划拨,,城市公共交通业,,泗县鼎盛交通投资有限责任公司,,2019年5月9日,,,,
砀山县,汇金木业,薛楼板材园神湖村,1.8251,工业用地,挂牌出让,50,制造业,246.3885,安徽省汇金木业股份有限公司,1,2019年5月8日,2020年4月26日,2021年4月25日,,
泗县,泗县南三环道路建设项目,开发区赤山路至G343,7.1475,公路用地,划拨,,公共设施管理业,,泗县经济开发区管理委员会,,2019年5月8日,,,,
砀山县,果蔬冷藏,玄庙镇王集村,0.302,工业用地,挂牌出让,50,制造业,43.035,砀山县铭源城果蔬冷藏有限公司,1,2019年5月8日,2020年4月26日,2021年4月25日,,
泗县,柳岸人家棚户区改造,泗县泗城镇百合花园西侧、梁园路东侧,5.852,城镇住宅用地,划拨,,房地产业,0,泗县城市建设投资有限公司,1.901.90,2019年5月8日,2018年12月20日,2019年12月20日,,
砀山县,房地产开发,砀城镇北郊村,6.33772,城镇住宅用地,挂牌出让,70,房地产业,13784.512,砀山泓洋置业有限公司,1.002.20,2019年5月8日,2020年10月26日,2023年10月25日,,
宿州市本级,绿地集团宿州置业有限公司,宿马现代产业园区虞姬路西侧、居易路南侧,3.202618,商务金融用地,挂牌出让,40,房地产业,3699.0261,绿地集团宿州置业有限公司,1.502.20,2019年5月7日,2020年5月6日,2021年5月5日,,
泗县,泗县火车站站前广场工程,屏山镇陈刘村,4.7666,公用设施用地,划拨,,公共设施管理业,,泗县鼎盛交通投资有限责任公司,,2019年5月7日,,,,
宿州市本级,绿地集团宿州置业有限公司,宿马现代产业园区马鞍山大道北侧、虞姬路西侧,3.221403,城镇住宅用地,挂牌出让,70,房地产业,3382.47,绿地集团宿州置业有限公司,1.702.20,2019年5月7日,2020年5月6日,2021年5月5日,,
宿州市本级,绿地集团宿州置业有限公司,宿马现代产业园区雨山路西侧,11.293356,城镇住宅用地,挂牌出让,70,房地产业,11519.2204,绿地集团宿州置业有限公司,1.702.20,2019年5月7日,2020年5月6日,2023年5月5日,,
宿州市本级,绿地集团宿州置业有限公司,宿马现代产业园区雨山路南侧,3.944884,城镇住宅用地,挂牌出让,70,房地产业,3905.4378,绿地集团宿州置业有限公司,1.201.70,2019年5月7日,2020年5月6日,2021年5月5日,,
泗县,G104绿化带工程,屏山镇陈刘村,1.84,公路用地,划拨,,公共设施管理业,,泗县鼎盛交通投资有限责任公司,,2019年5月7日,,,,
宿州市本级,高新区道路,宿州市高新区,27.536646,城镇村道路用地,划拨,,房地产业,0,宿州市高新建设投资有限责任公司,0.000.00,2019年5月7日,2019年10月6日,2022年10月5日,,
宿州市本级,绿地集团宿州置业有限公司,宿马现代产业园区马鞍山大道北侧、闵子路西侧,4.452991,城镇住宅用地,挂牌出让,70,房地产业,4675.643,绿地集团宿州置业有限公司,1.702.20,2019年5月7日,2020年5月6日,2021年5月5日,,
宿州市本级,绿地集团宿州置业有限公司,宿马现代产业园区雨山路南侧,4.360665,城镇住宅用地,挂牌出让,70,房地产业,4447.88,绿地集团宿州置业有限公司,1.702.20,2019年5月7日,2020年5月6日,2021年5月5日,,
宿州市本级,绿地集团宿州置业有限公司,宿马现代产业园区雨山路南侧,4.949999,城镇住宅用地,挂牌出让,70,房地产业,5049,绿地集团宿州置业有限公司,1.201.70,2019年5月7日,2020年5月6日,2021年5月5日,,
宿州市本级,绿地集团宿州置业有限公司,宿马现代产业园区闵子路东侧、居易路南侧,2.500164,商务金融用地,挂牌出让,40,房地产业,2887.6925,绿地集团宿州置业有限公司,1.502.20,2019年5月7日,2020年5月6日,2021年5月5日,,
宿州市本级,绿地集团宿州置业有限公司,宿马现代产业园区虞姬路东侧、居易路南侧,2.426186,商务金融用地,挂牌出让,40,房地产业,2838.6384,绿地集团宿州置业有限公司,1.502.20,2019年5月7日,2020年5月6日,2021年5月5日,,
宿州市本级,安徽禾目置业有限公司,宿州市现代制鞋产业城拂晓大道西侧,8.651184,城镇住宅用地,挂牌出让,70,房地产业,13106.5478,安徽禾目置业有限公司,1.802.20,2019年5月7日,2020年5月6日,2022年5月5日,,
宿州市本级,宿州新城金悦房地产开发有限公司,宿州市埇桥区三八街道办事处银河二路以南、通济五路以西,11.182666,城镇住宅用地,拍卖出让,70,房地产业,87224.8,宿州新城金悦房地产开发有限公司,2.002.20,2019年5月7日,2020年5月6日,2023年5月5日,,
