行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,
泗县,龙大公馆,泗城镇朱桥社区,5.0097,其他普通商品住房用地,拍卖出让,70,房地产业,19520,王龙飞,1.002.50,2017年9月18日,2018年6月18日,2021年5月17日,,
宿州市本级,星泉路（西外环-拂晓大道）,宿州市高新区邵杨村拂晓大道西侧,2.3729,公路用地,划拨,,房地产业,0,宿州市高新建设投资有限责任公司,0.000.00,2017年9月15日,2018年2月14日,2019年2月13日,,
宿州市本级,朝阳路西段,宿州市高新区北十里村灵磬路西侧、人民路东侧,1.7808,公路用地,划拨,,房地产业,0,宿州市高新建设投资有限责任公司,0.000.00,2017年9月15日,2018年2月14日,2019年2月13日,,
宿州市本级,红星路道路工程,宿州市高新区邵杨村北外环路南侧、星泉路北侧,0.806164,公路用地,划拨,,房地产业,0,宿州市高新建设投资有限责任公司,0.000.00,2017年9月15日,2018年2月14日,2019年2月13日,,
宿州市本级,朝阳路东段,宿州市高新区北十里村206国道西侧、灵磬路东侧,1.1757,公路用地,划拨,,房地产业,0,宿州市高新建设投资有限责任公司,0.000.00,2017年9月15日,2018年2月14日,2019年2月13日,,
宿州市本级,宿州经济技术开发区化工园消防站项目,宿州经济开发区金泰五路东侧,1.39151,公共设施用地,划拨,,房地产业,0,宿州市新区建设投资集团有限公司,0.200.40,2017年9月15日,2018年2月14日,2019年2月13日,,
宿州市本级,宿州高新飞天永固混凝土有限公司,宿州市埇桥区汴河街道办事处杨圩村港口路东侧,3.296946,工业用地,挂牌出让,50,通用设备制造业,519.2691,宿州高新飞天永固混凝土有限公司,1.200.00,2017年9月14日,2018年3月13日,2019年3月12日,,
宿州市本级,安徽佳地运输集团有限公司,宿马现代产业园区站前路西侧,0.670518,其他商服用地,挂牌出让,40,装卸搬运和其他运输服务业,613.5258,安徽佳地运输集团有限公司,1.001.50,2017年9月14日,2018年2月13日,2019年2月12日,,
灵璧县,房地产开发,钟灵大道北侧，凌山路东侧,0.4244,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,1343.226,灵璧县龙腾置业有限公司,1.002.80,2017年9月14日,2018年9月10日,2019年9月10日,,
宿州市本级,宿州市探路科技有限公司,宿州市高新区邵杨村、临溪路西侧、北外环路北侧,2.397343,工业用地,挂牌出让,50,通用设备制造业,377.5811,宿州市探路科技有限公司,1.300.00,2017年9月14日,2018年3月13日,2019年3月12日,,
灵璧县,G343服务区,灵城镇界沟村,1.7029,其他商服用地,挂牌出让,40,商务服务业,1915.7625,灵璧县交通投资有限责任公司,0.001.00,2017年9月14日,2018年9月10日,2019年9月10日,,
宿州市本级,宿州中石化宿马加油站管理有限公司,宿马现代产业园区G343国道南侧,0.628871,批发零售用地,挂牌出让,40,零售业,1037.641,宿州中石化宿马加油站管理有限公司,0.201.00,2017年9月14日,2018年2月13日,2019年2月12日,,
宿州市本级,安徽九盛减震器有限公司,宿马现代产业园区佳山路西侧,5.29431,工业用地,挂牌出让,50,通用设备制造业,833.8544,安徽九盛减震器有限公司,1.001.50,2017年9月14日,2018年3月13日,2019年3月12日,,
宿州市本级,宿州市东城供水有限公司,宿马现代产业园区宿州马鞍山投资集团（控股）有限公司自来水厂北侧,0.512508,工业用地,挂牌出让,50,通用设备制造业,80.7198,宿州市东城供水有限公司,1.001.50,2017年9月14日,2018年3月13日,2019年3月12日,,
宿州市本级,宿州市高新区阿尔法游戏产业有限公司,宿马现代产业园区泗州路北侧,1.1382,商务金融用地,挂牌出让,40,软件业,1109.745,宿州市高新区阿尔法游戏产业有限公司,0.400.45,2017年9月14日,2018年2月13日,2019年2月12日,,
宿州市本级,宿州国恩食品机械有限公司,宿马现代产业园区泗州路北侧,0.731696,工业用地,挂牌出让,50,通用设备制造业,115.2417,宿州国恩食品机械有限公司,1.001.50,2017年9月14日,2018年3月13日,2019年3月12日,,
宿州市本级,宿州市宿马产业发展有限公司,宿马现代产业园区慈湖路东侧,4.852448,工业用地,挂牌出让,50,房屋和土木工程业,764.2604,宿州市宿马产业发展有限公司,1.001.50,2017年9月14日,2019年3月12日,2020年8月6日,,
宿州市本级,宿州市高新建设投资有限责任公司,宿州市高新区邵杨村、北外环二路南侧、临溪路东侧,6.717848,工业用地,挂牌出让,50,房地产业,1058.0609,宿州市高新建设投资有限责任公司,1.300.00,2017年9月14日,2018年3月13日,2019年3月12日,,
宿州市本级,南翔恒泰（宿州）物流产业股份有限公司,埇桥区城东办津浦村凤鸣路以北,8.071157,批发零售用地,挂牌出让,40,房屋和土木工程业,7264.044,南翔恒泰（宿州）物流产业股份有限公司,1.001.50,2017年9月14日,2018年2月13日,2020年2月12日,,
宿州市本级,宿州中原泛美教育投资有限公司,宿马现代产业园区宿州大道南侧,6.0908,科教用地,挂牌出让,50,教育业,3014.946,宿州中原泛美教育投资有限公司,0.701.40,2017年9月14日,2018年2月13日,2019年2月12日,,
宿州市本级,宿州正新食品有限公司,宿马现代产业园区宴嬉路南侧、采石路西侧,2.9629,工业用地,挂牌出让,50,食品制造业,466.6631,宿州正新食品有限公司,1.001.50,2017年9月14日,2018年3月13日,2019年3月12日,,
宿州市本级,宿州市恒福房地产开发有限公司,宿州市淮河东路南侧,9.2568,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 批发零售用地40年; 住宿餐饮用地40年; 商务金融用地40年; 其他商服用地40年;,房地产业,15273.72,宿州市恒福房地产开发有限公司,2.002.36,2017年9月12日,2018年9月11日,2021年9月10日,,
萧县,萧县西出口市政道路,萧县龙城镇岱山口村、杜楼镇八庄村和彭村,5.5152,街巷用地,划拨,,城市公共交通业,0,萧县路通项目投资管理有限公司,0.000.00,2017年9月11日,2017年12月28日,2018年11月30日,,
埇桥区,宿州市万合钓具有限公司,埇桥经济开发区三环村、桃山村,4.3747,工业用地,挂牌出让,50,渔业,689.0153,宿州市万合钓具有限公司,1.002.00,2017年9月11日,2018年3月7日,2019年3月6日,,
埇桥区,宿州市五星玻璃科技有限公司,埇桥区经济开发区三环村,3.36,工业用地,挂牌出让,50,其它,529.2,宿州市五星玻璃科技有限公司,1.002.00,2017年9月8日,2018年3月7日,2019年3月6日,,
埇桥区,安徽众品机械科技,埇桥经济开发区桃山村,1.8788,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,295.911,安徽众品机械科技,1.002.00,2017年9月8日,2018年3月7日,2019年3月6日,,
埇桥区,宿州市汉泰化工有限公司,埇桥经济开发区三环村,5.9998,工业用地,挂牌出让,50,化学原料及化学制品制造业,944.9685,宿州市汉泰化工有限公司,1.002.00,2017年9月8日,2018年3月7日,2019年3月6日,,
埇桥区,安徽省宿州市贯华化工有限公司,埇桥经济开发区三环村,2.958,工业用地,挂牌出让,50,化学原料及化学制品制造业,465.8924,安徽省宿州市贯华化工有限公司,1.002.00,2017年9月8日,2018年3月7日,2019年3月6日,,
埇桥区,宿州市佳源有限公司,埇桥经济开发区三环村,4.6663,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,734.9423,宿州市佳源有限公司,0.501.50,2017年9月8日,2018年3月7日,2019年3月6日,,
萧县,萧县凤城新区公交车站,萧县北站东侧,1.8234,街巷用地,划拨,,城市公共交通业,0,萧县交通运输局,0.000.09,2017年9月4日,2017年12月28日,2018年11月20日,,
萧县,萧县北站广场,萧县圣泉乡圣泉村（高铁站前广场）,2.2718,文体娱乐用地,划拨,,公共设施管理业,0,萧县住房和城乡建设局,0.000.00,2017年9月1日,2017年11月30日,2018年4月30日,,
灵璧县,设计院办公楼,灵城东关街街北,0.316521,机关团体用地,划拨,,水利管理业,0,灵璧县水利设计院,1,2017年8月31日,,,,
砀山县,房地产开发,砀城镇侯楼社区，东升路与陇海路交叉口东南角,5.24148,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,7862.22,安徽恒业丽景置业有限公司,1.002.00,2017年8月28日,2019年2月15日,2022年2月14日,,
砀山县,房地产开发,经济开发区桐木路南侧,2.9169,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,4834.7618,砀山县荣联房地产开发有限公司,1.002.80,2017年8月28日,2019年2月15日,2022年2月14日,,
萧县,萧县民基投资有限责任公司,白土镇孤山村和董店村，天门路东侧，S301南侧,5.5767,工业用地,拍卖出让,50,其他金融服务,1087.4545,萧县民基投资有限责任公司,1.000.00,2017年8月22日,2018年2月22日,2020年2月22日,,
萧县,萧县民基投资有限责任公司,白土镇董店村，步云路北侧，天门路西侧,6.1139,工业用地,拍卖出让,50,其他金融服务,1192.2105,萧县民基投资有限责任公司,1.000.00,2017年8月22日,2018年2月22日,2020年2月22日,,
萧县,安徽安成橡塑科技有限公司,白土镇孤山村和董店村，天门路东侧、步云路北侧,6.7363,工业用地,拍卖出让,50,塑料制品业,1313.5785,安徽安成像塑科技有限公司,1.000.00,2017年8月22日,2018年2月22日,2020年2月22日,,
萧县,萧县民基投资有限责任公司,白土镇董店村内，天门路西侧，S301南侧,5.9995,工业用地,拍卖出让,50,其他金融服务,1169.9025,萧县民基投资有限责任公司,1.000.00,2017年8月22日,2019年2月22日,2021年2月22日,,
萧县,萧县鑫隆置业有限公司,萧县龙城镇岱山口村，岱河南侧，G311北侧,0.7191,批发零售用地,拍卖出让,40,房地产业,916.8525,萧县鑫隆置业有限公司,0.001.06,2017年8月21日,2018年1月22日,2020年1月22日,,
萧县,安徽省鲜客食品有限责任公司,萧县食品工业园,0.0828,工业用地,拍卖出让,50,食品制造业,16.767,安徽省鲜客食品有限责任公司,1.000.00,2017年8月21日,2018年2月21日,2020年2月21日,,
萧县,萧县鑫隆置业有限公司,龙城镇岱山口村，岱河南侧，岱湖路西侧,0.6074,批发零售用地,拍卖出让,40,房地产业,774.435,萧县鑫隆置业有限公司,0.001.06,2017年8月21日,2018年1月21日,2020年1月21日,,
萧县,萧县新秀新材料有限公司,永堌镇吴庄村，永马路东侧，纬七路北侧,3.0926,工业用地,拍卖出让,50,化学原料及化学制品制造业,603.057,萧县新秀新材料有限公司,1.000.00,2017年8月21日,2018年2月21日,2020年2月21日,,
萧县,萧县三洲兴同商贸有限责任公司,萧县黄口镇镇北社区、G310南,0.9923,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,818.6475,萧县三洲兴同商贸有限责任公司,1.002.60,2017年8月21日,2018年8月21日,2020年8月21日,,
泗县,大路口乡山芋污水处理厂,泗县大路口乡邓公村邓公路以东、得民路以南,1,公共设施用地,划拨,,公共设施管理业,0,泗县大路口乡人民政府,0.600.60,2017年8月18日,2017年10月25日,2018年8月8日,,
萧县,萧县循环经济工业园基础设施建设项目,萧县圣泉循环经济工业园,5.1643,街巷用地,划拨,,公共设施管理业,1239.432,萧县圣泉循环经济工业园管理委员会,0.000.00,2017年8月14日,2017年12月20日,2018年12月5日,,
泗县,御景城,泗县泗城镇东关社区,3.0039,其他普通商品住房用地,拍卖出让,70,房地产业,9500,彭招贵,1.002.00,2017年8月10日,2018年5月1日,2020年4月30日,,
萧县,萧县公园南路建设工程,萧县公园南路,0.9413,街巷用地,划拨,,城市公共交通业,0,萧县住房和城乡建设局,0.000.00,2017年8月10日,2017年11月30日,2018年4月30日,,
萧县,萧县虎山北路项目,萧县虎山北路,1.7686,街巷用地,划拨,,城市公共交通业,0,萧县住房和城乡建设局,0.000.00,2017年8月10日,2017年11月30日,2018年4月30日,,
萧县,萧县公园北路东延（东环路以东段）项目,萧县公园路东段东环路以东,0.7852,街巷用地,划拨,,城市公共交通业,0,萧县住房和城乡建设局,0.000.00,2017年8月10日,2017年11月30日,2018年4月30日,,
萧县,萧县龙腾大道北延建设工程,萧县圣泉乡圣泉村,1.5657,街巷用地,划拨,,城市公共交通业,0,萧县住房和城乡建设局,0.000.00,2017年8月10日,2017年11月30日,2018年4月30日,,
泗县,S303徐明高速出入口连接线改建工程项目,泗县西二环出口至泗县与灵璧交界处,31.5045,公路用地,划拨,,道路运输业,0,泗县鼎盛交通投资有限责任公司,0.000.00,2017年8月8日,2017年8月8日,2018年8月8日,,
萧县,萧县易地扶贫搬迁项目（一期）,萧县圣泉乡圣泉村,7.4922,其他普通商品住房用地,划拨,,房地产业,1798.128,萧县宜民投资发展有限公司,1.001.80,2017年8月7日,2017年12月20日,2018年11月20日,,
萧县,G310苏皖界至黄口段改造工程,G310苏皖界至黄口段,52.761,公路用地,划拨,,道路运输业,12662.64,萧县交通投资有限责任公司,0.000.00,2017年8月4日,2017年12月20日,2019年2月8日,,
萧县,G310苏皖界至黄口段改造工程,黄口镇张寨村、闫集镇汪楼村、杨楼镇杨楼居委会和黄庙村、圣泉乡单楼村和金黄庄村,8.137,其他普通商品住房用地,划拨,,房地产业,1952.88,萧县交通投资有限责任公司,1.001.30,2017年8月4日,2017年12月20日,2019年2月8日,,
泗县,和顺紫悦府,泗县开发区汴光社区,1.9763,其他普通商品住房用地,拍卖出让,70,房地产业,4100,泗县和顺房地产有限公司,1.001.50,2017年8月4日,2018年5月1日,2020年4月30日,,
泗县,和顺紫悦府,泗县开发区汴光社区,5.7596,其他普通商品住房用地,拍卖出让,70,房地产业,11700,泗县和顺房地产有限公司,1.001.50,2017年8月4日,2018年5月1日,2020年4月30日,,
泗县,和顺紫悦府,泗县开发区汴光社区,1.8111,其他普通商品住房用地,拍卖出让,70,房地产业,3700,泗县和顺房地产有限公司,1.002.00,2017年8月4日,2018年5月1日,2020年4月30日,,
灵璧县,房地产开发,虞姬大道东侧，解放东路南侧,3.4147,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,10705.0845,灵璧县锦航置业有限公司,1.002.00,2017年8月4日,2018年8月1日,2019年8月1日,,
砀山县,宿州赵堤口220千伏输变电工程,砀城镇北郊村、玄庙镇三联村，权集村,2.6312,公共设施用地,划拨,,电力、热力的生产和供应业,0,国网安徽省电力公司宿州供电公司,0.000.00,2017年8月3日,2017年12月20日,2019年12月20日,,
砀山县,刘暗楼35KV输变电工程,砀山县周寨镇孙集村,0.1532,公共设施用地,划拨,,电力、热力的生产和供应业,0,国网安徽省电力公司砀山县供电公司,0.000.00,2017年8月2日,2017年12月20日,2019年12月20日,,
砀山县,砀山县朱楼110KV输变电工程,砀城镇道南东村,0.5095,公共设施用地,划拨,,电力、热力的生产和供应业,0,国网安徽省电力公司宿州供电公司,0.000.00,2017年8月2日,2017年11月29日,2019年11月29日,,
砀山县,110千伏砀山城西输变电工程,砀城镇中原社区,0.5334,公共设施用地,划拨,,电力、热力的生产和供应业,0,国网安徽省电力公司宿州供电公司,0.000.00,2017年8月2日,2017年12月28日,2019年12月28日,,
砀山县,砀山县政务新区35KV输变电站工程,砀城镇侯楼村,0.2333,公共设施用地,划拨,,电力、热力的生产和供应业,0,国网安徽省电力公司砀山县供电公司,0.000.00,2017年8月1日,2017年10月20日,2019年10月20日,,
灵璧县,龙山广场地下空间开发,灵城镇建设南路西侧,1.8973,其他商服用地,挂牌出让,40,房地产业,853.785,灵璧县御峰置业有限公司,1.002.10,2017年8月1日,2018年8月1日,2019年8月1日,,
宿州市本级,金泰三路北段（金江三路至金江五路）,宿州经济技术开发区金江三路南侧、金江五路北侧,1.8587,街巷用地,划拨,,房地产业,0,宿州市创新投资发展有限公司,0.000.00,2017年7月28日,2017年12月27日,2018年12月26日,,
宿州市本级,宿州经济技术开发区整体城镇化提升工程（一期）金安路北段,宿州经济技术开发区金江三路南侧、金江五路北侧,2.4188,街巷用地,划拨,,房地产业,0,宿州市创新投资发展有限公司,0.000.00,2017年7月28日,2017年12月27日,2018年12月26日,,
宿州市本级,宿州经济技术开发区整体城镇化提升工程（一期）项目金江六路,宿州市经济技术开发区金泰三路东侧、金泰五路西侧,1.999,街巷用地,划拨,,房地产业,0,宿州市创新投资发展有限公司,0.000.00,2017年7月28日,2017年12月27日,2018年12月26日,,
砀山县,砀山县城市供水管网改造及水质提升工程,砀城镇北郊村周庄,4.6667,公共设施用地,划拨,,水的生产和供应业,0,砀山县水务建设投资有限公司,0.000.00,2017年7月27日,2017年12月20日,2019年12月20日,,
泗县,泗涂电子商务产业园,泗县经济开发区东发社区,5.1892,其他商服用地,挂牌出让,40,商务服务业,7783,泗县泗涂现代产业园投资有限公司,0.003.00,2017年7月24日,2017年9月1日,2018年12月30日,,
宿州市本级,安徽龙汇置业有限公司,宿州市埇桥区三八街道办事处银河二路与通济五路交叉口,0.112311,中低价位、中小套型普通商品住房用地,协议出让,中低价位、中小套型普通商品住房用地67.4年; 其他普通商品住房用地67.4年; 批发零售用地37.4年;,房地产业,220.2419,安徽龙汇置业有限公司,2.202.80,2017年7月21日,,,,
宿州市本级,安徽安宿家居有限公司,宿州市汴河街道办事处北十里村,1.045,工业用地,挂牌出让,50,家具制造业,164.5875,安徽安宿家居有限公司,1.200.00,2017年7月14日,2018年1月13日,2019年1月12日,,
宿州市本级,宿州市杰鹏建材有限公司,宿州市汴河街道办事处邵杨村,2.13519,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,336.293,宿州市杰鹏建材有限公司,1.200.00,2017年7月14日,2018年1月13日,2019年1月12日,,
宿州市本级,宿州市九州行医疗养老投资有限公司,宿州市汴河街道办事处杨圩村,1.973251,其他商服用地,挂牌出让,40,其他服务业,1923.922,宿州市九州行医疗养老投资有限公司,1.301.50,2017年7月14日,2017年12月13日,2018年12月12日,,
灵璧县,中医医院整体搬迁项目,经济开发区奇石大道北侧、平山路东侧,3.118,医卫慈善用地,划拨,,卫生,,灵璧县中医医院,1.001.19,2017年7月14日,,,,
萧县,安徽凯奇化工科技股份有限公司,萧县永堌轻化工业园,0.2426,工业用地,拍卖出让,50,化学原料及化学制品制造业,47.307,安徽凯奇化工科技股份有限公司,1.000.00,2017年7月11日,2018年2月11日,2019年2月11日,,
萧县,萧县金虹新型防水建材有限公司,萧县永堌轻化工业园,2.0108,工业用地,拍卖出让,50,化学原料及化学制品制造业,392.106,萧县金虹新型防水建材有限公司,1.000.00,2017年7月11日,2018年2月11日,2019年2月11日,,
泗县,朱桥农贸市场,泗城镇朱桥社区,3.0515,批发零售用地,挂牌出让,40,零售业,5200,于志强,0.001.00,2017年7月10日,2017年9月1日,2018年8月30日,,
泗县,汉能光伏,泗县经济开发区,4.3021,工业用地,挂牌出让,50,金属制品业,451.7205,泗县汉能诚信电气工程有限公司,1.000.00,2017年7月10日,2017年12月31日,2018年12月31日,,
泗县,康桥生物,泗县屏山镇涂山村,6.3285,工业用地,挂牌出让,50,废弃资源和废旧材料回收加工业,531.594,安徽康桥生物科技有限公司,0.700.00,2017年7月10日,2017年8月20日,2017年12月30日,,
泗县,泗县救灾物资储备库,泗县开发区汴河大道北侧,0.9982,公共设施用地,划拨,,公共设施管理业,0,泗县民政局,0.590.59,2017年7月6日,,,,
砀山县,科技食品,位于开发区社区，道北路（原310国道）北侧,0.54187,工业用地,挂牌出让,50,食品制造业,125.984,安徽宿州科技食品有限公司,1.000.00,2017年7月6日,2018年6月22日,2019年6月21日,,
砀山县,食品加工,位于高铁新区孟饭棚村,0.64958,工业用地,挂牌出让,50,食品制造业,88.6668,砀山县福荣食品有限公司,1.000.00,2017年7月6日,2018年3月22日,2019年3月21日,,
泗县,滨河路（二期）,泗城镇境内,12.5889,公路用地,划拨,,城市公共交通业,0,泗县城市建设投资有限公司,,2017年7月6日,,,,
砀山县,海慈医院,位于开发区生态大道与陇海路交叉口东南角,9.3582,医卫慈善用地,挂牌出让,50,卫生,4211.19,安徽省海慈人民医院有限公司,1.002.00,2017年7月6日,2019年1月22日,2022年1月21日,,
砀山县,新区建投,位于经济开发区桐木路与永顺路交叉口东南角,5.600533,工业用地,挂牌出让,50,制造业,714.068,砀山新区建投投资有限公司,1.000.00,2017年7月6日,2018年5月22日,2019年5月21日,,
砀山县,汉源天下小区,位于高铁新区，良梨路南侧,3.0823,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,4623.45,砀山县新城置业房地产开发有限公司,1.002.20,2017年7月4日,2018年12月22日,2020年12月21日,,
砀山县,航空通用产业园,果园场101省道东侧,7,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,10500,安徽梨都通用航空产业发展有限公司,1.002.00,2017年7月4日,2020年12月12日,2022年12月21日,,
灵璧县,纺织服装制造,渔沟镇,0.209,工业用地,挂牌出让,50,纺织业,17.56,灵璧县渔沟镇堂红服装厂,1.000.00,2017年6月29日,2018年5月31日,2019年3月31日,,
灵璧县,汽车零部件制造,开发区,0.9033,工业用地,挂牌出让,50,汽车制造,75.88,安徽东傲贸易有限公司,1.000.00,2017年6月29日,2018年8月31日,2019年8月31日,,
灵璧县,汽车制造,灵城北部龙山大道北侧,1.3333,工业用地,挂牌出让,50,汽车制造,112,灵璧县新大桥汽车维修有限责任公司,1.000.00,2017年6月29日,2018年8月31日,2019年8月31日,,
灵璧县,家具加工,开发区,0.8866,工业用地,挂牌出让,50,家具制造业,74.48,安徽省唯丽格红木家具有限公司,1.000.00,2017年6月29日,2018年8月31日,2019年8月31日,,
泗县,乡村体育文化活动广场,泗县长沟镇长沟村,1.4351,公共设施用地,划拨,,公共设施管理业,0,泗县长沟镇人民政府,,2017年6月27日,,,,
泗县,道路,泗县大路口乡大季村,1.1667,公路用地,划拨,,城市公共交通业,0,泗县大路口乡人民政府,,2017年6月27日,,,,
砀山县,砀山汽运分公司及汽车南站工程项目,位于高铁新区,3.3799,公共设施用地,划拨,,道路运输业,0,砀山县交通运输局,0.000.00,2017年6月26日,2017年8月31日,2018年8月31日,,
萧县,萧县鑫隆置业有限公司,龙城镇岱山口村，G311北侧、龙城西市一期西侧,1.1591,批发零售用地,拍卖出让,40,批发和零售业,1477.8525,萧县鑫隆置业有限公司,1.001.06,2017年6月23日,2017年11月23日,2019年11月22日,,
灵璧县,K38二期开发项目,灵城迎宾大道西侧,1.1636,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,1762.854,安徽广业房地产开发有限公司,1.002.00,2017年6月16日,2018年6月16日,2019年6月16日,,
萧县,萧县龙山庭苑,萧县淮海东路北侧、行政大道西侧,0.0904,其他普通商品住房用地,协议出让,62,房地产业,162.72,丰县鸿宇房地产开发有限公司,1.001.70,2017年6月16日,2017年8月10日,2017年12月28日,,
灵璧县,房地产开发项目,虞姬大道西新河路北侧,0.3724,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,603.288,灵璧县四方置业有限公司,1.002.50,2017年6月16日,2018年6月16日,2019年6月16日,,
萧县,安徽腾远化工科技有限公司,萧县（永固）轻化工业园,2.5717,工业用地,拍卖出让,50,化学原料及化学制品制造业,501.4815,安徽腾远化工科技有限公司,1.000.00,2017年6月5日,2018年1月5日,2019年1月5日,,
萧县,安徽威朗化工科技有限公司,萧县永堌镇轻化工业园,2.0038,工业用地,拍卖出让,50,化学原料及化学制品制造业,390.741,安徽威朗化工科技有限公司,1.000.00,2017年6月5日,2018年1月5日,2020年1月5日,,
萧县,萧县亚太绝缘材料有限公司,萧县永堌镇轻化工业园,0.7314,工业用地,拍卖出让,50,化学原料及化学制品制造业,142.623,萧县亚太绝缘材料有限公司,1.000.00,2017年6月5日,2018年1月5日,2020年1月5日,,
萧县,萧县中医院迁建项目,萧县龙城镇岱山口村,2.3171,医卫慈善用地,划拨,,卫生,0,萧县中医院,0.001.00,2017年6月5日,2017年10月26日,2018年9月28日,,
萧县,萧县亚太绝缘材料有限公司,萧县永堌镇轻化工业园,0.5952,工业用地,拍卖出让,50,化学原料及化学制品制造业,116.064,萧县亚太绝缘材料有限公司,1.000.00,2017年6月5日,2018年1月5日,2020年1月5日,,
宿州市本级,宿州碧桂园房地产开发有限公司,宿州市埇桥区三八街道办事处银河社区居民委员会,10.825999,其他普通商品住房用地,拍卖出让,批发零售用地40年; 其他普通商品住房用地70年;,房地产业,112861.05,宿州碧桂园房地产开发有限公司,1.002.50,2017年6月5日,2018年6月4日,2021年6月3日,,
宿州市本级,汴北垃圾转运站,唐河路以北，汇源大道西侧，北郊变电站东侧区域,1.552458,公共设施用地,划拨,,环境管理业,0,宿州市环境卫生管理处,0.100.20,2017年6月2日,2017年12月1日,2018年11月30日,,
泗县,绿地,泗城镇开发区赤山路西侧,0.3519,公园与绿地,划拨,,公共设施管理业,0,泗县城市管理局,,2017年6月2日,,,,
泗县,群众休闲文化活动广场,泗县黄圩镇黄圩村,1.3438,公共设施用地,划拨,,公共设施管理业,0,泗县黄圩镇黄圩村,,2017年6月2日,,,,
宿州市本级,宿州华瑞网络信息服务有限公司,宿州市汴河街道办事处邵杨村,1.08348,批发零售用地,挂牌出让,40,计算机服务业,1170.1584,宿州华瑞网络信息服务有限公司,1.502.50,2017年6月1日,2017年10月31日,2018年10月30日,,
萧县,萧县建设投资有限责任公司,龙城镇淮海路北、龙河西侧,0.2226,其他商服用地,拍卖出让,40,房地产业,1502.55,萧县建设投资有限责任公司,0.002.04,2017年6月1日,,,,
萧县,包东风,黄口镇,1.5845,工业用地,拍卖出让,50,农业,308.9775,包东风,1.000.00,2017年6月1日,2017年12月1日,2019年12月1日,,
萧县,安徽省萧县林平纸业有限公司,萧县圣泉乡金黄庄村，G310北侧,1.0225,工业用地,拍卖出让,50,造纸及纸质品业,199.3875,安徽省萧县林平纸业有限公司,1.000.00,2017年6月1日,2017年12月1日,2019年12月1日,,
萧县,安徽省德豪合成革有限公司,萧县白土镇董店村，步云路南侧,10.1286,工业用地,拍卖出让,50,皮革、毛皮、羽毛（绒）及其制造业,1975.077,安徽省德豪合成革有限公司,1.000.00,2017年6月1日,2017年12月1日,2019年12月1日,,
泗县,泗县泗城镇派出所,泗城镇北关社区、新党校对面,0.3425,公共设施用地,划拨,,公共设施管理业,0,泗县公安局,0.000.80,2017年6月1日,2017年6月1日,2017年12月1日,,
泗县,泗县思源实验学校（操场）,泗城镇开发区金光大道19号,3.3701,科教用地,划拨,,教育业,0,泗县教育体育局,0.370.37,2017年5月29日,,,,
灵璧县,金属制品,开发区,1.1536,工业用地,挂牌出让,50,有色金属冶炼及压延加工业,96.91,安徽省灵磁新材科技股份有限公司,1.000.00,2017年5月27日,2018年5月31日,2019年5月31日,,
灵璧县,食品制造,开发区,3.7656,工业用地,挂牌出让,50,食品制造业,316.32,灵璧县经济开发区建设投资发展有限公司,1.000.00,2017年5月27日,2018年5月31日,2019年5月31日,,
泗县,绿地,泗城镇四里桥社区,0.0729,公园与绿地,划拨,,公共设施管理业,0,泗县城市管理局,,2017年5月25日,,,,
泗县,公园与绿地,泗县御龙公馆东侧、石梁河南侧,2.0423,公园与绿地,划拨,,公共设施管理业,0,泗县城市管理局,,2017年5月25日,,,,
泗县,道路,泗城镇朱桥社区,4.3992,公路用地,划拨,,城市公共交通业,,泗县鼎盛交通投资有限责任公司,,2017年5月25日,,,,
宿州市本级,宿州交通投资集团有限公司,宿州市汴河街道办事处大王村、北外环路南侧,2.543653,公共设施用地,挂牌出让,50,公共设施管理业,572.322,宿州交通投资集团有限公司,0.000.70,2017年5月25日,2017年11月24日,2018年11月23日,,
泗县,道路,泗县长沟镇长沟村,0.5993,公路用地,划拨,,城市公共交通业,0,泗县长沟镇人民政府,,2017年5月25日,,,,
泗县,绿地,泗县山头镇大柏村,1.2049,公园与绿地,划拨,,公共设施管理业,0,泗县山头镇人民政府,,2017年5月24日,,,,
泗县,道路,泗县瓦坊乡瓦坊村+,0.8866,公路用地,划拨,,城市公共交通业,0,泗县瓦坊乡人民政府,,2017年5月24日,,,,
