行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,,,
慈溪市,观海卫镇方家公共停车场项目,观海卫镇方家村,1.682,街巷用地,划拨,,社会福利业,403.7554,慈溪市观海卫镇人民政府,0.000.00,2015年5月26日,2017年11月25日,2019年11月25日,,,,
鄞州区,九曲二期区间道路地块（宁波市鄞州区人民政府首南街道办事处）,宁波市鄞州区首南街道前周村,0.588,街巷用地,划拨,,中国共产党机关,326.34,宁波市鄞州区人民政府首南街道办事处,0.000.00,2015年5月25日,2016年5月25日,2018年5月24日,,,,
象山县,象山县客运东站建设项目,丹东街道巨鹰路与象山港路交叉口东北角,2.8499,街巷用地,划拨,,道路运输业,0,宁波交运建设有限公司,0.001.00,2015年5月25日,2016年5月24日,2018年5月24日,,,,
北仑区,大碶龙潭山路南36#工业地块,大碶,0.39797,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,298.4775,宁波新城建筑设计有限公司,1.202.00,2015年5月22日,2015年10月5日,2017年10月5日,,,,
鄞州区,宁波市鄞州德来特技术有限公司,鄞州区鄞江镇光溪村,0.5147,科教用地,挂牌出让,50,研究与试验发展,393.7455,宁波市鄞州德来特技术有限公司,1.001.50,2015年5月21日,2018年8月30日,2020年8月28日,,,,
江北区,慈城镇前洋村文化礼堂,慈城镇前洋村,0.2033,文体娱乐用地,划拨,,文化艺术业,0,宁波市江北区前洋股份经济合作社,0.480.48,2015年5月21日,2016年5月20日,2018年5月20日,,,,
余姚市,余姚市弘顺机械有限公司梨洲街道明伟村机械配件生产项目,梨洲街道明伟村,1.9393,工业用地,挂牌出让,50,通用设备制造业,1512.654,余姚市弘顺机械有限公司,1.201.50,2015年5月21日,2015年11月25日,2017年5月25日,,,,
宁海县,正学小学东侧道路,大青西路南、正学小学以东,0.4298,公路用地,划拨,,道路运输业,94.6849,宁海经济开发区科技园区管理委员会,0.000.00,2015年5月21日,2016年5月21日,2017年5月21日,,,,
江北区,宁波江北高新园纬三路（二期）道路工程,慈城镇浦丰村、三联村,0.7594,街巷用地,划拨,,道路运输业,0,宁波江北高新产业园开发建设有限公司,0.000.00,2015年5月21日,2016年5月20日,2018年5月20日,,,,
宁海县,越溪乡中心幼儿园迁建项目,越溪乡,0.4541,科教用地,划拨,,教育业,83.6906,宁海县越溪乡人民政府,1.002.00,2015年5月21日,2016年5月21日,2017年5月21日,,,,
江北区,观庄--湖塘下农村联网公路工程,慈城镇观庄村,0.7545,街巷用地,划拨,,道路运输业,,宁波市江北区慈城镇人民政府,,2015年5月21日,2016年5月20日,2018年5月20日,,,,
鄞州区,宁波康谱园农业科技有限公司,鄞州区首南街道桃江村,0.8426,工业用地,挂牌出让,50,农副食品加工业,495.81,宁波康谱园农业科技有限公司,1.202.00,2015年5月21日,2016年6月15日,2018年6月14日,,,,
慈溪市,宁波国际职业技术学院,宁波杭州湾新区兴慈八路东,32.5125,科教用地,划拨,,教育业,9070.9875,宁波外事学校,0.501.00,2015年5月21日,2015年11月22日,2017年11月22日,,,,
宁海县,梅桥医院,桥井西路南侧、凤山路西侧,1.6173,医卫慈善用地,划拨,,卫生,194.5612,宁海经济开发区科技园区管理委员会,1.003.00,2015年5月21日,2016年5月21日,2018年5月21日,,,,
宁海县,兴海北路延伸段,梅桥区块,8.1065,公路用地,划拨,,道路运输业,1749.3515,宁海经济开发区科技园区管理委员会,0.000.00,2015年5月21日,2016年5月21日,2018年5月21日,,,,
鄞州区,鄞州新城区慧灯寺-3-B地块（宁波市鄞州区宁南建设开发有限公司）,宁波市鄞州区钟公庙街道慧灯寺村,0.6357,公园与绿地,划拨,,其他服务业,104.8905,宁波市鄞州区宁南建设开发有限公司,0.040.04,2015年5月21日,2016年5月24日,2018年5月23日,,,,
宁波市本级,银亿甬江东岸地块配套道路,东起曙光北路，西至江东北路，南起民安路,1.0693,街巷用地,划拨,,道路运输业,0,宁波市江东区住房和城市建设局,0.000.00,2015年5月20日,2016年5月20日,2017年5月20日,,,,
宁海县,宁海县科技工业园区发展有限公司新建商服用房,桥井西路南、久安南路西,0.9027,住宿餐饮用地,挂牌出让,70,住宿业,2035,宁海县科技工业园区发展有限公司,2.003.00,2015年5月19日,2016年5月5日,2017年5月5日,,,,
宁海县,宁波乾元利贞模塑有限公司新建厂房,科技园区东扩区块,0.8142,工业用地,挂牌出让,50,塑料制品业,565,宁波乾元利贞模塑有限公司,1.002.00,2015年5月19日,2016年4月27日,2017年4月27日,,,,
宁海县,宁波恒海置业有限公司新建商服用房,盛宁线以北，兴海北路以东,1.4339,其他商服用地,挂牌出让,40,住宿业,1725,宁波恒海置业有限公司,1.301.60,2015年5月19日,2016年5月5日,2017年5月5日,,,,
慈溪市,宁波达世汽车配件有限公司年产30万套隔热板、车身冲压件、车身附件建设项目,宁波杭州湾新区,0.6667,工业用地,挂牌出让,50,汽车制造,229,宁波达世汽车配件有限公司,1.002.00,2015年5月19日,2015年9月19日,2017年9月19日,,,,
宁海县,中广核宁海一市风电场,一市镇,1.1784,公共设施用地,划拨,,公共设施管理业,193.0405,中广核(浙江宁海)风力发电有限公司,,2015年5月18日,2016年5月18日,2017年5月18日,,,,
宁波市本级,东部新城地块（宁波国际礼拜堂）项目,东部新城会展路以北，福庆路以东,1.1296,宗教用地,划拨,,群众团体、社会团体和宗教组织,1440.24,宁波市基督教三自爱国运动委员会,0.800.80,2015年5月15日,2016年5月15日,2019年5月15日,,,,
北仑区,宁波梅山口岸边检查验设施工程,宁波市北仑区梅山乡,1.734833,公共设施用地,划拨,,国家机构,468.405,中华人民共和国梅山边防检查站筹建组,0.000.00,2015年5月15日,2015年11月14日,2017年5月14日,,,,
余姚市,余姚市河姆渡镇小泾浦村经济合作社村民集中居住用房建设项目一期,河姆渡镇小泾浦村,0.4803,经济适用住房用地,划拨,,房屋和土木工程业,21.0772,余姚市河姆渡镇小泾浦村经济合作社,1.861.86,2015年5月14日,2016年4月10日,2018年4月10日,,,,
宁波市本级,黄家河沟通及泵闸工程,姚江南岸，与现状黄家河连接,0.2816,水工建筑用地,划拨,,公共设施管理业,,宁波市海曙区城市管理局,,2015年5月14日,2016年5月14日,2019年5月14日,,,,
宁海县,正学小学,大青西路南、槐园路以东,3.3867,科教用地,划拨,,教育业,738.767,宁海经济开发区科技园区管理委员会,1.002.00,2015年5月14日,2016年5月21日,2018年5月21日,,,,
北仑区,季景路东延及小浃江学校配套道路工程,宁波市北仑区,1.8964,街巷用地,划拨,,道路运输业,512.0361,宁波市北仑区建筑工务局,0.000.00,2015年5月14日,2015年11月13日,2017年5月13日,,,,
宁波市本级,望童北路（望春路-后孙学校北侧路）道路工程,南起望春路，北至后孙学校北侧道路,4.5928,街巷用地,划拨,,国家机构,,宁波市海曙区住房和城市建设局,,2015年5月14日,2016年5月14日,2019年5月14日,,,,
宁波市本级,宁波市轨道交通2号线一期工程通达轨道专变,梨园南路-夏禹路交叉口西南角，现状河道东北侧,0.2818,公共设施用地,划拨,,公共设施管理业,,宁波市轨道交通工程建设指挥部,,2015年5月14日,2016年5月14日,2019年5月14日,,,,
镇海区,镇海绿轴体育公园一期工程（东区）,东至逸夫路，南至汉塘路，西至同心路，北至钟包路,0.1074,公园与绿地,划拨,,房地产业,0,宁波市镇海新城南区开发建设投资有限公司,0.070.07,2015年5月14日,2016年5月25日,2018年5月25日,,,,
镇海区,九龙湖镇西经堂集中居住区A-3地块,九龙湖镇长邱线南侧,0.3382,其他商服用地,挂牌出让,40,商务服务业,351.728,宁波市镇海康源紧固件有限公司,1.001.30,2015年5月13日,2016年7月12日,2020年6月18日,,,,
宁海县,宁海县俊鹏文具有限公司扩建厂房,力洋镇港下洋村,0.02059,工业用地,协议出让,50,金属制品业,6.4859,宁海县俊鹏文具有限公司,0.802.00,2015年5月13日,2016年5月13日,2017年5月13日,,,,
宁海县,越溪乡邮政所,越溪乡越溪村,0.0112,机关团体用地,划拨,,国家机构,0.6082,宁海县邮政局,1.002.00,2015年5月13日,2016年5月13日,2017年5月13日,,,,
北仑区,梅山保税港区80#地块,梅山,0.17834,港口码头用地,挂牌出让,50,装卸搬运和其他运输服务业,120.3795,宁波大港引航有限公司,1.001.20,2015年5月13日,2016年2月29日,2017年11月29日,,,,
北仑区,北仑福泉山地块,白峰,1.99797,公共设施用地,挂牌出让,50,公共设施管理业,575.4154,浙江中营风能开发有限公司,0.402.00,2015年5月13日,2015年9月29日,2017年9月29日,,,,
镇海区,ZH12-01-19-06地块,宁波石化经济技术开发区岚山片海凤路北侧,1.7498,工业用地,挂牌出让,50,化学原料及化学制品制造业,1340,宁波中金石化有限公司,0.601.50,2015年5月13日,2016年7月12日,2018年7月12日,,,,
镇海区,ZH10-01-23-01地块,镇海区澥浦镇息云寺路西侧，兴源路北侧,0.2367,工业用地,挂牌出让,50,通用设备制造业,223,刘尧燕,0.801.80,2015年5月13日,2016年7月12日,2018年7月12日,,,,
江北区,梅堰路公交首末站工程,甬江街道河东村,0.3872,街巷用地,划拨,,城市公共交通业,,宁波市公共交通场站经营有限责任公司,,2015年5月12日,2016年5月11日,2018年5月11日,,,,
余姚市,余姚市小曹娥镇人民政府朗海村土地综合整治安置用房建设项目,小曹娥镇朗海村,0.2,经济适用住房用地,划拨,,房屋和土木工程业,0,余姚市小曹娥镇人民政府,1.001.60,2015年5月11日,2016年4月10日,2017年10月10日,,,,
象山县,城南高新创业园美德路（兴岗路-兴园路）,东陈乡兴园路以西,2.0808,街巷用地,划拨,,道路运输业,0,浙江象山经济开发区城南开发建设有限公司,0.000.00,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,城南高新创业园里井路（园山路-滨海大道、宏兴路-源泉路）,东陈乡兴园路以西,1.0273,街巷用地,划拨,,道路运输业,0,浙江象山经济开发区城南开发建设有限公司,0.000.00,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,城南高新创业园园山路（环城西路-兴园路）,东陈乡兴园路以西,0.504,街巷用地,划拨,,道路运输业,0,浙江象山经济开发区城南开发建设有限公司,0.000.00,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,城南高新创业园兴园路（园山路-美德路）项目,东陈乡沿海南线西侧,2.7518,街巷用地,划拨,,道路运输业,0,浙江象山经济开发区城南开发建设有限公司,0.000.00,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,城南高新创业园里邻路（环城西路-官河路）,东陈乡环城西路以南,0.496,街巷用地,划拨,,道路运输业,0,浙江象山经济开发区城南开发建设有限公司,0.000.00,2015年5月8日,2016年5月7日,2017年5月7日,,,,
宁波市本级,高新区GX07-02-47地块,宁波国家高新区,2.2415,公园与绿地,划拨,,公共设施管理业,,宁波国家高新技术产业开发区建设工程前期办公室,,2015年5月8日,2016年5月8日,2019年5月8日,,,,
宁波市本级,高新区滨江绿带整治工程三期(新杨木碶河-院士路),宁波国家高新区,4.0628,公园与绿地,划拨,,公共设施管理业,,宁波国家高新技术产业开发区建设工程前期办公室,,2015年5月8日,2016年5月8日,2019年5月8日,,,,
北仑区,BBS-02-04-02号地块,浙江宁波出口加工区,1.2547,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,715.179,宁波奇美材料科技有限公司,1.201.60,2015年5月8日,2015年11月22日,2017年11月22日,,,,
象山县,黄避岙乡敬老院迁建工程项目,黄避岙乡横塘村,0.3218,医卫慈善用地,划拨,,社会福利业,0,象山县黄避岙乡人民政府,0.851.00,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,丹西街道敬老院迁建工程(一期）,丹西街道仇家山村,1.8771,医卫慈善用地,划拨,,社会福利业,0,象山县丹西街道办事处,0.571.00,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,城南高新创业园官河路（里邻路-兴岗路）,东陈乡兴岗路以西,0.5776,街巷用地,划拨,,道路运输业,0,浙江象山经济开发区城南开发建设有限公司,0.000.00,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,城南高新创业园保宁路（兴岗路-兴园路）,东陈乡兴园路以西,0.776,街巷用地,划拨,,道路运输业,,浙江象山经济开发区城南开发建设有限公司,,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,城南高新创业园源泉路（里邻路-兴岗路）,东陈乡兴岗路以西,0.5377,街巷用地,划拨,,道路运输业,0,浙江象山经济开发区城南开发建设有限公司,0.000.00,2015年5月8日,2016年5月7日,2017年5月7日,,,,
慈溪市,慈溪市佳霓阀门有限公司(年产500万套阀门配件),长河镇宁丰村,0.206229,工业用地,拍卖出让,50,通用设备制造业,138,慈溪市佳霓阀门有限公司,1.002.50,2015年5月8日,2017年5月8日,2019年5月8日,,,,
象山县,城南高新创业园兴岗路（宏兴路-美德路）项目,东陈乡环城西路以南,3.8209,街巷用地,划拨,,道路运输业,,浙江象山经济开发区城南开发建设有限公司,,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,110KV城北变电所项目,丹东街道岙里村南侧,0.3236,公共设施用地,划拨,,其它,0,国网浙江省电力公司宁波供电公司,0.000.60,2015年5月8日,2016年5月7日,2017年5月7日,,,,
象山县,中心城区城西路网贯通工程拆迁安置区丹河安置点B区项目,丹西街道来薰路与象山河路交叉口东北角,1.9985,经济适用住房用地,划拨,,社会保障业,0,象山县城市建设投资开发有限公司,1.001.50,2015年5月8日,2016年5月7日,2018年5月7日,,,,
慈溪市,慈溪市小旋风数控机械有限公司(年产2000台全自动数控机床),观海卫镇昭十三房村、塘下村,1.4293,工业用地,拍卖出让,50,通用设备制造业,881,慈溪市小旋风数控机械有限公司,1.002.50,2015年5月8日,2016年5月8日,2018年5月8日,,,,
慈溪市,宁波皇子玩具有限公司(年产100万辆童车),观海卫镇昭十三房村、塘下村,1.674,工业用地,拍卖出让,50,文教体育用品制造业,1032,宁波皇子玩具有限公司,1.002.50,2015年5月8日,2016年5月8日,2018年5月8日,,,,
象山县,石浦镇西部农民集中居住区二期建设项目,石浦镇朝天门村,1.0588,经济适用住房用地,划拨,,社会保障业,0,象山县石浦新农村建设投资有限公司,1.001.00,2015年5月8日,2016年5月7日,2018年5月7日,,,,
镇海区,宁波市城市工业功能区块镇海片ZH08-03-07-a-2地块,骆驼街道桕墅方路以西、规划道路以南,0.435,工业用地,协议出让,50,纺织服装、鞋、帽制造业,428.91,宁波市镇海区骆驼甬盛工艺织造厂,1.201.50,2015年5月8日,2016年5月13日,2018年5月13日,,,,
